wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;75320;0;33802;0;t0201
dolnoœl¹skie;dzier¿oniowski;71351;0;33188;0;t0202
dolnoœl¹skie;g³ogowski;67450;0;30346;0;t0203
dolnoœl¹skie;górowski;27278;0;12358;0;t0204
dolnoœl¹skie;jaworski;40250;0;18069;0;t0205
dolnoœl¹skie;jeleniogórski;52788;0;24241;0;t0206
dolnoœl¹skie;kamiennogórski;33106;0;15343;0;t0207
dolnoœl¹skie;k³odzki;132573;0;61638;0;t0208
dolnoœl¹skie;legnicki;44973;0;19993;0;t0209
dolnoœl¹skie;lubañski;30907;0;12972;0;t0210
dolnoœl¹skie;lubiñski;128522;0;60834;0;t0211
dolnoœl¹skie;lwówecki;43251;0;19939;0;t0212
dolnoœl¹skie;milicki;35531;0;16640;0;t0213
dolnoœl¹skie;oleœnicki;102591;0;46616;0;t0214
dolnoœl¹skie;o³awski;46292;0;21756;0;t0215
dolnoœl¹skie;polkowicki;42811;0;18677;0;t0216
dolnoœl¹skie;strzeliñski;38365;0;17789;0;t0217
dolnoœl¹skie;œredzki;22826;0;10705;0;t0218
dolnoœl¹skie;œwidnicki;106270;0;48327;0;t0219
dolnoœl¹skie;trzebnicki;61542;0;29400;0;t0220
dolnoœl¹skie;wa³brzyski;32312;0;15297;0;t0221
dolnoœl¹skie;wo³owski;43727;0;19399;0;t0222
dolnoœl¹skie;wroc³awski;106083;0;50203;0;t0223
dolnoœl¹skie;z¹bkowicki;57651;0;26611;0;t0224
dolnoœl¹skie;zgorzelecki;61967;0;27904;0;t0225
dolnoœl¹skie;z³otoryjski;36047;0;16161;0;t0226
dolnoœl¹skie;Jelenia Góra;93101;0;44347;0;t0261
dolnoœl¹skie;Legnica;93220;0;43398;0;t0262
dolnoœl¹skie;Wroc³aw;1084386;0;503108;0;t0264
dolnoœl¹skie;Wa³brzych;216405;0;99946;0;t0265
kujawsko-pomorskie;aleksandrowski;135125;0;63825;0;t0401
kujawsko-pomorskie;brodnicki;74719;0;34781;0;t0402
kujawsko-pomorskie;bydgoski;79396;0;37312;0;t0403
kujawsko-pomorskie;che³miñski;43300;0;20127;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;37029;0;17099;0;t0405
kujawsko-pomorskie;grudzi¹dzki;27312;0;12338;0;t0406
kujawsko-pomorskie;inowroc³awski;107917;0;50787;0;t0407
kujawsko-pomorskie;lipnowski;55365;0;25295;0;t0408
kujawsko-pomorskie;mogileñski;34366;0;15942;0;t0409
kujawsko-pomorskie;nakielski;87796;0;38925;0;t0410
kujawsko-pomorskie;radziejowski;45577;0;21218;0;t0411
kujawsko-pomorskie;rypiñski;37320;0;17411;0;t0412
kujawsko-pomorskie;sêpoleñski;50014;0;22823;0;t0413
kujawsko-pomorskie;œwiecki;81341;0;37059;0;t0414
kujawsko-pomorskie;toruñski;73877;0;32371;0;t0415
kujawsko-pomorskie;tucholski;40629;0;18521;0;t0416
kujawsko-pomorskie;w¹brzeski;29339;0;13285;0;t0417
kujawsko-pomorskie;w³oc³awski;67197;0;31879;0;t0418
kujawsko-pomorskie;¿niñski;54170;0;25624;0;t0419
kujawsko-pomorskie;Bydgoszcz;448953;0;207260;0;t0461
kujawsko-pomorskie;Grudzi¹dz;127830;0;58620;0;t0462
kujawsko-pomorskie;Toruñ;202399;0;92182;0;t0463
kujawsko-pomorskie;W³oc³awek;98409;0;43908;0;t0464
lubelskie;bialski;63745;0;28963;0;t0601
lubelskie;bi³gorajski;56082;0;26489;0;t0602
lubelskie;che³mski;37284;0;17485;0;t0603
lubelskie;hrubieszowski;46660;0;21262;0;t0604
lubelskie;janowski;32371;0;15053;0;t0605
lubelskie;krasnostawski;42697;0;19529;0;t0606
lubelskie;kraœnicki;69066;0;32463;0;t0607
lubelskie;lubartowski;57432;0;26809;0;t0608
lubelskie;lubelski;87515;0;39691;0;t0609
lubelskie;³êczyñski;41416;0;19680;0;t0610
lubelskie;³ukowski;58669;0;27392;0;t0611
lubelskie;opolski;46964;0;21568;0;t0612
lubelskie;parczewski;29235;0;13367;0;t0613
lubelskie;pu³awski;101714;0;48050;0;t0614
