"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"301","œwiêtokrzyskie","starachowicki",67970,0,31044,0,"t2611"
"302","œwiêtokrzyskie","staszowski",40053,176,18308,15,"t2612"
"303","œwiêtokrzyskie","w³oszczowski",49299,36,22271,7,"t2613"
"304","œwiêtokrzyskie","Kielce",305177,335,136663,42,"t2661"
"305","warmiñsko-mazurskie","bartoszycki",59094,3,26808,0,"t2801"
"306","warmiñsko-mazurskie","braniewski",32678,0,15320,0,"t2802"
"307","warmiñsko-mazurskie","dzia³dowski",56344,15,26057,4,"t2803"
"308","warmiñsko-mazurskie","elbl¹ski",41056,126,19329,25,"t2804"
"309","warmiñsko-mazurskie","e³cki",90416,0,37923,0,"t2805"
"310","warmiñsko-mazurskie","gi¿ycki",47547,126,22118,8,"t2806"
"311","warmiñsko-mazurskie","i³awski",74310,19,33518,0,"t2807"
"312","warmiñsko-mazurskie","kêtrzyñski",47161,55,21886,30,"t2808"
"313","warmiñsko-mazurskie","lidzbarski",33023,0,15287,0,"t2809"
"314","warmiñsko-mazurskie","mr¹gowski",32680,22,14565,0,"t2810"
"315","warmiñsko-mazurskie","nidzicki",53295,3,20436,0,"t2811"
"316","warmiñsko-mazurskie","nowomiejski",40659,0,18580,0,"t2812"
"317","warmiñsko-mazurskie","olecki",27191,0,12650,0,"t2813"
"318","warmiñsko-mazurskie","olsztyñski",103300,88,47181,7,"t2814"
"319","warmiñsko-mazurskie","ostródzki",76316,55,35224,0,"t2815"
"320","warmiñsko-mazurskie","piski",55181,0,24792,0,"t2816"
"321","warmiñsko-mazurskie","szczycieñski",59889,0,27696,0,"t2817"
"322","warmiñsko-mazurskie","go³dapski",20711,26,9356,1,"t2818"
"323","warmiñsko-mazurskie","wêgorzewski",22251,0,10417,0,"t2819"
"324","warmiñsko-mazurskie","Elbl¹g",138130,53,63093,0,"t2861"
"325","warmiñsko-mazurskie","Olsztyn",250262,529,110401,47,"t2862"
"326","wielkopolskie","chodzieski",43405,0,19844,0,"t3001"
"327","wielkopolskie","czarnkowsko-trzcianecki",93735,133,42974,15,"t3002"
"328","wielkopolskie","gnieŸnieñski",156104,40,72650,0,"t3003"
"329","wielkopolskie","gostyñski",83242,10,38876,5,"t3004"
"330","wielkopolskie","grodziski",39480,0,18947,0,"t3005"
"331","wielkopolskie","jarociñski",60558,0,28535,0,"t3006"
"332","wielkopolskie","kaliski",67461,165,31542,75,"t3007"
"333","wielkopolskie","kêpiñski",48463,0,22330,0,"t3008"
"334","wielkopolskie","kolski",72166,89,32349,0,"t3009"
"335","wielkopolskie","koniñski",83333,0,37605,0,"t3010"
"336","wielkopolskie","koœciañski",70196,245,32693,30,"t3011"
"337","wielkopolskie","krotoszyñski",67447,119,31545,22,"t3012"
"338","wielkopolskie","leszczyñski",22080,0,10262,0,"t3013"
"339","wielkopolskie","miêdzychodzki",36340,0,16978,0,"t3014"
"340","wielkopolskie","nowotomyski",67437,70,31327,0,"t3015"
"341","wielkopolskie","obornicki",88464,151,38362,10,"t3016"
"342","wielkopolskie","ostrowski",142258,74,63103,19,"t3017"
"343","wielkopolskie","ostrzeszowski",48680,83,21475,1,"t3018"
"344","wielkopolskie","pilski",107913,174,50276,19,"t3019"
"345","wielkopolskie","pleszewski",68345,11,31724,3,"t3020"
"346","wielkopolskie","poznañski",224153,581,102243,65,"t3021"
"347","wielkopolskie","rawicki",59005,0,26644,0,"t3022"
"348","wielkopolskie","s³upecki",46909,15,21274,0,"t3023"
"349","wielkopolskie","szamotulski",76668,568,34683,91,"t3024"
"350","wielkopolskie","œredzki",69399,94,32578,7,"t3025"
"351","wielkopolskie","œremski",39257,156,17935,8,"t3026"
"352","wielkopolskie","turecki",64471,54,29972,9,"t3027"
"353","wielkopolskie","w¹growiecki",35146,0,16459,0,"t3028"
"354","wielkopolskie","wolsztyñski",54493,142,25440,1,"t3029"
"355","wielkopolskie","wrzesiñski",72173,0,32756,0,"t3030"
"356","wielkopolskie","z³otowski",47543,15,21444,0,"t3031"
"357","wielkopolskie","Kalisz",118499,199,54409,2,"t3061"
"358","wielkopolskie","Konin",110737,86,50228,12,"t3062"
"359","wielkopolskie","Leszno",80094,74,34549,26,"t3063"
"360","wielkopolskie","Poznañ",1199100,2004,546140,218,"t3064"
"361","zachodniopomorskie","bia³ogardzki",47310,0,21433,0,"t3201"
"362","zachodniopomorskie","choszczeñski",41802,6,18581,0,"t3202"
"363","zachodniopomorskie","drawski",62292,0,27846,0,"t3203"
"364","zachodniopomorskie","goleniowski",70212,10,31358,2,"t3204"
"365","zachodniopomorskie","gryficki",39941,0,17800,0,"t3205"
"366","zachodniopomorskie","gryfiñski",62922,0,28531,0,"t3206"
"367","zachodniopomorskie","kamieñski",52419,0,23743,0,"t3207"
"368","zachodniopomorskie","ko³obrzeski",98812,19,44746,9,"t3208"
"369","zachodniopomorskie","koszaliñski",37721,95,16723,16,"t3209"
"370","zachodniopomorskie","myœliborski",45136,95,20329,15,"t3210"
"371","zachodniopomorskie","policki",54497,0,24988,0,"t3211"
"372","zachodniopomorskie","pyrzycki",31358,41,14713,4,"t3212"
"373","zachodniopomorskie","s³awieñski",57237,25,25655,13,"t3213"
"374","zachodniopomorskie","stargardzki",99442,137,44510,18,"t3214"
"375","zachodniopomorskie","szczecinecki",90069,111,39823,13,"t3215"
"376","zachodniopomorskie","œwidwiñski",45105,64,19115,2,"t3216"
"377","zachodniopomorskie","wa³ecki",42475,79,19964,14,"t3217"
"378","zachodniopomorskie","³obeski",49471,13,20699,4,"t3218"
"379","zachodniopomorskie","Koszalin",133175,231,60082,30,"t3261"
"380","zachodniopomorskie","Szczecin",622625,845,275475,106,"t3262"
"381","zachodniopomorskie","Œwinoujœcie",43956,0,20083,0,"t3263"
"382","Ca³y kraj","",39459792,47426,17820927,5576,"t0000"
