wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubuskie;kroœnieñski;53074;83;24721;15;t0802
lubuskie;miêdzyrzecki;69801;40;32145;17;t0803
lubuskie;nowosolski;96698;226;42574;53;t0804
lubuskie;s³ubicki;40578;60;19056;4;t0805
lubuskie;strzelecko-drezdenecki;53504;94;23473;13;t0806
lubuskie;sulêciñski;33011;92;14682;34;t0807
lubuskie;œwiebodziñski;57061;0;26160;0;t0808
lubuskie;zielonogórski;92412;102;42441;26;t0809
lubuskie;¿agañski;72185;96;32239;33;t0810
lubuskie;¿arski;104391;173;48375;69;t0811
lubuskie;wschowski;28646;101;13581;11;t0812
lubuskie;Gorzów Wielkopolski;161542;323;72357;60;t0861
lubuskie;Zielona Góra;158790;227;73968;8;t0862
³ódzkie;be³chatowski;77509;145;35069;54;t1001
³ódzkie;kutnowski;92312;87;44446;23;t1002
³ódzkie;³aski;37815;40;17811;8;t1003
³ódzkie;³êczycki;54023;103;24684;20;t1004
³ódzkie;³owicki;93674;112;44337;36;t1005
³ódzkie;³ódzki wschodni;39206;37;17526;16;t1006
³ódzkie;opoczyñski;62428;107;28033;40;t1007
³ódzkie;pabianicki;113596;312;53009;87;t1008
³ódzkie;pajêczañski;30743;49;13938;10;t1009
³ódzkie;piotrkowski;52221;76;24132;20;t1010
³ódzkie;poddêbicki;38826;52;18207;26;t1011
³ódzkie;radomszczañski;92677;271;43249;64;t1012
³ódzkie;rawski;30301;23;13825;5;t1013
³ódzkie;sieradzki;104518;163;47325;42;t1014
³ódzkie;skierniewicki;24869;0;11667;0;t1015
³ódzkie;tomaszowski;109997;125;51569;33;t1016
³ódzkie;wieluñski;90694;108;42764;26;t1017
³ódzkie;wieruszowski;34516;45;15496;5;t1018
³ódzkie;zduñskowolski;52257;100;24028;3;t1019
³ódzkie;zgierski;136088;262;63162;60;t1020
³ódzkie;brzeziñski;36109;69;17068;17;t1021
³ódzkie;£ódŸ;945353;2298;438094;425;t1061
³ódzkie;Piotrków Trybunalski;86564;211;39655;38;t1062
³ódzkie;Skierniewice;75908;159;35233;46;t1063
ma³opolskie;bocheñski;81356;161;36290;56;t1201
ma³opolskie;brzeski;69605;108;32060;42;t1202
ma³opolskie;chrzanowski;115428;183;52436;49;t1203
ma³opolskie;d¹browski;44100;128;20494;34;t1204
ma³opolskie;gorlicki;89195;161;41712;40;t1205
ma³opolskie;krakowski;166217;414;77100;119;t1206
ma³opolskie;limanowski;92036;194;42026;59;t1207
ma³opolskie;miechowski;62765;108;29813;27;t1208
ma³opolskie;myœlenicki;107756;210;50222;58;t1209
ma³opolskie;nowos¹decki;135109;212;60178;64;t1210
ma³opolskie;nowotarski;135546;303;61199;89;t1211
ma³opolskie;olkuski;112902;184;52134;32;t1212
ma³opolskie;oœwiêcimski;125806;198;58837;37;t1213
ma³opolskie;proszowicki;45478;93;21543;21;t1214
ma³opolskie;suski;71620;248;33605;51;t1215
ma³opolskie;tarnowski;98628;176;45585;85;t1216
ma³opolskie;tatrzañski;37086;119;17205;36;t1217
ma³opolskie;wadowicki;124405;270;55600;117;t1218
ma³opolskie;wielicki;114783;242;51757;88;t1219
ma³opolskie;Kraków;1226814;1824;572772;306;t1261
ma³opolskie;Nowy S¹cz;66528;215;31174;62;t1262
ma³opolskie;Tarnów;119701;315;53816;79;t1263
mazowieckie;bia³obrzeski;37008;14;17494;3;t1401
mazowieckie;ciechanowski;83329;204;38994;40;t1402
mazowieckie;garwoliñski;85982;118;40837;16;t1403
mazowieckie;gostyniñski;29545;52;14124;9;t1404
mazowieckie;grodziski;99301;175;45187;40;t1405
mazowieckie;grójecki;109263;176;50994;29;t1406
mazowieckie;kozienicki;45855;65;21699;17;t1407
mazowieckie;legionowski;80427;81;34792;5;t1408
mazowieckie;lipski;27304;35;12937;6;t1409
mazowieckie;³osicki;19416;63;9258;18;t1410
mazowieckie;makowski;43536;161;19806;55;t1411
mazowieckie;miñski;133919;382;59880;147;t1412
mazowieckie;m³awski;63502;199;29932;45;t1413
mazowieckie;nowodworski;117350;173;53744;67;t1414
mazowieckie;ostro³êcki;51462;152;24020;38;t1415
mazowieckie;ostrowski;52621;151;25546;49;t1416
mazowieckie;otwocki;96373;266;45717;72;t1417
mazowieckie;piaseczyñski;253327;274;117099;122;t1418
mazowieckie;p³ocki;89262;106;42089;20;t1419
mazowieckie;p³oñski;82878;65;38261;12;t1420
mazowieckie;pruszkowski;141608;275;66050;104;t1421
mazowieckie;przasnyski;52334;114;24791;41;t1422
mazowieckie;przysuski;30002;66;14058;4;t1423
mazowieckie;pu³tuski;48498;56;22882;9;t1424
mazowieckie;radomski;66578;127;31090;32;t1425
mazowieckie;siedlecki;32256;66;15354;27;t1426
mazowieckie;sierpecki;46340;23;21994;15;t1427
mazowieckie;sochaczewski;86246;143;40489;33;t1428
mazowieckie;soko³owski;43956;29;20460;11;t1429
mazowieckie;szyd³owiecki;21899;37;9614;16;t1430
mazowieckie;warszawski zachodni;119438;143;55972;28;t1432
mazowieckie;wêgrowski;48380;121;22836;24;t1433
mazowieckie;wo³omiñski;221186;506;98660;151;t1434
mazowieckie;wyszkowski;65321;129;30886;49;t1435
mazowieckie;zwoleñski;29471;28;14014;6;t1436
mazowieckie;¿uromiñski;30666;72;15018;37;t1437
mazowieckie;¿yrardowski;59909;88;27796;36;t1438
mazowieckie;Ostro³êka;73822;247;34570;56;t1461
mazowieckie;P³ock;135410;247;61443;55;t1462
mazowieckie;Radom;242452;327;110511;55;t1463
mazowieckie;Siedlce;121283;145;56691;40;t1464
mazowieckie;Warszawa;2677576;4861;1229825;953;t1465
opolskie;brzeski;73414;81;34256;2;t1601
opolskie;g³ubczycki;42915;120;19954;24;t1602
opolskie;kêdzierzyñsko-kozielski;83185;166;38912;34;t1603
opolskie;kluczborski;56620;96;26584;24;t1604
opolskie;krapkowicki;99501;107;45542;32;t1605
opolskie;namys³owski;29366;48;13687;14;t1606
opolskie;nyski;97474;224;46037;96;t1607
opolskie;oleski;50484;76;23817;19;t1608
opolskie;opolski;68397;102;31581;28;t1609
opolskie;prudnicki;41255;106;19114;20;t1610
opolskie;strzelecki;58963;136;27146;34;t1611
opolskie;Opole;195677;288;90116;46;t1661
podkarpackie;bieszczadzki;10643;24;5062;12;t1801
podkarpackie;brzozowski;47944;115;22333;22;t1802
podkarpackie;dêbicki;68395;72;29383;23;t1803
podkarpackie;jaros³awski;60953;114;27513;41;t1804
podkarpackie;jasielski;63182;112;27949;27;t1805
podkarpackie;kolbuszowski;23697;38;10945;4;t1806
podkarpackie;kroœnieñski;51570;98;24657;14;t1807
podkarpackie;le¿ajski;43109;43;19455;8;t1808
podkarpackie;lubaczowski;34664;30;15929;5;t1809
podkarpackie;³añcucki;43060;79;20310;40;t1810
podkarpackie;mielecki;90396;145;42649;32;t1811
podkarpackie;ni¿añski;34239;106;16326;45;t1812
podkarpackie;przemyski;20443;55;9845;14;t1813
podkarpackie;przeworski;31579;26;14986;9;t1814
podkarpackie;ropczycko-sêdziszowski;40455;57;18258;21;t1815
podkarpackie;rzeszowski;57228;127;26427;41;t1816
podkarpackie;sanocki;40393;19;18289;11;t1817
podkarpackie;stalowowolski;77357;184;35859;28;t1818
podkarpackie;strzy¿owski;28696;31;13897;5;t1819
podkarpackie;tarnobrzeski;17003;50;7562;17;t1820
podkarpackie;leski;14760;0;6986;0;t1821
podkarpackie;Krosno;46345;102;21649;25;t1861
podkarpackie;Przemyœl;49285;269;21784;59;t1862
podkarpackie;Rzeszów;582598;758;267241;164;t1863
podkarpackie;Tarnobrzeg;64391;85;29855;29;t1864
podlaskie;augustowski;44985;54;20564;10;t2001
podlaskie;bia³ostocki;65853;183;31000;29;t2002
podlaskie;bielski;38195;66;17911;11;t2003
podlaskie;grajewski;29815;6;14177;0;t2004
podlaskie;hajnowski;30735;69;14194;19;t2005
podlaskie;kolneñski;23474;13;10887;6;t2006
podlaskie;³om¿yñski;16643;13;7897;0;t2007
podlaskie;moniecki;24053;34;11300;4;t2008
podlaskie;sejneñski;12665;42;5936;3;t2009
podlaskie;siemiatycki;32858;41;15736;15;t2010
podlaskie;sokólski;45221;103;21535;35;t2011
podlaskie;suwalski;8954;23;4241;3;t2012
podlaskie;wysokomazowiecki;49273;192;23208;58;t2013
podlaskie;zambrowski;28834;18;13179;0;t2014
podlaskie;Bia³ystok;509510;880;232751;140;t2061
podlaskie;£om¿a;71368;163;33402;54;t2062
podlaskie;Suwa³ki;60354;204;27042;23;t2063
pomorskie;bytowski;70585;75;32353;8;t2201
pomorskie;chojnicki;90802;124;42172;31;t2202
pomorskie;cz³uchowski;43253;215;19118;29;t2203
pomorskie;gdañski;62133;148;29349;32;t2204
pomorskie;kartuski;97359;134;45214;42;t2205
pomorskie;koœcierski;66546;148;31162;15;t2206
pomorskie;kwidzyñski;67376;153;31226;28;t2207
pomorskie;lêborski;61088;218;27914;78;t2208
pomorskie;malborski;43635;232;20429;42;t2209
pomorskie;nowodworski;33911;64;15652;37;t2210
pomorskie;pucki;61624;71;28678;21;t2211
pomorskie;s³upski;48499;83;22691;42;t2212
pomorskie;starogardzki;105279;220;48800;76;t2213
pomorskie;tczewski;87393;116;39348;24;t2214
pomorskie;wejherowski;166019;245;77122;55;t2215
pomorskie;sztumski;44400;104;20159;31;t2216
pomorskie;Gdañsk;852598;1372;395733;183;t2261
pomorskie;Gdynia;300269;699;132861;130;t2262
pomorskie;S³upsk;120548;256;55988;28;t2263
pomorskie;Sopot;97068;155;45589;6;t2264
œl¹skie;bêdziñski;116927;152;54105;53;t2401
œl¹skie;bielski;114440;238;50473;89;t2402
œl¹skie;cieszyñski;165830;178;76849;21;t2403
œl¹skie;czêstochowski;93288;123;43765;26;t2404
œl¹skie;gliwicki;139651;102;60582;25;t2405
œl¹skie;k³obucki;60356;113;27698;27;t2406
œl¹skie;lubliniecki;56585;19;25917;0;t2407
œl¹skie;miko³owski;43107;30;20362;0;t2408
œl¹skie;myszkowski;58260;121;27411;21;t2409
œl¹skie;pszczyñski;68434;172;32013;50;t2410
œl¹skie;raciborski;92683;100;42986;19;t2411
œl¹skie;rybnicki;27235;5;13137;0;t2412
œl¹skie;tarnogórski;153338;292;72445;88;t2413
œl¹skie;bieruñsko-lêdziñski;40703;89;19112;12;t2414
œl¹skie;wodzis³awski;130111;272;59973;88;t2415
œl¹skie;zawierciañski;108791;183;49524;62;t2416
œl¹skie;¿ywiecki;111028;256;52316;61;t2417
œl¹skie;Bielsko-Bia³a;229615;414;105453;71;t2461
œl¹skie;Bytom;150999;315;69375;79;t2462
œl¹skie;Chorzów;120612;117;55250;17;t2463
œl¹skie;Czêstochowa;274012;425;126264;93;t2464
œl¹skie;D¹browa Górnicza;95787;214;43954;65;t2465
œl¹skie;Gliwice;288728;394;133045;62;t2466
œl¹skie;Jastrzêbie-Zdrój;61885;29;28684;2;t2467
œl¹skie;Jaworzno;95806;125;43791;25;t2468
œl¹skie;Katowice;606882;701;279733;84;t2469
œl¹skie;Mys³owice;52786;133;24915;15;t2470
œl¹skie;Piekary Œl¹skie;40844;82;18890;27;t2471
œl¹skie;Ruda Œl¹ska;187950;46;89769;4;t2472
œl¹skie;Rybnik;71983;298;32990;66;t2473
œl¹skie;Siemianowice Œl¹skie;91773;105;43058;26;t2474
œl¹skie;Sosnowiec;225207;328;102036;117;t2475
œl¹skie;Œwiêtoch³owice;43150;83;20065;20;t2476
œl¹skie;Tychy;118925;120;56332;25;t2477
œl¹skie;Zabrze;143928;187;63600;34;t2478
œl¹skie;¯ory;64959;68;30102;22;t2479
œwiêtokrzyskie;buski;55165;100;25566;20;t2601
œwiêtokrzyskie;jêdrzejowski;80416;137;37761;36;t2602
œwiêtokrzyskie;kazimierski;27097;68;12320;8;t2603
œwiêtokrzyskie;kielecki;123395;266;56015;74;t2604
œwiêtokrzyskie;konecki;59928;113;27639;51;t2605
œwiêtokrzyskie;opatowski;38029;104;17762;31;t2606
œwiêtokrzyskie;ostrowiecki;94111;197;43615;63;t2607
œwiêtokrzyskie;piñczowski;38205;55;16313;25;t2608
œwiêtokrzyskie;sandomierski;80885;16;37637;1;t2609
œwiêtokrzyskie;skar¿yski;54538;55;25547;21;t2610
œwiêtokrzyskie;starachowicki;66213;157;30772;58;t2611
œwiêtokrzyskie;staszowski;38858;18;18081;0;t2612
œwiêtokrzyskie;w³oszczowski;47981;113;22028;40;t2613
œwiêtokrzyskie;Kielce;296377;655;135369;141;t2661
warmiñsko-mazurskie;bartoszycki;57385;132;26472;42;t2801
warmiñsko-mazurskie;braniewski;31703;12;15117;0;t2802
warmiñsko-mazurskie;dzia³dowski;54817;137;25783;55;t2803
warmiñsko-mazurskie;elbl¹ski;39651;30;18983;9;t2804
warmiñsko-mazurskie;e³cki;88144;213;37544;62;t2805
warmiñsko-mazurskie;gi¿ycki;45781;123;21787;22;t2806
warmiñsko-mazurskie;i³awski;72159;111;33103;35;t2807
warmiñsko-mazurskie;kêtrzyñski;45387;87;21377;27;t2808
warmiñsko-mazurskie;lidzbarski;31981;62;15118;25;t2809
warmiñsko-mazurskie;mr¹gowski;31669;91;14290;31;t2810
warmiñsko-mazurskie;nidzicki;51648;123;20116;8;t2811
warmiñsko-mazurskie;nowomiejski;39462;38;18241;1;t2812
warmiñsko-mazurskie;olecki;26302;127;12493;35;t2813
warmiñsko-mazurskie;olsztyñski;100235;266;46664;64;t2814
warmiñsko-mazurskie;ostródzki;74042;121;34762;60;t2815
warmiñsko-mazurskie;piski;53291;81;24479;24;t2816
warmiñsko-mazurskie;szczycieñski;58155;87;27382;31;t2817
warmiñsko-mazurskie;go³dapski;20008;40;9264;7;t2818
warmiñsko-mazurskie;wêgorzewski;21577;123;10293;32;t2819
warmiñsko-mazurskie;Elbl¹g;133522;245;62358;65;t2861
warmiñsko-mazurskie;Olsztyn;241523;386;109190;92;t2862
wielkopolskie;chodzieski;42438;44;19666;8;t3001
wielkopolskie;czarnkowsko-trzcianecki;91304;68;42472;11;t3002
wielkopolskie;gnieŸnieñski;152481;183;71904;52;t3003
wielkopolskie;gostyñski;81530;144;38558;26;t3004
wielkopolskie;grodziski;38628;34;18698;4;t3005
wielkopolskie;jarociñski;59156;194;28218;80;t3006
wielkopolskie;kaliski;65826;41;31052;3;t3007
wielkopolskie;kêpiñski;47594;36;22163;6;t3008
wielkopolskie;kolski;70046;96;31956;28;t3009
wielkopolskie;koniñski;81255;152;37178;73;t3010
wielkopolskie;koœciañski;68375;145;32292;60;t3011
wielkopolskie;krotoszyñski;65594;74;31166;22;t3012
wielkopolskie;leszczyñski;21324;18;10090;7;t3013
wielkopolskie;miêdzychodzki;35602;78;16855;22;t3014
wielkopolskie;nowotomyski;65095;100;30920;24;t3015
wielkopolskie;obornicki;85723;97;37837;15;t3016
wielkopolskie;ostrowski;138440;231;62533;62;t3017
wielkopolskie;ostrzeszowski;46957;72;21240;15;t3018
wielkopolskie;pilski;104525;298;49625;78;t3019
wielkopolskie;pleszewski;66860;219;31442;80;t3020
wielkopolskie;poznañski;214452;453;100257;109;t3021
wielkopolskie;rawicki;57480;52;26328;16;t3022
wielkopolskie;s³upecki;45389;118;21048;32;t3023
wielkopolskie;szamotulski;73785;48;34137;9;t3024
wielkopolskie;œredzki;67797;83;32316;13;t3025
wielkopolskie;œremski;37952;52;17706;0;t3026
wielkopolskie;turecki;62519;118;29604;76;t3027
wielkopolskie;w¹growiecki;34215;103;16153;18;t3028
wielkopolskie;wolsztyñski;52877;204;25100;58;t3029
wielkopolskie;wrzesiñski;70161;114;32324;42;t3030
wielkopolskie;z³otowski;46183;38;21183;9;t3031
wielkopolskie;Kalisz;115199;350;53892;61;t3061
wielkopolskie;Konin;107843;159;49691;49;t3062
wielkopolskie;Leszno;77742;97;34059;4;t3063
wielkopolskie;Poznañ;1163071;2275;541108;394;t3064
zachodniopomorskie;bia³ogardzki;46498;64;21289;23;t3201
zachodniopomorskie;choszczeñski;40082;84;18390;18;t3202
zachodniopomorskie;drawski;60913;103;27594;29;t3203
zachodniopomorskie;goleniowski;67915;247;30929;65;t3204
zachodniopomorskie;gryficki;38745;143;17515;40;t3205
zachodniopomorskie;gryfiñski;60843;141;28187;36;t3206
zachodniopomorskie;kamieñski;50962;137;23419;36;t3207
zachodniopomorskie;ko³obrzeski;95388;113;44246;32;t3208
zachodniopomorskie;koszaliñski;36595;7;16526;7;t3209
zachodniopomorskie;myœliborski;43673;134;20043;23;t3210
zachodniopomorskie;policki;52746;175;24622;27;t3211
zachodniopomorskie;pyrzycki;30516;85;14609;56;t3212
zachodniopomorskie;s³awieñski;55623;138;25357;35;t3213
zachodniopomorskie;stargardzki;95882;210;43885;46;t3214
zachodniopomorskie;szczecinecki;87642;129;39400;18;t3215
zachodniopomorskie;œwidwiñski;42934;120;18832;17;t3216
zachodniopomorskie;wa³ecki;41377;70;19639;31;t3217
zachodniopomorskie;³obeski;48456;143;20497;91;t3218
zachodniopomorskie;Koszalin;128568;224;59406;25;t3261
zachodniopomorskie;Szczecin;602193;1089;272610;168;t3262
zachodniopomorskie;Œwinoujœcie;42678;160;19926;27;t3263
Ca³y kraj;;38252125;69555;17625146;16036;t0000
