wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
kujawsko-pomorskie;toruñski;74956;100;32644;14;t0415
kujawsko-pomorskie;tucholski;41169;81;18679;17;t0416
kujawsko-pomorskie;w¹brzeski;29885;53;13376;1;t0417
kujawsko-pomorskie;w³oc³awski;68063;103;32140;43;t0418
kujawsko-pomorskie;¿niñski;55007;62;25871;26;t0419
kujawsko-pomorskie;Bydgoszcz;457012;826;208718;61;t0461
kujawsko-pomorskie;Grudzi¹dz;129551;236;59102;38;t0462
kujawsko-pomorskie;Toruñ;206456;441;93095;118;t0463
kujawsko-pomorskie;W³oc³awek;100156;199;44366;49;t0464
lubelskie;bialski;64967;156;29192;12;t0601
lubelskie;bi³gorajski;57326;126;26733;17;t0602
lubelskie;che³mski;38004;60;17635;4;t0603
lubelskie;hrubieszowski;47676;42;21491;6;t0604
lubelskie;janowski;33230;104;15236;17;t0605
lubelskie;krasnostawski;43418;80;19723;16;t0606
lubelskie;kraœnicki;70490;134;32691;13;t0607
lubelskie;lubartowski;58572;206;27104;32;t0608
lubelskie;lubelski;89516;204;40177;74;t0609
lubelskie;³êczyñski;42149;142;19786;22;t0610
lubelskie;³ukowski;59997;159;27729;45;t0611
lubelskie;opolski;48079;149;21809;29;t0612
lubelskie;parczewski;29993;184;13517;30;t0613
lubelskie;pu³awski;103795;221;48536;44;t0614
lubelskie;radzyñski;32629;124;15174;11;t0615
lubelskie;rycki;56034;101;26553;11;t0616
lubelskie;œwidnicki;49600;149;23111;4;t0617
lubelskie;tomaszowski;58973;102;27011;33;t0618
lubelskie;w³odawski;36714;134;16771;0;t0619
lubelskie;zamojski;51207;78;24518;17;t0620
lubelskie;Bia³a Podlaska;74760;155;34343;35;t0661
lubelskie;Che³m;66980;80;30024;12;t0662
lubelskie;Lublin;475170;1141;210808;123;t0663
lubelskie;Zamoœæ;94664;177;43772;28;t0664
lubuskie;gorzowski;31456;61;14358;7;t0801
lubuskie;kroœnieñski;53243;16;24771;3;t0802
lubuskie;miêdzyrzecki;70152;90;32222;13;t0803
lubuskie;nowosolski;97277;276;42681;40;t0804
lubuskie;s³ubicki;40715;88;19078;11;t0805
lubuskie;strzelecko-drezdenecki;53753;104;23518;12;t0806
lubuskie;sulêciñski;33236;76;14713;11;t0807
lubuskie;œwiebodziñski;57457;100;26239;1;t0808
lubuskie;zielonogórski;92654;160;42487;27;t0809
lubuskie;¿agañski;72634;224;32343;30;t0810
lubuskie;¿arski;104755;145;48447;37;t0811
lubuskie;wschowski;28774;56;13625;14;t0812
lubuskie;Gorzów Wielkopolski;162683;267;72560;46;t0861
lubuskie;Zielona Góra;159672;155;74176;17;t0862
³ódzkie;be³chatowski;77843;178;35156;53;t1001
³ódzkie;kutnowski;92963;156;44568;18;t1002
³ódzkie;³aski;37913;55;17829;17;t1003
³ódzkie;³êczycki;54292;130;24718;21;t1004
³ódzkie;³owicki;93932;90;44368;14;t1005
³ódzkie;³ódzki wschodni;39431;85;17573;7;t1006
³ódzkie;opoczyñski;62708;88;28122;11;t1007
³ódzkie;pabianicki;114237;251;53192;74;t1008
³ódzkie;pajêczañski;30806;36;13951;1;t1009
³ódzkie;piotrkowski;52399;45;24212;20;t1010
³ódzkie;poddêbicki;38960;83;18251;24;t1011
³ódzkie;radomszczañski;93101;160;43335;65;t1012
³ódzkie;rawski;30535;66;13918;29;t1013
³ódzkie;sieradzki;104961;128;47408;19;t1014
³ódzkie;skierniewicki;24956;85;11707;39;t1015
³ódzkie;tomaszowski;110533;200;51666;49;t1016
³ódzkie;wieluñski;91030;147;42811;18;t1017
³ódzkie;wieruszowski;34719;108;15538;27;t1018
³ódzkie;zduñskowolski;52560;93;24102;2;t1019
³ódzkie;zgierski;136852;210;63316;16;t1020
³ódzkie;brzeziñski;36238;78;17102;15;t1021
³ódzkie;£ódŸ;949908;1772;438788;259;t1061
³ódzkie;Piotrków Trybunalski;87278;220;39747;42;t1062
³ódzkie;Skierniewice;76165;80;35294;7;t1063
ma³opolskie;bocheñski;81627;28;36359;7;t1201
ma³opolskie;brzeski;69887;101;32127;15;t1202
ma³opolskie;chrzanowski;115839;178;52488;14;t1203
ma³opolskie;d¹browski;44233;94;20541;24;t1204
ma³opolskie;gorlicki;89618;163;41761;18;t1205
ma³opolskie;krakowski;166919;303;77226;46;t1206
ma³opolskie;limanowski;92324;63;42103;11;t1207
ma³opolskie;miechowski;62890;79;29829;7;t1208
ma³opolskie;myœlenicki;108132;160;50351;29;t1209
ma³opolskie;nowos¹decki;135616;153;60297;35;t1210
ma³opolskie;nowotarski;136058;155;61285;34;t1211
ma³opolskie;olkuski;113159;93;52210;13;t1212
ma³opolskie;oœwiêcimski;126309;142;58983;41;t1213
ma³opolskie;proszowicki;45659;125;21588;16;t1214
ma³opolskie;suski;71920;124;33691;30;t1215
ma³opolskie;tarnowski;99044;165;45678;48;t1216
ma³opolskie;tatrzañski;37259;76;17224;5;t1217
ma³opolskie;wadowicki;125117;165;55794;35;t1218
ma³opolskie;wielicki;115289;211;51884;46;t1219
ma³opolskie;Kraków;1233334;1938;573846;278;t1261
ma³opolskie;Nowy S¹cz;66840;33;31221;1;t1262
ma³opolskie;Tarnów;120283;191;53922;34;t1263
mazowieckie;bia³obrzeski;37148;30;17529;10;t1401
mazowieckie;ciechanowski;83613;70;39045;8;t1402
mazowieckie;garwoliñski;86222;75;40899;17;t1403
mazowieckie;gostyniñski;29754;53;14171;22;t1404
mazowieckie;grodziski;99570;81;45275;17;t1405
mazowieckie;grójecki;109778;142;51111;49;t1406
mazowieckie;kozienicki;46120;159;21748;21;t1407
mazowieckie;legionowski;81058;158;34933;28;t1408
mazowieckie;lipski;27473;53;12969;7;t1409
mazowieckie;³osicki;19489;45;9266;2;t1410
mazowieckie;makowski;43795;113;19829;19;t1411
mazowieckie;miñski;134426;155;60036;50;t1412
mazowieckie;m³awski;63908;258;30044;52;t1413
mazowieckie;nowodworski;117939;187;53867;47;t1414
mazowieckie;ostro³êcki;51701;86;24070;14;t1415
mazowieckie;ostrowski;52839;103;25624;26;t1416
mazowieckie;otwocki;96959;188;45848;53;t1417
mazowieckie;piaseczyñski;254961;325;117315;43;t1418
mazowieckie;p³ocki;89614;86;42156;8;t1419
mazowieckie;p³oñski;83201;160;38333;26;t1420
mazowieckie;pruszkowski;142423;262;66186;44;t1421
mazowieckie;przasnyski;52483;66;24833;16;t1422
mazowieckie;przysuski;30214;97;14089;3;t1423
mazowieckie;pu³tuski;48678;42;22923;2;t1424
mazowieckie;radomski;66947;129;31190;49;t1425
mazowieckie;siedlecki;32359;79;15377;17;t1426
mazowieckie;sierpecki;46724;106;22106;43;t1427
mazowieckie;sochaczewski;86757;149;40618;37;t1428
mazowieckie;soko³owski;44153;54;20499;8;t1429
mazowieckie;szyd³owiecki;22060;50;9634;13;t1430
mazowieckie;warszawski zachodni;120015;199;56126;57;t1432
mazowieckie;wêgrowski;48607;141;22901;33;t1433
mazowieckie;wo³omiñski;222257;311;98939;61;t1434
mazowieckie;wyszkowski;65677;172;30969;29;t1435
mazowieckie;zwoleñski;29585;42;14032;12;t1436
mazowieckie;¿uromiñski;30729;63;15035;16;t1437
mazowieckie;¿yrardowski;60210;104;27869;22;t1438
mazowieckie;Ostro³êka;74187;166;34627;14;t1461
mazowieckie;P³ock;136228;124;61627;31;t1462
mazowieckie;Radom;243602;353;110748;46;t1463
mazowieckie;Siedlce;121858;169;56796;30;t1464
mazowieckie;Warszawa;2692063;4363;1232286;538;t1465
opolskie;brzeski;73724;162;34314;25;t1601
opolskie;g³ubczycki;43099;25;19972;10;t1602
opolskie;kêdzierzyñsko-kozielski;83578;60;38978;6;t1603
opolskie;kluczborski;56878;11;26623;0;t1604
opolskie;krapkowicki;99835;97;45623;17;t1605
opolskie;namys³owski;29454;0;13708;0;t1606
opolskie;nyski;97891;134;46086;28;t1607
opolskie;oleski;50663;69;23867;3;t1608
opolskie;opolski;68769;100;31647;12;t1609
opolskie;prudnicki;41469;47;19152;10;t1610
opolskie;strzelecki;59225;68;27184;19;t1611
opolskie;Opole;196611;462;90229;26;t1661
podkarpackie;bieszczadzki;10696;14;5080;9;t1801
podkarpackie;brzozowski;48085;69;22363;17;t1802
podkarpackie;dêbicki;68604;71;29427;17;t1803
podkarpackie;jaros³awski;61393;159;27624;49;t1804
podkarpackie;jasielski;63528;160;28019;36;t1805
podkarpackie;kolbuszowski;23771;12;10967;1;t1806
podkarpackie;kroœnieñski;51758;76;24686;10;t1807
podkarpackie;le¿ajski;43387;123;19496;27;t1808
podkarpackie;lubaczowski;34805;45;15968;6;t1809
podkarpackie;³añcucki;43359;112;20419;25;t1810
podkarpackie;mielecki;90675;131;42744;36;t1811
podkarpackie;ni¿añski;34357;78;16353;10;t1812
podkarpackie;przemyski;20567;77;9896;18;t1813
podkarpackie;przeworski;31765;127;15046;39;t1814
podkarpackie;ropczycko-sêdziszowski;40679;57;18305;11;t1815
podkarpackie;rzeszowski;57579;247;26478;35;t1816
podkarpackie;sanocki;40708;78;18376;18;t1817
podkarpackie;stalowowolski;77699;113;35922;21;t1818
podkarpackie;strzy¿owski;28845;121;13914;17;t1819
podkarpackie;tarnobrzeski;17070;34;7579;11;t1820
podkarpackie;leski;14852;0;7009;0;t1821
podkarpackie;Krosno;46557;75;21680;4;t1861
podkarpackie;Przemyœl;49676;74;21837;11;t1862
podkarpackie;Rzeszów;585137;774;267686;136;t1863
podkarpackie;Tarnobrzeg;64688;147;29917;37;t1864
podlaskie;augustowski;45107;20;20579;5;t2001
podlaskie;bia³ostocki;66199;119;31078;26;t2002
podlaskie;bielski;38470;149;17952;19;t2003
podlaskie;grajewski;29942;46;14199;4;t2004
podlaskie;hajnowski;30887;42;14208;4;t2005
podlaskie;kolneñski;23707;139;10943;40;t2006
podlaskie;³om¿yñski;16708;53;7933;36;t2007
podlaskie;moniecki;24181;48;11321;6;t2008
podlaskie;sejneñski;12688;6;5942;3;t2009
podlaskie;siemiatycki;32989;43;15757;2;t2010
podlaskie;sokólski;45432;117;21583;23;t2011
podlaskie;suwalski;9007;40;4258;5;t2012
podlaskie;wysokomazowiecki;49626;192;23292;22;t2013
podlaskie;zambrowski;29083;82;13209;1;t2014
podlaskie;Bia³ystok;512230;621;233088;63;t2061
podlaskie;£om¿a;71730;161;33487;48;t2062
podlaskie;Suwa³ki;60687;66;27108;13;t2063
pomorskie;bytowski;70936;186;32447;34;t2201
pomorskie;chojnicki;91275;209;42278;34;t2202
pomorskie;cz³uchowski;43421;111;19137;8;t2203
pomorskie;gdañski;62650;67;29445;20;t2204
pomorskie;kartuski;97748;99;45324;27;t2205
pomorskie;koœcierski;66975;134;31230;10;t2206
pomorskie;kwidzyñski;67729;66;31334;17;t2207
pomorskie;lêborski;61367;133;27937;8;t2208
pomorskie;malborski;44094;106;20588;8;t2209
pomorskie;nowodworski;34290;78;15715;30;t2210
pomorskie;pucki;61890;72;28739;33;t2211
pomorskie;s³upski;48901;196;22786;58;t2212
pomorskie;starogardzki;105849;256;48949;62;t2213
pomorskie;tczewski;88016;370;39470;77;t2214
pomorskie;wejherowski;167060;406;77434;123;t2215
pomorskie;sztumski;44599;87;20196;14;t2216
pomorskie;Gdañsk;857138;1358;396341;157;t2261
pomorskie;Gdynia;302051;568;133172;98;t2262
pomorskie;S³upsk;121204;163;56201;14;t2263
pomorskie;Sopot;97658;145;45641;14;t2264
œl¹skie;bêdziñski;117507;215;54210;17;t2401
œl¹skie;bielski;114772;167;50550;31;t2402
œl¹skie;cieszyñski;166965;256;77028;66;t2403
œl¹skie;czêstochowski;93638;129;43872;40;t2404
œl¹skie;gliwicki;140262;243;60735;54;t2405
œl¹skie;k³obucki;60581;67;27776;10;t2406
œl¹skie;lubliniecki;56930;192;26004;44;t2407
œl¹skie;miko³owski;43166;42;20376;13;t2408
œl¹skie;myszkowski;58533;100;27484;24;t2409
œl¹skie;pszczyñski;68791;160;32126;55;t2410
œl¹skie;raciborski;93002;171;43050;24;t2411
œl¹skie;rybnicki;27275;29;13152;11;t2412
œl¹skie;tarnogórski;153898;211;72539;35;t2413
œl¹skie;bieruñsko-lêdziñski;40850;67;19165;9;t2414
œl¹skie;wodzis³awski;130527;195;60083;44;t2415
œl¹skie;zawierciañski;109306;91;49634;18;t2416
œl¹skie;¿ywiecki;111431;132;52471;54;t2417
œl¹skie;Bielsko-Bia³a;230511;240;105751;89;t2461
œl¹skie;Bytom;151506;220;69481;23;t2462
œl¹skie;Chorzów;121362;131;55395;13;t2463
œl¹skie;Czêstochowa;275294;401;126515;60;t2464
œl¹skie;D¹browa Górnicza;96111;86;44061;24;t2465
œl¹skie;Gliwice;289600;172;133211;24;t2466
œl¹skie;Jastrzêbie-Zdrój;62279;42;28759;5;t2467
œl¹skie;Jaworzno;96241;138;43884;18;t2468
œl¹skie;Katowice;609177;718;280041;103;t2469
œl¹skie;Mys³owice;53066;41;24974;16;t2470
œl¹skie;Piekary Œl¹skie;41059;69;18964;37;t2471
œl¹skie;Ruda Œl¹ska;188392;117;89856;37;t2472
œl¹skie;Rybnik;72286;118;33054;31;t2473
œl¹skie;Siemianowice Œl¹skie;92187;112;43179;35;t2474
œl¹skie;Sosnowiec;226215;359;102281;94;t2475
œl¹skie;Œwiêtoch³owice;43459;6;20108;2;t2476
œl¹skie;Tychy;119278;130;56374;6;t2477
œl¹skie;Zabrze;144813;328;63776;46;t2478
œl¹skie;¯ory;65196;58;30166;21;t2479
œwiêtokrzyskie;buski;55499;92;25632;46;t2601
œwiêtokrzyskie;jêdrzejowski;80734;150;37837;31;t2602
œwiêtokrzyskie;kazimierski;27149;0;12335;0;t2603
œwiêtokrzyskie;kielecki;123845;185;56091;18;t2604
œwiêtokrzyskie;konecki;60269;138;27712;20;t2605
œwiêtokrzyskie;opatowski;38227;158;17784;11;t2606
œwiêtokrzyskie;ostrowiecki;94549;119;43739;31;t2607
œwiêtokrzyskie;piñczowski;38260;0;16318;0;t2608
œwiêtokrzyskie;sandomierski;81222;78;37747;25;t2609
œwiêtokrzyskie;skar¿yski;54829;94;25615;30;t2610
œwiêtokrzyskie;starachowicki;66335;71;30783;6;t2611
œwiêtokrzyskie;staszowski;38950;5;18103;0;t2612
œwiêtokrzyskie;w³oszczowski;48238;122;22071;28;t2613
œwiêtokrzyskie;Kielce;297525;339;135569;45;t2661
warmiñsko-mazurskie;bartoszycki;57603;62;26520;11;t2801
warmiñsko-mazurskie;braniewski;31943;201;15153;31;t2802
warmiñsko-mazurskie;dzia³dowski;55021;64;25836;20;t2803
warmiñsko-mazurskie;elbl¹ski;39902;148;19081;82;t2804
warmiñsko-mazurskie;e³cki;88488;77;37600;15;t2805
warmiñsko-mazurskie;gi¿ycki;46116;56;21838;3;t2806
warmiñsko-mazurskie;i³awski;72624;210;33219;29;t2807
warmiñsko-mazurskie;kêtrzyñski;45746;157;21512;50;t2808
warmiñsko-mazurskie;lidzbarski;32044;33;15125;1;t2809
warmiñsko-mazurskie;mr¹gowski;31821;126;14345;55;t2810
warmiñsko-mazurskie;nidzicki;51998;112;20205;24;t2811
warmiñsko-mazurskie;nowomiejski;39674;76;18302;21;t2812
warmiñsko-mazurskie;olecki;26361;21;12510;5;t2813
warmiñsko-mazurskie;olsztyñski;100688;89;46749;5;t2814
warmiñsko-mazurskie;ostródzki;74374;108;34848;10;t2815
warmiñsko-mazurskie;piski;53549;113;24530;18;t2816
warmiñsko-mazurskie;szczycieñski;58487;130;27458;16;t2817
warmiñsko-mazurskie;go³dapski;20106;21;9277;1;t2818
warmiñsko-mazurskie;wêgorzewski;21665;0;10300;0;t2819
warmiñsko-mazurskie;Elbl¹g;134259;276;62524;36;t2861
warmiñsko-mazurskie;Olsztyn;243046;430;109481;52;t2862
wielkopolskie;chodzieski;42601;93;19712;29;t3001
wielkopolskie;czarnkowsko-trzcianecki;91705;170;42588;44;t3002
wielkopolskie;gnieŸnieñski;153111;269;72062;67;t3003
wielkopolskie;gostyñski;81711;21;38597;3;t3004
wielkopolskie;grodziski;38777;112;18775;53;t3005
wielkopolskie;jarociñski;59381;82;28250;9;t3006
wielkopolskie;kaliski;66191;248;31197;138;t3007
wielkopolskie;kêpiñski;47808;132;22219;25;t3008
wielkopolskie;kolski;70430;87;32032;18;t3009
wielkopolskie;koniñski;81568;187;37275;61;t3010
wielkopolskie;koœciañski;68627;126;32357;22;t3011
wielkopolskie;krotoszyñski;65836;93;31218;9;t3012
wielkopolskie;leszczyñski;21457;73;10126;20;t3013
wielkopolskie;miêdzychodzki;35597;12;16853;5;t3014
wielkopolskie;nowotomyski;65562;130;31003;37;t3015
wielkopolskie;obornicki;86061;117;37939;28;t3016
wielkopolskie;ostrowski;139054;266;62635;58;t3017
wielkopolskie;ostrzeszowski;47231;85;21299;8;t3018
wielkopolskie;pilski;104949;147;49697;13;t3019
wielkopolskie;pleszewski;67097;69;31500;0;t3020
wielkopolskie;poznañski;216027;290;100653;74;t3021
wielkopolskie;rawicki;57685;101;26389;35;t3022
wielkopolskie;s³upecki;45660;108;21106;4;t3023
wielkopolskie;szamotulski;74055;96;34179;8;t3024
wielkopolskie;œredzki;68022;49;32388;8;t3025
wielkopolskie;œremski;38026;5;17710;0;t3026
wielkopolskie;turecki;62874;132;29671;17;t3027
wielkopolskie;w¹growiecki;34368;43;16217;13;t3028
wielkopolskie;wolsztyñski;53078;84;25166;35;t3029
wielkopolskie;wrzesiñski;70439;119;32397;14;t3030
wielkopolskie;z³otowski;46451;172;21254;55;t3031
wielkopolskie;Kalisz;115743;210;54000;47;t3061
wielkopolskie;Konin;108289;156;49850;37;t3062
wielkopolskie;Leszno;78095;89;34166;5;t3063
wielkopolskie;Poznañ;1168992;1589;542132;204;t3064
zachodniopomorskie;bia³ogardzki;46609;71;21307;13;t3201
zachodniopomorskie;choszczeñski;40308;61;18414;13;t3202
zachodniopomorskie;drawski;61172;121;27637;20;t3203
zachodniopomorskie;goleniowski;68272;88;30978;20;t3204
zachodniopomorskie;gryficki;38921;84;17578;30;t3205
zachodniopomorskie;gryfiñski;61231;166;28274;23;t3206
zachodniopomorskie;kamieñski;51217;111;23500;18;t3207
zachodniopomorskie;ko³obrzeski;96057;107;44364;19;t3208
zachodniopomorskie;koszaliñski;36700;2;16557;0;t3209
zachodniopomorskie;myœliborski;43897;88;20097;26;t3210
zachodniopomorskie;policki;52979;63;24680;5;t3211
zachodniopomorskie;pyrzycki;30725;41;14636;0;t3212
zachodniopomorskie;s³awieñski;55843;45;25402;5;t3213
zachodniopomorskie;stargardzki;96479;168;43995;19;t3214
zachodniopomorskie;szczecinecki;87938;57;39477;12;t3215
zachodniopomorskie;œwidwiñski;43332;136;18904;17;t3216
zachodniopomorskie;wa³ecki;41528;12;19684;2;t3217
zachodniopomorskie;³obeski;48575;30;20530;10;t3218
zachodniopomorskie;Koszalin;129326;159;59536;22;t3261
zachodniopomorskie;Szczecin;605625;956;273182;114;t3262
zachodniopomorskie;Œwinoujœcie;42856;86;19941;7;t3263
Ca³y kraj;;38439839;62763;17662325;11045;t0000
