wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;75678;47;33874;15;t0201
dolnoœl¹skie;dzier¿oniowski;71739;30;33245;2;t0202
dolnoœl¹skie;g³ogowski;67857;42;30515;38;t0203
dolnoœl¹skie;górowski;27347;0;12363;0;t0204
dolnoœl¹skie;jaworski;40434;0;18100;0;t0205
dolnoœl¹skie;jeleniogórski;53005;0;24273;0;t0206
dolnoœl¹skie;kamiennogórski;33280;17;15396;6;t0207
dolnoœl¹skie;k³odzki;133378;36;61834;9;t0208
dolnoœl¹skie;legnicki;45272;12;20033;0;t0209
dolnoœl¹skie;lubañski;31139;22;13035;16;t0210
dolnoœl¹skie;lubiñski;129185;3;60973;0;t0211
dolnoœl¹skie;lwówecki;43586;0;20030;0;t0212
dolnoœl¹skie;milicki;35626;0;16661;0;t0213
dolnoœl¹skie;oleœnicki;103193;48;46845;22;t0214
dolnoœl¹skie;o³awski;46522;48;21729;0;t0215
dolnoœl¹skie;polkowicki;42978;0;18720;0;t0216
dolnoœl¹skie;strzeliñski;38593;0;17858;0;t0217
dolnoœl¹skie;œredzki;22950;0;10757;0;t0218
dolnoœl¹skie;œwidnicki;106962;4;48527;0;t0219
dolnoœl¹skie;trzebnicki;61945;0;29499;0;t0220
dolnoœl¹skie;wa³brzyski;32499;0;15350;0;t0221
dolnoœl¹skie;wo³owski;43870;18;19414;4;t0222
dolnoœl¹skie;wroc³awski;106467;7;50296;2;t0223
dolnoœl¹skie;z¹bkowicki;57973;25;26688;4;t0224
dolnoœl¹skie;zgorzelecki;62405;5;27968;0;t0225
dolnoœl¹skie;z³otoryjski;36170;8;16178;1;t0226
dolnoœl¹skie;Jelenia Góra;93652;8;44426;0;t0261
dolnoœl¹skie;Legnica;93793;48;43498;7;t0262
dolnoœl¹skie;Wroc³aw;1090002;463;503868;62;t0264
dolnoœl¹skie;Wa³brzych;217517;154;100086;20;t0265
kujawsko-pomorskie;aleksandrowski;135556;14;63890;1;t0401
kujawsko-pomorskie;brodnicki;75336;64;35095;35;t0402
kujawsko-pomorskie;bydgoski;79818;2;37498;0;t0403
kujawsko-pomorskie;che³miñski;43545;6;20218;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;37273;0;17185;0;t0405
kujawsko-pomorskie;grudzi¹dzki;27458;0;12399;0;t0406
kujawsko-pomorskie;inowroc³awski;108359;5;50863;0;t0407
kujawsko-pomorskie;lipnowski;55467;1;25338;0;t0408
kujawsko-pomorskie;mogileñski;34590;22;16012;6;t0409
kujawsko-pomorskie;nakielski;88083;0;39024;0;t0410
kujawsko-pomorskie;radziejowski;45790;0;21285;0;t0411
kujawsko-pomorskie;rypiñski;37517;0;17492;0;t0412
kujawsko-pomorskie;sêpoleñski;50277;0;22883;0;t0413
kujawsko-pomorskie;œwiecki;81734;0;37201;0;t0414
kujawsko-pomorskie;toruñski;74372;86;32506;33;t0415
kujawsko-pomorskie;tucholski;40704;0;18536;0;t0416
kujawsko-pomorskie;w¹brzeski;29466;24;13322;0;t0417
kujawsko-pomorskie;w³oc³awski;67535;4;31956;2;t0418
kujawsko-pomorskie;¿niñski;54522;25;25738;23;t0419
kujawsko-pomorskie;Bydgoszcz;451255;157;207748;47;t0461
kujawsko-pomorskie;Grudzi¹dz;128400;102;58762;39;t0462
kujawsko-pomorskie;Toruñ;203628;75;92402;16;t0463
kujawsko-pomorskie;W³oc³awek;98841;70;44038;15;t0464
lubelskie;bialski;64296;24;29078;0;t0601
lubelskie;bi³gorajski;56568;5;26585;1;t0602
lubelskie;che³mski;37477;0;17538;0;t0603
lubelskie;hrubieszowski;47032;48;21334;12;t0604
lubelskie;janowski;32687;17;15091;7;t0605
lubelskie;krasnostawski;42896;28;19581;7;t0606
lubelskie;kraœnicki;69313;3;32518;1;t0607
lubelskie;lubartowski;57670;42;26885;8;t0608
lubelskie;lubelski;88066;14;39825;0;t0609
lubelskie;³êczyñski;41630;5;19706;1;t0610
lubelskie;³ukowski;59070;9;27481;7;t0611
lubelskie;opolski;47305;0;21649;0;t0612
lubelskie;parczewski;29429;8;13401;1;t0613
lubelskie;pu³awski;102286;52;48179;12;t0614
lubelskie;radzyñski;32051;14;15054;0;t0615
lubelskie;rycki;55459;5;26431;0;t0616
lubelskie;œwidnicki;48747;43;22915;2;t0617
lubelskie;tomaszowski;58342;6;26820;0;t0618
lubelskie;w³odawski;36094;0;16721;0;t0619
lubelskie;zamojski;50470;12;24367;0;t0620
lubelskie;Bia³a Podlaska;73496;61;34116;15;t0661
lubelskie;Che³m;66253;55;29857;12;t0662
lubelskie;Lublin;467549;325;209684;59;t0663
lubelskie;Zamoœæ;93437;26;43478;1;t0664
lubuskie;gorzowski;30756;0;14144;0;t0801
lubuskie;kroœnieñski;52780;4;24651;0;t0802
lubuskie;miêdzyrzecki;69525;9;32077;4;t0803
lubuskie;nowosolski;96090;24;42403;5;t0804
lubuskie;s³ubicki;40236;4;18943;0;t0805
lubuskie;strzelecko-drezdenecki;53149;0;23381;0;t0806
lubuskie;sulêciñski;32703;16;14573;4;t0807
lubuskie;œwiebodziñski;56978;32;26149;6;t0808
lubuskie;zielonogórski;91901;3;42315;0;t0809
lubuskie;¿agañski;71816;8;32160;0;t0810
lubuskie;¿arski;103764;17;48171;1;t0811
lubuskie;wschowski;28413;2;13538;0;t0812
lubuskie;Gorzów Wielkopolski;160165;77;72098;20;t0861
lubuskie;Zielona Góra;157541;18;73787;1;t0862
³ódzkie;be³chatowski;77010;16;34951;0;t1001
³ódzkie;kutnowski;91907;18;44309;7;t1002
³ódzkie;³aski;37428;0;17721;0;t1003
³ódzkie;³êczycki;53706;20;24596;0;t1004
³ódzkie;³owicki;93235;42;44211;6;t1005
³ódzkie;³ódzki wschodni;38852;0;17406;0;t1006
³ódzkie;opoczyñski;62090;13;27945;7;t1007
³ódzkie;pabianicki;112692;45;52798;2;t1008
³ódzkie;pajêczañski;30565;0;13899;0;t1009
³ódzkie;piotrkowski;52021;0;24073;0;t1010
³ódzkie;poddêbicki;38567;0;18115;0;t1011
³ódzkie;radomszczañski;91984;4;43134;0;t1012
³ódzkie;rawski;30203;5;13795;0;t1013
³ódzkie;sieradzki;103930;37;47171;11;t1014
³ódzkie;skierniewicki;24743;0;11633;0;t1015
³ódzkie;tomaszowski;109327;9;51448;3;t1016
³ódzkie;wieluñski;90317;1;42682;0;t1017
³ódzkie;wieruszowski;34288;0;15448;0;t1018
³ódzkie;zduñskowolski;51881;0;23923;0;t1019
³ódzkie;zgierski;135076;44;62964;3;t1020
³ódzkie;brzeziñski;35934;0;17022;0;t1021
³ódzkie;£ódŸ;937828;244;436799;20;t1061
³ódzkie;Piotrków Trybunalski;85719;68;39441;3;t1062
³ódzkie;Skierniewice;75516;51;35144;9;t1063
ma³opolskie;bocheñski;81019;24;36178;7;t1201
ma³opolskie;brzeski;69186;13;31966;7;t1202
ma³opolskie;chrzanowski;114683;52;52324;20;t1203
ma³opolskie;d¹browski;43792;39;20406;10;t1204
