"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"1","woj_puste","pow_puste",4,0,0,0,"t00"
"2","dolnoœl¹skie","boles³awiecki",79262,21,34453,0,"t0201"
"3","dolnoœl¹skie","dzier¿oniowski",75528,0,33918,0,"t0202"
"4","dolnoœl¹skie","g³ogowski",71790,0,31196,0,"t0203"
"5","dolnoœl¹skie","górowski",28446,0,12564,0,"t0204"
"6","dolnoœl¹skie","jaworski",42368,0,18375,0,"t0205"
"7","dolnoœl¹skie","jeleniogórski",55471,0,24554,0,"t0206"
"8","dolnoœl¹skie","kamiennogórski",35107,0,15725,0,"t0207"
"9","dolnoœl¹skie","k³odzki",141466,0,62757,0,"t0208"
"10","dolnoœl¹skie","legnicki",46963,0,20256,0,"t0209"
"11","dolnoœl¹skie","lubañski",33164,0,13321,0,"t0210"
"12","dolnoœl¹skie","lubiñski",134540,0,61655,0,"t0211"
"13","dolnoœl¹skie","lwówecki",45478,0,20307,0,"t0212"
"14","dolnoœl¹skie","milicki",37318,0,16946,0,"t0213"
"15","dolnoœl¹skie","oleœnicki",109947,4,48091,0,"t0214"
"16","dolnoœl¹skie","o³awski",48396,0,21866,0,"t0215"
"17","dolnoœl¹skie","polkowicki",44571,0,19054,0,"t0216"
"18","dolnoœl¹skie","strzeliñski",40362,0,18127,0,"t0217"
"19","dolnoœl¹skie","œredzki",24372,0,10982,0,"t0218"
"20","dolnoœl¹skie","œwidnicki",113549,0,49537,0,"t0219"
"21","dolnoœl¹skie","trzebnicki",64910,0,30065,0,"t0220"
"22","dolnoœl¹skie","wa³brzyski",34844,0,15791,0,"t0221"
"23","dolnoœl¹skie","wo³owski",46084,0,19685,0,"t0222"
"24","dolnoœl¹skie","wroc³awski",111227,0,51036,0,"t0223"
"25","dolnoœl¹skie","z¹bkowicki",61048,0,27058,0,"t0224"
"26","dolnoœl¹skie","zgorzelecki",65576,0,28401,0,"t0225"
"27","dolnoœl¹skie","z³otoryjski",37863,0,16387,0,"t0226"
"28","dolnoœl¹skie","Jelenia Góra",98947,0,45113,0,"t0261"
"29","dolnoœl¹skie","Legnica",99118,0,44274,0,"t0262"
"30","dolnoœl¹skie","Wroc³aw",1141430,112,510211,19,"t0264"
"31","dolnoœl¹skie","Wa³brzych",225911,37,101147,0,"t0265"
"32","kujawsko-pomorskie","aleksandrowski",139170,0,64350,0,"t0401"
"33","kujawsko-pomorskie","brodnicki",78831,0,35780,0,"t0402"
"34","kujawsko-pomorskie","bydgoski",82979,0,38105,0,"t0403"
"35","kujawsko-pomorskie","che³miñski",45582,0,20560,0,"t0404"
"36","kujawsko-pomorskie","golubsko-dobrzyñski",38605,0,17472,0,"t0405"
"37","kujawsko-pomorskie","grudzi¹dzki",28362,0,12644,0,"t0406"
"38","kujawsko-pomorskie","inowroc³awski",113227,0,51644,0,"t0407"
"39","kujawsko-pomorskie","lipnowski",57949,0,25978,0,"t0408"
"40","kujawsko-pomorskie","mogileñski",36365,0,16381,0,"t0409"
"41","kujawsko-pomorskie","nakielski",91905,4,39792,0,"t0410"
"42","kujawsko-pomorskie","radziejowski",47366,0,21647,0,"t0411"
"43","kujawsko-pomorskie","rypiñski",39201,0,17789,0,"t0412"
"44","kujawsko-pomorskie","sêpoleñski",52651,0,23169,0,"t0413"
"45","kujawsko-pomorskie","œwiecki",85887,0,37985,0,"t0414"
"46","kujawsko-pomorskie","toruñski",76725,0,32947,0,"t0415"
"47","kujawsko-pomorskie","tucholski",42302,0,18926,0,"t0416"
"48","kujawsko-pomorskie","w¹brzeski",30780,0,13524,0,"t0417"
"49","kujawsko-pomorskie","w³oc³awski",70078,0,32460,0,"t0418"
"50","kujawsko-pomorskie","¿niñski",56391,0,26145,0,"t0419"
"51","kujawsko-pomorskie","Bydgoszcz",475668,1,210747,0,"t0461"
"52","kujawsko-pomorskie","Grudzi¹dz",133320,26,59669,3,"t0462"
"53","kujawsko-pomorskie","Toruñ",218319,8,94437,0,"t0463"
"54","kujawsko-pomorskie","W³oc³awek",104996,0,44915,0,"t0464"
"55","lubelskie","bialski",67879,0,29590,0,"t0601"
"56","lubelskie","bi³gorajski",60282,0,27170,0,"t0602"
"57","lubelskie","che³mski",39821,0,17909,0,"t0603"
"58","lubelskie","hrubieszowski",49932,0,21882,0,"t0604"
"59","lubelskie","janowski",34574,0,15494,0,"t0605"
"60","lubelskie","krasnostawski",45826,0,20077,0,"t0606"
"61","lubelskie","kraœnicki",74292,0,33311,0,"t0607"
"62","lubelskie","lubartowski",61937,136,27677,20,"t0608"
"63","lubelskie","lubelski",94122,0,40982,0,"t0609"
"64","lubelskie","³êczyñski",43887,0,20131,0,"t0610"
"65","lubelskie","³ukowski",63017,0,28251,0,"t0611"
"66","lubelskie","opolski",50426,95,22274,16,"t0612"
"67","lubelskie","parczewski",31553,0,13702,0,"t0613"
"68","lubelskie","pu³awski",108456,0,49171,0,"t0614"
"69","lubelskie","radzyñski",34318,0,15406,0,"t0615"
"70","lubelskie","rycki",58264,0,26897,0,"t0616"
"71","lubelskie","œwidnicki",52644,0,23564,0,"t0617"
"72","lubelskie","tomaszowski",61445,0,27324,0,"t0618"
"73","lubelskie","w³odawski",38170,0,16969,0,"t0619"
"74","lubelskie","zamojski",53354,0,24882,0,"t0620"
"75","lubelskie","Bia³a Podlaska",78749,0,35082,0,"t0661"
"76","lubelskie","Che³m",70473,140,30539,8,"t0662"
"77","lubelskie","Lublin",500436,0,213956,0,"t0663"
"78","lubelskie","Zamoœæ",99090,0,44400,0,"t0664"
"79","lubuskie","gorzowski",32702,1,14534,0,"t0801"
"80","lubuskie","kroœnieñski",54949,0,25008,0,"t0802"
"81","lubuskie","miêdzyrzecki",72809,0,32558,0,"t0803"
"82","lubuskie","nowosolski",100888,13,43118,1,"t0804"
"83","lubuskie","s³ubicki",42430,0,19380,0,"t0805"
"84","lubuskie","strzelecko-drezdenecki",55929,1,23746,1,"t0806"
"85","lubuskie","sulêciñski",34881,0,14925,0,"t0807"
"86","lubuskie","œwiebodziñski",59787,0,26471,0,"t0808"
"87","lubuskie","zielonogórski",95662,0,42876,0,"t0809"
"88","lubuskie","¿agañski",75583,0,32670,0,"t0810"
"89","lubuskie","¿arski",108213,0,48875,0,"t0811"
"90","lubuskie","wschowski",30037,31,13888,5,"t0812"
"91","lubuskie","Gorzów Wielkopolski",171509,0,73677,0,"t0861"
"92","lubuskie","Zielona Góra",167460,10,75106,0,"t0862"
"93","³ódzkie","be³chatowski",80311,0,35533,0,"t1001"
"94","³ódzkie","kutnowski",96565,0,45106,0,"t1002"
"95","³ódzkie","³aski",39000,0,18041,0,"t1003"
"96","³ódzkie","³êczycki",55988,0,24938,0,"t1004"
"97","³ódzkie","³owicki",96493,0,44688,0,"t1005"
"98","³ódzkie","³ódzki wschodni",41294,0,17864,0,"t1006"
"99","³ódzkie","opoczyñski",64596,0,28427,0,"t1007"
"100","³ódzkie","pabianicki",118681,20,53789,1,"t1008"
"101","³ódzkie","pajêczañski",31534,0,14094,0,"t1009"
"102","³ódzkie","piotrkowski",53946,0,24472,0,"t1010"
"103","³ódzkie","poddêbicki",40127,0,18466,0,"t1011"
"104","³ódzkie","radomszczañski",96310,0,43835,0,"t1012"
"105","³ódzkie","rawski",31664,123,14118,30,"t1013"
"106","³ódzkie","sieradzki",108041,32,48003,8,"t1014"
"107","³ódzkie","skierniewicki",25480,0,11815,0,"t1015"
"108","³ódzkie","tomaszowski",114413,3,52230,0,"t1016"
"109","³ódzkie","wieluñski",93514,13,43135,2,"t1017"
"110","³ódzkie","wieruszowski",35776,0,15684,0,"t1018"
"111","³ódzkie","zduñskowolski",54381,0,24428,0,"t1019"
"112","³ódzkie","zgierski",142719,0,64205,0,"t1020"
"113","³ódzkie","brzeziñski",37220,0,17197,0,"t1021"
"114","³ódzkie","£ódŸ",990495,164,443287,16,"t1061"
"115","³ódzkie","Piotrków Trybunalski",90879,0,40320,0,"t1062"
