"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"1","woj_puste","pow_puste",4,0,0,0,"t00"
"2","dolnoœl¹skie","boles³awiecki",79229,22,34452,0,"t0201"
"3","dolnoœl¹skie","dzier¿oniowski",75333,0,33894,0,"t0202"
"4","dolnoœl¹skie","g³ogowski",71538,2,31172,0,"t0203"
"5","dolnoœl¹skie","górowski",28291,0,12546,0,"t0204"
"6","dolnoœl¹skie","jaworski",42214,0,18354,0,"t0205"
"7","dolnoœl¹skie","jeleniogórski",55364,0,24544,0,"t0206"
"8","dolnoœl¹skie","kamiennogórski",35020,0,15721,0,"t0207"
"9","dolnoœl¹skie","k³odzki",141090,0,62728,0,"t0208"
"10","dolnoœl¹skie","legnicki",46895,0,20242,0,"t0209"
"11","dolnoœl¹skie","lubañski",33007,0,13311,0,"t0210"
"12","dolnoœl¹skie","lubiñski",134280,0,61621,0,"t0211"
"13","dolnoœl¹skie","lwówecki",45347,0,20299,0,"t0212"
"14","dolnoœl¹skie","milicki",37267,0,16936,0,"t0213"
"15","dolnoœl¹skie","oleœnicki",109154,97,47957,1,"t0214"
"16","dolnoœl¹skie","o³awski",48395,0,21865,0,"t0215"
"17","dolnoœl¹skie","polkowicki",44449,0,19049,0,"t0216"
"18","dolnoœl¹skie","strzeliñski",40238,0,18117,0,"t0217"
"19","dolnoœl¹skie","œredzki",24367,0,10978,0,"t0218"
"20","dolnoœl¹skie","œwidnicki",113004,0,49458,0,"t0219"
"21","dolnoœl¹skie","trzebnicki",64590,0,30027,0,"t0220"
"22","dolnoœl¹skie","wa³brzyski",34681,0,15779,0,"t0221"
"23","dolnoœl¹skie","wo³owski",45957,60,19678,2,"t0222"
"24","dolnoœl¹skie","wroc³awski",110897,0,51010,0,"t0223"
"25","dolnoœl¹skie","z¹bkowicki",60955,0,27042,0,"t0224"
"26","dolnoœl¹skie","zgorzelecki",65481,29,28384,1,"t0225"
"27","dolnoœl¹skie","z³otoryjski",37744,0,16387,0,"t0226"
"28","dolnoœl¹skie","Jelenia Góra",98564,0,45083,0,"t0261"
"29","dolnoœl¹skie","Legnica",98631,0,44244,0,"t0262"
"30","dolnoœl¹skie","Wroc³aw",1137804,105,509764,2,"t0264"
"31","dolnoœl¹skie","Wa³brzych",225611,38,101134,1,"t0265"
"32","kujawsko-pomorskie","aleksandrowski",138998,1,64326,0,"t0401"
"33","kujawsko-pomorskie","brodnicki",78645,0,35757,0,"t0402"
"34","kujawsko-pomorskie","bydgoski",82790,0,38089,0,"t0403"
"35","kujawsko-pomorskie","che³miñski",45491,0,20549,0,"t0404"
"36","kujawsko-pomorskie","golubsko-dobrzyñski",38553,0,17467,0,"t0405"
"37","kujawsko-pomorskie","grudzi¹dzki",28337,0,12644,0,"t0406"
"38","kujawsko-pomorskie","inowroc³awski",113013,0,51612,0,"t0407"
"39","kujawsko-pomorskie","lipnowski",57908,0,25965,0,"t0408"
"40","kujawsko-pomorskie","mogileñski",36307,0,16379,0,"t0409"
"41","kujawsko-pomorskie","nakielski",91572,0,39756,0,"t0410"
"42","kujawsko-pomorskie","radziejowski",47323,0,21637,0,"t0411"
"43","kujawsko-pomorskie","rypiñski",39096,0,17774,0,"t0412"
"44","kujawsko-pomorskie","sêpoleñski",52582,0,23163,0,"t0413"
"45","kujawsko-pomorskie","œwiecki",85562,0,37969,0,"t0414"
"46","kujawsko-pomorskie","toruñski",76628,0,32931,0,"t0415"
"47","kujawsko-pomorskie","tucholski",42248,0,18910,0,"t0416"
"48","kujawsko-pomorskie","w¹brzeski",30740,0,13520,0,"t0417"
"49","kujawsko-pomorskie","w³oc³awski",69817,0,32425,0,"t0418"
"50","kujawsko-pomorskie","¿niñski",56356,0,26136,0,"t0419"
"51","kujawsko-pomorskie","Bydgoszcz",473742,142,210576,8,"t0461"
"52","kujawsko-pomorskie","Grudzi¹dz",133095,0,59645,0,"t0462"
"53","kujawsko-pomorskie","Toruñ",216814,0,94292,0,"t0463"
"54","kujawsko-pomorskie","W³oc³awek",104302,0,44834,0,"t0464"
"55","lubelskie","bialski",67539,0,29533,0,"t0601"
"56","lubelskie","bi³gorajski",60031,0,27135,0,"t0602"
"57","lubelskie","che³mski",39600,59,17866,3,"t0603"
"58","lubelskie","hrubieszowski",49720,0,21836,0,"t0604"
"59","lubelskie","janowski",34439,5,15463,0,"t0605"
"60","lubelskie","krasnostawski",45599,71,20024,1,"t0606"
"61","lubelskie","kraœnicki",73980,32,33242,1,"t0607"
"62","lubelskie","lubartowski",61606,38,27618,0,"t0608"
"63","lubelskie","lubelski",93696,25,40888,1,"t0609"
"64","lubelskie","³êczyñski",43668,0,20085,0,"t0610"
"65","lubelskie","³ukowski",62836,0,28197,0,"t0611"
"66","lubelskie","opolski",50106,0,22224,0,"t0612"
"67","lubelskie","parczewski",31451,0,13676,0,"t0613"
"68","lubelskie","pu³awski",108030,0,49109,0,"t0614"
"69","lubelskie","radzyñski",34258,0,15403,0,"t0615"
"70","lubelskie","rycki",58037,0,26868,0,"t0616"
"71","lubelskie","œwidnicki",52356,0,23507,0,"t0617"
"72","lubelskie","tomaszowski",61119,0,27295,0,"t0618"
"73","lubelskie","w³odawski",38079,0,16930,0,"t0619"
"74","lubelskie","zamojski",53204,0,24860,0,"t0620"
"75","lubelskie","Bia³a Podlaska",78399,133,35013,3,"t0661"
"76","lubelskie","Che³m",70001,0,30477,0,"t0662"
"77","lubelskie","Lublin",498490,128,213693,3,"t0663"
"78","lubelskie","Zamoœæ",98614,13,44333,0,"t0664"
"79","lubuskie","gorzowski",32639,2,14525,0,"t0801"
"80","lubuskie","kroœnieñski",54821,23,25001,2,"t0802"
"81","lubuskie","miêdzyrzecki",72540,4,32532,0,"t0803"
"82","lubuskie","nowosolski",100576,25,43077,1,"t0804"
"83","lubuskie","s³ubicki",42296,0,19370,0,"t0805"
"84","lubuskie","strzelecko-drezdenecki",55684,4,23713,0,"t0806"
"85","lubuskie","sulêciñski",34726,33,14918,0,"t0807"
"86","lubuskie","œwiebodziñski",59224,0,26428,0,"t0808"
"87","lubuskie","zielonogórski",95503,9,42862,0,"t0809"
"88","lubuskie","¿agañski",75235,24,32642,0,"t0810"
"89","lubuskie","¿arski",107973,29,48852,0,"t0811"
"90","lubuskie","wschowski",29837,0,13867,0,"t0812"
"91","lubuskie","Gorzów Wielkopolski",170612,30,73597,3,"t0861"
"92","lubuskie","Zielona Góra",166674,54,75044,3,"t0862"
"93","³ódzkie","be³chatowski",80094,0,35501,0,"t1001"
"94","³ódzkie","kutnowski",96164,16,45046,0,"t1002"
"95","³ódzkie","³aski",38963,0,18041,0,"t1003"
"96","³ódzkie","³êczycki",55934,0,24935,0,"t1004"
"97","³ódzkie","³owicki",96239,0,44674,0,"t1005"
"98","³ódzkie","³ódzki wschodni",41104,0,17844,0,"t1006"
"99","³ódzkie","opoczyñski",64442,0,28397,0,"t1007"
"100","³ódzkie","pabianicki",118294,0,53715,0,"t1008"
"101","³ódzkie","pajêczañski",31510,0,14089,0,"t1009"
"102","³ódzkie","piotrkowski",53610,0,24447,0,"t1010"
"103","³ódzkie","poddêbicki",40051,0,18451,0,"t1011"
"104","³ódzkie","radomszczañski",95873,0,43768,0,"t1012"
"105","³ódzkie","rawski",31511,0,14087,0,"t1013"
"106","³ódzkie","sieradzki",107703,56,47935,0,"t1014"
"107","³ódzkie","skierniewicki",25454,0,11808,0,"t1015"
"108","³ódzkie","tomaszowski",114042,2,52163,0,"t1016"
"109","³ódzkie","wieluñski",93265,15,43096,0,"t1017"
"110","³ódzkie","wieruszowski",35667,0,15667,0,"t1018"
"111","³ódzkie","zduñskowolski",54252,1,24411,1,"t1019"
"112","³ódzkie","zgierski",141939,29,64095,0,"t1020"
"113","³ódzkie","brzeziñski",37096,0,17182,0,"t1021"
"114","³ódzkie","£ódŸ",986459,314,442899,25,"t1061"
"115","³ódzkie","Piotrków Trybunalski",90584,0,40277,0,"t1062"
"116","³ódzkie","Skierniewice",78575,0,35595,0,"t1063"
"117","ma³opolskie","bocheñski",84129,132,36746,6,"t1201"
"118","ma³opolskie","brzeski",71952,35,32471,0,"t1202"
"119","ma³opolskie","chrzanowski",119141,78,52870,3,"t1203"
"120","ma³opolskie","d¹browski",45393,1,20798,0,"t1204"
"121","ma³opolskie","gorlicki",92384,35,42078,1,"t1205"
"122","ma³opolskie","krakowski",172133,0,78115,0,"t1206"
"123","ma³opolskie","limanowski",94976,156,42464,5,"t1207"
"124","ma³opolskie","miechowski",64472,80,30074,4,"t1208"
"125","ma³opolskie","myœlenicki",110999,0,50833,0,"t1209"
"126","ma³opolskie","nowos¹decki",138688,44,60765,0,"t1210"
"127","ma³opolskie","nowotarski",139790,66,61884,4,"t1211"
"128","ma³opolskie","olkuski",115883,117,52612,4,"t1212"
"129","ma³opolskie","oœwiêcimski",129875,48,59546,2,"t1213"
"130","ma³opolskie","proszowicki",46760,73,21799,2,"t1214"
"131","ma³opolskie","suski",74039,0,34094,0,"t1215"
"132","ma³opolskie","tarnowski",101560,0,46088,0,"t1216"
"133","ma³opolskie","tatrzañski",38568,0,17413,0,"t1217"
"134","ma³opolskie","wadowicki",128648,0,56419,0,"t1218"
"135","ma³opolskie","wielicki",119034,100,52558,3,"t1219"
"136","ma³opolskie","Kraków",1275018,560,579488,31,"t1261"
"137","ma³opolskie","Nowy S¹cz",69193,0,31557,0,"t1262"
"138","ma³opolskie","Tarnów",124908,72,54540,1,"t1263"
"139","mazowieckie","bia³obrzeski",38280,0,17732,0,"t1401"
"140","mazowieckie","ciechanowski",86154,0,39422,0,"t1402"
"141","mazowieckie","garwoliñski",88921,0,41412,0,"t1403"
"142","mazowieckie","gostyniñski",30721,0,14309,0,"t1404"
"143","mazowieckie","grodziski",102904,0,45885,0,"t1405"
