wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;75630;0;33858;0;t0201
dolnoœl¹skie;dzier¿oniowski;71709;0;33243;0;t0202
dolnoœl¹skie;g³ogowski;67815;0;30477;0;t0203
dolnoœl¹skie;górowski;27347;0;12363;0;t0204
dolnoœl¹skie;jaworski;40434;0;18100;0;t0205
dolnoœl¹skie;jeleniogórski;53005;0;24273;0;t0206
dolnoœl¹skie;kamiennogórski;33263;0;15390;0;t0207
dolnoœl¹skie;k³odzki;133332;0;61818;0;t0208
dolnoœl¹skie;legnicki;45259;0;20032;0;t0209
dolnoœl¹skie;lubañski;31117;0;13019;0;t0210
dolnoœl¹skie;lubiñski;129176;0;60973;0;t0211
dolnoœl¹skie;lwówecki;43576;30;20030;0;t0212
dolnoœl¹skie;milicki;35626;0;16661;0;t0213
dolnoœl¹skie;oleœnicki;103143;0;46823;0;t0214
dolnoœl¹skie;o³awski;46474;0;21729;0;t0215
dolnoœl¹skie;polkowicki;42978;0;18720;0;t0216
dolnoœl¹skie;strzeliñski;38564;0;17834;0;t0217
dolnoœl¹skie;œredzki;22950;0;10757;0;t0218
dolnoœl¹skie;œwidnicki;106956;2;48527;0;t0219
dolnoœl¹skie;trzebnicki;61945;0;29499;0;t0220
dolnoœl¹skie;wa³brzyski;32499;0;15350;0;t0221
dolnoœl¹skie;wo³owski;43852;0;19410;0;t0222
dolnoœl¹skie;wroc³awski;106455;0;50293;0;t0223
dolnoœl¹skie;z¹bkowicki;57941;0;26681;0;t0224
dolnoœl¹skie;zgorzelecki;62399;0;27967;0;t0225
dolnoœl¹skie;z³otoryjski;36162;0;16177;0;t0226
dolnoœl¹skie;Jelenia Góra;93643;0;44426;0;t0261
dolnoœl¹skie;Legnica;93746;0;43492;0;t0262
dolnoœl¹skie;Wroc³aw;1089487;137;503784;38;t0264
dolnoœl¹skie;Wa³brzych;217363;54;100065;0;t0265
kujawsko-pomorskie;aleksandrowski;135542;0;63889;0;t0401
kujawsko-pomorskie;brodnicki;75271;0;35059;0;t0402
kujawsko-pomorskie;bydgoski;79810;0;37494;0;t0403
kujawsko-pomorskie;che³miñski;43539;0;20218;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;37273;0;17185;0;t0405
kujawsko-pomorskie;grudzi¹dzki;27458;0;12399;0;t0406
kujawsko-pomorskie;inowroc³awski;108354;0;50863;0;t0407
kujawsko-pomorskie;lipnowski;55431;0;25325;0;t0408
kujawsko-pomorskie;mogileñski;34568;0;16007;0;t0409
kujawsko-pomorskie;nakielski;88083;0;39024;0;t0410
kujawsko-pomorskie;radziejowski;45790;0;21285;0;t0411
kujawsko-pomorskie;rypiñski;37517;0;17492;0;t0412
kujawsko-pomorskie;sêpoleñski;50277;0;22883;0;t0413
kujawsko-pomorskie;œwiecki;81734;0;37201;0;t0414
kujawsko-pomorskie;toruñski;74284;0;32473;0;t0415
kujawsko-pomorskie;tucholski;40704;0;18536;0;t0416
kujawsko-pomorskie;w¹brzeski;29416;0;13317;0;t0417
kujawsko-pomorskie;w³oc³awski;67531;0;31954;0;t0418
kujawsko-pomorskie;¿niñski;54497;0;25715;0;t0419
kujawsko-pomorskie;Bydgoszcz;451079;62;207695;18;t0461
kujawsko-pomorskie;Grudzi¹dz;128299;0;58723;0;t0462
kujawsko-pomorskie;Toruñ;203553;0;92386;0;t0463
kujawsko-pomorskie;W³oc³awek;98766;0;44023;0;t0464
lubelskie;bialski;64270;0;29077;0;t0601
lubelskie;bi³gorajski;56563;0;26584;0;t0602
lubelskie;che³mski;37477;0;17538;0;t0603
lubelskie;hrubieszowski;46984;0;21322;0;t0604
lubelskie;janowski;32670;0;15084;0;t0605
lubelskie;krasnostawski;42868;0;19574;0;t0606
lubelskie;kraœnicki;69310;0;32517;0;t0607
lubelskie;lubartowski;57628;0;26877;0;t0608
lubelskie;lubelski;88052;0;39825;0;t0609
lubelskie;³êczyñski;41625;0;19705;0;t0610
lubelskie;³ukowski;59061;0;27474;0;t0611
lubelskie;opolski;47305;41;21649;5;t0612
lubelskie;parczewski;29419;0;13400;0;t0613
lubelskie;pu³awski;102234;0;48167;0;t0614
lubelskie;radzyñski;32037;0;15054;0;t0615
lubelskie;rycki;55447;0;26427;0;t0616
lubelskie;œwidnicki;48683;0;22906;0;t0617
lubelskie;tomaszowski;58335;0;26819;0;t0618
lubelskie;w³odawski;36094;0;16721;0;t0619
lubelskie;zamojski;50458;0;24367;0;t0620
lubelskie;Bia³a Podlaska;73435;0;34101;0;t0661
lubelskie;Che³m;66196;0;29845;0;t0662
lubelskie;Lublin;467222;0;209624;0;t0663
lubelskie;Zamoœæ;93411;0;43477;0;t0664
lubuskie;gorzowski;30756;2;14144;1;t0801
lubuskie;kroœnieñski;52775;0;24650;0;t0802
lubuskie;miêdzyrzecki;69517;29;32074;2;t0803
lubuskie;nowosolski;96066;0;42398;0;t0804
lubuskie;s³ubicki;40230;0;18943;0;t0805
lubuskie;strzelecko-drezdenecki;53149;0;23381;0;t0806
lubuskie;sulêciñski;32685;29;14569;18;t0807
lubuskie;œwiebodziñski;56946;0;26143;0;t0808
lubuskie;zielonogórski;91897;0;42315;0;t0809
lubuskie;¿agañski;71808;0;32160;0;t0810
lubuskie;¿arski;103727;41;48155;12;t0811
lubuskie;wschowski;28385;0;13537;0;t0812
lubuskie;Gorzów Wielkopolski;160087;0;72077;0;t0861
lubuskie;Zielona Góra;157523;0;73786;0;t0862
³ódzkie;be³chatowski;76989;0;34950;0;t1001
³ódzkie;kutnowski;91889;0;44302;0;t1002
³ódzkie;³aski;37428;0;17721;0;t1003
³ódzkie;³êczycki;53686;25;24596;11;t1004
³ódzkie;³owicki;93193;0;44205;0;t1005
³ódzkie;³ódzki wschodni;38852;0;17406;0;t1006
³ódzkie;opoczyñski;62073;49;27936;28;t1007
³ódzkie;pabianicki;112644;0;52796;0;t1008
³ódzkie;pajêczañski;30565;0;13899;0;t1009
³ódzkie;piotrkowski;52021;5;24073;5;t1010
³ódzkie;poddêbicki;38567;0;18115;0;t1011
³ódzkie;radomszczañski;91980;0;43134;0;t1012
³ódzkie;rawski;30198;77;13795;44;t1013
³ódzkie;sieradzki;103893;36;47160;4;t1014
³ódzkie;skierniewicki;24743;0;11633;0;t1015
³ódzkie;tomaszowski;109318;6;51445;5;t1016
³ódzkie;wieluñski;90316;0;42682;0;t1017
³ódzkie;wieruszowski;34288;0;15448;0;t1018
³ódzkie;zduñskowolski;51881;0;23923;0;t1019
³ódzkie;zgierski;135029;0;62958;0;t1020
³ódzkie;brzeziñski;35934;0;17022;0;t1021
³ódzkie;£ódŸ;937557;56;436774;11;t1061
³ódzkie;Piotrków Trybunalski;85651;28;39438;0;t1062
³ódzkie;Skierniewice;75465;0;35135;0;t1063
ma³opolskie;bocheñski;80993;50;36170;21;t1201
ma³opolskie;brzeski;69173;0;31959;0;t1202
ma³opolskie;chrzanowski;114631;0;52304;0;t1203
ma³opolskie;d¹browski;43751;0;20394;0;t1204
ma³opolskie;gorlicki;88524;0;41590;0;t1205
ma³opolskie;krakowski;165042;0;76840;0;t1206
ma³opolskie;limanowski;91553;21;41919;14;t1207
ma³opolskie;miechowski;62365;0;29730;0;t1208
ma³opolskie;myœlenicki;107017;2;50083;2;t1209
ma³opolskie;nowos¹decki;134393;1;59966;0;t1210
ma³opolskie;nowotarski;134796;0;61037;0;t1211
ma³opolskie;olkuski;112538;12;52042;2;t1212
ma³opolskie;oœwiêcimski;125183;0;58644;0;t1213
ma³opolskie;proszowicki;45185;0;21459;0;t1214
ma³opolskie;suski;70852;0;33462;0;t1215
ma³opolskie;tarnowski;98168;0;45420;0;t1216
ma³opolskie;tatrzañski;36781;0;17137;0;t1217
ma³opolskie;wadowicki;123686;15;55348;0;t1218
ma³opolskie;wielicki;114129;0;51543;0;t1219
ma³opolskie;Kraków;1218953;61;571529;18;t1261
ma³opolskie;Nowy S¹cz;66131;0;31076;0;t1262
ma³opolskie;Tarnów;118666;25;53635;1;t1263
mazowieckie;bia³obrzeski;36828;0;17416;0;t1401
mazowieckie;ciechanowski;82692;0;38897;0;t1402
mazowieckie;garwoliñski;85409;0;40666;0;t1403
mazowieckie;gostyniñski;29363;0;14087;0;t1404
mazowieckie;grodziski;98661;0;44987;0;t1405
mazowieckie;grójecki;108506;0;50834;0;t1406
mazowieckie;kozienicki;45549;0;21618;0;t1407
mazowieckie;legionowski;79603;0;34573;0;t1408
mazowieckie;lipski;27213;9;12912;0;t1409
mazowieckie;³osicki;19194;0;9197;0;t1410
mazowieckie;makowski;43129;0;19723;0;t1411
mazowieckie;miñski;133091;9;59614;4;t1412
mazowieckie;m³awski;62902;9;29781;2;t1413
mazowieckie;nowodworski;116640;228;53552;103;t1414
mazowieckie;ostro³êcki;51144;0;23960;0;t1415
mazowieckie;ostrowski;52153;7;25340;2;t1416
mazowieckie;otwocki;95408;0;45451;0;t1417
mazowieckie;piaseczyñski;251678;0;116754;0;t1418
mazowieckie;p³ocki;88696;0;41958;0;t1419
mazowieckie;p³oñski;82306;0;38135;0;t1420
mazowieckie;pruszkowski;140352;0;65630;0;t1421
mazowieckie;przasnyski;51848;0;24656;0;t1422
mazowieckie;przysuski;29781;28;13966;18;t1423
mazowieckie;pu³tuski;48143;0;22800;0;t1424
mazowieckie;radomski;65986;0;30874;0;t1425
mazowieckie;siedlecki;32059;0;15289;0;t1426
mazowieckie;sierpecki;46151;0;21902;0;t1427
mazowieckie;sochaczewski;85694;0;40330;0;t1428
mazowieckie;soko³owski;43644;0;20381;0;t1429
mazowieckie;szyd³owiecki;21761;0;9575;0;t1430
mazowieckie;warszawski zachodni;118453;0;55785;0;t1432
mazowieckie;wêgrowski;47938;0;22718;0;t1433
mazowieckie;wo³omiñski;219454;26;98183;5;t1434
mazowieckie;wyszkowski;64761;0;30725;0;t1435
mazowieckie;zwoleñski;29280;0;13973;0;t1436
mazowieckie;¿uromiñski;30399;0;14933;0;t1437
mazowieckie;¿yrardowski;59338;0;27653;0;t1438
mazowieckie;Ostro³êka;73178;0;34439;0;t1461
