"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"1","woj_puste","pow_puste",9,0,2,0,"t00"
"2","dolnoœl¹skie","boles³awiecki",80344,312,34588,24,"t0201"
"3","dolnoœl¹skie","dzier¿oniowski",76568,228,34016,16,"t0202"
"4","dolnoœl¹skie","g³ogowski",73012,367,31293,16,"t0203"
"5","dolnoœl¹skie","górowski",28576,41,12579,7,"t0204"
"6","dolnoœl¹skie","jaworski",42834,73,18413,2,"t0205"
"7","dolnoœl¹skie","jeleniogórski",56078,146,24616,16,"t0206"
"8","dolnoœl¹skie","kamiennogórski",35601,130,15782,13,"t0207"
"9","dolnoœl¹skie","k³odzki",143116,472,62924,67,"t0208"
"10","dolnoœl¹skie","legnicki",47161,122,20281,15,"t0209"
"11","dolnoœl¹skie","lubañski",33670,99,13368,7,"t0210"
"12","dolnoœl¹skie","lubiñski",136124,444,61805,26,"t0211"
"13","dolnoœl¹skie","lwówecki",45951,323,20372,42,"t0212"
"14","dolnoœl¹skie","milicki",37717,102,17012,17,"t0213"
"15","dolnoœl¹skie","oleœnicki",111241,430,48245,51,"t0214"
"16","dolnoœl¹skie","o³awski",48840,61,21909,12,"t0215"
"17","dolnoœl¹skie","polkowicki",45076,236,19101,15,"t0216"
"18","dolnoœl¹skie","strzeliñski",40755,107,18186,12,"t0217"
"19","dolnoœl¹skie","œredzki",24731,97,11027,19,"t0218"
"20","dolnoœl¹skie","œwidnicki",115027,508,49663,42,"t0219"
"21","dolnoœl¹skie","trzebnicki",65539,306,30119,30,"t0220"
"22","dolnoœl¹skie","wa³brzyski",35268,42,15856,7,"t0221"
"23","dolnoœl¹skie","wo³owski",46787,146,19767,11,"t0222"
"24","dolnoœl¹skie","wroc³awski",112165,181,51132,36,"t0223"
"25","dolnoœl¹skie","z¹bkowicki",61923,245,27127,24,"t0224"
"26","dolnoœl¹skie","zgorzelecki",66446,246,28484,29,"t0225"
"27","dolnoœl¹skie","z³otoryjski",38416,88,16419,6,"t0226"
"28","dolnoœl¹skie","Jelenia Góra",100245,451,45225,27,"t0261"
"29","dolnoœl¹skie","Legnica",100453,369,44393,28,"t0262"
"30","dolnoœl¹skie","Wroc³aw",1151578,2502,511095,194,"t0264"
"31","dolnoœl¹skie","Wa³brzych",228000,699,101367,68,"t0265"
"32","kujawsko-pomorskie","aleksandrowski",139883,188,64404,12,"t0401"
"33","kujawsko-pomorskie","brodnicki",79707,176,35868,11,"t0402"
"34","kujawsko-pomorskie","bydgoski",83829,268,38184,23,"t0403"
"35","kujawsko-pomorskie","che³miñski",46262,168,20619,14,"t0404"
"36","kujawsko-pomorskie","golubsko-dobrzyñski",38829,79,17531,12,"t0405"
"37","kujawsko-pomorskie","grudzi¹dzki",28643,64,12668,3,"t0406"
"38","kujawsko-pomorskie","inowroc³awski",114464,280,51722,11,"t0407"
"39","kujawsko-pomorskie","lipnowski",58429,90,26006,7,"t0408"
"40","kujawsko-pomorskie","mogileñski",37047,147,16480,10,"t0409"
"41","kujawsko-pomorskie","nakielski",92523,182,39847,11,"t0410"
"42","kujawsko-pomorskie","radziejowski",47650,0,21670,0,"t0411"
"43","kujawsko-pomorskie","rypiñski",39736,262,17843,29,"t0412"
"44","kujawsko-pomorskie","sêpoleñski",53022,162,23216,19,"t0413"
"45","kujawsko-pomorskie","œwiecki",86631,174,38043,16,"t0414"
"46","kujawsko-pomorskie","toruñski",77249,135,33031,22,"t0415"
"47","kujawsko-pomorskie","tucholski",42542,26,18947,1,"t0416"
"48","kujawsko-pomorskie","w¹brzeski",31067,67,13559,8,"t0417"
"49","kujawsko-pomorskie","w³oc³awski",70561,242,32541,25,"t0418"
"50","kujawsko-pomorskie","¿niñski",56719,82,26171,3,"t0419"
"51","kujawsko-pomorskie","Bydgoszcz",481121,1347,211109,69,"t0461"
"52","kujawsko-pomorskie","Grudzi¹dz",135037,476,59830,52,"t0462"
"53","kujawsko-pomorskie","Toruñ",221068,747,94639,43,"t0463"
"54","kujawsko-pomorskie","W³oc³awek",106656,504,45018,19,"t0464"
"55","lubelskie","bialski",68854,294,29750,75,"t0601"
"56","lubelskie","bi³gorajski",61311,213,27268,20,"t0602"
"57","lubelskie","che³mski",40378,256,18016,72,"t0603"
"58","lubelskie","hrubieszowski",50668,163,21954,13,"t0604"
"59","lubelskie","janowski",34993,104,15574,21,"t0605"
"60","lubelskie","krasnostawski",46546,212,20195,30,"t0606"
"61","lubelskie","kraœnicki",75457,403,33528,84,"t0607"
"62","lubelskie","lubartowski",62788,246,27880,71,"t0608"
"63","lubelskie","lubelski",95460,391,41193,108,"t0609"
"64","lubelskie","³êczyñski",44339,62,20230,15,"t0610"
"65","lubelskie","³ukowski",63891,261,28379,48,"t0611"
"66","lubelskie","opolski",51020,231,22387,39,"t0612"
"67","lubelskie","parczewski",31941,41,13767,11,"t0613"
"68","lubelskie","pu³awski",109856,488,49430,93,"t0614"
"69","lubelskie","radzyñski",34939,135,15502,25,"t0615"
"70","lubelskie","rycki",58787,106,26964,7,"t0616"
"71","lubelskie","œwidnicki",53652,243,23721,14,"t0617"
"72","lubelskie","tomaszowski",62150,191,27429,29,"t0618"
"73","lubelskie","w³odawski",38516,92,16999,9,"t0619"
