wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
mazowieckie;pruszkowski;140684;30;65692;13;t1421
mazowieckie;przasnyski;51921;17;24661;2;t1422
mazowieckie;przysuski;29821;0;13994;0;t1423
mazowieckie;pu³tuski;48262;2;22824;0;t1424
mazowieckie;radomski;66038;18;30885;0;t1425
mazowieckie;siedlecki;32095;5;15299;3;t1426
mazowieckie;sierpecki;46192;1;21911;1;t1427
mazowieckie;sochaczewski;85809;4;40369;0;t1428
mazowieckie;soko³owski;43748;2;20411;0;t1429
mazowieckie;szyd³owiecki;21779;3;9575;0;t1430
mazowieckie;warszawski zachodni;118737;17;55842;1;t1432
mazowieckie;wêgrowski;48047;0;22732;0;t1433
mazowieckie;wo³omiñski;219854;18;98290;1;t1434
mazowieckie;wyszkowski;64902;11;30739;1;t1435
mazowieckie;zwoleñski;29368;4;13996;2;t1436
mazowieckie;¿uromiñski;30437;0;14944;0;t1437
mazowieckie;¿yrardowski;59543;21;27691;8;t1438
mazowieckie;Ostro³êka;73408;5;34477;0;t1461
mazowieckie;P³ock;134704;17;61320;1;t1462
mazowieckie;Radom;241495;58;110283;25;t1463
mazowieckie;Siedlce;120840;11;56617;4;t1464
mazowieckie;Warszawa;2663592;385;1227143;43;t1465
opolskie;brzeski;72955;10;34198;0;t1601
opolskie;g³ubczycki;42603;2;19915;0;t1602
opolskie;kêdzierzyñsko-kozielski;82884;13;38839;3;t1603
opolskie;kluczborski;56386;0;26537;0;t1604
opolskie;krapkowicki;99248;3;45470;0;t1605
opolskie;namys³owski;29213;0;13633;0;t1606
opolskie;nyski;96933;10;45835;4;t1607
opolskie;oleski;50292;6;23769;2;t1608
opolskie;opolski;68062;16;31514;0;t1609
opolskie;prudnicki;41116;0;19084;0;t1610
opolskie;strzelecki;58652;6;27076;4;t1611
opolskie;Opole;194788;42;89976;6;t1661
podkarpackie;bieszczadzki;10579;2;5041;1;t1801
podkarpackie;brzozowski;47630;1;22273;0;t1802
podkarpackie;dêbicki;68136;8;29322;0;t1803
podkarpackie;jaros³awski;60529;21;27399;4;t1804
podkarpackie;jasielski;62859;15;27905;3;t1805
podkarpackie;kolbuszowski;23645;3;10939;1;t1806
podkarpackie;kroœnieñski;51257;12;24587;0;t1807
podkarpackie;le¿ajski;42846;14;19391;9;t1808
podkarpackie;lubaczowski;34337;1;15774;0;t1809
podkarpackie;³añcucki;42759;17;20227;2;t1810
podkarpackie;mielecki;90049;6;42575;1;t1811
podkarpackie;ni¿añski;34035;4;16271;0;t1812
podkarpackie;przemyski;20247;0;9786;0;t1813
podkarpackie;przeworski;31358;20;14905;10;t1814
podkarpackie;ropczycko-sêdziszowski;40279;9;18218;1;t1815
podkarpackie;rzeszowski;56814;13;26357;0;t1816
podkarpackie;sanocki;40199;0;18252;0;t1817
podkarpackie;stalowowolski;76863;21;35778;1;t1818
podkarpackie;strzy¿owski;28571;5;13878;4;t1819
podkarpackie;tarnobrzeski;16870;0;7524;0;t1820
podkarpackie;leski;14748;0;6986;0;t1821
podkarpackie;Krosno;46027;3;21606;1;t1861
podkarpackie;Przemyœl;48763;17;21672;2;t1862
podkarpackie;Rzeszów;580764;44;266873;6;t1863
podkarpackie;Tarnobrzeg;64091;12;29759;5;t1864
podlaskie;augustowski;44759;7;20532;4;t2001
podlaskie;bia³ostocki;65406;6;30910;2;t2002
podlaskie;bielski;37935;5;17865;3;t2003
podlaskie;grajewski;29665;4;14148;2;t2004
podlaskie;hajnowski;30499;3;14146;1;t2005
podlaskie;kolneñski;23373;4;10836;4;t2006
podlaskie;³om¿yñski;16580;2;7888;0;t2007
podlaskie;moniecki;23962;0;11283;0;t2008
podlaskie;sejneñski;12581;1;5920;1;t2009
podlaskie;siemiatycki;32735;9;15699;1;t2010
podlaskie;sokólski;44932;18;21418;6;t2011
podlaskie;suwalski;8872;0;4211;0;t2012
podlaskie;wysokomazowiecki;48882;16;23124;1;t2013
podlaskie;zambrowski;28554;26;13097;16;t2014
podlaskie;Bia³ystok;507031;38;232337;1;t2061
podlaskie;£om¿a;70915;4;33302;0;t2062
podlaskie;Suwa³ki;59891;14;26982;0;t2063
pomorskie;bytowski;70204;69;32254;17;t2201
pomorskie;chojnicki;90294;26;42094;4;t2202
pomorskie;cz³uchowski;42746;6;19040;4;t2203
pomorskie;gdañski;61828;40;29282;10;t2204
pomorskie;kartuski;96849;16;45070;12;t2205
pomorskie;koœcierski;66043;33;31091;18;t2206
pomorskie;kwidzyñski;66953;14;31110;2;t2207
pomorskie;lêborski;60530;7;27742;0;t2208
pomorskie;malborski;43252;0;20363;0;t2209
pomorskie;nowodworski;33794;0;15609;0;t2210
pomorskie;pucki;61315;9;28593;7;t2211
pomorskie;s³upski;48225;27;22596;15;t2212
pomorskie;starogardzki;104431;15;48519;10;t2213
pomorskie;tczewski;86563;31;39049;13;t2214
pomorskie;wejherowski;165117;40;76868;6;t2215
pomorskie;sztumski;44123;5;20082;1;t2216
pomorskie;Gdañsk;848782;114;395196;11;t2261
pomorskie;Gdynia;298387;82;132574;21;t2262
pomorskie;S³upsk;119945;13;55866;5;t2263
pomorskie;Sopot;96645;30;45574;1;t2264
œl¹skie;bêdziñski;116318;28;53931;1;t2401
œl¹skie;bielski;113602;3;50288;1;t2402
œl¹skie;cieszyñski;165040;17;76725;4;t2403
œl¹skie;czêstochowski;92851;11;43661;0;t2404
œl¹skie;gliwicki;138863;30;60361;0;t2405
œl¹skie;k³obucki;60105;7;27660;1;t2406
œl¹skie;lubliniecki;56311;0;25858;0;t2407
œl¹skie;miko³owski;42980;19;20353;0;t2408
œl¹skie;myszkowski;58013;0;27350;0;t2409
œl¹skie;pszczyñski;68076;2;31910;1;t2410
œl¹skie;raciborski;92246;3;42903;1;t2411
œl¹skie;rybnicki;27151;7;13115;3;t2412
œl¹skie;tarnogórski;152673;31;72274;1;t2413
œl¹skie;bieruñsko-lêdziñski;40520;17;19093;0;t2414
œl¹skie;wodzis³awski;129565;28;59851;8;t2415
œl¹skie;zawierciañski;108303;14;49385;0;t2416
œl¹skie;¿ywiecki;110528;0;52217;0;t2417
œl¹skie;Bielsko-Bia³a;228215;38;105232;18;t2461
œl¹skie;Bytom;150280;29;69207;2;t2462
œl¹skie;Chorzów;119990;2;55159;0;t2463
œl¹skie;Czêstochowa;272648;29;125993;4;t2464
œl¹skie;D¹browa Górnicza;95381;26;43839;8;t2465
œl¹skie;Gliwice;287845;16;132905;0;t2466
œl¹skie;Jastrzêbie-Zdrój;61635;6;28671;0;t2467
œl¹skie;Jaworzno;95528;11;43742;0;t2468
œl¹skie;Katowice;604861;56;279470;6;t2469
œl¹skie;Mys³owice;52547;5;24870;0;t2470
œl¹skie;Piekary Œl¹skie;40659;3;18828;1;t2471
œl¹skie;Ruda Œl¹ska;187579;14;89680;8;t2472
œl¹skie;Rybnik;71393;9;32840;0;t2473
œl¹skie;Siemianowice Œl¹skie;91466;14;42998;0;t2474
œl¹skie;Sosnowiec;224203;42;101781;3;t2475
œl¹skie;Œwiêtoch³owice;42888;12;20028;2;t2476
œl¹skie;Tychy;118324;13;56194;0;t2477
œl¹skie;Zabrze;143175;58;63516;3;t2478
œl¹skie;¯ory;64678;8;30046;1;t2479
œwiêtokrzyskie;buski;54655;17;25450;6;t2601
œwiêtokrzyskie;jêdrzejowski;80006;15;37676;1;t2602
œwiêtokrzyskie;kazimierski;26901;24;12260;22;t2603
œwiêtokrzyskie;kielecki;122598;22;55728;19;t2604
œwiêtokrzyskie;konecki;59604;4;27531;3;t2605
œwiêtokrzyskie;opatowski;37804;12;17712;0;t2606
œwiêtokrzyskie;ostrowiecki;93672;15;43510;0;t2607
œwiêtokrzyskie;piñczowski;37982;1;16224;0;t2608
œwiêtokrzyskie;sandomierski;80634;2;37574;0;t2609
œwiêtokrzyskie;skar¿yski;54213;4;25451;4;t2610
œwiêtokrzyskie;starachowicki;65801;6;30634;0;t2611
œwiêtokrzyskie;staszowski;38739;0;18056;0;t2612
œwiêtokrzyskie;w³oszczowski;47640;3;21946;0;t2613
œwiêtokrzyskie;Kielce;294857;66;135091;6;t2661
warmiñsko-mazurskie;bartoszycki;56999;11;26343;0;t2801
warmiñsko-mazurskie;braniewski;31415;13;15070;0;t2802
warmiñsko-mazurskie;dzia³dowski;54522;3;25690;0;t2803
warmiñsko-mazurskie;elbl¹ski;39375;30;18879;22;t2804
warmiñsko-mazurskie;e³cki;87527;15;37418;3;t2805
warmiñsko-mazurskie;gi¿ycki;45537;5;21702;4;t2806
warmiñsko-mazurskie;i³awski;71720;13;32988;7;t2807
warmiñsko-mazurskie;kêtrzyñski;45066;10;21342;1;t2808
warmiñsko-mazurskie;lidzbarski;31726;16;15030;4;t2809
warmiñsko-mazurskie;mr¹gowski;31400;11;14205;3;t2810
warmiñsko-mazurskie;nidzicki;51314;2;20066;0;t2811
warmiñsko-mazurskie;nowomiejski;39273;11;18151;7;t2812
warmiñsko-mazurskie;olecki;26134;26;12440;12;t2813
warmiñsko-mazurskie;olsztyñski;99579;0;46502;0;t2814
warmiñsko-mazurskie;ostródzki;73653;9;34615;0;t2815
warmiñsko-mazurskie;piski;52962;14;24426;7;t2816
warmiñsko-mazurskie;szczycieñski;57830;8;27271;2;t2817
warmiñsko-mazurskie;go³dapski;19910;6;9245;4;t2818
warmiñsko-mazurskie;wêgorzewski;21364;0;10261;0;t2819
warmiñsko-mazurskie;Elbl¹g;132246;50;62174;9;t2861
warmiñsko-mazurskie;Olsztyn;239957;59;108923;1;t2862
wielkopolskie;chodzieski;42337;9;19624;4;t3001
wielkopolskie;czarnkowsko-trzcianecki;90878;0;42357;0;t3002
wielkopolskie;gnieŸnieñski;151813;4;71683;0;t3003
wielkopolskie;gostyñski;81210;0;38492;0;t3004
wielkopolskie;grodziski;38474;3;18648;0;t3005
wielkopolskie;jarociñski;58778;37;28058;9;t3006
wielkopolskie;kaliski;65598;23;31005;7;t3007
wielkopolskie;kêpiñski;47383;0;22120;0;t3008
wielkopolskie;kolski;69591;30;31881;0;t3009
wielkopolskie;koniñski;80748;16;37011;5;t3010
wielkopolskie;koœciañski;68091;0;32209;0;t3011
wielkopolskie;krotoszyñski;65314;19;31110;2;t3012
wielkopolskie;leszczyñski;21221;1;10066;0;t3013
wielkopolskie;miêdzychodzki;35386;19;16814;4;t3014
wielkopolskie;nowotomyski;64733;19;30817;19;t3015
wielkopolskie;obornicki;85336;8;37773;0;t3016
wielkopolskie;ostrowski;137871;0;62397;0;t3017
wielkopolskie;ostrzeszowski;46634;45;21185;10;t3018
wielkopolskie;pilski;103745;16;49379;0;t3019
wielkopolskie;pleszewski;66452;0;31288;0;t3020
wielkopolskie;poznañski;213043;36;99893;5;t3021
wielkopolskie;rawicki;57265;5;26289;1;t3022
wielkopolskie;s³upecki;45006;0;20982;0;t3023
wielkopolskie;szamotulski;73503;1;34083;0;t3024
wielkopolskie;œredzki;67572;12;32278;9;t3025
wielkopolskie;œremski;37757;8;17682;0;t3026
wielkopolskie;turecki;62143;16;29448;5;t3027
wielkopolskie;w¹growiecki;34036;0;16099;0;t3028
wielkopolskie;wolsztyñski;52488;0;24949;0;t3029
wielkopolskie;wrzesiñski;69858;1;32233;0;t3030
wielkopolskie;z³otowski;45878;13;21060;0;t3031
wielkopolskie;Kalisz;114582;21;53744;6;t3061
wielkopolskie;Konin;107412;8;49562;0;t3062
wielkopolskie;Leszno;77417;23;33990;14;t3063
wielkopolskie;Poznañ;1157677;119;540165;13;t3064
zachodniopomorskie;bia³ogardzki;46362;13;21260;3;t3201
zachodniopomorskie;choszczeñski;39837;1;18342;1;t3202
zachodniopomorskie;drawski;60607;6;27528;3;t3203
zachodniopomorskie;goleniowski;67510;10;30791;8;t3204
zachodniopomorskie;gryficki;38418;0;17424;0;t3205
zachodniopomorskie;gryfiñski;60485;10;28101;2;t3206
zachodniopomorskie;kamieñski;50664;25;23327;4;t3207
zachodniopomorskie;ko³obrzeski;94868;12;44151;0;t3208
zachodniopomorskie;koszaliñski;36446;6;16488;0;t3209
zachodniopomorskie;myœliborski;43460;5;19997;1;t3210
zachodniopomorskie;policki;52301;1;24558;0;t3211
zachodniopomorskie;pyrzycki;30419;0;14552;0;t3212
zachodniopomorskie;s³awieñski;55378;2;25295;0;t3213
zachodniopomorskie;stargardzki;95317;16;43767;0;t3214
zachodniopomorskie;szczecinecki;87189;4;39333;0;t3215
zachodniopomorskie;œwidwiñski;42595;0;18774;0;t3216
zachodniopomorskie;wa³ecki;41251;12;19591;3;t3217
zachodniopomorskie;³obeski;48242;0;20400;0;t3218
zachodniopomorskie;Koszalin;127857;49;59309;4;t3261
zachodniopomorskie;Szczecin;599327;126;272174;11;t3262
zachodniopomorskie;Œwinoujœcie;42323;6;19862;0;t3263
Ca³y kraj;;38051598;5987;17580862;1249;t0000
