wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubelskie;w³odawski;36143;30;16724;1;t0619
lubelskie;zamojski;50543;50;24399;17;t0620
lubelskie;Bia³a Podlaska;73660;114;34153;31;t0661
lubelskie;Che³m;66326;74;29876;19;t0662
lubelskie;Lublin;468406;448;209836;65;t0663
lubelskie;Zamoœæ;93604;88;43521;20;t0664
lubuskie;gorzowski;30827;48;14162;11;t0801
lubuskie;kroœnieñski;52826;35;24651;2;t0802
lubuskie;miêdzyrzecki;69571;23;32085;5;t0803
lubuskie;nowosolski;96225;74;42439;5;t0804
lubuskie;s³ubicki;40295;44;18955;8;t0805
lubuskie;strzelecko-drezdenecki;53246;66;23420;38;t0806
lubuskie;sulêciñski;32756;42;14574;0;t0807
lubuskie;œwiebodziñski;57007;7;26150;0;t0808
lubuskie;zielonogórski;91946;21;42321;1;t0809
lubuskie;¿agañski;71898;71;32174;13;t0810
lubuskie;¿arski;103886;87;48200;25;t0811
lubuskie;wschowski;28414;0;13538;0;t0812
lubuskie;Gorzów Wielkopolski;160567;230;72183;51;t0861
lubuskie;Zielona Góra;157809;183;73854;65;t0862
³ódzkie;be³chatowski;77037;25;34951;0;t1001
³ódzkie;kutnowski;91961;36;44325;10;t1002
³ódzkie;³aski;37459;19;17726;0;t1003
³ódzkie;³êczycki;53828;80;24622;14;t1004
³ódzkie;³owicki;93316;56;44235;14;t1005
³ódzkie;³ódzki wschodni;38897;42;17417;10;t1006
³ódzkie;opoczyñski;62162;61;27950;2;t1007
³ódzkie;pabianicki;112855;137;52858;51;t1008
³ódzkie;pajêczañski;30575;7;13901;2;t1009
³ódzkie;piotrkowski;52031;7;24075;1;t1010
³ódzkie;poddêbicki;38607;4;18120;1;t1011
³ódzkie;radomszczañski;92163;172;43141;7;t1012
³ódzkie;rawski;30208;5;13800;5;t1013
³ódzkie;sieradzki;104055;61;47215;9;t1014
³ódzkie;skierniewicki;24743;0;11633;0;t1015
³ódzkie;tomaszowski;109503;9;51486;0;t1016
³ódzkie;wieluñski;90361;33;42682;0;t1017
³ódzkie;wieruszowski;34332;26;15451;0;t1018
³ódzkie;zduñskowolski;51978;97;23972;49;t1019
³ódzkie;zgierski;135305;139;63002;25;t1020
³ódzkie;brzeziñski;35941;1;17027;0;t1021
³ódzkie;£ódŸ;939348;874;437027;128;t1061
³ódzkie;Piotrków Trybunalski;85834;67;39474;19;t1062
³ódzkie;Skierniewice;75565;43;35157;11;t1063
ma³opolskie;bocheñski;81071;47;36202;24;t1201
ma³opolskie;brzeski;69261;49;31978;12;t1202
ma³opolskie;chrzanowski;114839;122;52337;10;t1203
ma³opolskie;d¹browski;43859;63;20419;11;t1204
ma³opolskie;gorlicki;88697;107;41633;23;t1205
ma³opolskie;krakowski;165255;133;76895;41;t1206
ma³opolskie;limanowski;91658;67;41930;2;t1207
ma³opolskie;miechowski;62432;37;29762;13;t1208
ma³opolskie;myœlenicki;107130;41;50115;7;t1209
ma³opolskie;nowos¹decki;134536;92;60027;50;t1210
ma³opolskie;nowotarski;134878;76;61056;15;t1211
ma³opolskie;olkuski;112559;16;52042;0;t1212
ma³opolskie;oœwiêcimski;125272;29;58679;12;t1213
ma³opolskie;proszowicki;45210;0;21460;0;t1214
ma³opolskie;suski;71033;105;33534;41;t1215
ma³opolskie;tarnowski;98209;25;45439;16;t1216
ma³opolskie;tatrzañski;36815;17;17142;5;t1217
ma³opolskie;wadowicki;123808;88;55383;21;t1218
ma³opolskie;wielicki;114231;34;51565;4;t1219
ma³opolskie;Kraków;1221359;829;571906;146;t1261
ma³opolskie;Nowy S¹cz;66172;0;31088;0;t1262
ma³opolskie;Tarnów;118888;144;53671;23;t1263
mazowieckie;bia³obrzeski;36857;12;17427;10;t1401
mazowieckie;ciechanowski;82792;40;38902;1;t1402
mazowieckie;garwoliñski;85488;49;40695;14;t1403
mazowieckie;gostyniñski;29366;0;14087;0;t1404
mazowieckie;grodziski;98797;104;45045;46;t1405
mazowieckie;grójecki;108742;158;50893;39;t1406
mazowieckie;kozienicki;45596;10;21640;3;t1407
mazowieckie;legionowski;79804;146;34639;42;t1408
mazowieckie;lipski;27234;3;12919;1;t1409
mazowieckie;³osicki;19218;13;9207;1;t1410
mazowieckie;makowski;43153;14;19726;1;t1411
mazowieckie;miñski;133223;77;59654;33;t1412
mazowieckie;m³awski;62952;21;29792;6;t1413
mazowieckie;nowodworski;116780;51;53589;11;t1414
mazowieckie;ostro³êcki;51161;8;23963;0;t1415
mazowieckie;ostrowski;52242;17;25372;17;t1416
mazowieckie;otwocki;95645;168;45513;43;t1417
mazowieckie;piaseczyñski;252190;126;116820;20;t1418
mazowieckie;p³ocki;88817;97;41979;19;t1419
mazowieckie;p³oñski;82453;135;38173;29;t1420
mazowieckie;pruszkowski;140661;169;65680;34;t1421
mazowieckie;przasnyski;51907;59;24659;2;t1422
mazowieckie;przysuski;29822;25;13994;15;t1423
mazowieckie;pu³tuski;48237;41;22822;4;t1424
mazowieckie;radomski;66023;9;30886;5;t1425
mazowieckie;siedlecki;32090;25;15296;4;t1426
mazowieckie;sierpecki;46189;38;21909;7;t1427
mazowieckie;sochaczewski;85806;50;40369;27;t1428
mazowieckie;soko³owski;43732;68;20411;29;t1429
mazowieckie;szyd³owiecki;21774;11;9575;0;t1430
mazowieckie;warszawski zachodni;118721;110;55841;35;t1432
mazowieckie;wêgrowski;48047;99;22732;14;t1433
mazowieckie;wo³omiñski;219840;163;98291;56;t1434
mazowieckie;wyszkowski;64888;98;30736;8;t1435
mazowieckie;zwoleñski;29365;78;13994;21;t1436
mazowieckie;¿uromiñski;30431;32;14943;10;t1437
mazowieckie;¿yrardowski;59529;118;27683;8;t1438
mazowieckie;Ostro³êka;73401;85;34475;15;t1461
mazowieckie;P³ock;134687;147;61319;35;t1462
mazowieckie;Radom;241435;166;110255;25;t1463
mazowieckie;Siedlce;120828;73;56613;24;t1464
mazowieckie;Warszawa;2663096;2171;1227077;333;t1465
opolskie;brzeski;72929;55;34192;25;t1601
opolskie;g³ubczycki;42602;32;19915;4;t1602
opolskie;kêdzierzyñsko-kozielski;82870;114;38835;14;t1603
opolskie;kluczborski;56385;0;26537;0;t1604
opolskie;krapkowicki;99243;20;45470;2;t1605
opolskie;namys³owski;29211;44;13633;11;t1606
opolskie;nyski;96914;57;45831;5;t1607
opolskie;oleski;50270;64;23764;17;t1608
opolskie;opolski;68049;111;31514;14;t1609
opolskie;prudnicki;41115;11;19084;5;t1610
opolskie;strzelecki;58586;52;27072;10;t1611
opolskie;Opole;194754;223;89970;23;t1661
podkarpackie;bieszczadzki;10576;10;5040;3;t1801
podkarpackie;brzozowski;47629;6;22273;1;t1802
podkarpackie;dêbicki;68125;38;29322;13;t1803
podkarpackie;jaros³awski;60504;99;27395;25;t1804
podkarpackie;jasielski;62845;53;27902;2;t1805
podkarpackie;kolbuszowski;23642;11;10938;8;t1806
podkarpackie;kroœnieñski;51246;4;24587;1;t1807
podkarpackie;le¿ajski;42817;58;19382;8;t1808
podkarpackie;lubaczowski;34311;23;15758;2;t1809
podkarpackie;³añcucki;42733;38;20217;13;t1810
podkarpackie;mielecki;90044;74;42574;8;t1811
podkarpackie;ni¿añski;34032;15;16271;0;t1812
podkarpackie;przemyski;20228;0;9783;0;t1813
podkarpackie;przeworski;31338;25;14895;7;t1814
podkarpackie;ropczycko-sêdziszowski;40271;49;18217;7;t1815
podkarpackie;rzeszowski;56797;96;26345;10;t1816
podkarpackie;sanocki;40184;92;18244;22;t1817
podkarpackie;stalowowolski;76842;111;35777;40;t1818
podkarpackie;strzy¿owski;28563;7;13874;5;t1819
podkarpackie;tarnobrzeski;16870;17;7524;5;t1820
podkarpackie;leski;14748;1;6986;1;t1821
podkarpackie;Krosno;46026;23;21605;6;t1861
podkarpackie;Przemyœl;48734;62;21666;6;t1862
podkarpackie;Rzeszów;580696;428;266866;69;t1863
podkarpackie;Tarnobrzeg;64078;39;29753;7;t1864
podlaskie;augustowski;44752;32;20528;3;t2001
podlaskie;bia³ostocki;65405;134;30908;19;t2002
podlaskie;bielski;37929;25;17862;2;t2003
podlaskie;grajewski;29631;11;14136;5;t2004
podlaskie;hajnowski;30488;33;14145;6;t2005
podlaskie;kolneñski;23370;18;10832;4;t2006
podlaskie;³om¿yñski;16578;15;7888;1;t2007
podlaskie;moniecki;23909;92;11283;7;t2008
podlaskie;sejneñski;12580;8;5919;3;t2009
podlaskie;siemiatycki;32727;53;15699;20;t2010
podlaskie;sokólski;44914;35;21412;14;t2011
podlaskie;suwalski;8873;11;4211;0;t2012
podlaskie;wysokomazowiecki;48867;46;23123;2;t2013
podlaskie;zambrowski;28528;21;13081;2;t2014
podlaskie;Bia³ystok;506930;379;232336;64;t2061
podlaskie;£om¿a;70911;70;33302;21;t2062
podlaskie;Suwa³ki;59877;69;26982;11;t2063
pomorskie;bytowski;70118;71;32224;35;t2201
pomorskie;chojnicki;90266;161;42090;5;t2202
pomorskie;cz³uchowski;42741;11;19036;0;t2203
pomorskie;gdañski;61799;60;29271;27;t2204
pomorskie;kartuski;96833;82;45058;37;t2205
pomorskie;koœcierski;66019;106;31073;37;t2206
pomorskie;kwidzyñski;66939;29;31108;15;t2207
pomorskie;lêborski;60521;44;27742;6;t2208
pomorskie;malborski;43247;114;20363;4;t2209
pomorskie;nowodworski;33794;51;15609;1;t2210
pomorskie;pucki;61307;35;28586;12;t2211
pomorskie;s³upski;48200;15;22583;3;t2212
pomorskie;starogardzki;104414;191;48508;63;t2213
pomorskie;tczewski;86532;173;39036;71;t2214
pomorskie;wejherowski;165075;78;76862;21;t2215
pomorskie;sztumski;44119;3;20081;1;t2216
pomorskie;Gdañsk;848554;432;395170;47;t2261
pomorskie;Gdynia;298274;202;132552;36;t2262
pomorskie;S³upsk;119928;147;55858;61;t2263
pomorskie;Sopot;96646;70;45573;7;t2264
œl¹skie;bêdziñski;116290;87;53928;22;t2401
œl¹skie;bielski;113608;17;50306;8;t2402
œl¹skie;cieszyñski;165020;170;76720;43;t2403
œl¹skie;czêstochowski;92804;74;43644;21;t2404
œl¹skie;gliwicki;138831;97;60361;24;t2405
œl¹skie;k³obucki;60097;11;27659;2;t2406
œl¹skie;lubliniecki;56312;14;25858;6;t2407
œl¹skie;miko³owski;42957;4;20353;0;t2408
œl¹skie;myszkowski;58013;38;27350;4;t2409
œl¹skie;pszczyñski;68074;40;31909;14;t2410
œl¹skie;raciborski;92249;28;42902;6;t2411
œl¹skie;rybnicki;27136;0;13112;0;t2412
œl¹skie;tarnogórski;152638;57;72273;25;t2413
œl¹skie;bieruñsko-lêdziñski;40488;65;19087;46;t2414
œl¹skie;wodzis³awski;129537;63;59843;9;t2415
œl¹skie;zawierciañski;108282;74;49385;20;t2416
œl¹skie;¿ywiecki;110532;32;52217;9;t2417
œl¹skie;Bielsko-Bia³a;228176;129;105213;25;t2461
œl¹skie;Bytom;150231;128;69206;32;t2462
œl¹skie;Chorzów;119992;110;55159;16;t2463
œl¹skie;Czêstochowa;272614;245;125987;27;t2464
œl¹skie;D¹browa Górnicza;95355;111;43831;34;t2465
œl¹skie;Gliwice;287824;116;132905;16;t2466
œl¹skie;Jastrzêbie-Zdrój;61632;111;28671;41;t2467
œl¹skie;Jaworzno;95518;71;43742;25;t2468
œl¹skie;Katowice;604816;330;279466;64;t2469
œl¹skie;Mys³owice;52538;150;24866;36;t2470
œl¹skie;Piekary Œl¹skie;40662;66;18827;21;t2471
œl¹skie;Ruda Œl¹ska;187559;63;89672;15;t2472
œl¹skie;Rybnik;71383;96;32838;15;t2473
œl¹skie;Siemianowice Œl¹skie;91451;46;42998;9;t2474
œl¹skie;Sosnowiec;224163;173;101777;34;t2475
œl¹skie;Œwiêtoch³owice;42880;36;20026;1;t2476
œl¹skie;Tychy;118286;98;56191;24;t2477
œl¹skie;Zabrze;143118;203;63512;56;t2478
œl¹skie;¯ory;64673;34;30045;7;t2479
œwiêtokrzyskie;buski;54638;50;25443;12;t2601
œwiêtokrzyskie;jêdrzejowski;79988;45;37673;14;t2602
œwiêtokrzyskie;kazimierski;26877;0;12238;0;t2603
œwiêtokrzyskie;kielecki;122571;146;55707;48;t2604
œwiêtokrzyskie;konecki;59596;56;27526;7;t2605
œwiêtokrzyskie;opatowski;37792;16;17712;6;t2606
œwiêtokrzyskie;ostrowiecki;93656;91;43510;13;t2607
œwiêtokrzyskie;piñczowski;37981;16;16224;1;t2608
œwiêtokrzyskie;sandomierski;80604;116;37572;21;t2609
œwiêtokrzyskie;skar¿yski;54203;45;25447;14;t2610
œwiêtokrzyskie;starachowicki;65795;50;30634;13;t2611
œwiêtokrzyskie;staszowski;38737;9;18054;0;t2612
œwiêtokrzyskie;w³oszczowski;47633;60;21947;10;t2613
œwiêtokrzyskie;Kielce;294785;167;135080;12;t2661
warmiñsko-mazurskie;bartoszycki;56985;21;26343;15;t2801
warmiñsko-mazurskie;braniewski;31402;25;15070;18;t2802
warmiñsko-mazurskie;dzia³dowski;54519;32;25690;15;t2803
warmiñsko-mazurskie;elbl¹ski;39343;0;18857;0;t2804
warmiñsko-mazurskie;e³cki;87540;129;37429;20;t2805
warmiñsko-mazurskie;gi¿ycki;45526;51;21698;12;t2806
warmiñsko-mazurskie;i³awski;71707;46;32981;28;t2807
warmiñsko-mazurskie;kêtrzyñski;45053;23;21341;14;t2808
warmiñsko-mazurskie;lidzbarski;31709;16;15026;1;t2809
warmiñsko-mazurskie;mr¹gowski;31385;6;14201;0;t2810
warmiñsko-mazurskie;nidzicki;51290;51;20064;15;t2811
warmiñsko-mazurskie;nowomiejski;39262;23;18144;3;t2812
warmiñsko-mazurskie;olecki;26108;36;12428;4;t2813
warmiñsko-mazurskie;olsztyñski;99537;27;46499;11;t2814
warmiñsko-mazurskie;ostródzki;73606;85;34600;21;t2815
warmiñsko-mazurskie;piski;52948;37;24419;8;t2816
warmiñsko-mazurskie;szczycieñski;57811;60;27268;13;t2817
warmiñsko-mazurskie;go³dapski;19893;6;9241;4;t2818
warmiñsko-mazurskie;wêgorzewski;21364;0;10261;0;t2819
warmiñsko-mazurskie;Elbl¹g;132191;235;62165;27;t2861
warmiñsko-mazurskie;Olsztyn;239838;182;108921;14;t2862
wielkopolskie;chodzieski;42327;3;19619;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;90879;45;42357;8;t3002
wielkopolskie;gnieŸnieñski;151788;116;71683;17;t3003
wielkopolskie;gostyñski;81209;82;38491;11;t3004
wielkopolskie;grodziski;38471;6;18648;4;t3005
wielkopolskie;jarociñski;58741;24;28051;10;t3006
wielkopolskie;kaliski;65563;0;30987;0;t3007
wielkopolskie;kêpiñski;47384;30;22120;23;t3008
wielkopolskie;kolski;69545;80;31879;19;t3009
wielkopolskie;koniñski;80731;73;37006;0;t3010
wielkopolskie;koœciañski;68086;38;32209;20;t3011
wielkopolskie;krotoszyñski;65296;39;31108;13;t3012
wielkopolskie;leszczyñski;21222;39;10066;3;t3013
wielkopolskie;miêdzychodzki;35371;11;16810;0;t3014
wielkopolskie;nowotomyski;64694;68;30791;0;t3015
wielkopolskie;obornicki;85327;43;37773;13;t3016
wielkopolskie;ostrowski;137799;29;62391;10;t3017
wielkopolskie;ostrzeszowski;46591;24;21175;8;t3018
wielkopolskie;pilski;103750;115;49382;57;t3019
wielkopolskie;pleszewski;66474;70;31295;9;t3020
wielkopolskie;poznañski;212964;255;99873;48;t3021
wielkopolskie;rawicki;57240;16;26280;5;t3022
wielkopolskie;s³upecki;45007;93;20982;22;t3023
wielkopolskie;szamotulski;73491;54;34085;1;t3024
wielkopolskie;œredzki;67559;29;32269;3;t3025
wielkopolskie;œremski;37757;34;17682;5;t3026
wielkopolskie;turecki;62127;37;29443;3;t3027
wielkopolskie;w¹growiecki;34036;12;16099;1;t3028
wielkopolskie;wolsztyñski;52492;17;24952;0;t3029
wielkopolskie;wrzesiñski;69859;59;32233;20;t3030
wielkopolskie;z³otowski;45864;26;21060;8;t3031
wielkopolskie;Kalisz;114564;26;53738;8;t3061
wielkopolskie;Konin;107398;11;49562;7;t3062
wielkopolskie;Leszno;77394;73;33976;0;t3063
wielkopolskie;Poznañ;1157491;886;540150;96;t3064
zachodniopomorskie;bia³ogardzki;46349;7;21257;1;t3201
zachodniopomorskie;choszczeñski;39830;80;18337;23;t3202
zachodniopomorskie;drawski;60597;61;27523;9;t3203
zachodniopomorskie;goleniowski;67502;56;30783;27;t3204
zachodniopomorskie;gryficki;38415;50;17424;3;t3205
zachodniopomorskie;gryfiñski;60470;86;28099;27;t3206
zachodniopomorskie;kamieñski;50639;16;23323;1;t3207
zachodniopomorskie;ko³obrzeski;94840;59;44151;5;t3208
zachodniopomorskie;koszaliñski;36420;32;16487;9;t3209
zachodniopomorskie;myœliborski;43454;24;19996;4;t3210
zachodniopomorskie;policki;52300;43;24558;6;t3211
zachodniopomorskie;pyrzycki;30413;72;14546;39;t3212
zachodniopomorskie;s³awieñski;55366;16;25295;6;t3213
zachodniopomorskie;stargardzki;95318;103;43765;48;t3214
zachodniopomorskie;szczecinecki;87183;40;39333;11;t3215
zachodniopomorskie;œwidwiñski;42549;15;18771;2;t3216
zachodniopomorskie;wa³ecki;41238;7;19588;2;t3217
zachodniopomorskie;³obeski;48241;9;20399;0;t3218
zachodniopomorskie;Koszalin;127775;138;59298;15;t3261
zachodniopomorskie;Szczecin;599048;482;272161;52;t3262
zachodniopomorskie;Œwinoujœcie;42318;19;19862;0;t3263
Ca³y kraj;;38043351;30845;17579124;6339;t0000
