wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;76196;0;33953;0;t0201
dolnoœl¹skie;dzier¿oniowski;72540;0;33418;0;t0202
dolnoœl¹skie;g³ogowski;68431;0;30699;0;t0203
dolnoœl¹skie;górowski;27544;0;12410;0;t0204
dolnoœl¹skie;jaworski;40739;0;18156;0;t0205
dolnoœl¹skie;jeleniogórski;53454;0;24348;0;t0206
dolnoœl¹skie;kamiennogórski;33471;0;15453;0;t0207
dolnoœl¹skie;k³odzki;134514;0;61992;0;t0208
dolnoœl¹skie;legnicki;45608;0;20082;0;t0209
dolnoœl¹skie;lubañski;31422;0;13061;0;t0210
dolnoœl¹skie;lubiñski;129912;0;61123;0;t0211
dolnoœl¹skie;lwówecki;43975;0;20119;0;t0212
dolnoœl¹skie;milicki;35887;0;16726;0;t0213
dolnoœl¹skie;oleœnicki;104198;0;47109;0;t0214
dolnoœl¹skie;o³awski;46794;0;21756;0;t0215
dolnoœl¹skie;polkowicki;43212;0;18796;0;t0216
dolnoœl¹skie;strzeliñski;38945;0;17918;0;t0217
dolnoœl¹skie;œredzki;23148;0;10794;0;t0218
dolnoœl¹skie;œwidnicki;108018;0;48817;0;t0219
dolnoœl¹skie;trzebnicki;62479;0;29671;0;t0220
dolnoœl¹skie;wa³brzyski;32959;0;15443;0;t0221
dolnoœl¹skie;wo³owski;44174;0;19455;0;t0222
dolnoœl¹skie;wroc³awski;107296;0;50506;0;t0223
dolnoœl¹skie;z¹bkowicki;58508;0;26740;0;t0224
dolnoœl¹skie;zgorzelecki;62934;0;28033;0;t0225
dolnoœl¹skie;z³otoryjski;36367;0;16225;0;t0226
dolnoœl¹skie;Jelenia Góra;94595;0;44596;0;t0261
dolnoœl¹skie;Legnica;94856;0;43725;0;t0262
dolnoœl¹skie;Wroc³aw;1098334;206;505078;32;t0264
dolnoœl¹skie;Wa³brzych;219131;0;100367;0;t0265
kujawsko-pomorskie;aleksandrowski;136167;0;64013;0;t0401
kujawsko-pomorskie;brodnicki;75990;0;35260;0;t0402
kujawsko-pomorskie;bydgoski;80268;0;37625;0;t0403
kujawsko-pomorskie;che³miñski;43985;0;20300;0;t0404
