wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubuskie;Gorzów Wielkopolski;158878;252;71900;34;t0861
lubuskie;Zielona Góra;156322;213;73658;58;t0862
³ódzkie;be³chatowski;76429;47;34785;2;t1001
³ódzkie;kutnowski;91499;70;44200;9;t1002
³ódzkie;³aski;37103;64;17662;8;t1003
³ódzkie;³êczycki;53273;79;24485;9;t1004
³ódzkie;³owicki;92621;129;44001;9;t1005
³ódzkie;³ódzki wschodni;38532;118;17361;48;t1006
³ódzkie;opoczyñski;61706;6;27815;1;t1007
³ódzkie;pabianicki;111820;214;52643;53;t1008
³ódzkie;pajêczañski;30500;23;13886;0;t1009
³ódzkie;piotrkowski;51685;22;23989;9;t1010
³ódzkie;poddêbicki;38304;29;18049;14;t1011
³ódzkie;radomszczañski;91165;40;42990;2;t1012
³ódzkie;rawski;29970;37;13726;2;t1013
³ódzkie;sieradzki;103368;81;47022;12;t1014
³ódzkie;skierniewicki;24619;0;11599;0;t1015
³ódzkie;tomaszowski;108752;18;51313;1;t1016
³ódzkie;wieluñski;89751;12;42599;0;t1017
³ódzkie;wieruszowski;34000;23;15383;0;t1018
³ódzkie;zduñskowolski;51545;126;23860;36;t1019
³ódzkie;zgierski;133938;167;62685;17;t1020
³ódzkie;brzeziñski;35625;49;16960;12;t1021
³ódzkie;£ódŸ;929684;878;435519;129;t1061
³ódzkie;Piotrków Trybunalski;85077;107;39330;15;t1062
³ódzkie;Skierniewice;74881;41;35031;8;t1063
ma³opolskie;bocheñski;80477;96;36057;13;t1201
ma³opolskie;brzeski;68822;58;31863;6;t1202
ma³opolskie;chrzanowski;113841;136;52189;31;t1203
ma³opolskie;d¹browski;43474;6;20326;0;t1204
ma³opolskie;gorlicki;88007;108;41505;32;t1205
ma³opolskie;krakowski;163844;114;76541;19;t1206
ma³opolskie;limanowski;90960;17;41727;0;t1207
ma³opolskie;miechowski;62030;5;29650;0;t1208
ma³opolskie;myœlenicki;106473;26;49868;8;t1209
ma³opolskie;nowos¹decki;133828;70;59854;38;t1210
ma³opolskie;nowotarski;133898;126;60839;5;t1211
ma³opolskie;olkuski;111898;14;51882;2;t1212
ma³opolskie;oœwiêcimski;124428;139;58438;33;t1213
ma³opolskie;proszowicki;44888;38;21324;2;t1214
ma³opolskie;suski;70430;70;33342;30;t1215
ma³opolskie;tarnowski;97489;37;45265;9;t1216
ma³opolskie;tatrzañski;36361;5;17070;1;t1217
ma³opolskie;wadowicki;123039;30;55194;8;t1218
ma³opolskie;wielicki;113521;120;51349;19;t1219
ma³opolskie;Kraków;1212303;1131;570414;128;t1261
ma³opolskie;Nowy S¹cz;65697;18;30962;1;t1262
ma³opolskie;Tarnów;117461;104;53414;31;t1263
mazowieckie;bia³obrzeski;36594;5;17350;0;t1401
mazowieckie;ciechanowski;82019;85;38718;11;t1402
mazowieckie;garwoliñski;84700;67;40501;0;t1403
mazowieckie;gostyniñski;29013;0;13975;0;t1404
mazowieckie;grodziski;98048;104;44792;20;t1405
mazowieckie;grójecki;107941;33;50665;1;t1406
mazowieckie;kozienicki;45190;87;21531;40;t1407
mazowieckie;legionowski;78788;86;34387;36;t1408
mazowieckie;lipski;27031;13;12848;0;t1409
mazowieckie;³osicki;19030;1;9175;0;t1410
mazowieckie;makowski;42645;47;19626;4;t1411
mazowieckie;miñski;132329;130;59386;30;t1412
mazowieckie;m³awski;62459;50;29702;11;t1413
mazowieckie;nowodworski;115652;81;53196;28;t1414
mazowieckie;ostro³êcki;50718;8;23839;5;t1415
mazowieckie;ostrowski;51737;6;25191;0;t1416
mazowieckie;otwocki;94541;127;45318;29;t1417
mazowieckie;piaseczyñski;250077;148;116352;8;t1418
mazowieckie;p³ocki;88169;129;41784;53;t1419
mazowieckie;p³oñski;81599;38;37949;11;t1420
mazowieckie;pruszkowski;139100;159;65354;60;t1421
mazowieckie;przasnyski;51441;0;24565;0;t1422
mazowieckie;przysuski;29562;74;13906;32;t1423
mazowieckie;pu³tuski;47812;68;22718;38;t1424
mazowieckie;radomski;65513;107;30719;26;t1425
mazowieckie;siedlecki;31831;33;15216;4;t1426
mazowieckie;sierpecki;45937;76;21821;2;t1427
mazowieckie;sochaczewski;85240;93;40196;4;t1428
mazowieckie;soko³owski;43395;46;20343;3;t1429
mazowieckie;szyd³owiecki;21585;1;9544;0;t1430
mazowieckie;warszawski zachodni;117585;102;55536;22;t1432
mazowieckie;wêgrowski;47554;67;22639;29;t1433
mazowieckie;wo³omiñski;217745;144;97672;35;t1434
mazowieckie;wyszkowski;64317;18;30596;1;t1435
mazowieckie;zwoleñski;29044;0;13895;0;t1436
mazowieckie;¿uromiñski;30185;66;14805;22;t1437
mazowieckie;¿yrardowski;58922;59;27517;10;t1438
mazowieckie;Ostro³êka;72540;77;34331;7;t1461
mazowieckie;P³ock;132976;123;61052;24;t1462
mazowieckie;Radom;239494;236;109945;34;t1463
mazowieckie;Siedlce;120030;77;56406;14;t1464
mazowieckie;Warszawa;2637939;3202;1222249;557;t1465
opolskie;brzeski;72377;35;34071;12;t1601
opolskie;g³ubczycki;42312;51;19870;6;t1602
opolskie;kêdzierzyñsko-kozielski;82388;226;38720;23;t1603
opolskie;kluczborski;55781;25;26360;5;t1604
opolskie;krapkowicki;98787;18;45366;12;t1605
opolskie;namys³owski;28937;100;13571;9;t1606
opolskie;nyski;96043;72;45694;3;t1607
opolskie;oleski;49927;188;23656;23;t1608
opolskie;opolski;67542;142;31405;50;t1609
opolskie;prudnicki;40793;12;19016;0;t1610
opolskie;strzelecki;58157;42;26942;8;t1611
opolskie;Opole;192888;315;89660;30;t1661
podkarpackie;bieszczadzki;10474;27;5017;4;t1801
podkarpackie;brzozowski;47260;23;22190;11;t1802
podkarpackie;dêbicki;67650;79;29191;27;t1803
podkarpackie;jaros³awski;59707;104;27189;18;t1804
podkarpackie;jasielski;62142;102;27810;6;t1805
podkarpackie;kolbuszowski;23459;4;10878;0;t1806
podkarpackie;kroœnieñski;50798;44;24494;7;t1807
podkarpackie;le¿ajski;42449;54;19290;21;t1808
podkarpackie;lubaczowski;33928;37;15669;11;t1809
podkarpackie;³añcucki;42314;69;20121;15;t1810
podkarpackie;mielecki;89506;87;42456;21;t1811
podkarpackie;ni¿añski;33740;0;16207;0;t1812
podkarpackie;przemyski;20061;0;9761;0;t1813
podkarpackie;przeworski;30978;53;14829;15;t1814
podkarpackie;ropczycko-sêdziszowski;39857;44;18155;6;t1815
podkarpackie;rzeszowski;56226;23;26256;10;t1816
podkarpackie;sanocki;39712;66;18186;4;t1817
podkarpackie;stalowowolski;76041;139;35598;25;t1818
podkarpackie;strzy¿owski;28375;5;13822;0;t1819
podkarpackie;tarnobrzeski;16663;18;7483;1;t1820
podkarpackie;leski;14635;0;6974;0;t1821
podkarpackie;Krosno;45573;90;21522;16;t1861
podkarpackie;Przemyœl;47978;105;21522;18;t1862
podkarpackie;Rzeszów;576809;520;266275;35;t1863
podkarpackie;Tarnobrzeg;63599;94;29651;22;t1864
podlaskie;augustowski;44371;93;20452;6;t2001
podlaskie;bia³ostocki;64788;160;30780;45;t2002
podlaskie;bielski;37609;63;17804;15;t2003
podlaskie;grajewski;29358;19;14056;10;t2004
podlaskie;hajnowski;30141;52;14081;8;t2005
podlaskie;kolneñski;23136;22;10775;0;t2006
podlaskie;³om¿yñski;16354;28;7828;0;t2007
podlaskie;moniecki;23712;16;11249;0;t2008
podlaskie;sejneñski;12486;12;5903;5;t2009
podlaskie;siemiatycki;32438;29;15627;4;t2010
podlaskie;sokólski;44567;61;21324;18;t2011
podlaskie;suwalski;8821;6;4208;1;t2012
podlaskie;wysokomazowiecki;48361;103;23072;38;t2013
podlaskie;zambrowski;28285;105;13029;13;t2014
podlaskie;Bia³ystok;502741;472;231609;59;t2061
podlaskie;£om¿a;70221;109;33171;11;t2062
podlaskie;Suwa³ki;59115;129;26835;9;t2063
pomorskie;bytowski;69330;158;32107;42;t2201
pomorskie;chojnicki;89317;95;41913;19;t2202
pomorskie;cz³uchowski;42403;6;18931;0;t2203
pomorskie;gdañski;60996;24;29122;9;t2204
pomorskie;kartuski;95855;115;44797;39;t2205
pomorskie;koœcierski;65398;178;30925;41;t2206
pomorskie;kwidzyñski;66311;156;30963;35;t2207
pomorskie;lêborski;59762;87;27568;4;t2208
pomorskie;malborski;42784;50;20224;1;t2209
pomorskie;nowodworski;33600;31;15584;4;t2210
pomorskie;pucki;60606;52;28374;19;t2211
pomorskie;s³upski;47741;23;22479;7;t2212
pomorskie;starogardzki;103289;163;48226;22;t2213
pomorskie;tczewski;85351;83;38646;39;t2214
pomorskie;wejherowski;163978;192;76612;53;t2215
pomorskie;sztumski;43736;45;19958;8;t2216
pomorskie;Gdañsk;841908;558;394307;46;t2261
pomorskie;Gdynia;295022;365;132028;90;t2262
pomorskie;S³upsk;118885;183;55613;28;t2263
pomorskie;Sopot;95534;151;45507;7;t2264
œl¹skie;bêdziñski;115021;114;53763;34;t2401
œl¹skie;bielski;112514;18;49932;0;t2402
œl¹skie;cieszyñski;163981;157;76449;35;t2403
œl¹skie;czêstochowski;92022;130;43493;34;t2404
œl¹skie;gliwicki;137648;108;60159;16;t2405
œl¹skie;k³obucki;59770;82;27568;21;t2406
œl¹skie;lubliniecki;55807;48;25737;0;t2407
œl¹skie;miko³owski;42614;33;20316;3;t2408
œl¹skie;myszkowski;57502;15;27222;0;t2409
œl¹skie;pszczyñski;67605;23;31777;10;t2410
œl¹skie;raciborski;91682;25;42771;2;t2411
œl¹skie;rybnicki;26939;0;13046;0;t2412
œl¹skie;tarnogórski;151565;120;72077;15;t2413
œl¹skie;bieruñsko-lêdziñski;40189;29;18962;0;t2414
œl¹skie;wodzis³awski;128571;113;59602;32;t2415
œl¹skie;zawierciañski;107471;104;49207;23;t2416
œl¹skie;¿ywiecki;109733;82;51940;23;t2417
œl¹skie;Bielsko-Bia³a;226376;182;104827;38;t2461
œl¹skie;Bytom;148881;100;68942;21;t2462
œl¹skie;Chorzów;118697;158;54940;25;t2463
œl¹skie;Czêstochowa;270454;374;125572;32;t2464
œl¹skie;D¹browa Górnicza;94346;189;43626;7;t2465
œl¹skie;Gliwice;286554;195;132698;29;t2466
œl¹skie;Jastrzêbie-Zdrój;60932;58;28442;0;t2467
œl¹skie;Jaworzno;94843;66;43614;17;t2468
œl¹skie;Katowice;600755;614;278998;29;t2469
œl¹skie;Mys³owice;51894;87;24744;25;t2470
œl¹skie;Piekary Œl¹skie;40249;56;18715;11;t2471
œl¹skie;Ruda Œl¹ska;186593;126;89436;23;t2472
œl¹skie;Rybnik;70672;106;32715;11;t2473
œl¹skie;Siemianowice Œl¹skie;90867;38;42855;1;t2474
œl¹skie;Sosnowiec;222067;221;101271;45;t2475
œl¹skie;Œwiêtoch³owice;42459;6;19920;0;t2476
œl¹skie;Tychy;117244;139;55950;8;t2477
œl¹skie;Zabrze;141664;302;63282;23;t2478
œl¹skie;¯ory;64263;21;29947;0;t2479
œwiêtokrzyskie;buski;54142;49;25295;13;t2601
œwiêtokrzyskie;jêdrzejowski;79458;9;37513;0;t2602
œwiêtokrzyskie;kazimierski;26630;10;12173;0;t2603
œwiêtokrzyskie;kielecki;121467;89;55387;15;t2604
œwiêtokrzyskie;konecki;58983;50;27282;5;t2605
œwiêtokrzyskie;opatowski;37362;28;17594;13;t2606
œwiêtokrzyskie;ostrowiecki;92839;154;43326;19;t2607
œwiêtokrzyskie;piñczowski;37622;23;16112;1;t2608
œwiêtokrzyskie;sandomierski;80225;131;37486;25;t2609
œwiêtokrzyskie;skar¿yski;53513;11;25312;2;t2610
œwiêtokrzyskie;starachowicki;65199;10;30466;4;t2611
œwiêtokrzyskie;staszowski;38550;17;18000;3;t2612
œwiêtokrzyskie;w³oszczowski;47240;34;21826;8;t2613
œwiêtokrzyskie;Kielce;292231;277;134683;31;t2661
warmiñsko-mazurskie;bartoszycki;56559;84;26224;6;t2801
warmiñsko-mazurskie;braniewski;31133;70;14986;1;t2802
warmiñsko-mazurskie;dzia³dowski;53840;74;25505;11;t2803
warmiñsko-mazurskie;elbl¹ski;38920;0;18744;0;t2804
warmiñsko-mazurskie;e³cki;86908;168;37304;18;t2805
warmiñsko-mazurskie;gi¿ycki;45059;57;21556;1;t2806
warmiñsko-mazurskie;i³awski;71104;111;32822;39;t2807
warmiñsko-mazurskie;kêtrzyñski;44432;77;21189;1;t2808
warmiñsko-mazurskie;lidzbarski;31327;45;14937;1;t2809
warmiñsko-mazurskie;mr¹gowski;30992;5;14101;1;t2810
warmiñsko-mazurskie;nidzicki;50880;99;19992;16;t2811
warmiñsko-mazurskie;nowomiejski;38895;84;18114;11;t2812
warmiñsko-mazurskie;olecki;25863;63;12375;19;t2813
warmiñsko-mazurskie;olsztyñski;98739;98;46337;17;t2814
warmiñsko-mazurskie;ostródzki;72946;89;34487;15;t2815
warmiñsko-mazurskie;piski;52523;97;24345;19;t2816
warmiñsko-mazurskie;szczycieñski;57285;49;27143;5;t2817
warmiñsko-mazurskie;go³dapski;19712;31;9184;4;t2818
warmiñsko-mazurskie;wêgorzewski;21171;0;10235;0;t2819
warmiñsko-mazurskie;Elbl¹g;130902;183;61928;37;t2861
warmiñsko-mazurskie;Olsztyn;236775;232;108543;27;t2862
wielkopolskie;chodzieski;41928;107;19457;33;t3001
wielkopolskie;czarnkowsko-trzcianecki;90148;26;42131;11;t3002
wielkopolskie;gnieŸnieñski;150544;124;71382;49;t3003
wielkopolskie;gostyñski;80662;143;38380;8;t3004
wielkopolskie;grodziski;38130;6;18551;0;t3005
wielkopolskie;jarociñski;58088;30;27851;5;t3006
wielkopolskie;kaliski;65236;13;30906;0;t3007
wielkopolskie;kêpiñski;47037;7;22015;0;t3008
wielkopolskie;kolski;68818;93;31684;14;t3009
wielkopolskie;koniñski;80177;59;36885;13;t3010
wielkopolskie;koœciañski;67612;45;32054;4;t3011
wielkopolskie;krotoszyñski;64718;68;31006;8;t3012
wielkopolskie;leszczyñski;21021;10;10028;8;t3013
wielkopolskie;miêdzychodzki;35015;5;16725;0;t3014
wielkopolskie;nowotomyski;64112;12;30639;7;t3015
wielkopolskie;obornicki;84427;18;37556;3;t3016
wielkopolskie;ostrowski;136778;107;62223;18;t3017
wielkopolskie;ostrzeszowski;46090;0;21059;0;t3018
wielkopolskie;pilski;102580;213;48969;38;t3019
wielkopolskie;pleszewski;65819;31;31171;13;t3020
wielkopolskie;poznañski;210744;262;99382;17;t3021
wielkopolskie;rawicki;56770;41;26170;0;t3022
wielkopolskie;s³upecki;44623;43;20942;26;t3023
wielkopolskie;szamotulski;72794;60;33964;12;t3024
wielkopolskie;œredzki;67184;91;32158;7;t3025
wielkopolskie;œremski;37461;79;17619;4;t3026
wielkopolskie;turecki;61693;69;29313;9;t3027
wielkopolskie;w¹growiecki;33825;18;16020;11;t3028
wielkopolskie;wolsztyñski;52130;1;24872;0;t3029
wielkopolskie;wrzesiñski;69179;17;32024;1;t3030
wielkopolskie;z³otowski;45347;65;20985;16;t3031
wielkopolskie;Kalisz;113622;26;53555;10;t3061
wielkopolskie;Konin;106533;62;49324;29;t3062
wielkopolskie;Leszno;76867;157;33867;14;t3063
wielkopolskie;Poznañ;1147444;820;538624;83;t3064
zachodniopomorskie;bia³ogardzki;46074;23;21214;0;t3201
zachodniopomorskie;choszczeñski;39412;103;18272;11;t3202
zachodniopomorskie;drawski;60123;99;27413;5;t3203
zachodniopomorskie;goleniowski;66999;94;30615;19;t3204
zachodniopomorskie;gryficki;37948;43;17330;0;t3205
zachodniopomorskie;gryfiñski;59874;142;27932;17;t3206
zachodniopomorskie;kamieñski;50174;34;23185;15;t3207
zachodniopomorskie;ko³obrzeski;94048;161;44047;16;t3208
zachodniopomorskie;koszaliñski;36036;0;16417;0;t3209
zachodniopomorskie;myœliborski;43043;13;19876;2;t3210
zachodniopomorskie;policki;51740;45;24449;1;t3211
zachodniopomorskie;pyrzycki;30141;51;14469;2;t3212
zachodniopomorskie;s³awieñski;54855;48;25112;11;t3213
zachodniopomorskie;stargardzki;94367;185;43486;26;t3214
zachodniopomorskie;szczecinecki;86421;59;39170;38;t3215
zachodniopomorskie;œwidwiñski;42097;52;18699;2;t3216
zachodniopomorskie;wa³ecki;40871;59;19496;20;t3217
zachodniopomorskie;³obeski;47905;16;20333;0;t3218
zachodniopomorskie;Koszalin;126403;186;59075;23;t3261
zachodniopomorskie;Szczecin;593505;579;271370;46;t3262
zachodniopomorskie;Œwinoujœcie;41917;22;19807;3;t3263
Ca³y kraj;;37708589;39512;17510282;6431;t0000
