"Date","liczba_przypadkow","stan_rekordu_na","zgony","wojewodztwo"
2020-05-07,19,2020-05-06,4,"wielkopolskie"
2020-05-07,12,2020-05-06,1,"zachodniopomorskie"
2020-05-07,320,2020-05-06,18,"Cały kraj"
2020-05-08,36,2020-05-07,2,"dolnośląskie"
2020-05-08,10,2020-05-07,1,"kujawsko-pomorskie"
2020-05-08,1,2020-05-07,0,"lubelskie"
2020-05-08,2,2020-05-07,0,"lubuskie"
2020-05-08,59,2020-05-07,3,"łódzkie"
2020-05-08,10,2020-05-07,0,"małopolskie"
2020-05-08,36,2020-05-07,2,"mazowieckie"
2020-05-08,9,2020-05-07,1,"opolskie"
2020-05-08,2,2020-05-07,2,"podkarpackie"
2020-05-08,1,2020-05-07,1,"podlaskie"
2020-05-08,8,2020-05-07,1,"pomorskie"
2020-05-08,116,2020-05-07,4,"śląskie"
2020-05-08,4,2020-05-07,0,"świętokrzyskie"
2020-05-08,4,2020-05-07,0,"warmińsko-mazurskie"
2020-05-08,25,2020-05-07,3,"wielkopolskie"
2020-05-08,7,2020-05-07,1,"zachodniopomorskie"
2020-05-08,294,2020-05-07,22,"Cały kraj"
2020-05-09,45,2020-05-08,7,"dolnośląskie"
2020-05-09,5,2020-05-08,1,"kujawsko-pomorskie"
2020-05-09,3,2020-05-08,0,"lubelskie"
2020-05-09,0,2020-05-08,0,"lubuskie"
2020-05-09,NA,2020-05-08,1,"łódzkie"
2020-05-09,14,2020-05-08,1,"małopolskie"
2020-05-09,22,2020-05-08,2,"mazowieckie"
2020-05-09,16,2020-05-08,1,"opolskie"
2020-05-09,2,2020-05-08,0,"podkarpackie"
2020-05-09,2,2020-05-08,0,"podlaskie"
2020-05-09,9,2020-05-08,1,"pomorskie"
2020-05-09,179,2020-05-08,4,"śląskie"
2020-05-09,9,2020-05-08,1,"świętokrzyskie"
2020-05-09,1,2020-05-08,0,"warmińsko-mazurskie"
2020-05-09,16,2020-05-08,3,"wielkopolskie"
2020-05-09,4,2020-05-08,0,"zachodniopomorskie"
2020-05-09,337,2020-05-08,20,"Cały kraj"
2020-05-10,33,2020-05-09,1,"dolnośląskie"
2020-05-10,1,2020-05-09,0,"kujawsko-pomorskie"
2020-05-10,2,2020-05-09,0,"lubelskie"
2020-05-10,0,2020-05-09,0,"lubuskie"
2020-05-10,16,2020-05-09,0,"łódzkie"
2020-05-10,10,2020-05-09,0,"małopolskie"
2020-05-10,34,2020-05-09,3,"mazowieckie"
2020-05-10,3,2020-05-09,0,"opolskie"
2020-05-10,0,2020-05-09,0,"podkarpackie"
2020-05-10,0,2020-05-09,0,"podlaskie"
2020-05-10,1,2020-05-09,1,"pomorskie"
2020-05-10,153,2020-05-09,0,"śląskie"
2020-05-10,9,2020-05-09,0,"świętokrzyskie"
2020-05-10,3,2020-05-09,0,"warmińsko-mazurskie"
2020-05-10,14,2020-05-09,3,"wielkopolskie"
2020-05-10,5,2020-05-09,0,"zachodniopomorskie"
2020-05-10,288,2020-05-09,9,"Cały kraj"
2020-05-11,99,2020-05-10,0,"dolnośląskie"
2020-05-11,2,2020-05-10,0,"kujawsko-pomorskie"
2020-05-11,2,2020-05-10,0,"lubelskie"
2020-05-11,0,2020-05-10,0,"lubuskie"
2020-05-11,12,2020-05-10,0,"łódzkie"
2020-05-11,4,2020-05-10,2,"małopolskie"
2020-05-11,26,2020-05-10,0,"mazowieckie"
2020-05-11,12,2020-05-10,1,"opolskie"
2020-05-11,1,2020-05-10,1,"podkarpackie"
2020-05-11,1,2020-05-10,0,"podlaskie"
2020-05-11,3,2020-05-10,2,"pomorskie"
2020-05-11,174,2020-05-10,4,"śląskie"
2020-05-11,4,2020-05-10,1,"świętokrzyskie"
2020-05-11,2,2020-05-10,0,"warmińsko-mazurskie"
2020-05-11,2,2020-05-10,5,"wielkopolskie"
2020-05-11,4,2020-05-10,0,"zachodniopomorskie"
2020-05-11,345,2020-05-10,15,"Cały kraj"
2020-05-12,22,2020-05-11,5,"dolnośląskie"
2020-05-12,3,2020-05-11,0,"kujawsko-pomorskie"
2020-05-12,4,2020-05-11,0,"lubelskie"
2020-05-12,0,2020-05-11,0,"lubuskie"
2020-05-12,10,2020-05-11,0,"łódzkie"
2020-05-12,24,2020-05-11,0,"małopolskie"
2020-05-12,17,2020-05-11,0,"mazowieckie"
2020-05-12,5,2020-05-11,1,"opolskie"
2020-05-12,0,2020-05-11,1,"podkarpackie"
2020-05-12,0,2020-05-11,0,"podlaskie"
2020-05-12,4,2020-05-11,1,"pomorskie"
2020-05-12,230,2020-05-11,1,"śląskie"
2020-05-12,0,2020-05-11,0,"świętokrzyskie"
2020-05-12,0,2020-05-11,0,"warmińsko-mazurskie"
2020-05-12,27,2020-05-11,2,"wielkopolskie"
2020-05-12,1,2020-05-11,0,"zachodniopomorskie"
2020-05-12,330,2020-05-11,11,"Cały kraj"
2020-05-13,32,2020-05-12,6,"dolnośląskie"
2020-05-13,0,2020-05-12,2,"kujawsko-pomorskie"
2020-05-13,1,2020-05-12,0,"lubelskie"
2020-05-13,0,2020-05-12,0,"lubuskie"
2020-05-13,13,2020-05-12,4,"łódzkie"
2020-05-13,3,2020-05-12,0,"małopolskie"
2020-05-13,21,2020-05-12,3,"mazowieckie"
2020-05-13,3,2020-05-12,0,"opolskie"
2020-05-13,0,2020-05-12,0,"podkarpackie"
2020-05-13,1,2020-05-12,0,"podlaskie"
2020-05-13,4,2020-05-12,1,"pomorskie"
2020-05-13,433,2020-05-12,6,"śląskie"
2020-05-13,3,2020-05-12,1,"świętokrzyskie"
2020-05-13,2,2020-05-12,0,"warmińsko-mazurskie"
2020-05-13,11,2020-05-12,5,"wielkopolskie"
2020-05-13,6,2020-05-12,0,"zachodniopomorskie"
2020-05-13,556,2020-05-12,28,"Cały kraj"
2020-05-14,44,2020-05-13,1,"dolnośląskie"
2020-05-14,0,2020-05-13,5,"kujawsko-pomorskie"
2020-05-14,6,2020-05-13,0,"lubelskie"
2020-05-14,0,2020-05-13,0,"lubuskie"
2020-05-14,11,2020-05-13,1,"łódzkie"
2020-05-14,10,2020-05-13,0,"małopolskie"
2020-05-14,51,2020-05-13,3,"mazowieckie"
2020-05-14,4,2020-05-13,1,"opolskie"
2020-05-14,0,2020-05-13,0,"podkarpackie"
2020-05-14,0,2020-05-13,0,"podlaskie"
2020-05-14,2,2020-05-13,0,"pomorskie"
2020-05-14,167,2020-05-13,1,"śląskie"
2020-05-14,9,2020-05-13,0,"świętokrzyskie"
2020-05-14,4,2020-05-13,0,"warmińsko-mazurskie"
2020-05-14,12,2020-05-13,10,"wielkopolskie"
2020-05-14,6,2020-05-13,0,"zachodniopomorskie"
2020-05-14,322,2020-05-13,23,"Cały kraj"
2020-05-15,25,2020-05-14,3,"dolnośląskie"
2020-05-15,1,2020-05-14,1,"kujawsko-pomorskie"
2020-05-15,2,2020-05-14,0,"lubelskie"
2020-05-15,0,2020-05-14,0,"lubuskie"
2020-05-15,7,2020-05-14,0,"łódzkie"
2020-05-15,24,2020-05-14,0,"małopolskie"
2020-05-15,22,2020-05-14,2,"mazowieckie"
2020-05-15,8,2020-05-14,2,"opolskie"
2020-05-15,2,2020-05-14,1,"podkarpackie"
2020-05-15,1,2020-05-14,1,"podlaskie"
2020-05-15,1,2020-05-14,0,"pomorskie"
2020-05-15,302,2020-05-14,8,"śląskie"
2020-05-15,0,2020-05-14,1,"świętokrzyskie"
2020-05-15,1,2020-05-14,0,"warmińsko-mazurskie"
2020-05-15,13,2020-05-14,2,"wielkopolskie"
2020-05-15,3,2020-05-14,1,"zachodniopomorskie"
2020-05-15,411,2020-05-14,22,"Cały kraj"
2020-05-16,16,2020-05-15,7,"dolnośląskie"
2020-05-16,3,2020-05-15,2,"kujawsko-pomorskie"
2020-05-16,1,2020-05-15,0,"lubelskie"
2020-05-16,0,2020-05-15,0,"lubuskie"
2020-05-16,8,2020-05-15,1,"łódzkie"
2020-05-16,9,2020-05-15,0,"małopolskie"
2020-05-16,28,2020-05-15,0,"mazowieckie"
2020-05-16,17,2020-05-15,1,"opolskie"
2020-05-16,0,2020-05-15,1,"podkarpackie"
2020-05-16,1,2020-05-15,0,"podlaskie"
2020-05-16,1,2020-05-15,0,"pomorskie"
2020-05-16,293,2020-05-15,7,"śląskie"
2020-05-16,3,2020-05-15,3,"świętokrzyskie"
2020-05-16,1,2020-05-15,0,"warmińsko-mazurskie"
2020-05-16,17,2020-05-15,1,"wielkopolskie"
2020-05-16,2,2020-05-15,1,"zachodniopomorskie"
2020-05-16,401,2020-05-15,24,"Cały kraj"
2020-05-17,19,2020-05-16,0,"dolnośląskie"
2020-05-17,1,2020-05-16,0,"kujawsko-pomorskie"
2020-05-17,0,2020-05-16,0,"lubelskie"
2020-05-17,0,2020-05-16,0,"lubuskie"
2020-05-17,7,2020-05-16,1,"łódzkie"
2020-05-17,7,2020-05-16,1,"małopolskie"
2020-05-17,19,2020-05-16,1,"mazowieckie"
2020-05-17,8,2020-05-16,0,"opolskie"
2020-05-17,1,2020-05-16,0,"podkarpackie"
2020-05-17,0,2020-05-16,0,"podlaskie"
2020-05-17,7,2020-05-16,0,"pomorskie"
2020-05-17,165,2020-05-16,2,"śląskie"
2020-05-17,1,2020-05-16,0,"świętokrzyskie"
2020-05-17,0,2020-05-16,0,"warmińsko-mazurskie"
2020-05-17,5,2020-05-16,2,"wielkopolskie"
2020-05-17,1,2020-05-16,0,"zachodniopomorskie"
2020-05-17,241,2020-05-16,8,"Cały kraj"
2020-05-18,6,2020-05-17,0,"dolnośląskie"
2020-05-18,0,2020-05-17,1,"kujawsko-pomorskie"
2020-05-18,1,2020-05-17,0,"lubelskie"
2020-05-18,0,2020-05-17,0,"lubuskie"
2020-05-18,6,2020-05-17,1,"łódzkie"
2020-05-18,4,2020-05-17,1,"małopolskie"
2020-05-18,21,2020-05-17,1,"mazowieckie"
2020-05-18,9,2020-05-17,0,"opolskie"
2020-05-18,0,2020-05-17,0,"podkarpackie"
2020-05-18,1,2020-05-17,1,"podlaskie"
2020-05-18,2,2020-05-17,0,"pomorskie"
2020-05-18,180,2020-05-17,3,"śląskie"
2020-05-18,0,2020-05-17,0,"świętokrzyskie"
2020-05-18,0,2020-05-17,0,"warmińsko-mazurskie"
2020-05-18,40,2020-05-17,1,"wielkopolskie"
2020-05-18,2,2020-05-17,0,"zachodniopomorskie"
2020-05-18,272,2020-05-17,10,"Cały kraj"
2020-05-19,60,2020-05-18,2,"dolnośląskie"
2020-05-19,0,2020-05-18,1,"kujawsko-pomorskie"
2020-05-19,6,2020-05-18,0,"lubelskie"
2020-05-19,0,2020-05-18,0,"lubuskie"
2020-05-19,11,2020-05-18,0,"łódzkie"
2020-05-19,5,2020-05-18,2,"małopolskie"
2020-05-19,33,2020-05-18,2,"mazowieckie"
2020-05-19,7,2020-05-18,0,"opolskie"
2020-05-19,0,2020-05-18,3,"podkarpackie"
2020-05-19,1,2020-05-18,0,"podlaskie"
2020-05-19,0,2020-05-18,0,"pomorskie"
2020-05-19,205,2020-05-18,1,"śląskie"
2020-05-19,11,2020-05-18,1,"świętokrzyskie"
2020-05-19,0,2020-05-18,0,"warmińsko-mazurskie"
2020-05-19,13,2020-05-18,1,"wielkopolskie"
2020-05-19,3,2020-05-18,0,"zachodniopomorskie"
2020-05-19,356,2020-05-18,11,"Cały kraj"
2020-05-20,31,2020-05-19,2,"dolnośląskie"
2020-05-20,1,2020-05-19,0,"kujawsko-pomorskie"
2020-05-20,0,2020-05-19,0,"lubelskie"
2020-05-20,0,2020-05-19,0,"lubuskie"
2020-05-20,6,2020-05-19,1,"łódzkie"
2020-05-20,15,2020-05-19,0,"małopolskie"
2020-05-20,37,2020-05-19,3,"mazowieckie"
2020-05-20,4,2020-05-19,2,"opolskie"
2020-05-20,0,2020-05-19,0,"podkarpackie"
2020-05-20,9,2020-05-19,0,"podlaskie"
2020-05-20,1,2020-05-19,1,"pomorskie"
2020-05-20,263,2020-05-19,2,"śląskie"
2020-05-20,3,2020-05-19,1,"świętokrzyskie"
2020-05-20,4,2020-05-19,0,"warmińsko-mazurskie"
2020-05-20,5,2020-05-19,0,"wielkopolskie"
2020-05-20,5,2020-05-19,0,"zachodniopomorskie"
2020-05-20,382,2020-05-19,12,"Cały kraj"
2020-05-21,19,2020-05-20,1,"dolnośląskie"
2020-05-21,1,2020-05-20,0,"kujawsko-pomorskie"
2020-05-21,2,2020-05-20,0,"lubelskie"
2020-05-21,0,2020-05-20,0,"lubuskie"
2020-05-21,16,2020-05-20,2,"łódzkie"
2020-05-21,2,2020-05-20,1,"małopolskie"
2020-05-21,42,2020-05-20,5,"mazowieckie"
2020-05-21,13,2020-05-20,2,"opolskie"
2020-05-21,0,2020-05-20,0,"podkarpackie"
2020-05-21,7,2020-05-20,0,"podlaskie"
2020-05-21,5,2020-05-20,0,"pomorskie"
2020-05-21,275,2020-05-20,1,"śląskie"
2020-05-21,6,2020-05-20,1,"świętokrzyskie"
2020-05-21,0,2020-05-20,0,"warmińsko-mazurskie"
2020-05-21,84,2020-05-20,1,"wielkopolskie"
2020-05-21,1,2020-05-20,0,"zachodniopomorskie"
2020-05-21,471,2020-05-20,14,"Cały kraj"
2020-05-22,19,2020-05-21,0,"dolnośląskie"
2020-05-22,3,2020-05-21,0,"kujawsko-pomorskie"
2020-05-22,6,2020-05-21,1,"lubelskie"
2020-05-22,3,2020-05-21,0,"lubuskie"
2020-05-22,6,2020-05-21,0,"łódzkie"
2020-05-22,15,2020-05-21,0,"małopolskie"
2020-05-22,46,2020-05-21,3,"mazowieckie"
2020-05-22,8,2020-05-21,0,"opolskie"
2020-05-22,1,2020-05-21,0,"podkarpackie"
2020-05-22,0,2020-05-21,0,"podlaskie"
2020-05-22,5,2020-05-21,0,"pomorskie"
2020-05-22,251,2020-05-21,4,"śląskie"
2020-05-22,0,2020-05-21,0,"świętokrzyskie"
2020-05-22,0,2020-05-21,0,"warmińsko-mazurskie"
2020-05-22,26,2020-05-21,2,"wielkopolskie"
2020-05-22,12,2020-05-21,0,"zachodniopomorskie"
2020-05-22,403,2020-05-21,10,"Cały kraj"
2020-05-23,71,2020-05-22,2,"dolnośląskie"
2020-05-23,2,2020-05-22,1,"kujawsko-pomorskie"
2020-05-23,3,2020-05-22,0,"lubelskie"
2020-05-23,2,2020-05-22,0,"lubuskie"
2020-05-23,37,2020-05-22,0,"łódzkie"
2020-05-23,2,2020-05-22,0,"małopolskie"
2020-05-23,29,2020-05-22,2,"mazowieckie"
2020-05-23,10,2020-05-22,1,"opolskie"
2020-05-23,1,2020-05-22,0,"podkarpackie"
2020-05-23,6,2020-05-22,0,"podlaskie"
2020-05-23,4,2020-05-22,0,"pomorskie"
2020-05-23,285,2020-05-22,1,"śląskie"
2020-05-23,5,2020-05-22,0,"świętokrzyskie"
2020-05-23,0,2020-05-22,0,"warmińsko-mazurskie"
2020-05-23,16,2020-05-22,2,"wielkopolskie"
2020-05-23,2,2020-05-22,1,"zachodniopomorskie"
2020-05-23,471,2020-05-22,10,"Cały kraj"
2020-05-24,33,2020-05-23,0,"dolnośląskie"
2020-05-24,1,2020-05-23,0,"kujawsko-pomorskie"
2020-05-24,1,2020-05-23,0,"lubelskie"
2020-05-24,2,2020-05-23,0,"lubuskie"
2020-05-24,8,2020-05-23,7,"łódzkie"
2020-05-24,4,2020-05-23,0,"małopolskie"
2020-05-24,40,2020-05-23,0,"mazowieckie"
2020-05-24,4,2020-05-23,0,"opolskie"
2020-05-24,1,2020-05-23,1,"podkarpackie"
2020-05-24,3,2020-05-23,0,"podlaskie"
2020-05-24,10,2020-05-23,1,"pomorskie"
2020-05-24,179,2020-05-23,0,"śląskie"
2020-05-24,8,2020-05-23,0,"świętokrzyskie"
2020-05-24,1,2020-05-23,0,"warmińsko-mazurskie"
2020-05-24,12,2020-05-23,0,"wielkopolskie"
2020-05-24,4,2020-05-23,0,"zachodniopomorskie"
2020-05-24,315,2020-05-23,11,"Cały kraj"
2020-05-25,19,2020-05-24,0,"dolnośląskie"
2020-05-25,1,2020-05-24,0,"kujawsko-pomorskie"
2020-05-25,13,2020-05-24,0,"lubelskie"
2020-05-25,4,2020-05-24,0,"lubuskie"
2020-05-25,23,2020-05-24,0,"łódzkie"
2020-05-25,5,2020-05-24,0,"małopolskie"
2020-05-25,20,2020-05-24,0,"mazowieckie"
2020-05-25,3,2020-05-24,1,"opolskie"
2020-05-25,1,2020-05-24,0,"podkarpackie"
2020-05-25,4,2020-05-24,0,"podlaskie"
2020-05-25,6,2020-05-24,0,"pomorskie"
2020-05-25,185,2020-05-24,4,"śląskie"
2020-05-25,12,2020-05-24,0,"świętokrzyskie"
2020-05-25,0,2020-05-24,0,"warmińsko-mazurskie"
2020-05-25,68,2020-05-24,0,"wielkopolskie"
2020-05-25,1,2020-05-24,0,"zachodniopomorskie"
2020-05-25,361,2020-05-24,3,"Cały kraj"
2020-05-26,37,2020-05-25,2,"dolnośląskie"
2020-05-26,1,2020-05-25,1,"kujawsko-pomorskie"
2020-05-26,12,2020-05-25,0,"lubelskie"
2020-05-26,5,2020-05-25,0,"lubuskie"
2020-05-26,15,2020-05-25,0,"łódzkie"
2020-05-26,0,2020-05-25,0,"małopolskie"
2020-05-26,66,2020-05-25,6,"mazowieckie"
2020-05-26,5,2020-05-25,0,"opolskie"
2020-05-26,0,2020-05-25,0,"podkarpackie"
2020-05-26,5,2020-05-25,0,"podlaskie"
2020-05-26,7,2020-05-25,0,"pomorskie"
2020-05-26,158,2020-05-25,1,"śląskie"
2020-05-26,6,2020-05-25,0,"świętokrzyskie"
2020-05-26,0,2020-05-25,0,"warmińsko-mazurskie"
2020-05-26,19,2020-05-25,1,"wielkopolskie"
2020-05-26,NA,2020-05-25,0,"zachodniopomorskie"
2020-05-26,341,2020-05-25,11,"Cały kraj"
2020-05-27,16,2020-05-26,3,"dolnośląskie"
2020-05-27,0,2020-05-26,0,"kujawsko-pomorskie"
2020-05-27,3,2020-05-26,0,"lubelskie"
2020-05-27,3,2020-05-26,0,"lubuskie"
2020-05-27,22,2020-05-26,3,"łódzkie"
2020-05-27,3,2020-05-26,0,"małopolskie"
2020-05-27,76,2020-05-26,3,"mazowieckie"
2020-05-27,2,2020-05-26,2,"opolskie"
2020-05-27,0,2020-05-26,0,"podkarpackie"
2020-05-27,7,2020-05-26,0,"podlaskie"
2020-05-27,2,2020-05-26,2,"pomorskie"
2020-05-27,274,2020-05-26,2,"śląskie"
2020-05-27,7,2020-05-26,1,"świętokrzyskie"
2020-05-27,4,2020-05-26,0,"warmińsko-mazurskie"
2020-05-27,18,2020-05-26,1,"wielkopolskie"
2020-05-27,4,2020-05-26,0,"zachodniopomorskie"
2020-05-27,443,2020-05-26,17,"Cały kraj"
2020-05-28,41,2020-05-27,0,"dolnośląskie"
2020-05-28,1,2020-05-27,0,"kujawsko-pomorskie"
2020-05-28,22,2020-05-27,0,"lubelskie"
2020-05-28,0,2020-05-27,0,"lubuskie"
2020-05-28,28,2020-05-27,2,"łódzkie"
2020-05-28,2,2020-05-27,0,"małopolskie"
2020-05-28,37,2020-05-27,0,"mazowieckie"
2020-05-28,9,2020-05-27,0,"opolskie"
2020-05-28,0,2020-05-27,0,"podkarpackie"
2020-05-28,9,2020-05-27,0,"podlaskie"
2020-05-28,4,2020-05-27,1,"pomorskie"
2020-05-28,176,2020-05-27,1,"śląskie"
2020-05-28,9,2020-05-27,0,"świętokrzyskie"
2020-05-28,0,2020-05-27,0,"warmińsko-mazurskie"
2020-05-28,59,2020-05-27,0,"wielkopolskie"
2020-05-28,2,2020-05-27,0,"zachodniopomorskie"
2020-05-28,397,2020-05-27,4,"Cały kraj"
2020-05-29,18,2020-05-28,1,"dolnośląskie"
2020-05-29,0,2020-05-28,0,"kujawsko-pomorskie"
2020-05-29,14,2020-05-28,0,"lubelskie"
2020-05-29,2,2020-05-28,0,"lubuskie"
2020-05-29,46,2020-05-28,0,"łódzkie"
2020-05-29,9,2020-05-28,0,"małopolskie"
2020-05-29,65,2020-05-28,1,"mazowieckie"
2020-05-29,12,2020-05-28,0,"opolskie"
2020-05-29,2,2020-05-28,0,"podkarpackie"
2020-05-29,3,2020-05-28,0,"podlaskie"
2020-05-29,2,2020-05-28,0,"pomorskie"
2020-05-29,138,2020-05-28,6,"śląskie"
2020-05-29,24,2020-05-28,0,"świętokrzyskie"
2020-05-29,0,2020-05-28,0,"warmińsko-mazurskie"
2020-05-29,15,2020-05-28,2,"wielkopolskie"
2020-05-29,0,2020-05-28,0,"zachodniopomorskie"
2020-05-29,352,2020-05-28,10,"Cały kraj"
2020-05-30,26,2020-05-29,0,"dolnośląskie"
2020-05-30,0,2020-05-29,0,"kujawsko-pomorskie"
2020-05-30,1,2020-05-29,0,"lubelskie"
2020-05-30,1,2020-05-29,0,"lubuskie"
2020-05-30,30,2020-05-29,1,"łódzkie"
2020-05-30,9,2020-05-29,0,"małopolskie"
2020-05-30,33,2020-05-29,5,"mazowieckie"
2020-05-30,9,2020-05-29,0,"opolskie"
2020-05-30,2,2020-05-29,0,"podkarpackie"
2020-05-30,3,2020-05-29,0,"podlaskie"
2020-05-30,4,2020-05-29,1,"pomorskie"
2020-05-30,191,2020-05-29,3,"śląskie"
2020-05-30,7,2020-05-29,1,"świętokrzyskie"
2020-05-30,0,2020-05-29,0,"warmińsko-mazurskie"
2020-05-30,14,2020-05-29,2,"wielkopolskie"
2020-05-30,4,2020-05-29,0,"zachodniopomorskie"
2020-05-30,332,2020-05-29,13,"Cały kraj"
2020-05-31,25,2020-05-30,2,"dolnośląskie"
2020-05-31,0,2020-05-30,0,"kujawsko-pomorskie"
2020-05-31,0,2020-05-30,0,"lubelskie"
2020-05-31,2,2020-05-30,0,"lubuskie"
2020-05-31,35,2020-05-30,2,"łódzkie"
2020-05-31,16,2020-05-30,0,"małopolskie"
2020-05-31,52,2020-05-30,2,"mazowieckie"
2020-05-31,11,2020-05-30,0,"opolskie"
2020-05-31,0,2020-05-30,0,"podkarpackie"
2020-05-31,4,2020-05-30,0,"podlaskie"
2020-05-31,0,2020-05-30,1,"pomorskie"
2020-05-31,232,2020-05-30,2,"śląskie"
2020-05-31,34,2020-05-30,0,"świętokrzyskie"
2020-05-31,0,2020-05-30,0,"warmińsko-mazurskie"
2020-05-31,1,2020-05-30,1,"wielkopolskie"
2020-05-31,4,2020-05-30,0,"zachodniopomorskie"
2020-05-31,412,2020-05-30,10,"Cały kraj"
2020-06-01,13,2020-05-31,0,"dolnośląskie"
2020-06-01,0,2020-05-31,0,"kujawsko-pomorskie"
2020-06-01,7,2020-05-31,0,"lubelskie"
2020-06-01,0,2020-05-31,0,"lubuskie"
2020-06-01,30,2020-05-31,0,"łódzkie"
2020-06-01,10,2020-05-31,0,"małopolskie"
2020-06-01,35,2020-05-31,0,"mazowieckie"
2020-06-01,1,2020-05-31,0,"opolskie"
2020-06-01,5,2020-05-31,0,"podkarpackie"
2020-06-01,1,2020-05-31,0,"podlaskie"
2020-06-01,1,2020-05-31,0,"pomorskie"
2020-06-01,101,2020-05-31,2,"śląskie"
2020-06-01,7,2020-05-31,0,"świętokrzyskie"
2020-06-01,0,2020-05-31,0,"warmińsko-mazurskie"
2020-06-01,3,2020-05-31,1,"wielkopolskie"
2020-06-01,1,2020-05-31,0,"zachodniopomorskie"
2020-06-01,219,2020-05-31,3,"Cały kraj"
2020-06-02,36,2020-06-01,1,"dolnośląskie"
2020-06-02,0,2020-06-01,1,"kujawsko-pomorskie"
2020-06-02,2,2020-06-01,0,"lubelskie"
2020-06-02,2,2020-06-01,0,"lubuskie"
2020-06-02,57,2020-06-01,0,"łódzkie"
2020-06-02,7,2020-06-01,0,"małopolskie"
2020-06-02,47,2020-06-01,5,"mazowieckie"
2020-06-02,9,2020-06-01,0,"opolskie"
2020-06-02,0,2020-06-01,0,"podkarpackie"
2020-06-02,8,2020-06-01,0,"podlaskie"
2020-06-02,5,2020-06-01,0,"pomorskie"
2020-06-02,196,2020-06-01,3,"śląskie"
2020-06-02,6,2020-06-01,0,"świętokrzyskie"
2020-06-02,0,2020-06-01,0,"warmińsko-mazurskie"
2020-06-02,5,2020-06-01,0,"wielkopolskie"
2020-06-02,0,2020-06-01,0,"zachodniopomorskie"
2020-06-02,375,2020-06-01,10,"Cały kraj"
2020-06-03,9,2020-06-02,0,"dolnośląskie"
2020-06-03,1,2020-06-02,0,"kujawsko-pomorskie"
2020-06-03,0,2020-06-02,0,"lubelskie"
2020-06-03,2,2020-06-02,0,"lubuskie"
2020-06-03,3,2020-06-02,5,"łódzkie"
2020-06-03,9,2020-06-02,0,"małopolskie"
2020-06-03,32,2020-06-02,6,"mazowieckie"
2020-06-03,14,2020-06-02,1,"opolskie"
2020-06-03,0,2020-06-02,0,"podkarpackie"
2020-06-03,5,2020-06-02,0,"podlaskie"
2020-06-03,1,2020-06-02,0,"pomorskie"
2020-06-03,109,2020-06-02,6,"śląskie"
2020-06-03,7,2020-06-02,0,"świętokrzyskie"
2020-06-03,0,2020-06-02,0,"warmińsko-mazurskie"
2020-06-03,33,2020-06-02,0,"wielkopolskie"
2020-06-03,5,2020-06-02,0,"zachodniopomorskie"
2020-06-03,236,2020-06-02,18,"Cały kraj"
2020-06-04,10,2020-06-03,7,"dolnośląskie"
2020-06-04,1,2020-06-03,0,"kujawsko-pomorskie"
2020-06-04,8,2020-06-03,0,"lubelskie"
2020-06-04,2,2020-06-03,0,"lubuskie"
2020-06-04,54,2020-06-03,2,"łódzkie"
2020-06-04,16,2020-06-03,0,"małopolskie"
2020-06-04,28,2020-06-03,4,"mazowieckie"
2020-06-04,19,2020-06-03,1,"opolskie"
2020-06-04,1,2020-06-03,1,"podkarpackie"
2020-06-04,10,2020-06-03,0,"podlaskie"
2020-06-04,0,2020-06-03,0,"pomorskie"
2020-06-04,109,2020-06-03,7,"śląskie"
2020-06-04,9,2020-06-03,0,"świętokrzyskie"
2020-06-04,0,2020-06-03,0,"warmińsko-mazurskie"
2020-06-04,18,2020-06-03,1,"wielkopolskie"
2020-06-04,7,2020-06-03,0,"zachodniopomorskie"
2020-06-04,292,2020-06-03,23,"Cały kraj"
2020-06-05,11,2020-06-04,0,"dolnośląskie"
2020-06-05,4,2020-06-04,0,"kujawsko-pomorskie"
2020-06-05,1,2020-06-04,0,"lubelskie"
2020-06-05,0,2020-06-04,0,"lubuskie"
2020-06-05,112,2020-06-04,1,"łódzkie"
2020-06-05,21,2020-06-04,0,"małopolskie"
2020-06-05,50,2020-06-04,0,"mazowieckie"
2020-06-05,8,2020-06-04,0,"opolskie"
2020-06-05,0,2020-06-04,0,"podkarpackie"
2020-06-05,12,2020-06-04,0,"podlaskie"
2020-06-05,1,2020-06-04,0,"pomorskie"
2020-06-05,120,2020-06-04,1,"śląskie"
2020-06-05,9,2020-06-04,0,"świętokrzyskie"
2020-06-05,0,2020-06-04,0,"warmińsko-mazurskie"
2020-06-05,10,2020-06-04,0,"wielkopolskie"
2020-06-05,2,2020-06-04,0,"zachodniopomorskie"
2020-06-05,371,2020-06-04,2,"Cały kraj"
2020-06-06,20,2020-06-05,5,"dolnośląskie"
2020-06-06,2,2020-06-05,0,"kujawsko-pomorskie"
2020-06-06,1,2020-06-05,0,"lubelskie"
2020-06-06,2,2020-06-05,0,"lubuskie"
2020-06-06,47,2020-06-05,2,"łódzkie"
2020-06-06,27,2020-06-05,0,"małopolskie"
2020-06-06,58,2020-06-05,2,"mazowieckie"
2020-06-06,8,2020-06-05,0,"opolskie"
2020-06-06,0,2020-06-05,0,"podkarpackie"
2020-06-06,8,2020-06-05,0,"podlaskie"
2020-06-06,4,2020-06-05,1,"pomorskie"
2020-06-06,177,2020-06-05,10,"śląskie"
2020-06-06,1,2020-06-05,0,"świętokrzyskie"
