wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;14838;3.87;620.0;109.0;510.0;18901;282408;64452;15979;46709;1764;t0000;2020-12-02
dolnośląskie;bolesławiecki;52;5.78;0.0;0.0;0.0;53;792;129;53;72;4;t0201;2020-12-02
dolnośląskie;dzierżoniowski;12;1.19;2.0;0.0;2.0;26;494;67;15;51;1;t0202;2020-12-02
dolnośląskie;głogowski;33;3.71;1.0;0.0;1.0;38;795;99;34;64;1;t0203;2020-12-02
dolnośląskie;górowski;1;0.29;0.0;0.0;0.0;16;232;13;2;11;0;t0204;2020-12-02
dolnośląskie;jaworski;23;4.61;0.0;0.0;0.0;22;291;63;24;35;4;t0205;2020-12-02
dolnośląskie;jeleniogórski;10;1.58;2.0;0.0;2.0;15;334;71;11;60;0;t0206;2020-12-02
dolnośląskie;kamiennogórski;8;1.86;1.0;0.0;1.0;13;192;37;8;28;1;t0207;2020-12-02
dolnośląskie;kłodzki;21;1.34;1.0;0.0;1.0;58;955;139;24;112;3;t0208;2020-12-02
dolnośląskie;legnicki;19;3.44;0.0;0.0;0.0;23;404;72;20;40;12;t0209;2020-12-02
dolnośląskie;lubański;19;3.51;0.0;0.0;0.0;29;444;50;19;31;0;t0210;2020-12-02
dolnośląskie;lubiński;56;5.28;2.0;0.0;2.0;43;739;175;56;115;4;t0211;2020-12-02
dolnośląskie;lwówecki;10;2.18;0.0;0.0;0.0;17;322;43;13;30;0;t0212;2020-12-02
dolnośląskie;milicki;8;2.17;1.0;1.0;0.0;21;250;40;8;32;0;t0213;2020-12-02
dolnośląskie;oleśnicki;34;3.17;1.0;0.0;1.0;51;1128;108;34;74;0;t0214;2020-12-02
dolnośląskie;oławski;21;2.73;0.0;0.0;0.0;38;1031;110;25;81;4;t0215;2020-12-02
dolnośląskie;polkowicki;18;2.85;0.0;0.0;0.0;28;540;59;19;39;1;t0216;2020-12-02
dolnośląskie;strzeliński;16;3.68;0.0;0.0;0.0;19;388;58;16;41;1;t0217;2020-12-02
dolnośląskie;średzki;28;5.06;0.0;0.0;0.0;30;498;71;29;39;3;t0218;2020-12-02
dolnośląskie;świdnicki;45;2.87;7.0;0.0;7.0;75;1220;150;53;95;2;t0219;2020-12-02
dolnośląskie;trzebnicki;19;2.22;1.0;0.0;1.0;29;792;103;22;78;3;t0220;2020-12-02
dolnośląskie;wałbrzyski;12;2.17;1.0;0.0;1.0;21;303;38;14;24;0;t0221;2020-12-02
dolnośląskie;wołowski;7;1.5;0.0;0.0;0.0;35;519;30;7;22;1;t0222;2020-12-02
dolnośląskie;wrocławski;53;3.44;2.0;0.0;2.0;99;1292;188;59;120;9;t0223;2020-12-02
dolnośląskie;ząbkowicki;8;1.24;0.0;0.0;0.0;21;422;39;8;30;1;t0224;2020-12-02
dolnośląskie;zgorzelecki;40;4.51;1.0;1.0;0.0;39;741;86;40;40;6;t0225;2020-12-02
dolnośląskie;złotoryjski;10;2.31;0.0;0.0;0.0;16;439;38;10;25;3;t0226;2020-12-02
dolnośląskie;Jelenia Góra;16;2.03;2.0;1.0;1.0;31;589;143;22;119;2;t0261;2020-12-02
dolnośląskie;Legnica;27;2.73;1.0;1.0;0.0;50;730;113;31;69;13;t0262;2020-12-02
dolnośląskie;Wrocław;191;2.97;13.0;0.0;13.0;282;3775;1045;209;796;40;t0264;2020-12-02
dolnośląskie;Wałbrzych;28;2.53;2.0;0.0;2.0;45;654;121;31;90;0;t0265;2020-12-02
kujawsko-pomorskie;aleksandrowski;23;4.18;3.0;0.0;3.0;31;443;244;26;210;8;t0401;2020-12-02
kujawsko-pomorskie;brodnicki;59;7.46;3.0;0.0;3.0;41;631;172;62;104;6;t0402;2020-12-02
kujawsko-pomorskie;bydgoski;84;7.03;2.0;1.0;1.0;96;1180;1182;88;1083;11;t0403;2020-12-02
kujawsko-pomorskie;chełmiński;24;4.63;0.0;0.0;0.0;35;543;170;27;138;5;t0404;2020-12-02
kujawsko-pomorskie;golubsko-dobrzyński;14;3.11;0.0;0.0;0.0;28;356;96;14;80;2;t0405;2020-12-02
kujawsko-pomorskie;grudziądzki;19;4.73;0.0;0.0;0.0;25;470;122;20;94;8;t0406;2020-12-02
kujawsko-pomorskie;inowrocławski;104;6.53;0.0;0.0;0.0;115;1405;678;109;556;13;t0407;2020-12-02
kujawsko-pomorskie;lipnowski;35;5.34;0.0;0.0;0.0;37;673;176;37;133;6;t0408;2020-12-02
kujawsko-pomorskie;mogileński;39;8.57;0.0;0.0;0.0;13;466;180;40;132;8;t0409;2020-12-02
