wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;3211;0.84;27;2;25;366;11155;144552;19002;3820;14825;357;t0000
dolnoœl¹skie;boles³awiecki;1;0.11;;;;;26;309;14;1;13;0;t0201
dolnoœl¹skie;dzier¿oniowski;2;0.20;;;;;8;163;14;2;12;0;t0202
dolnoœl¹skie;g³ogowski;4;0.45;;;;4;15;229;48;4;44;0;t0203
dolnoœl¹skie;górowski;;;;;;1;4;79;6;0;6;0;t0204
dolnoœl¹skie;jaworski;;;;;;;8;105;3;0;3;0;t0205
dolnoœl¹skie;jeleniogórski;1;0.16;;;;;14;108;10;1;9;0;t0206
dolnoœl¹skie;kamiennogórski;;;;;;;7;96;7;0;7;0;t0207
dolnoœl¹skie;k³odzki;3;0.19;;;;;23;284;41;3;38;0;t0208
dolnoœl¹skie;legnicki;;;;;;;12;122;7;0;7;0;t0209
dolnoœl¹skie;lubañski;;;;;;;11;257;2;0;2;0;t0210
dolnoœl¹skie;lubiñski;5;0.47;;;;1;9;262;41;6;32;3;t0211
dolnoœl¹skie;lwówecki;;;;;;;6;119;4;0;4;0;t0212
dolnoœl¹skie;milicki;2;0.54;;;;;5;115;15;3;12;0;t0213
dolnoœl¹skie;oleœnicki;6;0.56;;;;;21;327;34;6;28;0;t0214
dolnoœl¹skie;o³awski;3;0.39;;;;;18;331;22;5;17;0;t0215
dolnoœl¹skie;polkowicki;1;0.16;;;;;4;119;23;3;20;0;t0216
dolnoœl¹skie;strzeliñski;2;0.46;;;;;15;120;17;2;15;0;t0217
dolnoœl¹skie;œredzki;1;0.18;;;;;5;182;28;2;26;0;t0218
dolnoœl¹skie;œwidnicki;1;0.06;;;;;34;678;35;3;32;0;t0219
dolnoœl¹skie;trzebnicki;3;0.35;;;;;27;259;26;5;21;0;t0220
dolnoœl¹skie;wa³brzyski;3;0.54;;;;;18;174;14;3;11;0;t0221
dolnoœl¹skie;wo³owski;3;0.64;;;;;10;196;27;3;24;0;t0222
dolnoœl¹skie;wroc³awski;13;0.84;;;;;28;769;75;15;60;0;t0223
dolnoœl¹skie;z¹bkowicki;2;0.31;;;;;8;177;18;2;16;0;t0224
dolnoœl¹skie;zgorzelecki;;;;;;;7;332;5;0;5;0;t0225
dolnoœl¹skie;z³otoryjski;;;;;;;6;275;7;1;6;0;t0226
dolnoœl¹skie;Jelenia Góra;1;0.13;;;;;23;197;6;1;5;0;t0261
dolnoœl¹skie;Legnica;4;0.40;;;;;19;383;18;4;14;0;t0262
