wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;10992;2.87;426;122;304;16528;201353;48656;11925;35524;1207;t0000;2020-12-17
dolnośląskie;bolesławiecki;23;2.55;2;0;2;28;446;81;24;54;3;t0201;2020-12-17
dolnośląskie;dzierżoniowski;7;0.7;1;0;1;20;268;52;7;45;0;t0202;2020-12-17
dolnośląskie;głogowski;12;1.35;0;0;0;19;358;117;15;101;1;t0203;2020-12-17
dolnośląskie;górowski;9;2.59;0;0;0;11;155;31;9;22;0;t0204;2020-12-17
dolnośląskie;jaworski;16;3.2;4;4;0;21;179;38;18;17;3;t0205;2020-12-17
dolnośląskie;jeleniogórski;13;2.05;0;0;0;9;264;80;14;64;2;t0206;2020-12-17
dolnośląskie;kamiennogórski;8;1.86;0;0;0;9;145;51;9;41;1;t0207;2020-12-17
dolnośląskie;kłodzki;14;0.89;0;0;0;34;447;105;15;88;2;t0208;2020-12-17
dolnośląskie;legnicki;2;0.36;0;0;0;19;200;25;2;22;1;t0209;2020-12-17
dolnośląskie;lubański;10;1.85;0;0;0;20;354;52;11;40;1;t0210;2020-12-17
dolnośląskie;lubiński;61;5.75;1;0;1;33;514;168;66;99;3;t0211;2020-12-17
dolnośląskie;lwówecki;6;1.31;0;0;0;9;185;37;9;26;2;t0212;2020-12-17
dolnośląskie;milicki;5;1.35;0;0;0;13;152;20;5;14;1;t0213;2020-12-17
dolnośląskie;oleśnicki;33;3.07;0;0;0;27;602;97;34;62;1;t0214;2020-12-17
dolnośląskie;oławski;20;2.6;2;2;0;51;520;86;23;60;3;t0215;2020-12-17
dolnośląskie;polkowicki;9;1.43;0;0;0;15;323;53;9;43;1;t0216;2020-12-17
dolnośląskie;strzeliński;13;2.99;0;0;0;14;208;47;13;30;4;t0217;2020-12-17
dolnośląskie;średzki;16;2.89;0;0;0;23;320;52;17;32;3;t0218;2020-12-17
dolnośląskie;świdnicki;36;2.3;4;0;4;48;956;172;36;135;1;t0219;2020-12-17
dolnośląskie;trzebnicki;22;2.58;0;0;0;31;420;78;26;52;0;t0220;2020-12-17
dolnośląskie;wałbrzyski;13;2.35;0;0;0;20;366;64;16;46;2;t0221;2020-12-17
dolnośląskie;wołowski;11;2.35;0;0;0;20;325;46;11;35;0;t0222;2020-12-17
dolnośląskie;wrocławski;45;2.92;2;0;2;65;883;151;47;101;3;t0223;2020-12-17
dolnośląskie;ząbkowicki;9;1.4;1;1;0;13;230;53;9;43;1;t0224;2020-12-17
dolnośląskie;zgorzelecki;29;3.27;7;7;0;23;536;89;33;55;1;t0225;2020-12-17
dolnośląskie;złotoryjski;7;1.62;0;0;0;11;300;18;8;9;1;t0226;2020-12-17
dolnośląskie;Jelenia Góra;30;3.81;1;1;0;26;336;98;32;65;1;t0261;2020-12-17
dolnośląskie;Legnica;18;1.82;0;0;0;40;491;82;18;63;1;t0262;2020-12-17
dolnośląskie;Wrocław;158;2.45;6;0;6;278;2806;829;174;610;45;t0264;2020-12-17
dolnośląskie;Wałbrzych;29;2.62;1;0;1;49;481;201;29;171;1;t0265;2020-12-17
kujawsko-pomorskie;aleksandrowski;10;1.82;3;0;3;23;217;45;10;35;0;t0401;2020-12-17
kujawsko-pomorskie;brodnicki;18;2.27;1;0;1;39;496;65;19;45;1;t0402;2020-12-17
kujawsko-pomorskie;bydgoski;73;6.11;1;0;1;140;1198;203;78;122;3;t0403;2020-12-17
kujawsko-pomorskie;chełmiński;19;3.67;1;0;1;36;453;121;22;97;2;t0404;2020-12-17
kujawsko-pomorskie;golubsko-dobrzyński;13;2.89;0;0;0;24;267;53;16;35;2;t0405;2020-12-17
kujawsko-pomorskie;grudziądzki;33;8.21;1;0;1;22;409;105;33;71;1;t0406;2020-12-17
