wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;16846;4.39;580;78;502;21671;345501;57120;18161;37467;1492;t0000;2020-11-25
dolnośląskie;bolesławiecki;75;8.33;1;0;1;57;981;213;85;126;2;t0201;2020-11-25
dolnośląskie;dzierżoniowski;21;2.09;2;0;2;43;659;64;22;42;0;t0202;2020-11-25
dolnośląskie;głogowski;47;5.29;1;0;1;64;1056;151;50;99;2;t0203;2020-11-25
dolnośląskie;górowski;4;1.15;0;0;0;20;337;17;4;13;0;t0204;2020-11-25
dolnośląskie;jaworski;23;4.61;0;0;0;20;401;63;25;36;2;t0205;2020-11-25
dolnośląskie;jeleniogórski;29;4.57;5;4;1;13;433;76;30;46;0;t0206;2020-11-25
dolnośląskie;kamiennogórski;2;0.46;0;0;0;14;236;21;4;15;2;t0207;2020-11-25
dolnośląskie;kłodzki;45;2.86;0;0;0;69;1568;210;87;122;1;t0208;2020-11-25
dolnośląskie;legnicki;58;10.51;1;0;1;22;534;145;61;81;3;t0209;2020-11-25
dolnośląskie;lubański;53;9.8;1;0;1;22;681;91;53;34;4;t0210;2020-11-25
dolnośląskie;lubiński;9;0.85;2;0;2;48;1097;110;16;92;2;t0211;2020-11-25
dolnośląskie;lwówecki;13;2.84;2;2;0;29;287;67;19;47;1;t0212;2020-11-25
dolnośląskie;milicki;15;4.06;0;0;0;28;477;47;15;32;0;t0213;2020-11-25
dolnośląskie;oleśnicki;47;4.38;1;0;1;72;1425;131;49;79;3;t0214;2020-11-25
dolnośląskie;oławski;31;4.03;0;0;0;62;1387;101;35;66;0;t0215;2020-11-25
dolnośląskie;polkowicki;18;2.85;2;0;2;36;763;67;18;47;2;t0216;2020-11-25
dolnośląskie;strzeliński;19;4.37;3;2;1;25;494;52;19;31;2;t0217;2020-11-25
dolnośląskie;średzki;25;4.52;5;0;5;53;603;91;26;65;0;t0218;2020-11-25
dolnośląskie;świdnicki;76;4.85;4;0;4;58;1431;194;78;110;6;t0219;2020-11-25
dolnośląskie;trzebnicki;19;2.22;0;0;0;47;1032;84;24;57;3;t0220;2020-11-25
dolnośląskie;wałbrzyski;11;1.99;4;0;4;15;498;70;13;57;0;t0221;2020-11-25
dolnośląskie;wołowski;8;1.71;2;0;2;36;781;21;8;13;0;t0222;2020-11-25
dolnośląskie;wrocławski;68;4.42;14;0;14;112;1548;252;68;181;3;t0223;2020-11-25
dolnośląskie;ząbkowicki;7;1.09;1;0;1;22;623;47;7;40;0;t0224;2020-11-25
dolnośląskie;zgorzelecki;28;3.15;0;0;0;51;909;78;29;47;2;t0225;2020-11-25
dolnośląskie;złotoryjski;11;2.54;0;0;0;21;399;42;13;27;2;t0226;2020-11-25
dolnośląskie;Jelenia Góra;23;2.92;0;0;0;19;699;89;25;62;2;t0261;2020-11-25
dolnośląskie;Legnica;42;4.24;0;0;0;54;861;130;45;78;7;t0262;2020-11-25
dolnośląskie;Wrocław;267;4.15;0;0;0;380;4063;1483;285;1163;35;t0264;2020-11-25
dolnośląskie;Wałbrzych;23;2.08;0;0;0;57;961;232;24;206;2;t0265;2020-11-25
kujawsko-pomorskie;aleksandrowski;29;5.27;0;0;0;44;477;101;30;66;5;t0401;2020-11-25
kujawsko-pomorskie;brodnicki;19;2.4;0;0;0;46;681;57;21;34;2;t0402;2020-11-25
kujawsko-pomorskie;bydgoski;60;5.02;0;0;0;99;1289;201;64;131;6;t0403;2020-11-25
kujawsko-pomorskie;chełmiński;37;7.14;0;0;0;37;777;110;37;69;4;t0404;2020-11-25
kujawsko-pomorskie;golubsko-dobrzyński;42;9.34;0;0;0;21;441;100;43;54;3;t0405;2020-11-25
kujawsko-pomorskie;grudziądzki;25;6.22;0;0;0;18;493;98;28;66;4;t0406;2020-11-25
kujawsko-pomorskie;inowrocławski;59;3.7;0;0;0;107;1548;215;63;147;5;t0407;2020-11-25
kujawsko-pomorskie;lipnowski;27;4.12;0;0;0;22;598;111;29;78;4;t0408;2020-11-25
kujawsko-pomorskie;mogileński;20;4.39;0;0;0;36;539;61;20;38;3;t0409;2020-11-25
kujawsko-pomorskie;nakielski;56;6.49;0;0;0;86;1170;137;59;75;3;t0410;2020-11-25
kujawsko-pomorskie;radziejowski;39;9.7;1;0;1;30;486;77;40;35;2;t0411;2020-11-25
kujawsko-pomorskie;rypiński;15;3.46;1;0;1;14;360;65;15;48;2;t0412;2020-11-25
kujawsko-pomorskie;sępoleński;30;7.33;4;0;4;21;752;156;45;108;3;t0413;2020-11-25
kujawsko-pomorskie;świecki;78;7.88;11;0;11;65;1276;202;81;112;9;t0414;2020-11-25
kujawsko-pomorskie;toruński;74;6.79;0;0;0;92;1426;249;76;171;2;t0415;2020-11-25
kujawsko-pomorskie;tucholski;34;7.03;0;0;0;22;634;66;34;32;0;t0416;2020-11-25
