wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;9077;2.37;244;66;178;7661;13023;181631;35044;9815;24463;766;t0000
dolnoœl¹skie;boles³awiecki;8;0.89;;;;27;34;383;29;8;20;1;t0201
dolnoœl¹skie;dzier¿oniowski;10;0.99;;;;4;11;194;25;10;15;0;t0202
dolnoœl¹skie;g³ogowski;12;1.35;;;;12;16;279;35;12;23;0;t0203
dolnoœl¹skie;górowski;6;1.73;;;;6;8;107;26;8;17;1;t0204
dolnoœl¹skie;jaworski;11;2.20;;;;7;7;124;29;11;17;1;t0205
dolnoœl¹skie;jeleniogórski;40;6.31;;;;10;12;204;99;40;57;2;t0206
dolnoœl¹skie;kamiennogórski;4;0.93;;;;4;6;142;23;6;17;0;t0207
dolnoœl¹skie;k³odzki;10;0.64;;;;9;36;373;72;10;62;0;t0208
dolnoœl¹skie;legnicki;5;0.91;;;;1;5;152;16;5;11;0;t0209
dolnoœl¹skie;lubañski;9;1.66;;;;5;11;315;24;9;14;1;t0210
dolnoœl¹skie;lubiñski;3;0.28;;;;9;40;363;54;6;48;0;t0211
dolnoœl¹skie;lwówecki;4;0.87;;;;5;7;160;32;5;24;3;t0212
dolnoœl¹skie;milicki;8;2.17;;;;6;21;152;26;8;18;0;t0213
dolnoœl¹skie;oleœnicki;17;1.58;;;;12;32;430;57;19;38;0;t0214
dolnoœl¹skie;o³awski;15;1.95;4;3;1;11;18;406;57;17;40;0;t0215
dolnoœl¹skie;polkowicki;2;0.32;;;;6;3;165;9;2;7;0;t0216
dolnoœl¹skie;strzeliñski;3;0.69;;;;1;17;149;12;4;8;0;t0217
dolnoœl¹skie;œredzki;6;1.08;;;;13;16;251;18;7;11;0;t0218
dolnoœl¹skie;œwidnicki;20;1.28;;;;12;34;827;61;20;40;1;t0219
dolnoœl¹skie;trzebnicki;19;2.22;;;;8;25;372;69;20;49;0;t0220
dolnoœl¹skie;wa³brzyski;10;1.80;;;;10;11;312;29;10;19;0;t0221
dolnoœl¹skie;wo³owski;14;3.00;1;1;;5;13;226;33;16;17;0;t0222
dolnoœl¹skie;wroc³awski;26;1.69;1;;1;20;50;820;131;27;102;2;t0223
dolnoœl¹skie;z¹bkowicki;11;1.71;;;;5;5;212;37;11;26;0;t0224
dolnoœl¹skie;zgorzelecki;7;0.79;2;2;;10;40;457;24;7;17;0;t0225
dolnoœl¹skie;z³otoryjski;5;1.16;;;;4;5;304;13;5;8;0;t0226
dolnoœl¹skie;Jelenia Góra;12;1.52;;;;4;12;276;37;13;24;0;t0261
dolnoœl¹skie;Legnica;14;1.41;;;;9;24;459;48;14;30;4;t0262
dolnoœl¹skie;Wroc³aw;153;2.38;1;1;;72;178;2590;752;164;578;10;t0264
dolnoœl¹skie;Wa³brzych;10;0.90;1;1;;17;21;393;90;11;79;0;t0265
kujawsko-pomorskie;aleksandrowski;22;4.00;;;;11;16;219;64;38;26;0;t0401
kujawsko-pomorskie;brodnicki;25;3.16;;;;19;38;504;62;25;36;1;t0402
kujawsko-pomorskie;bydgoski;41;3.43;3;;3;57;70;1321;141;45;88;8;t0403
kujawsko-pomorskie;che³miñski;38;7.33;;;;24;32;432;141;61;79;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;9;2.00;;;;8;16;216;28;9;18;1;t0405
kujawsko-pomorskie;grudzi¹dzki;15;3.73;2;1;1;13;38;419;57;16;40;1;t0406
kujawsko-pomorskie;inowroc³awski;89;5.59;2;;2;70;63;1062;240;108;125;7;t0407
kujawsko-pomorskie;lipnowski;6;0.91;;;;7;15;369;20;6;14;0;t0408
kujawsko-pomorskie;mogileñski;13;2.86;;;;5;16;238;29;17;12;0;t0409
kujawsko-pomorskie;nakielski;36;4.18;2;;2;42;43;821;95;36;57;2;t0410
kujawsko-pomorskie;radziejowski;10;2.49;;;;1;36;218;22;10;12;0;t0411
kujawsko-pomorskie;rypiñski;8;1.84;;;;6;7;170;26;8;18;0;t0412
kujawsko-pomorskie;sêpoleñski;8;1.95;;;;19;46;359;31;8;22;1;t0413
kujawsko-pomorskie;œwiecki;24;2.43;2;;2;43;59;950;78;26;49;3;t0414
kujawsko-pomorskie;toruñski;43;3.95;;;;53;66;1125;152;54;98;0;t0415
kujawsko-pomorskie;tucholski;11;2.28;1;;1;18;36;453;34;11;22;1;t0416
kujawsko-pomorskie;w¹brzeski;6;1.76;;;;7;11;213;28;7;20;1;t0417
kujawsko-pomorskie;w³oc³awski;12;1.40;4;1;3;19;32;500;30;13;15;2;t0418
kujawsko-pomorskie;¿niñski;24;3.43;;;;19;46;505;50;26;20;4;t0419
kujawsko-pomorskie;Bydgoszcz;150;4.33;7;1;6;223;233;2952;476;160;297;19;t0461
kujawsko-pomorskie;Grudzi¹dz;37;3.93;1;1;;44;96;849;83;37;45;1;t0462
kujawsko-pomorskie;Toruñ;108;5.37;1;;1;99;139;1559;274;113;159;2;t0463
kujawsko-pomorskie;W³oc³awek;32;2.93;2;;2;32;45;693;64;33;29;2;t0464
lubelskie;bialski;15;1.36;;;;11;28;381;58;17;39;2;t0601
lubelskie;bi³gorajski;2;0.20;1;1;;13;12;159;18;2;16;0;t0602
lubelskie;che³mski;7;0.90;;;;14;23;407;47;8;37;2;t0603
lubelskie;hrubieszowski;1;0.16;2;;2;9;25;294;23;1;22;0;t0604
lubelskie;janowski;1;0.22;;;;4;2;78;17;1;16;0;t0605
lubelskie;krasnostawski;17;2.70;2;2;;12;33;518;34;18;15;1;t0606
lubelskie;kraœnicki;14;1.47;10;1;9;11;34;315;43;16;27;0;t0607
lubelskie;lubartowski;7;0.79;1;1;;10;18;379;54;7;46;1;t0608
lubelskie;lubelski;29;1.86;2;;2;27;71;796;95;31;63;1;t0609
lubelskie;³êczyñski;14;2.44;;;;19;31;381;57;16;41;0;t0610
lubelskie;³ukowski;21;1.97;;;;8;7;240;88;23;65;0;t0611
lubelskie;opolski;6;1.02;1;;1;19;19;298;22;7;15;0;t0612
lubelskie;parczewski;3;0.87;;;;1;5;107;15;3;12;0;t0613
