wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;7152;1.86;419;81;338;10947;6423;190953;47141;7918;38419;804;t0000
dolnoœl¹skie;boles³awiecki;30;3.33;0;0;0;31;29;433;112;38;73;1;t0201
dolnoœl¹skie;dzier¿oniowski;19;1.89;0;0;0;13;3;183;96;19;77;0;t0202
dolnoœl¹skie;g³ogowski;17;1.91;1;0;1;24;6;306;86;17;69;0;t0203
dolnoœl¹skie;górowski;7;2.02;0;0;0;8;2;121;40;7;33;0;t0204
dolnoœl¹skie;jaworski;17;3.40;0;0;0;10;2;168;65;17;46;2;t0205
dolnoœl¹skie;jeleniogórski;13;2.05;0;0;0;8;1;252;74;14;55;5;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;2;2;0;3;0;93;31;2;28;1;t0207
dolnoœl¹skie;k³odzki;44;2.80;0;0;0;62;15;571;222;50;158;14;t0208
dolnoœl¹skie;legnicki;7;1.27;0;0;0;5;3;165;61;12;44;5;t0209
dolnoœl¹skie;lubañski;19;3.51;0;0;0;17;5;261;77;21;56;0;t0210
dolnoœl¹skie;lubiñski;15;1.41;0;0;0;20;8;249;85;15;69;1;t0211
dolnoœl¹skie;lwówecki;4;0.87;0;0;0;9;15;113;60;4;54;2;t0212
dolnoœl¹skie;milicki;6;1.63;0;0;0;2;11;150;34;8;26;0;t0213
dolnoœl¹skie;oleœnicki;14;1.30;1;1;0;22;13;356;116;18;96;2;t0214
dolnoœl¹skie;o³awski;17;2.21;0;0;0;15;5;398;116;18;92;6;t0215
dolnoœl¹skie;polkowicki;12;1.90;0;0;0;11;6;209;47;12;34;1;t0216
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;7;1;132;26;2;24;0;t0217
dolnoœl¹skie;œredzki;16;2.89;0;0;0;8;7;252;68;17;49;2;t0218
dolnoœl¹skie;œwidnicki;22;1.41;0;0;0;20;12;697;128;22;106;0;t0219
dolnoœl¹skie;trzebnicki;12;1.41;2;2;0;23;10;426;134;13;120;1;t0220
dolnoœl¹skie;wa³brzyski;6;1.08;0;0;0;8;3;151;58;6;52;0;t0221
dolnoœl¹skie;wo³owski;8;1.71;0;0;0;21;6;249;44;8;36;0;t0222
dolnoœl¹skie;wroc³awski;32;2.08;0;0;0;68;27;1265;194;33;160;1;t0223
dolnoœl¹skie;z¹bkowicki;13;2.02;0;0;0;14;9;268;75;17;58;0;t0224
dolnoœl¹skie;zgorzelecki;11;1.24;1;1;0;18;7;366;102;13;88;1;t0225
dolnoœl¹skie;z³otoryjski;2;0.46;0;0;0;10;1;146;34;3;31;0;t0226
dolnoœl¹skie;Jelenia Góra;12;1.52;0;0;0;10;7;307;107;14;93;0;t0261
dolnoœl¹skie;Legnica;28;2.83;1;1;0;22;6;611;115;34;74;7;t0262
dolnoœl¹skie;Wroc³aw;139;2.16;2;2;0;170;93;4044;1103;155;930;18;t0264
dolnoœl¹skie;Wa³brzych;17;1.54;1;1;0;13;8;309;177;18;157;2;t0265
kujawsko-pomorskie;aleksandrowski;21;3.82;3;0;3;17;8;184;125;33;92;0;t0401
kujawsko-pomorskie;brodnicki;17;2.15;0;0;0;19;12;406;56;18;38;0;t0402
kujawsko-pomorskie;bydgoski;54;4.52;0;0;0;67;56;1182;186;54;131;1;t0403
kujawsko-pomorskie;che³miñski;38;7.33;2;0;2;38;15;586;94;38;52;4;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;17;3.78;1;0;1;31;10;256;74;18;55;1;t0405
kujawsko-pomorskie;grudzi¹dzki;16;3.98;0;0;0;14;10;354;80;17;59;4;t0406
kujawsko-pomorskie;inowroc³awski;45;2.82;3;0;3;46;17;848;188;48;138;2;t0407
kujawsko-pomorskie;lipnowski;5;0.76;0;0;0;13;8;283;67;5;61;1;t0408
kujawsko-pomorskie;mogileñski;6;1.32;1;0;1;4;6;196;40;6;34;0;t0409
kujawsko-pomorskie;nakielski;28;3.25;2;0;2;64;14;727;93;31;62;0;t0410
kujawsko-pomorskie;radziejowski;5;1.24;0;0;0;4;11;184;34;7;27;0;t0411
kujawsko-pomorskie;rypiñski;5;1.15;0;0;0;5;4;160;38;5;33;0;t0412
kujawsko-pomorskie;sêpoleñski;21;5.13;0;0;0;23;19;254;69;22;47;0;t0413
kujawsko-pomorskie;œwiecki;26;2.63;2;0;2;43;17;727;125;28;95;2;t0414
kujawsko-pomorskie;toruñski;31;2.85;1;0;1;35;40;816;131;31;99;1;t0415
kujawsko-pomorskie;tucholski;18;3.72;1;0;1;22;13;294;70;18;50;2;t0416
kujawsko-pomorskie;w¹brzeski;5;1.47;2;1;1;14;21;255;28;5;23;0;t0417
kujawsko-pomorskie;w³oc³awski;10;1.16;4;0;4;19;6;359;63;11;52;0;t0418
kujawsko-pomorskie;¿niñski;27;3.85;3;1;2;37;20;481;95;31;62;2;t0419
kujawsko-pomorskie;Bydgoszcz;187;5.39;12;0;12;237;153;2837;659;210;438;11;t0461
kujawsko-pomorskie;Grudzi¹dz;24;2.55;5;2;3;48;43;676;222;26;189;7;t0462
kujawsko-pomorskie;Toruñ;114;5.67;0;0;0;92;73;1169;477;117;355;5;t0463
kujawsko-pomorskie;W³oc³awek;9;0.82;2;0;2;30;10;490;88;11;77;0;t0464
lubelskie;bialski;17;1.54;0;0;0;28;13;435;100;19;80;1;t0601
lubelskie;bi³gorajski;15;1.49;2;0;2;21;6;247;78;16;58;4;t0602
lubelskie;che³mski;17;2.19;1;0;1;23;11;330;73;18;55;0;t0603
lubelskie;hrubieszowski;0;0;2;0;2;9;17;222;61;1;59;1;t0604
lubelskie;janowski;5;1.10;0;0;0;14;10;96;27;5;22;0;t0605
lubelskie;krasnostawski;14;2.22;1;0;1;20;11;367;59;15;44;0;t0606
lubelskie;kraœnicki;12;1.26;0;0;0;19;24;273;94;15;78;1;t0607
lubelskie;lubartowski;6;0.68;0;0;0;14;2;266;49;7;41;1;t0608
lubelskie;lubelski;16;1.03;1;0;1;41;25;708;199;21;175;3;t0609
lubelskie;³êczyñski;15;2.62;0;0;0;12;10;325;47;16;31;0;t0610
lubelskie;³ukowski;7;0.66;1;0;1;8;4;262;71;8;62;1;t0611
lubelskie;opolski;14;2.37;1;0;1;23;8;257;44;14;30;0;t0612
lubelskie;parczewski;5;1.45;0;0;0;2;14;84;25;8;17;0;t0613
lubelskie;pu³awski;7;0.62;0;0;0;25;20;599;111;11;99;1;t0614
lubelskie;radzyñski;7;1.19;1;0;1;16;2;146;44;7;37;0;t0615
lubelskie;rycki;4;0.72;2;2;0;11;9;298;49;5;43;1;t0616
lubelskie;œwidnicki;12;1.67;0;0;0;26;17;261;86;14;70;2;t0617
lubelskie;tomaszowski;10;1.21;0;0;0;10;17;311;63;12;49;2;t0618
lubelskie;w³odawski;10;2.62;0;0;0;17;28;283;33;11;21;1;t0619
lubelskie;zamojski;8;0.76;0;0;0;7;8;204;75;11;63;1;t0620
lubelskie;Bia³a Podlaska;18;3.15;2;2;0;28;9;235;94;21;73;0;t0661
lubelskie;Che³m;10;1.62;2;0;2;23;9;260;50;11;37;2;t0662
lubelskie;Lublin;83;2.44;7;0;7;142;109;1651;516;88;417;11;t0663
lubelskie;Zamoœæ;11;1.74;1;0;1;6;9;154;74;11;63;0;t0664
lubuskie;gorzowski;14;1.94;1;1;0;21;21;513;83;15;68;0;t0801
lubuskie;kroœnieñski;12;2.19;0;0;0;14;1;357;51;12;37;2;t0802
lubuskie;miêdzyrzecki;12;2.09;1;1;0;16;15;286;55;12;42;1;t0803
lubuskie;nowosolski;24;2.79;3;3;0;30;11;443;88;25;63;0;t0804
lubuskie;s³ubicki;2;0.43;0;0;0;17;4;256;40;2;37;1;t0805
lubuskie;strzelecko-drezdenecki;25;5.12;2;2;0;54;16;334;89;26;63;0;t0806
lubuskie;sulêciñski;7;1.99;0;0;0;18;4;239;55;7;47;1;t0807
lubuskie;œwiebodziñski;7;1.26;0;0;0;18;11;371;47;7;39;1;t0808
lubuskie;zielonogórski;12;1.59;8;0;8;20;8;352;80;18;61;1;t0809
lubuskie;¿agañski;15;1.91;0;0;0;10;14;223;96;15;81;0;t0810
lubuskie;¿arski;18;1.88;0;0;0;34;9;488;121;21;99;1;t0811
lubuskie;wschowski;4;1.03;0;0;0;3;1;95;47;4;43;0;t0812
lubuskie;Gorzów Wielkopolski;33;2.68;0;0;0;49;41;631;148;37;107;4;t0861
lubuskie;Zielona Góra;32;2.27;8;1;7;51;12;796;194;33;159;2;t0862
³ódzkie;be³chatowski;14;1.24;5;0;5;17;11;365;110;15;94;1;t1001
³ódzkie;kutnowski;15;1.56;2;1;1;21;13;409;120;18;102;0;t1002
³ódzkie;³aski;6;1.20;1;1;0;11;5;153;47;6;41;0;t1003
³ódzkie;³êczycki;11;2.22;0;0;0;18;15;257;61;13;45;3;t1004
³ódzkie;³owicki;19;2.44;1;0;1;20;13;324;94;21;70;3;t1005
³ódzkie;³ódzki wschodni;16;2.21;1;0;1;24;22;443;82;18;64;0;t1006
³ódzkie;opoczyñski;0;0;0;0;0;11;4;159;70;1;64;5;t1007
³ódzkie;pabianicki;32;2.68;0;0;0;43;22;636;210;35;170;5;t1008
³ódzkie;pajêczañski;7;1.37;3;0;3;11;3;208;44;7;36;1;t1009
³ódzkie;piotrkowski;10;1.09;0;0;0;12;7;322;101;11;90;0;t1010
³ódzkie;poddêbicki;6;1.46;2;0;2;17;8;189;157;12;145;0;t1011
