wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;15360;4.0;674;152;522;23488;341659;54288;16672;36105;1511;t0000;2020-11-24
dolnośląskie;bolesławiecki;70;7.78;2;1;1;74;943;150;72;75;3;t0201;2020-11-24
dolnośląskie;dzierżoniowski;3;0.3;1;1;0;53;753;44;3;41;0;t0202;2020-11-24
dolnośląskie;głogowski;21;2.36;1;0;1;60;1058;114;23;91;0;t0203;2020-11-24
dolnośląskie;górowski;9;2.59;0;0;0;31;313;32;9;22;1;t0204;2020-11-24
dolnośląskie;jaworski;23;4.61;5;5;0;44;385;76;26;45;5;t0205;2020-11-24
dolnośląskie;jeleniogórski;30;4.73;3;0;3;16;431;90;34;53;3;t0206;2020-11-24
dolnośląskie;kamiennogórski;10;2.32;0;0;0;15;240;37;11;26;0;t0207;2020-11-24
dolnośląskie;kłodzki;6;0.38;0;0;0;67;1587;128;48;80;0;t0208;2020-11-24
dolnośląskie;legnicki;23;4.17;1;0;1;33;519;74;24;47;3;t0209;2020-11-24
dolnośląskie;lubański;10;1.85;1;0;1;39;645;31;11;20;0;t0210;2020-11-24
dolnośląskie;lubiński;50;4.71;0;0;0;80;1106;187;52;129;6;t0211;2020-11-24
dolnośląskie;lwówecki;23;5.03;0;0;0;23;301;85;27;53;5;t0212;2020-11-24
dolnośląskie;milicki;4;1.08;0;0;0;26;477;27;4;22;1;t0213;2020-11-24
dolnośląskie;oleśnicki;17;1.58;2;2;0;87;1537;74;21;49;4;t0214;2020-11-24
dolnośląskie;oławski;11;1.43;1;1;0;76;1408;68;12;56;0;t0215;2020-11-24
dolnośląskie;polkowicki;22;3.49;1;1;0;45;770;78;23;54;1;t0216;2020-11-24
dolnośląskie;strzeliński;11;2.53;0;0;0;29;508;43;14;28;1;t0217;2020-11-24
dolnośląskie;średzki;27;4.88;4;4;0;45;580;101;27;70;4;t0218;2020-11-24
dolnośląskie;świdnicki;20;1.28;3;1;2;60;1430;138;24;112;2;t0219;2020-11-24
dolnośląskie;trzebnicki;24;2.81;2;2;0;54;998;70;28;40;2;t0220;2020-11-24
dolnośląskie;wałbrzyski;8;1.44;0;0;0;25;505;47;9;38;0;t0221;2020-11-24
dolnośląskie;wołowski;8;1.71;0;0;0;33;759;40;10;30;0;t0222;2020-11-24
dolnośląskie;wrocławski;36;2.34;0;0;0;113;1516;160;42;116;2;t0223;2020-11-24
dolnośląskie;ząbkowicki;6;0.93;0;0;0;23;689;50;7;42;1;t0224;2020-11-24
dolnośląskie;zgorzelecki;34;3.83;3;0;3;43;902;86;35;51;0;t0225;2020-11-24
dolnośląskie;złotoryjski;10;2.31;0;0;0;24;415;39;10;24;5;t0226;2020-11-24
dolnośląskie;Jelenia Góra;53;6.73;1;1;0;54;739;148;58;88;2;t0261;2020-11-24
dolnośląskie;Legnica;37;3.73;3;0;3;56;936;138;40;93;5;t0262;2020-11-24
dolnośląskie;Wrocław;197;3.06;0;0;0;418;3926;1139;214;888;37;t0264;2020-11-24
dolnośląskie;Wałbrzych;17;1.54;3;2;1;42;956;177;17;160;0;t0265;2020-11-24
kujawsko-pomorskie;aleksandrowski;43;7.82;0;0;0;39;475;112;44;68;0;t0401;2020-11-24
kujawsko-pomorskie;brodnicki;58;7.33;4;0;4;57;677;123;58;62;3;t0402;2020-11-24
kujawsko-pomorskie;bydgoski;73;6.11;0;0;0;112;1187;356;80;266;10;t0403;2020-11-24
kujawsko-pomorskie;chełmiński;53;10.23;3;1;2;50;739;180;53;124;3;t0404;2020-11-24
kujawsko-pomorskie;golubsko-dobrzyński;5;1.11;1;1;0;38;407;32;7;21;4;t0405;2020-11-24
kujawsko-pomorskie;grudziądzki;38;9.45;1;0;1;35;440;84;38;45;1;t0406;2020-11-24
kujawsko-pomorskie;inowrocławski;84;5.27;0;0;0;131;1532;261;92;166;3;t0407;2020-11-24
kujawsko-pomorskie;lipnowski;39;5.95;0;0;0;29;588;114;39;74;1;t0408;2020-11-24
kujawsko-pomorskie;mogileński;16;3.52;0;0;0;22;512;43;16;27;0;t0409;2020-11-24
kujawsko-pomorskie;nakielski;55;6.38;0;0;0;77;1119;236;58;171;7;t0410;2020-11-24
kujawsko-pomorskie;radziejowski;18;4.48;1;0;1;33;470;45;18;24;3;t0411;2020-11-24
kujawsko-pomorskie;rypiński;16;3.69;0;0;0;18;351;40;16;21;3;t0412;2020-11-24
kujawsko-pomorskie;sępoleński;26;6.35;0;0;0;43;705;123;31;89;3;t0413;2020-11-24
kujawsko-pomorskie;świecki;79;7.99;0;0;0;87;1222;226;81;142;3;t0414;2020-11-24
kujawsko-pomorskie;toruński;65;5.97;1;0;1;100;1399;228;66;160;2;t0415;2020-11-24
kujawsko-pomorskie;tucholski;34;7.03;0;0;0;32;573;97;36;56;5;t0416;2020-11-24
kujawsko-pomorskie;wąbrzeski;27;7.91;0;0;0;32;359;63;27;34;2;t0417;2020-11-24
kujawsko-pomorskie;włocławski;61;7.1;0;0;0;44;741;101;62;38;1;t0418;2020-11-24
kujawsko-pomorskie;żniński;21;3.0;0;0;0;52;728;88;22;64;2;t0419;2020-11-24
kujawsko-pomorskie;Bydgoszcz;208;6.0;16;7;9;311;2776;1322;221;1076;25;t0461;2020-11-24
kujawsko-pomorskie;Grudziądz;81;8.61;1;0;1;97;916;316;86;226;4;t0462;2020-11-24
kujawsko-pomorskie;Toruń;153;7.61;5;2;3;209;1890;578;155;414;9;t0463;2020-11-24
kujawsko-pomorskie;Włocławek;74;6.77;2;2;0;79;835;157;74;81;2;t0464;2020-11-24
lubelskie;bialski;69;6.25;5;1;4;57;1308;152;87;61;4;t0601;2020-11-24
lubelskie;biłgorajski;45;4.47;3;0;3;24;560;129;48;81;0;t0602;2020-11-24
lubelskie;chełmski;39;5.02;4;0;4;31;560;91;42;44;5;t0603;2020-11-24
lubelskie;hrubieszowski;32;5.12;10;0;10;26;639;128;43;80;5;t0604;2020-11-24
lubelskie;janowski;19;4.18;1;0;1;14;330;47;23;19;5;t0605;2020-11-24
lubelskie;krasnostawski;29;4.61;1;0;1;33;663;91;32;58;1;t0606;2020-11-24
lubelskie;kraśnicki;27;2.84;1;0;1;53;639;86;27;58;1;t0607;2020-11-24
lubelskie;lubartowski;18;2.04;6;0;6;48;982;54;22;31;1;t0608;2020-11-24
lubelskie;lubelski;59;3.78;0;0;0;114;1778;217;67;142;8;t0609;2020-11-24
lubelskie;łęczyński;23;4.01;0;0;0;34;546;72;25;44;3;t0610;2020-11-24
lubelskie;łukowski;15;1.41;4;0;4;31;698;60;16;42;2;t0611;2020-11-24
lubelskie;opolski;4;0.68;0;0;0;42;476;31;7;23;1;t0612;2020-11-24
lubelskie;parczewski;4;1.16;0;0;0;5;258;19;7;11;1;t0613;2020-11-24
lubelskie;puławski;16;1.42;3;0;3;52;934;86;23;63;0;t0614;2020-11-24
lubelskie;radzyński;4;0.68;0;0;0;14;471;21;7;13;1;t0615;2020-11-24
lubelskie;rycki;19;3.4;1;0;1;30;352;66;20;44;2;t0616;2020-11-24
lubelskie;świdnicki;96;13.38;1;0;1;84;1055;193;101;76;16;t0617;2020-11-24
lubelskie;tomaszowski;40;4.86;4;0;4;28;546;124;45;74;5;t0618;2020-11-24
lubelskie;włodawski;2;0.52;0;0;0;23;245;16;2;12;2;t0619;2020-11-24
lubelskie;zamojski;35;3.31;1;0;1;36;698;121;40;75;6;t0620;2020-11-24
lubelskie;Biała Podlaska;69;12.06;4;2;2;38;816;120;74;40;6;t0661;2020-11-24
lubelskie;Chełm;52;8.44;2;0;2;54;558;103;56;42;5;t0662;2020-11-24
lubelskie;Lublin;190;5.6;0;0;0;275;3002;656;210;426;20;t0663;2020-11-24
lubelskie;Zamość;33;5.22;1;0;1;31;408;120;39;78;3;t0664;2020-11-24
lubuskie;gorzowski;38;5.27;0;0;0;56;759;93;46;43;4;t0801;2020-11-24
lubuskie;krośnieński;23;4.2;2;0;2;59;704;63;28;33;2;t0802;2020-11-24
lubuskie;międzyrzecki;22;3.83;0;0;0;44;625;94;27;62;5;t0803;2020-11-24
lubuskie;nowosolski;20;2.33;2;1;1;46;923;113;24;89;0;t0804;2020-11-24
lubuskie;słubicki;40;8.53;0;0;0;23;704;88;43;42;3;t0805;2020-11-24
lubuskie;strzelecko-drezdenecki;9;1.84;1;1;0;14;402;40;13;27;0;t0806;2020-11-24
lubuskie;sulęciński;23;6.55;0;0;0;23;342;96;27;68;1;t0807;2020-11-24
lubuskie;świebodziński;54;9.7;0;0;0;32;852;143;57;79;7;t0808;2020-11-24
