wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;14910;3.89;638;158;480;56127;19284;414373;90901;16550;73297;1054;t0000;2021-04-06
dolnoœl¹skie;boles³awiecki;78;8.66;2;0;2;164;16;736;298;88;204;6;t0201;2021-04-06
dolnoœl¹skie;dzier¿oniowski;14;1.39;2;1;1;171;113;971;274;22;250;2;t0202;2021-04-06
dolnoœl¹skie;g³ogowski;21;2.36;4;0;4;167;42;1164;142;24;117;1;t0203;2021-04-06
dolnoœl¹skie;górowski;24;6.92;0;0;0;63;9;284;105;25;79;1;t0204;2021-04-06
dolnoœl¹skie;jaworski;11;2.20;1;1;0;95;21;532;87;12;74;1;t0205;2021-04-06
dolnoœl¹skie;jeleniogórski;11;1.74;0;0;0;99;17;758;130;11;119;0;t0206;2021-04-06
dolnoœl¹skie;kamiennogórski;7;1.63;3;3;0;27;21;494;155;12;143;0;t0207;2021-04-06
dolnoœl¹skie;k³odzki;20;1.27;2;0;2;240;133;1362;193;26;166;1;t0208;2021-04-06
dolnoœl¹skie;legnicki;26;4.71;0;0;0;90;24;608;90;28;62;0;t0209;2021-04-06
dolnoœl¹skie;lubañski;23;4.25;0;0;0;85;12;491;93;23;70;0;t0210;2021-04-06
dolnoœl¹skie;lubiñski;16;1.51;0;0;0;189;68;1243;145;21;122;2;t0211;2021-04-06
dolnoœl¹skie;lwówecki;24;5.24;0;0;0;61;22;376;116;31;81;4;t0212;2021-04-06
dolnoœl¹skie;milicki;9;2.44;0;0;0;76;34;582;59;10;48;1;t0213;2021-04-06
dolnoœl¹skie;oleœnicki;52;4.84;0;0;0;95;74;1232;165;54;110;1;t0214;2021-04-06
dolnoœl¹skie;o³awski;24;3.12;0;0;0;157;31;1279;131;30;100;1;t0215;2021-04-06
dolnoœl¹skie;polkowicki;55;8.72;1;1;0;122;24;894;142;55;85;2;t0216;2021-04-06
dolnoœl¹skie;strzeliñski;44;10.13;0;0;0;92;51;767;111;47;60;4;t0217;2021-04-06
dolnoœl¹skie;œredzki;16;2.89;0;0;0;129;34;868;82;18;61;3;t0218;2021-04-06
dolnoœl¹skie;œwidnicki;57;3.64;12;6;6;240;99;2120;329;63;265;1;t0219;2021-04-06
dolnoœl¹skie;trzebnicki;31;3.63;1;1;0;122;46;1130;158;37;120;1;t0220;2021-04-06
dolnoœl¹skie;wa³brzyski;30;5.41;4;4;0;106;40;784;131;34;97;0;t0221;2021-04-06
dolnoœl¹skie;wo³owski;8;1.71;1;0;1;63;17;486;50;8;42;0;t0222;2021-04-06
dolnoœl¹skie;wroc³awski;139;9.03;0;0;0;305;155;2871;500;144;347;9;t0223;2021-04-06
dolnoœl¹skie;z¹bkowicki;17;2.64;1;1;0;124;79;671;137;21;114;2;t0224;2021-04-06
dolnoœl¹skie;zgorzelecki;30;3.38;1;1;0;93;23;703;161;32;128;1;t0225;2021-04-06
dolnoœl¹skie;z³otoryjski;30;6.93;3;3;0;70;25;424;70;30;40;0;t0226;2021-04-06
dolnoœl¹skie;Jelenia Góra;39;4.95;2;0;2;131;31;992;187;41;143;3;t0261;2021-04-06
dolnoœl¹skie;Legnica;27;2.73;0;0;0;154;57;1144;134;28;105;1;t0262;2021-04-06
dolnoœl¹skie;Wroc³aw;488;7.58;11;11;0;915;667;8607;1843;525;1291;27;t0264;2021-04-06
dolnoœl¹skie;Wa³brzych;59;5.33;3;3;0;155;73;1594;323;62;260;1;t0265;2021-04-06
kujawsko-pomorskie;aleksandrowski;14;2.55;1;0;1;68;6;514;90;14;75;1;t0401;2021-04-06
kujawsko-pomorskie;brodnicki;22;2.78;0;0;0;118;14;604;131;23;108;0;t0402;2021-04-06
kujawsko-pomorskie;bydgoski;53;4.44;2;0;2;217;73;1665;318;59;256;3;t0403;2021-04-06
kujawsko-pomorskie;che³miñski;15;2.89;0;0;0;75;17;451;108;16;92;0;t0404;2021-04-06
kujawsko-pomorskie;golubsko-dobrzyñski;13;2.89;0;0;0;69;15;401;82;14;67;1;t0405;2021-04-06
kujawsko-pomorskie;grudzi¹dzki;14;3.48;0;0;0;37;13;404;96;15;78;3;t0406;2021-04-06
kujawsko-pomorskie;inowroc³awski;58;3.64;5;1;4;284;60;1465;280;63;209;8;t0407;2021-04-06
kujawsko-pomorskie;lipnowski;15;2.29;0;0;0;72;14;484;164;15;147;2;t0408;2021-04-06
kujawsko-pomorskie;mogileñski;25;5.49;6;0;6;70;14;470;87;26;60;1;t0409;2021-04-06
kujawsko-pomorskie;nakielski;39;4.52;1;0;1;158;34;853;197;41;151;5;t0410;2021-04-06
kujawsko-pomorskie;radziejowski;20;4.97;1;0;1;58;3;211;86;21;64;1;t0411;2021-04-06
kujawsko-pomorskie;rypiñski;2;0.46;2;0;2;69;6;519;45;2;43;0;t0412;2021-04-06
kujawsko-pomorskie;sêpoleñski;5;1.22;2;0;2;69;1;248;91;6;85;0;t0413;2021-04-06
kujawsko-pomorskie;œwiecki;19;1.92;3;0;3;117;12;786;180;22;154;4;t0414;2021-04-06
kujawsko-pomorskie;toruñski;49;4.50;2;0;2;188;25;1107;237;58;177;2;t0415;2021-04-06
kujawsko-pomorskie;tucholski;16;3.31;2;0;2;72;15;481;96;17;79;0;t0416;2021-04-06
kujawsko-pomorskie;w¹brzeski;21;6.16;2;1;1;43;5;232;74;21;51;2;t0417;2021-04-06
kujawsko-pomorskie;w³oc³awski;21;2.44;5;0;5;124;22;626;130;24;105;1;t0418;2021-04-06
kujawsko-pomorskie;¿niñski;50;7.14;5;0;5;108;51;703;218;52;163;3;t0419;2021-04-06
kujawsko-pomorskie;Bydgoszcz;198;5.71;8;0;8;553;311;3653;924;222;690;12;t0461;2021-04-06
kujawsko-pomorskie;Grudzi¹dz;32;3.40;2;2;0;109;66;891;223;32;185;6;t0462;2021-04-06
kujawsko-pomorskie;Toruñ;47;2.34;8;0;8;306;43;1671;410;59;343;8;t0463;2021-04-06
kujawsko-pomorskie;W³oc³awek;28;2.56;6;0;6;170;22;733;180;33;147;0;t0464;2021-04-06
lubelskie;bialski;49;4.44;1;0;1;141;18;815;223;53;167;3;t0601;2021-04-06
lubelskie;bi³gorajski;25;2.48;3;2;1;116;17;588;191;27;158;6;t0602;2021-04-06
lubelskie;che³mski;38;4.89;1;0;1;122;22;483;179;39;135;5;t0603;2021-04-06
lubelskie;hrubieszowski;69;11.04;0;0;0;120;30;760;188;73;112;3;t0604;2021-04-06
lubelskie;janowski;35;7.69;1;1;0;84;5;430;150;37;110;3;t0605;2021-04-06
lubelskie;krasnostawski;34;5.40;0;0;0;81;16;482;146;37;106;3;t0606;2021-04-06
lubelskie;kraœnicki;32;3.37;0;0;0;86;8;473;240;43;197;0;t0607;2021-04-06
lubelskie;lubartowski;16;1.82;1;1;0;88;8;478;107;18;89;0;t0608;2021-04-06
lubelskie;lubelski;63;4.04;6;0;6;210;36;1144;350;63;286;1;t0609;2021-04-06
lubelskie;³êczyñski;19;3.32;3;0;3;110;14;471;156;20;134;2;t0610;2021-04-06
lubelskie;³ukowski;23;2.16;2;0;2;89;18;663;118;24;92;2;t0611;2021-04-06
lubelskie;opolski;14;2.37;1;0;1;44;7;373;137;16;121;0;t0612;2021-04-06
lubelskie;parczewski;6;1.73;0;0;0;33;5;252;52;6;46;0;t0613;2021-04-06
lubelskie;pu³awski;50;4.43;4;1;3;188;38;1106;238;55;179;4;t0614;2021-04-06
lubelskie;radzyñski;31;5.29;3;0;3;60;7;476;164;34;130;0;t0615;2021-04-06
lubelskie;rycki;6;1.07;3;3;0;66;3;354;73;6;67;0;t0616;2021-04-06
lubelskie;œwidnicki;35;4.88;0;0;0;115;33;600;165;38;126;1;t0617;2021-04-06
lubelskie;tomaszowski;30;3.64;5;0;5;102;5;470;159;33;121;5;t0618;2021-04-06
lubelskie;w³odawski;8;2.09;0;0;0;37;10;200;64;8;56;0;t0619;2021-04-06
lubelskie;zamojski;40;3.78;0;0;0;157;5;786;170;41;128;1;t0620;2021-04-06
lubelskie;Bia³a Podlaska;16;2.80;0;0;0;101;19;410;99;19;80;0;t0661;2021-04-06
lubelskie;Che³m;39;6.33;2;0;2;87;28;354;140;41;99;0;t0662;2021-04-06
lubelskie;Lublin;199;5.86;6;0;6;462;109;2375;1119;209;907;3;t0663;2021-04-06
lubelskie;Zamoœæ;31;4.90;0;0;0;94;11;541;116;33;83;0;t0664;2021-04-06
lubuskie;gorzowski;15;2.08;0;0;0;88;40;809;108;17;91;0;t0801;2021-04-06
lubuskie;kroœnieñski;14;2.56;0;0;0;60;41;552;114;14;100;0;t0802;2021-04-06
lubuskie;miêdzyrzecki;5;0.87;0;0;0;110;48;768;158;6;151;1;t0803;2021-04-06
lubuskie;nowosolski;13;1.51;0;0;0;166;62;988;350;14;334;2;t0804;2021-04-06
lubuskie;s³ubicki;12;2.56;0;0;0;53;25;602;231;12;219;0;t0805;2021-04-06
lubuskie;strzelecko-drezdenecki;10;2.05;2;1;1;85;41;532;128;11;115;2;t0806;2021-04-06
lubuskie;sulêciñski;1;0.28;1;1;0;59;23;500;108;2;105;1;t0807;2021-04-06
lubuskie;œwiebodziñski;13;2.33;0;0;0;98;50;800;101;14;85;2;t0808;2021-04-06
lubuskie;zielonogórski;11;1.45;0;0;0;132;62;928;122;14;108;0;t0809;2021-04-06
lubuskie;¿agañski;32;4.07;1;1;0;141;69;697;290;37;250;3;t0810;2021-04-06
lubuskie;¿arski;34;3.55;3;0;3;98;25;580;277;35;239;3;t0811;2021-04-06
lubuskie;wschowski;25;6.45;0;0;0;65;11;419;145;25;120;0;t0812;2021-04-06
lubuskie;Gorzów Wielkopolski;29;2.35;0;0;0;131;44;1020;251;32;218;1;t0861;2021-04-06
lubuskie;Zielona Góra;36;2.55;0;0;0;174;123;1496;305;43;256;6;t0862;2021-04-06
³ódzkie;be³chatowski;56;4.97;0;0;0;151;31;949;294;61;232;1;t1001;2021-04-06
³ódzkie;kutnowski;47;4.89;1;0;1;151;13;508;225;51;174;0;t1002;2021-04-06
³ódzkie;³aski;8;1.61;1;1;0;77;14;479;73;8;64;1;t1003;2021-04-06
³ódzkie;³êczycki;9;1.82;0;0;0;81;4;485;136;16;118;2;t1004;2021-04-06
³ódzkie;³owicki;17;2.18;1;0;1;164;35;1016;134;21;111;2;t1005;2021-04-06
³ódzkie;³ódzki wschodni;24;3.31;0;0;0;126;28;929;154;24;127;3;t1006;2021-04-06
³ódzkie;opoczyñski;19;2.51;1;0;1;44;4;404;144;23;120;1;t1007;2021-04-06
³ódzkie;pabianicki;71;5.96;0;0;0;249;90;1569;283;76;203;4;t1008;2021-04-06
³ódzkie;pajêczañski;18;3.52;0;0;0;62;2;419;105;21;84;0;t1009;2021-04-06
³ódzkie;piotrkowski;47;5.14;0;0;0;158;27;1087;272;52;216;4;t1010;2021-04-06
³ódzkie;poddêbicki;6;1.46;0;0;0;53;17;329;60;9;51;0;t1011;2021-04-06
³ódzkie;radomszczañski;43;3.83;0;0;0;171;51;1188;228;57;164;7;t1012;2021-04-06
³ódzkie;rawski;22;4.54;2;0;2;52;11;468;98;26;72;0;t1013;2021-04-06
³ódzkie;sieradzki;50;4.26;3;0;3;138;50;1050;276;53;221;2;t1014;2021-04-06
³ódzkie;skierniewicki;16;4.19;0;0;0;53;7;450;63;17;45;1;t1015;2021-04-06
³ódzkie;tomaszowski;31;2.67;0;0;0;182;32;832;273;35;237;1;t1016;2021-04-06
³ódzkie;wieluñski;39;5.13;1;1;0;110;32;583;202;41;159;2;t1017;2021-04-06
³ódzkie;wieruszowski;11;2.62;1;0;1;60;6;239;62;12;49;1;t1018;2021-04-06
³ódzkie;zduñskowolski;8;1.21;1;0;1;142;27;826;107;9;97;1;t1019;2021-04-06
³ódzkie;zgierski;36;2.17;1;0;1;296;76;1767;353;43;308;2;t1020;2021-04-06
³ódzkie;brzeziñski;5;1.62;0;0;0;60;17;358;50;10;40;0;t1021;2021-04-06
³ódzkie;£ódŸ;437;6.45;5;0;5;1172;509;8344;2149;470;1655;24;t1061;2021-04-06
³ódzkie;Piotrków Trybunalski;42;5.77;0;0;0;149;14;668;269;46;222;1;t1062;2021-04-06
³ódzkie;Skierniewice;31;6.47;2;2;0;90;25;597;128;33;94;1;t1063;2021-04-06
ma³opolskie;bocheñski;53;4.95;1;0;1;178;58;1370;327;62;262;3;t1201;2021-04-06
ma³opolskie;brzeski;54;5.80;0;0;0;85;40;975;522;57;463;2;t1202;2021-04-06
ma³opolskie;chrzanowski;83;6.68;1;1;0;249;82;1444;330;86;241;3;t1203;2021-04-06
ma³opolskie;d¹browski;16;2.71;1;0;1;54;10;397;109;16;92;1;t1204;2021-04-06
ma³opolskie;gorlicki;30;2.76;4;1;3;104;17;733;345;36;307;2;t1205;2021-04-06
ma³opolskie;krakowski;125;4.46;7;7;0;477;201;4733;617;132;469;16;t1206;2021-04-06
ma³opolskie;limanowski;16;1.21;3;0;3;73;10;534;520;23;496;1;t1207;2021-04-06
ma³opolskie;miechowski;47;9.65;6;6;0;94;21;422;117;47;68;2;t1208;2021-04-06
ma³opolskie;myœlenicki;47;3.68;2;2;0;166;84;1474;222;50;171;1;t1209;2021-04-06
ma³opolskie;nowos¹decki;52;2.40;4;3;1;193;38;1344;657;57;594;6;t1210;2021-04-06
