wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;11483;2.99;283;46;237;429;316146;37742;12276;24238;1228;t0000;2020-11-28
dolnośląskie;bolesławiecki;1;0.11;0;0;0;1;956;15;1;14;0;t0201;2020-11-28
dolnośląskie;dzierżoniowski;35;3.48;0;0;0;1;597;52;37;14;1;t0202;2020-11-28
dolnośląskie;głogowski;34;3.83;2;0;2;3;901;92;35;57;0;t0203;2020-11-28
dolnośląskie;górowski;3;0.86;0;0;0;1;333;25;4;21;0;t0204;2020-11-28
dolnośląskie;jaworski;3;0.6;0;0;0;0;354;13;3;7;3;t0205;2020-11-28
dolnośląskie;jeleniogórski;19;3.0;0;0;0;0;395;52;21;31;0;t0206;2020-11-28
dolnośląskie;kamiennogórski;23;5.34;0;0;0;0;211;28;23;5;0;t0207;2020-11-28
dolnośląskie;kłodzki;41;2.61;0;0;0;1;1263;125;42;82;1;t0208;2020-11-28
dolnośląskie;legnicki;9;1.63;0;0;0;1;458;45;10;23;12;t0209;2020-11-28
dolnośląskie;lubański;18;3.33;0;0;0;0;535;38;18;20;0;t0210;2020-11-28
dolnośląskie;lubiński;7;0.66;0;0;0;2;884;52;9;41;2;t0211;2020-11-28
dolnośląskie;lwówecki;3;0.66;0;0;0;1;264;9;3;6;0;t0212;2020-11-28
dolnośląskie;milicki;6;1.63;0;0;0;0;335;19;6;13;0;t0213;2020-11-28
dolnośląskie;oleśnicki;39;3.63;3;0;3;2;1318;95;41;51;3;t0214;2020-11-28
dolnośląskie;oławski;29;3.77;0;0;0;2;1278;77;30;47;0;t0215;2020-11-28
dolnośląskie;polkowicki;12;1.9;1;0;1;0;691;34;13;20;1;t0216;2020-11-28
dolnośląskie;strzeliński;18;4.14;0;0;0;0;423;46;20;26;0;t0217;2020-11-28
