wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;6055;1.58;142;37;105;296;7705;178093;55247;6820;47560;867;t0000
dolnoœl¹skie;boles³awiecki;14;1.56;0;0;0;0;18;417;113;16;94;3;t0201
dolnoœl¹skie;dzier¿oniowski;4;0.40;0;0;0;0;2;172;60;4;55;1;t0202
dolnoœl¹skie;g³ogowski;8;0.90;0;0;0;0;2;289;85;9;75;1;t0203
dolnoœl¹skie;górowski;5;1.44;0;0;0;0;3;104;33;6;25;2;t0204
dolnoœl¹skie;jaworski;16;3.20;0;0;0;0;6;131;154;18;135;1;t0205
dolnoœl¹skie;jeleniogórski;6;0.95;0;0;0;0;7;226;56;7;48;1;t0206
dolnoœl¹skie;kamiennogórski;5;1.16;0;0;0;0;0;71;31;5;26;0;t0207
dolnoœl¹skie;k³odzki;15;0.95;0;0;0;0;22;415;130;17;112;1;t0208
dolnoœl¹skie;legnicki;4;0.72;0;0;0;0;4;174;132;4;126;2;t0209
dolnoœl¹skie;lubañski;15;2.77;0;0;0;0;8;263;83;15;67;1;t0210
dolnoœl¹skie;lubiñski;6;0.57;1;0;1;1;12;204;173;6;167;0;t0211
dolnoœl¹skie;lwówecki;1;0.22;0;0;0;0;8;106;37;2;34;1;t0212
dolnoœl¹skie;milicki;0;0;0;0;0;0;10;162;28;0;28;0;t0213
dolnoœl¹skie;oleœnicki;10;0.93;0;0;0;0;13;338;87;10;76;1;t0214
dolnoœl¹skie;o³awski;13;1.69;0;0;0;0;4;375;148;15;133;0;t0215
dolnoœl¹skie;polkowicki;6;0.95;0;0;0;0;1;214;47;6;40;1;t0216
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;0;8;145;28;4;24;0;t0217
dolnoœl¹skie;œredzki;3;0.54;0;0;0;0;3;191;54;3;49;2;t0218
dolnoœl¹skie;œwidnicki;9;0.57;0;0;0;1;10;712;78;9;69;0;t0219
dolnoœl¹skie;trzebnicki;14;1.64;0;0;0;1;11;359;74;14;60;0;t0220
dolnoœl¹skie;wa³brzyski;7;1.26;0;0;0;0;10;135;146;7;139;0;t0221
dolnoœl¹skie;wo³owski;7;1.50;0;0;0;1;6;227;79;8;71;0;t0222
