wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;5734;1.5;121;21;100;319;294775;23174;6441;16016;717;t0000;2020-11-29
dolnośląskie;bolesławiecki;7;0.78;0;0;0;1;844;27;11;16;0;t0201;2020-11-29
dolnośląskie;dzierżoniowski;21;2.09;0;0;0;0;571;47;21;26;0;t0202;2020-11-29
dolnośląskie;głogowski;13;1.46;0;0;0;1;843;71;13;58;0;t0203;2020-11-29
dolnośląskie;górowski;6;1.73;0;0;0;0;298;15;8;7;0;t0204;2020-11-29
dolnośląskie;jaworski;9;1.8;0;0;0;1;326;22;11;10;1;t0205;2020-11-29
dolnośląskie;jeleniogórski;11;1.74;0;0;0;0;377;25;11;14;0;t0206;2020-11-29
dolnośląskie;kamiennogórski;2;0.46;0;0;0;0;195;5;2;3;0;t0207;2020-11-29
dolnośląskie;kłodzki;33;2.1;0;0;0;8;1051;124;36;88;0;t0208;2020-11-29
dolnośląskie;legnicki;9;1.63;0;0;0;1;429;34;13;19;2;t0209;2020-11-29
dolnośląskie;lubański;8;1.48;0;0;0;0;514;26;8;18;0;t0210;2020-11-29
dolnośląskie;lubiński;6;0.57;0;0;0;0;808;38;9;29;0;t0211;2020-11-29
dolnośląskie;lwówecki;2;0.44;0;0;0;0;247;8;2;6;0;t0212;2020-11-29
dolnośląskie;milicki;11;2.98;0;0;0;0;321;26;11;15;0;t0213;2020-11-29
dolnośląskie;oleśnicki;37;3.45;0;0;0;15;1158;86;38;48;0;t0214;2020-11-29
dolnośląskie;oławski;27;3.51;4;1;3;0;1180;84;30;54;0;t0215;2020-11-29
dolnośląskie;polkowicki;2;0.32;0;0;0;0;646;27;3;24;0;t0216;2020-11-29
dolnośląskie;strzeliński;7;1.61;0;0;0;0;408;24;8;15;1;t0217;2020-11-29
dolnośląskie;średzki;8;1.45;0;0;0;1;523;35;8;26;1;t0218;2020-11-29
dolnośląskie;świdnicki;16;1.02;0;0;0;3;1319;40;17;23;0;t0219;2020-11-29
dolnośląskie;trzebnicki;27;3.16;0;0;0;0;891;62;27;35;0;t0220;2020-11-29
dolnośląskie;wałbrzyski;6;1.08;0;0;0;0;383;19;6;12;1;t0221;2020-11-29
dolnośląskie;wołowski;21;4.49;0;0;0;0;644;48;21;27;0;t0222;2020-11-29
dolnośląskie;wrocławski;28;1.82;0;0;0;1;1296;97;31;65;1;t0223;2020-11-29
dolnośląskie;ząbkowicki;13;2.02;0;0;0;0;442;32;13;18;1;t0224;2020-11-29
dolnośląskie;zgorzelecki;0;0.0;1;1;0;0;774;7;0;7;0;t0225;2020-11-29
dolnośląskie;złotoryjski;4;0.92;0;0;0;0;428;9;5;4;0;t0226;2020-11-29
dolnośląskie;Jelenia Góra;3;0.38;0;0;0;0;647;18;4;12;2;t0261;2020-11-29
dolnośląskie;Legnica;13;1.31;0;0;0;0;791;78;22;47;9;t0262;2020-11-29
dolnośląskie;Wrocław;80;1.24;0;0;0;5;3612;413;96;312;5;t0264;2020-11-29
dolnośląskie;Wałbrzych;16;1.45;0;0;0;0;761;60;17;41;2;t0265;2020-11-29
kujawsko-pomorskie;aleksandrowski;7;1.27;1;0;1;0;476;20;7;13;0;t0401;2020-11-29
kujawsko-pomorskie;brodnicki;7;0.88;0;0;0;2;641;40;8;29;3;t0402;2020-11-29
kujawsko-pomorskie;bydgoski;19;1.59;0;0;0;4;1248;113;25;83;5;t0403;2020-11-29
kujawsko-pomorskie;chełmiński;2;0.39;1;0;1;2;582;10;2;6;2;t0404;2020-11-29
kujawsko-pomorskie;golubsko-dobrzyński;4;0.89;0;0;0;1;358;7;4;3;0;t0405;2020-11-29
kujawsko-pomorskie;grudziądzki;9;2.24;0;0;0;0;413;26;10;14;2;t0406;2020-11-29
kujawsko-pomorskie;inowrocławski;19;1.19;0;0;0;2;1351;97;26;63;8;t0407;2020-11-29
kujawsko-pomorskie;lipnowski;3;0.46;0;0;0;0;581;41;5;33;3;t0408;2020-11-29
kujawsko-pomorskie;mogileński;10;2.2;0;0;0;3;476;33;18;12;3;t0409;2020-11-29
kujawsko-pomorskie;nakielski;7;0.81;0;0;0;0;1053;35;12;18;5;t0410;2020-11-29
kujawsko-pomorskie;radziejowski;3;0.75;0;0;0;0;421;9;3;5;1;t0411;2020-11-29
kujawsko-pomorskie;rypiński;2;0.46;1;0;1;0;328;15;2;13;0;t0412;2020-11-29
kujawsko-pomorskie;sępoleński;1;0.24;1;0;1;0;661;23;1;17;5;t0413;2020-11-29
kujawsko-pomorskie;świecki;8;0.81;0;0;0;0;1185;32;8;22;2;t0414;2020-11-29
kujawsko-pomorskie;toruński;10;0.92;0;0;0;0;1366;55;16;39;0;t0415;2020-11-29
kujawsko-pomorskie;tucholski;6;1.24;0;0;0;0;572;34;11;23;0;t0416;2020-11-29
kujawsko-pomorskie;wąbrzeski;3;0.88;0;0;0;0;386;18;6;11;1;t0417;2020-11-29
kujawsko-pomorskie;włocławski;6;0.7;0;0;0;2;700;31;11;17;3;t0418;2020-11-29
kujawsko-pomorskie;żniński;24;3.43;0;0;0;0;692;69;35;31;3;t0419;2020-11-29
kujawsko-pomorskie;Bydgoszcz;75;2.16;0;0;0;35;2896;410;111;269;30;t0461;2020-11-29
kujawsko-pomorskie;Grudziądz;29;3.08;0;0;0;1;930;113;33;73;7;t0462;2020-11-29
kujawsko-pomorskie;Toruń;29;1.44;0;0;0;12;1727;120;47;66;7;t0463;2020-11-29
kujawsko-pomorskie;Włocławek;11;1.01;0;0;0;1;785;44;18;23;3;t0464;2020-11-29
lubelskie;bialski;24;2.17;8;1;7;0;937;41;24;16;1;t0601;2020-11-29
lubelskie;biłgorajski;3;0.3;0;0;0;0;473;21;4;17;0;t0602;2020-11-29
lubelskie;chełmski;6;0.77;0;0;0;0;641;34;6;27;1;t0603;2020-11-29
lubelskie;hrubieszowski;2;0.32;0;0;0;1;617;23;4;18;1;t0604;2020-11-29
lubelskie;janowski;1;0.22;0;0;0;0;255;9;1;8;0;t0605;2020-11-29
lubelskie;krasnostawski;14;2.22;0;0;0;0;688;33;14;19;0;t0606;2020-11-29
lubelskie;kraśnicki;13;1.37;0;0;0;2;653;51;17;34;0;t0607;2020-11-29
lubelskie;lubartowski;23;2.61;0;0;0;2;791;58;23;35;0;t0608;2020-11-29
lubelskie;lubelski;29;1.86;0;0;0;1;1602;75;30;44;1;t0609;2020-11-29
lubelskie;łęczyński;5;0.87;0;0;0;0;492;28;6;22;0;t0610;2020-11-29
lubelskie;łukowski;1;0.09;0;0;0;0;619;15;2;12;1;t0611;2020-11-29
lubelskie;opolski;2;0.34;0;0;0;0;403;17;3;13;1;t0612;2020-11-29
lubelskie;parczewski;4;1.16;0;0;0;0;215;14;5;9;0;t0613;2020-11-29
lubelskie;puławski;43;3.81;0;0;0;0;855;103;44;58;1;t0614;2020-11-29
lubelskie;radzyński;0;0.0;1;0;1;0;414;6;0;6;0;t0615;2020-11-29
lubelskie;rycki;8;1.43;0;0;0;3;370;28;8;20;0;t0616;2020-11-29
lubelskie;świdnicki;21;2.93;0;0;0;0;954;68;24;43;1;t0617;2020-11-29
lubelskie;tomaszowski;7;0.85;0;0;0;0;474;31;11;17;3;t0618;2020-11-29
lubelskie;włodawski;14;3.66;0;0;0;0;202;28;16;12;0;t0619;2020-11-29
lubelskie;zamojski;5;0.47;2;0;2;1;586;34;9;25;0;t0620;2020-11-29
lubelskie;Biała Podlaska;8;1.4;2;0;2;0;744;16;8;7;1;t0661;2020-11-29
lubelskie;Chełm;19;3.09;0;0;0;1;566;38;19;19;0;t0662;2020-11-29
lubelskie;Lublin;25;0.74;0;0;0;2;2683;167;28;139;0;t0663;2020-11-29
lubelskie;Zamość;7;1.11;0;0;0;1;369;29;11;16;2;t0664;2020-11-29
lubuskie;gorzowski;10;1.39;0;0;0;0;656;44;13;31;0;t0801;2020-11-29
lubuskie;krośnieński;31;5.67;0;0;0;4;676;65;32;32;1;t0802;2020-11-29
lubuskie;międzyrzecki;15;2.61;0;0;0;4;551;48;15;33;0;t0803;2020-11-29
lubuskie;nowosolski;20;2.33;0;0;0;0;589;53;20;32;1;t0804;2020-11-29
lubuskie;słubicki;23;4.9;0;0;0;1;688;44;23;16;5;t0805;2020-11-29
