wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;3890;1.01;17;3;14;243;6014;147208;24924;4363;20181;380;t0000;2021-02-21
dolnoœl¹skie;boles³awiecki;2;0.22;0;0;0;0;2;207;38;2;36;0;t0201;2021-02-21
dolnoœl¹skie;dzier¿oniowski;10;0.99;0;0;0;0;7;134;34;11;22;1;t0202;2021-02-21
dolnoœl¹skie;g³ogowski;3;0.34;0;0;0;0;8;153;46;3;42;1;t0203;2021-02-21
dolnoœl¹skie;górowski;0;0;0;0;0;0;1;41;12;0;12;0;t0204;2021-02-21
dolnoœl¹skie;jaworski;0;0;0;0;0;0;3;66;6;0;6;0;t0205;2021-02-21
dolnoœl¹skie;jeleniogórski;8;1.26;0;0;0;0;8;104;29;9;19;1;t0206;2021-02-21
dolnoœl¹skie;kamiennogórski;1;0.23;0;0;0;0;7;222;11;1;10;0;t0207;2021-02-21
dolnoœl¹skie;k³odzki;68;4.33;0;0;0;1;30;720;160;69;90;1;t0208;2021-02-21
dolnoœl¹skie;legnicki;1;0.18;0;0;0;0;4;87;9;1;8;0;t0209;2021-02-21
dolnoœl¹skie;lubañski;2;0.37;0;0;0;0;6;104;9;2;6;1;t0210;2021-02-21
dolnoœl¹skie;lubiñski;1;0.09;0;0;0;1;5;160;48;2;46;0;t0211;2021-02-21
dolnoœl¹skie;lwówecki;0;0;0;0;0;1;0;34;12;1;11;0;t0212;2021-02-21
dolnoœl¹skie;milicki;0;0;0;0;0;1;1;47;14;0;13;1;t0213;2021-02-21
dolnoœl¹skie;oleœnicki;15;1.40;0;0;0;0;8;221;67;16;51;0;t0214;2021-02-21
dolnoœl¹skie;o³awski;9;1.17;0;0;0;1;8;219;60;10;49;1;t0215;2021-02-21
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;3;140;16;0;16;0;t0216;2021-02-21
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;0;2;64;19;2;17;0;t0217;2021-02-21
dolnoœl¹skie;œredzki;6;1.08;0;0;0;0;7;185;21;6;15;0;t0218;2021-02-21
dolnoœl¹skie;œwidnicki;10;0.64;1;0;1;1;20;454;36;10;25;1;t0219;2021-02-21
dolnoœl¹skie;trzebnicki;6;0.70;0;0;0;0;16;272;42;6;36;0;t0220;2021-02-21
dolnoœl¹skie;wa³brzyski;3;0.54;0;0;0;0;9;119;13;3;10;0;t0221;2021-02-21
dolnoœl¹skie;wo³owski;3;0.64;0;0;0;0;0;74;27;3;24;0;t0222;2021-02-21
dolnoœl¹skie;wroc³awski;24;1.56;0;0;0;2;36;554;90;26;62;2;t0223;2021-02-21
dolnoœl¹skie;z¹bkowicki;1;0.16;0;0;0;0;3;104;27;1;25;1;t0224;2021-02-21
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;0;9;213;8;0;8;0;t0225;2021-02-21
dolnoœl¹skie;z³otoryjski;2;0.46;0;0;0;0;4;54;7;2;5;0;t0226;2021-02-21
dolnoœl¹skie;Jelenia Góra;5;0.63;0;0;0;0;12;174;20;6;14;0;t0261;2021-02-21
