wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;13870;3.62;609;89;520;20365;274769;55056;15171;38468;1417;t0000;2020-12-01
dolnośląskie;bolesławiecki;80;8.89;1;0;1;78;761;182;87;90;5;t0201;2020-12-01
dolnośląskie;dzierżoniowski;20;1.99;3;0;3;34;477;77;20;57;0;t0202;2020-12-01
dolnośląskie;głogowski;32;3.6;5;0;5;58;783;114;34;80;0;t0203;2020-12-01
dolnośląskie;górowski;16;4.61;1;0;1;25;236;43;17;25;1;t0204;2020-12-01
dolnośląskie;jaworski;11;2.2;3;1;2;27;309;41;14;26;1;t0205;2020-12-01
dolnośląskie;jeleniogórski;3;0.47;1;0;1;22;335;33;3;30;0;t0206;2020-12-01
dolnośląskie;kamiennogórski;17;3.95;0;0;0;13;192;71;18;52;1;t0207;2020-12-01
dolnośląskie;kłodzki;37;2.35;3;0;3;77;1000;183;44;136;3;t0208;2020-12-01
dolnośląskie;legnicki;22;3.98;0;0;0;36;423;82;24;52;6;t0209;2020-12-01
dolnośląskie;lubański;19;3.51;1;0;1;33;463;68;22;46;0;t0210;2020-12-01
dolnośląskie;lubiński;33;3.11;0;0;0;58;717;116;34;82;0;t0211;2020-12-01
dolnośląskie;lwówecki;14;3.06;0;0;0;18;315;61;17;43;1;t0212;2020-12-01
dolnośląskie;milicki;13;3.52;0;0;0;23;292;29;14;15;0;t0213;2020-12-01
dolnośląskie;oleśnicki;39;3.63;1;0;1;62;1125;123;40;80;3;t0214;2020-12-01
dolnośląskie;oławski;15;1.95;2;1;1;42;1038;63;18;45;0;t0215;2020-12-01
dolnośląskie;polkowicki;30;4.76;1;0;1;24;513;81;31;45;5;t0216;2020-12-01
dolnośląskie;strzeliński;17;3.91;3;3;0;22;404;34;17;15;2;t0217;2020-12-01
dolnośląskie;średzki;20;3.61;0;0;0;29;498;68;21;46;1;t0218;2020-12-01
dolnośląskie;świdnicki;44;2.81;2;0;2;59;1183;172;48;120;4;t0219;2020-12-01
dolnośląskie;trzebnicki;26;3.04;0;0;0;36;828;87;30;55;2;t0220;2020-12-01
dolnośląskie;wałbrzyski;6;1.08;1;0;1;26;321;71;8;62;1;t0221;2020-12-01
dolnośląskie;wołowski;1;0.21;0;0;0;20;531;29;2;24;3;t0222;2020-12-01
dolnośląskie;wrocławski;42;2.73;3;0;3;81;1280;181;48;125;8;t0223;2020-12-01
dolnośląskie;ząbkowicki;7;1.09;1;0;1;24;430;60;9;49;2;t0224;2020-12-01
dolnośląskie;zgorzelecki;26;2.93;5;2;3;42;678;58;26;31;1;t0225;2020-12-01
dolnośląskie;złotoryjski;31;7.16;1;0;1;24;433;52;31;21;0;t0226;2020-12-01
dolnośląskie;Jelenia Góra;7;0.89;0;0;0;40;593;60;8;50;2;t0261;2020-12-01
dolnośląskie;Legnica;26;2.62;1;1;0;41;756;112;29;75;8;t0262;2020-12-01
dolnośląskie;Wrocław;172;2.67;14;0;14;395;3704;891;187;687;17;t0264;2020-12-01
dolnośląskie;Wałbrzych;22;1.99;1;0;1;54;654;203;28;175;0;t0265;2020-12-01
kujawsko-pomorskie;aleksandrowski;15;2.73;2;0;2;23;478;55;15;39;1;t0401;2020-12-01
kujawsko-pomorskie;brodnicki;11;1.39;6;1;5;46;570;56;13;35;8;t0402;2020-12-01
