wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;6144;1.60;336;65;271;10407;6827;177684;45020;6901;37457;662;t0000;2021-01-28
dolnoœl¹skie;boles³awiecki;18;2.00;0;0;0;27;16;419;92;21;67;4;t0201;2021-01-28
dolnoœl¹skie;dzier¿oniowski;5;0.50;1;0;1;8;3;152;68;6;62;0;t0202;2021-01-28
dolnoœl¹skie;g³ogowski;12;1.35;0;0;0;19;10;251;88;13;75;0;t0203;2021-01-28
dolnoœl¹skie;górowski;7;2.02;1;0;1;8;3;69;33;8;25;0;t0204;2021-01-28
dolnoœl¹skie;jaworski;1;0.20;1;1;0;6;7;147;42;1;41;0;t0205;2021-01-28
dolnoœl¹skie;jeleniogórski;13;2.05;0;0;0;8;2;217;57;19;38;0;t0206;2021-01-28
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;2;3;66;26;3;22;1;t0207;2021-01-28
dolnoœl¹skie;k³odzki;24;1.53;2;0;2;35;17;620;344;28;315;1;t0208;2021-01-28
dolnoœl¹skie;legnicki;5;0.91;0;0;0;9;6;151;54;9;44;1;t0209;2021-01-28
dolnoœl¹skie;lubañski;2;0.37;1;1;0;7;6;240;26;2;24;0;t0210;2021-01-28
dolnoœl¹skie;lubiñski;9;0.85;1;0;1;25;7;226;153;9;142;2;t0211;2021-01-28
dolnoœl¹skie;lwówecki;1;0.22;0;0;0;6;4;93;33;1;32;0;t0212;2021-01-28
dolnoœl¹skie;milicki;1;0.27;0;0;0;6;1;91;30;1;28;1;t0213;2021-01-28
dolnoœl¹skie;oleœnicki;7;0.65;0;0;0;22;13;330;100;7;93;0;t0214;2021-01-28
dolnoœl¹skie;o³awski;17;2.21;0;0;0;32;15;482;89;20;68;1;t0215;2021-01-28
dolnoœl¹skie;polkowicki;5;0.79;0;0;0;4;2;180;63;6;55;2;t0216;2021-01-28
dolnoœl¹skie;strzeliñski;5;1.15;0;0;0;6;3;102;40;7;32;1;t0217;2021-01-28
dolnoœl¹skie;œredzki;5;0.90;0;0;0;26;10;312;48;5;42;1;t0218;2021-01-28
dolnoœl¹skie;œwidnicki;11;0.70;2;0;2;26;17;623;150;20;127;3;t0219;2021-01-28
dolnoœl¹skie;trzebnicki;22;2.58;0;0;0;10;9;447;144;26;116;2;t0220;2021-01-28
dolnoœl¹skie;wa³brzyski;3;0.54;0;0;0;4;9;100;55;3;51;1;t0221;2021-01-28
dolnoœl¹skie;wo³owski;1;0.21;0;0;0;9;5;154;49;3;46;0;t0222;2021-01-28
dolnoœl¹skie;wroc³awski;26;1.69;0;0;0;39;36;1155;199;30;164;5;t0223;2021-01-28
dolnoœl¹skie;z¹bkowicki;6;0.93;0;0;0;6;5;240;90;7;81;2;t0224;2021-01-28
dolnoœl¹skie;zgorzelecki;20;2.25;1;0;1;14;14;407;76;20;55;1;t0225;2021-01-28
dolnoœl¹skie;z³otoryjski;5;1.16;0;0;0;9;2;140;32;5;27;0;t0226;2021-01-28
dolnoœl¹skie;Jelenia Góra;13;1.65;0;0;0;17;4;273;89;15;73;1;t0261;2021-01-28
dolnoœl¹skie;Legnica;12;1.21;0;0;0;21;23;568;140;12;126;2;t0262;2021-01-28
dolnoœl¹skie;Wroc³aw;122;1.90;3;2;1;200;90;3281;1065;131;913;21;t0264;2021-01-28
dolnoœl¹skie;Wa³brzych;6;0.54;0;0;0;16;22;331;144;9;133;2;t0265;2021-01-28
kujawsko-pomorskie;aleksandrowski;5;0.91;0;0;0;14;6;172;64;8;54;2;t0401;2021-01-28
