wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;2419;0.63;38;10;28;193;7401;170854;19945;2743;16877;325;t0000
dolnoœl¹skie;boles³awiecki;4;0.44;0;0;0;0;10;428;71;4;67;0;t0201
dolnoœl¹skie;dzier¿oniowski;2;0.20;0;0;0;0;14;174;34;4;30;0;t0202
dolnoœl¹skie;g³ogowski;2;0.23;1;0;1;1;5;271;52;2;50;0;t0203
dolnoœl¹skie;górowski;1;0.29;0;0;0;0;2;97;13;1;12;0;t0204
dolnoœl¹skie;jaworski;9;1.80;0;0;0;0;6;136;28;10;18;0;t0205
dolnoœl¹skie;jeleniogórski;2;0.32;0;0;0;0;4;224;27;3;24;0;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;4;91;3;0;3;0;t0207
dolnoœl¹skie;k³odzki;17;1.08;0;0;0;0;21;500;109;20;88;1;t0208
dolnoœl¹skie;legnicki;1;0.18;0;0;0;0;6;142;21;1;20;0;t0209
dolnoœl¹skie;lubañski;8;1.48;0;0;0;0;2;224;23;8;15;0;t0210
dolnoœl¹skie;lubiñski;4;0.38;0;0;0;0;6;199;37;4;32;1;t0211
dolnoœl¹skie;lwówecki;2;0.44;0;0;0;0;4;88;12;2;10;0;t0212
dolnoœl¹skie;milicki;2;0.54;0;0;0;0;3;101;17;2;14;1;t0213
dolnoœl¹skie;oleœnicki;7;0.65;0;0;0;0;12;366;63;7;55;1;t0214
dolnoœl¹skie;o³awski;9;1.17;0;0;0;2;12;437;51;10;39;2;t0215
dolnoœl¹skie;polkowicki;1;0.16;0;0;0;0;6;163;23;1;22;0;t0216
dolnoœl¹skie;strzeliñski;1;0.23;0;0;0;0;6;107;20;1;19;0;t0217
dolnoœl¹skie;œredzki;1;0.18;0;0;0;0;6;226;17;1;16;0;t0218
dolnoœl¹skie;œwidnicki;13;0.83;0;0;0;0;22;624;75;13;61;1;t0219
dolnoœl¹skie;trzebnicki;9;1.05;0;0;0;1;26;364;74;10;64;0;t0220
dolnoœl¹skie;wa³brzyski;1;0.18;0;0;0;0;5;124;4;1;3;0;t0221
dolnoœl¹skie;wo³owski;2;0.43;0;0;0;0;7;175;27;2;25;0;t0222
dolnoœl¹skie;wroc³awski;9;0.58;0;0;0;0;20;1160;102;10;89;3;t0223
dolnoœl¹skie;z¹bkowicki;3;0.47;0;0;0;1;44;258;19;3;14;2;t0224
