wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;8978;2.34;188;49;139;407;210836;37081;10132;25981;968;t0000;2020-12-12
dolnośląskie;bolesławiecki;28;3.11;0;0;0;2;517;58;30;27;1;t0201;2020-12-12
dolnośląskie;dzierżoniowski;9;0.9;0;0;0;0;303;37;11;25;1;t0202;2020-12-12
dolnośląskie;głogowski;11;1.24;0;0;0;0;450;44;13;31;0;t0203;2020-12-12
dolnośląskie;górowski;4;1.15;0;0;0;0;173;16;4;12;0;t0204;2020-12-12
dolnośląskie;jaworski;14;2.8;0;0;0;0;186;35;14;20;1;t0205;2020-12-12
dolnośląskie;jeleniogórski;10;1.58;0;0;0;0;286;38;11;27;0;t0206;2020-12-12
dolnośląskie;kamiennogórski;10;2.32;0;0;0;0;172;42;23;18;1;t0207;2020-12-12
dolnośląskie;kłodzki;23;1.46;0;0;0;2;503;89;26;63;0;t0208;2020-12-12
dolnośląskie;legnicki;7;1.27;0;0;0;0;245;33;8;20;5;t0209;2020-12-12
dolnośląskie;lubański;10;1.85;0;0;0;1;370;38;11;25;2;t0210;2020-12-12
dolnośląskie;lubiński;5;0.47;0;0;0;0;473;30;7;23;0;t0211;2020-12-12
dolnośląskie;lwówecki;7;1.53;0;0;0;0;200;36;7;28;1;t0212;2020-12-12
dolnośląskie;milicki;3;0.81;0;0;0;2;146;36;3;33;0;t0213;2020-12-12
dolnośląskie;oleśnicki;8;0.75;0;0;0;2;721;42;8;34;0;t0214;2020-12-12
dolnośląskie;oławski;20;2.6;0;0;0;2;618;87;21;66;0;t0215;2020-12-12
dolnośląskie;polkowicki;11;1.74;0;0;0;0;393;31;12;19;0;t0216;2020-12-12
dolnośląskie;strzeliński;0;0.0;0;0;0;0;249;16;1;11;4;t0217;2020-12-12
dolnośląskie;średzki;6;1.08;0;0;0;0;339;27;6;19;2;t0218;2020-12-12
dolnośląskie;świdnicki;33;2.11;0;0;0;2;1002;94;35;55;4;t0219;2020-12-12
dolnośląskie;trzebnicki;21;2.46;0;0;0;1;534;69;21;46;2;t0220;2020-12-12
dolnośląskie;wałbrzyski;13;2.35;0;0;0;0;421;57;16;40;1;t0221;2020-12-12
dolnośląskie;wołowski;9;1.93;0;0;0;0;458;30;9;21;0;t0222;2020-12-12
dolnośląskie;wrocławski;37;2.4;0;0;0;6;917;166;39;122;5;t0223;2020-12-12
dolnośląskie;ząbkowicki;11;1.71;0;0;0;2;241;42;11;29;2;t0224;2020-12-12
dolnośląskie;zgorzelecki;9;1.01;1;1;0;0;610;18;10;7;1;t0225;2020-12-12
dolnośląskie;złotoryjski;6;1.39;0;0;0;0;449;31;7;21;3;t0226;2020-12-12
dolnośląskie;Jelenia Góra;28;3.55;0;0;0;1;352;73;29;41;3;t0261;2020-12-12
dolnośląskie;Legnica;11;1.11;0;0;0;0;564;62;12;50;0;t0262;2020-12-12
dolnośląskie;Wrocław;112;1.74;0;0;0;4;3016;818;127;676;15;t0264;2020-12-12
dolnośląskie;Wałbrzych;31;2.8;0;0;0;0;467;127;37;90;0;t0265;2020-12-12
kujawsko-pomorskie;aleksandrowski;18;3.27;0;0;0;10;271;47;20;24;3;t0401;2020-12-12
kujawsko-pomorskie;brodnicki;13;1.64;0;0;0;0;617;51;14;36;1;t0402;2020-12-12
kujawsko-pomorskie;bydgoski;41;3.43;0;0;0;16;1147;157;44;108;5;t0403;2020-12-12
kujawsko-pomorskie;chełmiński;18;3.47;1;0;1;10;454;71;20;51;0;t0404;2020-12-12
kujawsko-pomorskie;golubsko-dobrzyński;5;1.11;0;0;0;0;259;38;5;31;2;t0405;2020-12-12
kujawsko-pomorskie;grudziądzki;26;6.47;1;1;0;0;450;72;26;43;3;t0406;2020-12-12
kujawsko-pomorskie;inowrocławski;55;3.45;0;0;0;3;1008;166;57;103;6;t0407;2020-12-12
kujawsko-pomorskie;lipnowski;15;2.29;0;0;0;0;498;66;21;44;1;t0408;2020-12-12
kujawsko-pomorskie;mogileński;13;2.86;0;0;0;2;280;37;13;24;0;t0409;2020-12-12
kujawsko-pomorskie;nakielski;19;2.2;4;0;4;0;789;121;22;98;1;t0410;2020-12-12
kujawsko-pomorskie;radziejowski;23;5.72;0;0;0;1;345;56;25;26;5;t0411;2020-12-12
kujawsko-pomorskie;rypiński;11;2.53;0;0;0;0;177;41;16;23;2;t0412;2020-12-12
kujawsko-pomorskie;sępoleński;20;4.89;0;0;0;0;322;47;22;21;4;t0413;2020-12-12
kujawsko-pomorskie;świecki;51;5.16;1;1;0;0;1043;113;52;56;5;t0414;2020-12-12
kujawsko-pomorskie;toruński;43;3.95;0;0;0;2;1197;94;44;49;1;t0415;2020-12-12
kujawsko-pomorskie;tucholski;12;2.48;0;0;0;0;461;47;13;33;1;t0416;2020-12-12
kujawsko-pomorskie;wąbrzeski;4;1.17;0;0;0;0;263;23;4;18;1;t0417;2020-12-12
kujawsko-pomorskie;włocławski;31;3.61;2;0;2;0;693;107;32;70;5;t0418;2020-12-12
kujawsko-pomorskie;żniński;27;3.85;1;0;1;0;512;75;29;45;1;t0419;2020-12-12
kujawsko-pomorskie;Bydgoszcz;158;4.56;1;1;0;42;2528;614;170;427;17;t0461;2020-12-12
kujawsko-pomorskie;Grudziądz;41;4.36;4;1;3;0;1016;106;41;59;6;t0462;2020-12-12
kujawsko-pomorskie;Toruń;90;4.48;0;0;0;15;1525;261;92;164;5;t0463;2020-12-12
kujawsko-pomorskie;Włocławek;34;3.11;3;0;3;0;713;128;36;89;3;t0464;2020-12-12
lubelskie;bialski;16;1.45;0;0;0;1;538;55;16;36;3;t0601;2020-12-12
lubelskie;biłgorajski;1;0.1;0;0;0;0;251;32;1;30;1;t0602;2020-12-12
lubelskie;chełmski;23;2.96;1;1;0;0;516;60;23;35;2;t0603;2020-12-12
lubelskie;hrubieszowski;5;0.8;0;0;0;0;331;45;7;38;0;t0604;2020-12-12
lubelskie;janowski;1;0.22;0;0;0;0;121;6;1;5;0;t0605;2020-12-12
lubelskie;krasnostawski;21;3.34;1;0;1;0;506;58;23;32;3;t0606;2020-12-12
lubelskie;kraśnicki;14;1.47;0;0;0;1;387;69;16;52;1;t0607;2020-12-12
lubelskie;lubartowski;10;1.13;0;0;0;0;515;46;11;33;2;t0608;2020-12-12
lubelskie;lubelski;23;1.47;0;0;0;6;985;79;24;55;0;t0609;2020-12-12
lubelskie;łęczyński;15;2.62;1;0;1;1;342;34;15;19;0;t0610;2020-12-12
lubelskie;łukowski;10;0.94;0;0;0;0;326;39;10;29;0;t0611;2020-12-12
lubelskie;opolski;6;1.02;1;0;1;0;305;26;7;17;2;t0612;2020-12-12
lubelskie;parczewski;5;1.45;0;0;0;0;172;19;6;13;0;t0613;2020-12-12
lubelskie;puławski;43;3.81;1;0;1;0;614;116;47;62;7;t0614;2020-12-12
lubelskie;radzyński;0;0.0;0;0;0;0;162;12;0;12;0;t0615;2020-12-12
lubelskie;rycki;12;2.15;0;0;0;0;295;30;13;17;0;t0616;2020-12-12
lubelskie;świdnicki;25;3.48;5;0;5;0;611;53;29;24;0;t0617;2020-12-12
lubelskie;tomaszowski;1;0.12;0;0;0;0;319;20;1;19;0;t0618;2020-12-12
lubelskie;włodawski;7;1.83;0;0;0;2;214;19;8;11;0;t0619;2020-12-12
lubelskie;zamojski;15;1.42;0;0;0;0;298;74;16;57;1;t0620;2020-12-12
lubelskie;Biała Podlaska;12;2.1;0;0;0;0;381;45;12;31;2;t0661;2020-12-12
lubelskie;Chełm;39;6.33;0;0;0;0;524;93;39;52;2;t0662;2020-12-12
lubelskie;Lublin;58;1.71;4;0;4;6;1727;232;62;165;5;t0663;2020-12-12
lubelskie;Zamość;16;2.53;0;0;0;0;169;73;18;55;0;t0664;2020-12-12
lubuskie;gorzowski;32;4.44;0;0;0;0;573;112;36;73;3;t0801;2020-12-12
lubuskie;krośnieński;26;4.75;0;0;0;0;413;51;27;24;0;t0802;2020-12-12
lubuskie;międzyrzecki;26;4.53;0;0;0;0;395;96;40;55;1;t0803;2020-12-12
lubuskie;nowosolski;11;1.28;0;0;0;2;387;52;17;35;0;t0804;2020-12-12
lubuskie;słubicki;21;4.48;0;0;0;0;624;53;23;29;1;t0805;2020-12-12
lubuskie;strzelecko-drezdenecki;13;2.66;0;0;0;0;272;33;13;20;0;t0806;2020-12-12
lubuskie;sulęciński;13;3.7;0;0;0;0;359;69;31;36;2;t0807;2020-12-12
lubuskie;świebodziński;8;1.44;0;0;0;0;415;52;10;39;3;t0808;2020-12-12
lubuskie;zielonogórski;24;3.17;0;0;0;0;471;65;33;31;1;t0809;2020-12-12
lubuskie;żagański;10;1.27;0;0;0;1;461;51;13;37;1;t0810;2020-12-12
lubuskie;żarski;26;2.71;0;0;0;0;510;92;28;61;3;t0811;2020-12-12
lubuskie;wschowski;10;2.58;0;0;0;0;226;31;10;19;2;t0812;2020-12-12
lubuskie;Gorzów Wielkopolski;34;2.76;0;0;0;1;803;99;38;58;3;t0861;2020-12-12
lubuskie;Zielona Góra;48;3.4;0;0;0;3;957;140;52;83;5;t0862;2020-12-12
łódzkie;bełchatowski;10;0.89;0;0;0;0;443;66;10;55;1;t1001;2020-12-12
łódzkie;kutnowski;12;1.25;0;0;0;0;572;61;19;40;2;t1002;2020-12-12
łódzkie;łaski;8;1.61;0;0;0;0;243;37;8;29;0;t1003;2020-12-12
łódzkie;łęczycki;9;1.82;0;0;0;0;376;25;9;16;0;t1004;2020-12-12
łódzkie;łowicki;1;0.13;0;0;0;0;362;45;4;39;2;t1005;2020-12-12
łódzkie;łódzki wschodni;28;3.87;0;0;0;0;515;113;29;82;2;t1006;2020-12-12
łódzkie;opoczyński;3;0.4;0;0;0;0;117;21;4;12;5;t1007;2020-12-12
łódzkie;pabianicki;26;2.18;0;0;0;0;694;89;28;61;0;t1008;2020-12-12
łódzkie;pajęczański;10;1.96;0;0;0;0;174;29;11;18;0;t1009;2020-12-12
łódzkie;piotrkowski;12;1.31;0;0;0;0;293;46;13;33;0;t1010;2020-12-12
łódzkie;poddębicki;12;2.92;0;0;0;1;320;36;12;22;2;t1011;2020-12-12
łódzkie;radomszczański;24;2.14;0;0;0;0;415;90;27;62;1;t1012;2020-12-12
łódzkie;rawski;6;1.24;0;0;0;0;292;43;6;35;2;t1013;2020-12-12
łódzkie;sieradzki;31;2.64;0;0;0;0;642;130;35;87;8;t1014;2020-12-12
łódzkie;skierniewicki;5;1.31;0;0;0;0;270;21;5;16;0;t1015;2020-12-12
łódzkie;tomaszowski;35;3.01;0;0;0;0;649;96;36;59;1;t1016;2020-12-12
łódzkie;wieluński;14;1.84;0;0;0;0;342;74;16;58;0;t1017;2020-12-12
łódzkie;wieruszowski;10;2.38;1;0;1;0;182;34;12;22;0;t1018;2020-12-12
łódzkie;zduńskowolski;25;3.77;0;0;0;2;367;74;28;43;3;t1019;2020-12-12
łódzkie;zgierski;35;2.11;0;0;0;3;1103;150;38;108;4;t1020;2020-12-12
łódzkie;brzeziński;5;1.62;0;0;0;0;119;30;5;23;2;t1021;2020-12-12
łódzkie;Łódź;235;3.47;0;0;0;8;4246;1028;250;742;36;t1061;2020-12-12
łódzkie;Piotrków Trybunalski;7;0.96;0;0;0;0;277;40;7;33;0;t1062;2020-12-12
łódzkie;Skierniewice;13;2.71;0;0;0;1;219;44;13;30;1;t1063;2020-12-12
małopolskie;bocheński;11;1.03;0;0;0;0;290;67;13;50;4;t1201;2020-12-12
małopolskie;brzeski;0;0.0;0;0;0;0;221;48;1;46;1;t1202;2020-12-12
małopolskie;chrzanowski;10;0.81;0;0;0;0;348;37;10;27;0;t1203;2020-12-12
małopolskie;dąbrowski;1;0.17;0;0;0;0;142;19;1;18;0;t1204;2020-12-12
małopolskie;gorlicki;10;0.92;0;0;0;2;330;114;12;93;9;t1205;2020-12-12
małopolskie;krakowski;33;1.18;1;1;0;2;997;164;35;126;3;t1206;2020-12-12
małopolskie;limanowski;3;0.23;0;0;0;0;138;57;3;52;2;t1207;2020-12-12
małopolskie;miechowski;9;1.85;0;0;0;0;106;27;9;17;1;t1208;2020-12-12
małopolskie;myślenicki;9;0.7;0;0;0;0;251;64;9;46;9;t1209;2020-12-12
małopolskie;nowosądecki;7;0.32;0;0;0;0;256;92;9;80;3;t1210;2020-12-12
małopolskie;nowotarski;7;0.36;0;0;0;0;215;92;8;84;0;t1211;2020-12-12
małopolskie;olkuski;11;0.99;0;0;0;0;292;57;12;43;2;t1212;2020-12-12
małopolskie;oświęcimski;15;0.98;0;0;0;1;499;73;16;56;1;t1213;2020-12-12
małopolskie;proszowicki;3;0.7;0;0;0;0;129;20;3;16;1;t1214;2020-12-12
małopolskie;suski;12;1.43;0;0;0;0;275;46;12;34;0;t1215;2020-12-12
małopolskie;tarnowski;17;0.84;5;0;5;0;453;82;18;63;1;t1216;2020-12-12
małopolskie;tatrzański;2;0.29;0;0;0;0;173;47;3;43;1;t1217;2020-12-12
małopolskie;wadowicki;16;1.0;7;0;7;3;564;107;16;90;1;t1218;2020-12-12
małopolskie;wielicki;13;1.0;0;0;0;1;376;76;15;58;3;t1219;2020-12-12
małopolskie;Kraków;104;1.33;2;1;1;2;2239;619;121;485;13;t1261;2020-12-12
małopolskie;Nowy Sącz;2;0.24;0;0;0;0;141;63;2;57;4;t1262;2020-12-12
małopolskie;Tarnów;21;1.94;4;0;4;0;314;60;23;36;1;t1263;2020-12-12
mazowieckie;białobrzeski;10;3.0;0;0;0;0;196;31;11;16;4;t1401;2020-12-12
mazowieckie;ciechanowski;19;2.13;0;0;0;0;377;172;44;115;13;t1402;2020-12-12
mazowieckie;garwoliński;6;0.55;1;1;0;0;321;74;7;64;3;t1403;2020-12-12
mazowieckie;gostyniński;10;2.23;0;0;0;2;194;46;14;27;5;t1404;2020-12-12
mazowieckie;grodziski;23;2.38;0;0;0;2;889;88;24;61;3;t1405;2020-12-12
mazowieckie;grójecki;14;1.43;0;0;0;1;1503;68;16;51;1;t1406;2020-12-12
mazowieckie;kozienicki;9;1.51;0;0;0;0;372;59;9;50;0;t1407;2020-12-12
mazowieckie;legionowski;38;3.19;1;1;0;0;771;156;39;113;4;t1408;2020-12-12
mazowieckie;lipski;13;3.85;0;0;0;0;126;37;13;21;3;t1409;2020-12-12
mazowieckie;łosicki;3;0.98;0;0;0;0;145;25;5;20;0;t1410;2020-12-12
mazowieckie;makowski;1;0.22;0;0;0;1;149;16;1;15;0;t1411;2020-12-12
mazowieckie;miński;43;2.78;0;0;0;0;883;160;47;108;5;t1412;2020-12-12
mazowieckie;mławski;17;2.35;1;1;0;0;413;73;25;46;2;t1413;2020-12-12
mazowieckie;nowodworski;16;2.01;0;0;0;1;368;69;17;51;1;t1414;2020-12-12
mazowieckie;ostrołęcki;2;0.23;0;0;0;0;261;25;2;23;0;t1415;2020-12-12
mazowieckie;ostrowski;5;0.69;0;0;0;0;337;29;6;23;0;t1416;2020-12-12
mazowieckie;otwocki;53;4.26;0;0;0;1;1028;178;55;121;2;t1417;2020-12-12
mazowieckie;piaseczyński;73;3.85;0;0;0;2;1725;240;77;158;5;t1418;2020-12-12
mazowieckie;płocki;39;3.52;6;4;2;3;736;140;48;79;13;t1419;2020-12-12
mazowieckie;płoński;19;2.19;0;0;0;0;574;93;22;64;7;t1420;2020-12-12
mazowieckie;pruszkowski;57;3.42;0;0;0;4;1331;210;59;144;7;t1421;2020-12-12
mazowieckie;przasnyski;16;3.06;0;0;0;0;372;48;16;29;3;t1422;2020-12-12
mazowieckie;przysuski;0;0.0;0;0;0;0;74;16;0;16;0;t1423;2020-12-12
mazowieckie;pułtuski;5;0.96;0;0;0;1;213;23;6;16;1;t1424;2020-12-12
mazowieckie;radomski;22;1.45;0;0;0;0;598;101;22;79;0;t1425;2020-12-12
mazowieckie;siedlecki;6;0.74;2;0;2;0;441;78;27;45;6;t1426;2020-12-12
mazowieckie;sierpecki;10;1.93;0;0;0;0;255;38;13;23;2;t1427;2020-12-12
mazowieckie;sochaczewski;17;2.0;0;0;0;0;607;81;19;60;2;t1428;2020-12-12
mazowieckie;sokołowski;2;0.37;0;0;0;0;170;19;2;17;0;t1429;2020-12-12
mazowieckie;szydłowiecki;5;1.26;0;0;0;0;144;19;6;13;0;t1430;2020-12-12
mazowieckie;warszawski zachodni;35;2.93;0;0;0;7;1238;125;39;80;6;t1432;2020-12-12
mazowieckie;węgrowski;15;2.29;0;0;0;0;359;118;26;76;16;t1433;2020-12-12
mazowieckie;wołomiński;70;2.79;0;0;0;3;1500;272;74;190;8;t1434;2020-12-12
mazowieckie;wyszkowski;5;0.67;1;0;1;0;238;34;5;27;2;t1435;2020-12-12
mazowieckie;zwoleński;1;0.28;0;0;0;3;184;23;1;21;1;t1436;2020-12-12
mazowieckie;żuromiński;2;0.52;2;1;1;1;113;17;2;15;0;t1437;2020-12-12
mazowieckie;żyrardowski;28;3.7;0;0;0;1;597;78;30;45;3;t1438;2020-12-12
mazowieckie;Ostrołęka;1;0.19;0;0;0;0;134;11;2;8;1;t1461;2020-12-12
mazowieckie;Płock;48;4.03;1;1;0;3;622;184;70;106;8;t1462;2020-12-12
mazowieckie;Radom;37;1.76;1;1;0;0;731;287;39;246;2;t1463;2020-12-12
mazowieckie;Siedlce;9;1.15;2;0;2;0;312;118;27;84;7;t1464;2020-12-12
mazowieckie;Warszawa;482;2.69;6;4;2;24;10444;2445;506;1885;54;t1465;2020-12-12
opolskie;brzeski;14;1.56;0;0;0;0;469;43;15;28;0;t1601;2020-12-12
opolskie;głubczycki;9;1.99;0;0;0;1;248;49;13;36;0;t1602;2020-12-12
opolskie;kędzierzyńsko-kozielski;18;1.92;0;0;0;1;568;72;21;51;0;t1603;2020-12-12
opolskie;kluczborski;12;1.84;0;0;0;0;380;34;12;22;0;t1604;2020-12-12
opolskie;krapkowicki;1;0.16;0;0;0;0;403;30;1;27;2;t1605;2020-12-12
opolskie;namysłowski;9;2.11;0;0;0;0;305;14;10;4;0;t1606;2020-12-12
opolskie;nyski;17;1.25;0;0;0;0;580;64;19;45;0;t1607;2020-12-12
opolskie;oleski;4;0.62;0;0;0;0;284;31;4;27;0;t1608;2020-12-12
opolskie;opolski;16;1.29;0;0;0;0;671;80;17;58;5;t1609;2020-12-12
opolskie;prudnicki;4;0.73;0;0;0;0;165;22;6;16;0;t1610;2020-12-12
opolskie;strzelecki;23;3.1;0;0;0;0;500;59;23;35;1;t1611;2020-12-12
opolskie;Opole;4;0.31;0;0;0;0;937;144;5;139;0;t1661;2020-12-12
podkarpackie;bieszczadzki;2;0.93;0;0;0;0;39;15;3;12;0;t1801;2020-12-12
podkarpackie;brzozowski;4;0.61;0;0;0;0;125;27;4;23;0;t1802;2020-12-12
podkarpackie;dębicki;6;0.44;0;0;0;0;218;50;9;41;0;t1803;2020-12-12
podkarpackie;jarosławski;11;0.92;0;0;0;0;332;50;14;36;0;t1804;2020-12-12
podkarpackie;jasielski;6;0.53;0;0;0;0;193;44;7;35;2;t1805;2020-12-12
podkarpackie;kolbuszowski;5;0.8;0;0;0;0;121;41;19;22;0;t1806;2020-12-12
podkarpackie;krośnieński;5;0.45;0;0;0;0;161;28;5;22;1;t1807;2020-12-12
