wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;5739;1.50;61;7;54;672;7831;143466;29618;6702;22279;637;t0000
dolnoœl¹skie;boles³awiecki;7;0.78;0;0;0;0;10;350;44;7;37;0;t0201
dolnoœl¹skie;dzier¿oniowski;5;0.50;0;0;0;0;9;152;55;5;50;0;t0202
dolnoœl¹skie;g³ogowski;8;0.90;0;0;0;1;1;224;52;8;43;1;t0203
dolnoœl¹skie;górowski;3;0.86;0;0;0;0;2;113;19;3;16;0;t0204
dolnoœl¹skie;jaworski;5;1.00;0;0;0;0;11;103;22;5;17;0;t0205
dolnoœl¹skie;jeleniogórski;17;2.68;0;0;0;0;45;131;52;18;32;2;t0206
dolnoœl¹skie;kamiennogórski;3;0.70;0;0;0;0;3;62;20;3;17;0;t0207
dolnoœl¹skie;k³odzki;3;0.19;0;0;0;0;6;274;74;3;71;0;t0208
dolnoœl¹skie;legnicki;2;0.36;0;0;0;0;6;152;21;3;17;1;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;1;6;222;26;0;26;0;t0210
dolnoœl¹skie;lubiñski;6;0.57;0;0;0;0;6;268;57;8;48;1;t0211
dolnoœl¹skie;lwówecki;1;0.22;0;0;0;0;8;108;34;1;30;3;t0212
dolnoœl¹skie;milicki;4;1.08;0;0;0;1;8;147;16;4;11;1;t0213
dolnoœl¹skie;oleœnicki;7;0.65;0;0;0;0;15;332;48;8;40;0;t0214
dolnoœl¹skie;o³awski;15;1.95;0;0;0;0;25;328;75;18;57;0;t0215
dolnoœl¹skie;polkowicki;3;0.48;0;0;0;0;0;130;35;3;32;0;t0216
dolnoœl¹skie;strzeliñski;3;0.69;0;0;0;0;2;129;23;3;19;1;t0217
dolnoœl¹skie;œredzki;3;0.54;0;0;0;0;13;167;29;3;25;1;t0218
dolnoœl¹skie;œwidnicki;4;0.26;0;0;0;2;29;613;74;4;70;0;t0219
dolnoœl¹skie;trzebnicki;5;0.59;0;0;0;2;12;246;40;6;34;0;t0220
dolnoœl¹skie;wa³brzyski;8;1.44;0;0;0;0;6;173;42;9;33;0;t0221
dolnoœl¹skie;wo³owski;3;0.64;0;0;0;1;18;172;27;4;22;1;t0222
dolnoœl¹skie;wroc³awski;9;0.58;0;0;0;0;26;670;96;10;84;2;t0223
dolnoœl¹skie;z¹bkowicki;4;0.62;0;0;0;1;7;156;22;4;18;0;t0224
dolnoœl¹skie;zgorzelecki;1;0.11;0;0;0;0;10;304;22;1;21;0;t0225
dolnoœl¹skie;z³otoryjski;4;0.92;0;0;0;0;6;232;14;4;9;1;t0226
dolnoœl¹skie;Jelenia Góra;12;1.52;0;0;0;1;13;211;71;12;59;0;t0261
dolnoœl¹skie;Legnica;6;0.61;0;0;0;0;21;368;45;6;36;3;t0262
dolnoœl¹skie;Wroc³aw;76;1.18;0;0;0;5;122;2027;600;84;503;13;t0264
dolnoœl¹skie;Wa³brzych;16;1.45;0;0;0;1;11;283;77;18;58;1;t0265
kujawsko-pomorskie;aleksandrowski;5;0.91;0;0;0;11;21;183;26;6;18;2;t0401
kujawsko-pomorskie;brodnicki;10;1.26;0;0;0;5;23;428;61;11;50;0;t0402
kujawsko-pomorskie;bydgoski;50;4.19;0;0;0;32;40;1065;138;54;81;3;t0403
kujawsko-pomorskie;che³miñski;4;0.77;0;0;0;3;30;396;67;13;54;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;17;3.78;0;0;0;1;8;146;46;20;25;1;t0405
kujawsko-pomorskie;grudzi¹dzki;13;3.23;0;0;0;1;12;352;22;13;9;0;t0406
kujawsko-pomorskie;inowroc³awski;71;4.46;3;0;3;8;71;960;259;107;144;8;t0407
kujawsko-pomorskie;lipnowski;8;1.22;0;0;0;0;5;231;49;11;35;3;t0408
kujawsko-pomorskie;mogileñski;14;3.08;0;0;0;7;11;201;45;14;30;1;t0409
kujawsko-pomorskie;nakielski;43;4.99;0;0;0;2;32;584;121;45;74;2;t0410
kujawsko-pomorskie;radziejowski;18;4.48;0;0;0;2;12;237;37;19;17;1;t0411
kujawsko-pomorskie;rypiñski;3;0.69;0;0;0;0;6;102;26;3;21;2;t0412
kujawsko-pomorskie;sêpoleñski;34;8.31;0;0;0;0;6;335;92;36;55;1;t0413
kujawsko-pomorskie;œwiecki;17;1.72;0;0;0;2;24;674;83;19;62;2;t0414
kujawsko-pomorskie;toruñski;34;3.12;2;0;2;6;38;881;139;43;93;3;t0415
kujawsko-pomorskie;tucholski;19;3.93;0;0;0;0;10;369;57;20;32;5;t0416
kujawsko-pomorskie;w¹brzeski;4;1.17;0;0;0;2;5;205;25;4;20;1;t0417
kujawsko-pomorskie;w³oc³awski;24;2.79;1;0;1;3;10;406;58;25;33;0;t0418
kujawsko-pomorskie;¿niñski;16;2.28;0;0;0;3;24;559;64;17;46;1;t0419
kujawsko-pomorskie;Bydgoszcz;146;4.21;0;0;0;59;131;2396;404;173;221;10;t0461
kujawsko-pomorskie;Grudzi¹dz;48;5.10;0;0;0;0;47;670;92;48;44;0;t0462
kujawsko-pomorskie;Toruñ;52;2.59;0;0;0;11;109;1332;249;69;175;5;t0463
kujawsko-pomorskie;W³oc³awek;22;2.01;3;0;3;0;29;474;95;22;71;2;t0464
lubelskie;bialski;10;0.91;0;0;0;4;16;226;41;10;30;1;t0601
lubelskie;bi³gorajski;3;0.30;0;0;0;2;3;153;51;7;44;0;t0602
lubelskie;che³mski;5;0.64;0;0;0;0;5;265;23;5;17;1;t0603
lubelskie;hrubieszowski;5;0.80;0;0;0;0;1;227;62;9;52;1;t0604
lubelskie;janowski;1;0.22;0;0;0;0;1;63;13;2;11;0;t0605
lubelskie;krasnostawski;9;1.43;0;0;0;4;11;364;45;9;34;2;t0606
lubelskie;kraœnicki;6;0.63;0;0;0;0;14;189;31;10;21;0;t0607
lubelskie;lubartowski;3;0.34;0;0;0;4;6;171;50;5;44;1;t0608
lubelskie;lubelski;17;1.09;0;0;0;4;32;481;79;20;58;1;t0609
lubelskie;³êczyñski;7;1.22;0;0;0;1;14;263;35;7;28;0;t0610
lubelskie;³ukowski;10;0.94;0;0;0;0;22;138;43;13;30;0;t0611
lubelskie;opolski;10;1.70;0;0;0;1;4;203;27;12;15;0;t0612
lubelskie;parczewski;2;0.58;0;0;0;0;1;78;11;2;9;0;t0613
lubelskie;pu³awski;14;1.24;0;0;0;1;17;409;70;16;53;1;t0614
lubelskie;radzyñski;13;2.22;0;0;0;3;5;177;49;14;35;0;t0615
lubelskie;rycki;3;0.54;0;0;0;1;10;191;20;5;15;0;t0616
lubelskie;œwidnicki;5;0.70;1;1;0;0;30;417;29;6;22;1;t0617
lubelskie;tomaszowski;4;0.49;0;0;0;6;1;185;32;7;23;2;t0618
lubelskie;w³odawski;3;0.79;0;0;0;0;4;167;8;4;4;0;t0619
lubelskie;zamojski;9;0.85;0;0;0;0;14;203;56;10;46;0;t0620
lubelskie;Bia³a Podlaska;0;0;0;0;0;0;11;129;29;0;29;0;t0661
lubelskie;Che³m;17;2.76;0;0;0;1;19;290;46;17;28;1;t0662
lubelskie;Lublin;47;1.38;1;1;0;14;81;1100;176;51;123;2;t0663
lubelskie;Zamoœæ;3;0.47;0;0;0;0;13;187;64;7;57;0;t0664
lubuskie;gorzowski;3;0.42;0;0;0;1;17;343;31;3;28;0;t0801
lubuskie;kroœnieñski;18;3.29;0;0;0;1;21;397;40;20;18;2;t0802
lubuskie;miêdzyrzecki;28;4.88;0;0;0;0;21;268;97;31;61;5;t0803
lubuskie;nowosolski;4;0.47;0;0;0;5;13;261;49;10;39;0;t0804
lubuskie;s³ubicki;15;3.20;0;0;0;0;22;400;52;19;25;8;t0805
lubuskie;strzelecko-drezdenecki;4;0.82;0;0;0;0;13;244;64;20;43;1;t0806
lubuskie;sulêciñski;5;1.42;0;0;0;0;20;209;39;12;27;0;t0807
lubuskie;œwiebodziñski;12;2.16;0;0;0;0;17;307;39;14;24;1;t0808
lubuskie;zielonogórski;8;1.06;0;0;0;0;24;354;62;22;40;0;t0809
lubuskie;¿agañski;3;0.38;0;0;0;0;5;240;49;3;46;0;t0810
lubuskie;¿arski;7;0.73;0;0;0;0;18;317;44;8;36;0;t0811
lubuskie;wschowski;0;0;0;0;0;0;3;82;21;1;20;0;t0812
lubuskie;Gorzów Wielkopolski;1;0.08;0;0;0;0;29;519;36;1;35;0;t0861
lubuskie;Zielona Góra;61;4.32;0;0;0;0;46;638;145;62;80;3;t0862
³ódzkie;be³chatowski;1;0.09;0;0;0;0;11;297;65;3;59;3;t1001
³ódzkie;kutnowski;13;1.35;0;0;0;0;17;385;43;13;28;2;t1002
³ódzkie;³aski;2;0.40;0;0;0;0;14;147;34;3;30;1;t1003
³ódzkie;³êczycki;7;1.41;0;0;0;1;4;299;27;8;16;3;t1004
³ódzkie;³owicki;9;1.16;0;0;0;0;7;181;48;11;36;1;t1005
³ódzkie;³ódzki wschodni;16;2.21;0;0;0;0;20;322;73;18;54;1;t1006
³ódzkie;opoczyñski;2;0.26;0;0;0;0;5;114;28;2;25;1;t1007
³ódzkie;pabianicki;5;0.42;0;0;0;1;40;503;101;8;91;2;t1008
³ódzkie;pajêczañski;2;0.39;0;0;0;7;0;130;27;3;24;0;t1009
³ódzkie;piotrkowski;5;0.55;0;0;0;1;17;293;36;5;30;1;t1010
³ódzkie;poddêbicki;3;0.73;0;0;0;0;7;171;32;4;28;0;t1011
³ódzkie;radomszczañski;19;1.69;0;0;0;0;16;254;70;19;50;1;t1012
³ódzkie;rawski;3;0.62;0;0;0;0;2;173;27;3;22;2;t1013
³ódzkie;sieradzki;15;1.28;0;0;0;0;24;369;77;15;58;4;t1014
³ódzkie;skierniewicki;3;0.79;0;0;0;0;1;126;20;4;16;0;t1015
³ódzkie;tomaszowski;4;0.34;0;0;0;0;24;389;71;5;64;2;t1016
³ódzkie;wieluñski;1;0.13;0;0;0;1;2;177;31;1;30;0;t1017
³ódzkie;wieruszowski;5;1.19;0;0;0;1;2;77;17;6;11;0;t1018
³ódzkie;zduñskowolski;1;0.15;0;0;0;0;10;191;33;2;30;1;t1019
³ódzkie;zgierski;44;2.65;0;0;0;3;23;808;171;46;123;2;t1020
³ódzkie;brzeziñski;5;1.62;0;0;0;0;9;83;19;8;11;0;t1021
³ódzkie;£ódŸ;120;1.77;0;0;0;8;290;3269;701;148;523;30;t1061
³ódzkie;Piotrków Trybunalski;0;0;0;0;0;1;25;211;27;0;27;0;t1062
³ódzkie;Skierniewice;6;1.25;0;0;0;0;17;170;32;6;25;1;t1063
ma³opolskie;bocheñski;1;0.09;0;0;0;0;2;150;80;1;77;2;t1201
ma³opolskie;brzeski;6;0.64;0;0;0;1;4;148;101;6;94;1;t1202
ma³opolskie;chrzanowski;8;0.64;0;0;0;0;6;189;67;10;56;1;t1203
ma³opolskie;d¹browski;8;1.35;0;0;0;0;0;51;28;8;19;1;t1204
ma³opolskie;gorlicki;5;0.46;0;0;0;1;2;106;74;6;67;1;t1205
ma³opolskie;krakowski;21;0.75;0;0;0;4;28;556;142;23;118;1;t1206
ma³opolskie;limanowski;8;0.61;0;0;0;0;6;117;71;9;59;3;t1207
ma³opolskie;miechowski;2;0.41;0;0;0;0;1;33;18;4;13;1;t1208
ma³opolskie;myœlenicki;9;0.70;0;0;0;0;8;151;42;10;31;1;t1209
ma³opolskie;nowos¹decki;4;0.18;0;0;0;0;3;92;100;5;93;2;t1210
ma³opolskie;nowotarski;4;0.21;0;0;0;0;2;114;76;4;69;3;t1211
ma³opolskie;olkuski;3;0.27;0;0;0;0;7;114;43;6;35;2;t1212
ma³opolskie;oœwiêcimski;6;0.39;0;0;0;1;14;306;52;6;45;1;t1213
ma³opolskie;proszowicki;3;0.70;0;0;0;0;1;31;23;3;20;0;t1214
ma³opolskie;suski;0;0;0;0;0;0;5;103;28;1;27;0;t1215
ma³opolskie;tarnowski;10;0.50;0;0;0;0;6;215;73;10;63;0;t1216
ma³opolskie;tatrzañski;2;0.29;0;0;0;0;1;58;30;3;26;1;t1217
ma³opolskie;wadowicki;11;0.69;0;0;0;2;8;326;58;13;43;2;t1218
ma³opolskie;wielicki;5;0.38;0;0;0;0;8;309;50;7;41;2;t1219
ma³opolskie;Kraków;74;0.95;2;2;0;8;71;2000;433;80;344;9;t1261
ma³opolskie;Nowy S¹cz;2;0.24;0;0;0;0;6;56;26;2;24;0;t1262
ma³opolskie;Tarnów;7;0.65;0;0;0;1;11;181;50;10;40;0;t1263
mazowieckie;bia³obrzeski;1;0.30;0;0;0;0;5;145;17;4;13;0;t1401
mazowieckie;ciechanowski;3;0.34;0;0;0;0;9;294;42;4;38;0;t1402
mazowieckie;garwoliñski;7;0.64;0;0;0;0;4;190;41;8;31;2;t1403
mazowieckie;gostyniñski;6;1.34;0;0;0;7;4;142;17;6;11;0;t1404
mazowieckie;grodziski;13;1.34;0;0;0;2;16;641;40;13;26;1;t1405
mazowieckie;grójecki;23;2.34;0;0;0;1;7;702;73;25;44;4;t1406
mazowieckie;kozienicki;8;1.34;0;0;0;5;6;218;48;10;37;1;t1407
mazowieckie;legionowski;46;3.86;0;0;0;3;14;703;119;50;65;4;t1408
mazowieckie;lipski;4;1.19;0;0;0;0;9;91;18;8;10;0;t1409
mazowieckie;³osicki;2;0.65;0;0;0;2;2;67;7;2;5;0;t1410
mazowieckie;makowski;14;3.13;0;0;0;0;8;190;44;15;28;1;t1411
mazowieckie;miñski;22;1.42;0;0;0;0;21;465;81;23;54;4;t1412
mazowieckie;m³awski;4;0.55;0;0;0;6;9;388;34;4;30;0;t1413
mazowieckie;nowodworski;32;4.03;0;0;0;7;17;346;79;34;44;1;t1414
mazowieckie;ostro³êcki;6;0.68;0;0;0;2;1;185;28;7;19;2;t1415
mazowieckie;ostrowski;0;0;0;0;0;0;3;204;10;3;7;0;t1416
mazowieckie;otwocki;31;2.49;0;0;0;1;21;516;101;34;64;3;t1417
mazowieckie;piaseczyñski;66;3.48;0;0;0;4;60;1162;192;70;111;11;t1418
mazowieckie;p³ocki;7;0.63;0;0;0;4;16;453;28;9;17;2;t1419
mazowieckie;p³oñski;15;1.73;0;0;0;0;14;314;53;16;34;3;t1420
mazowieckie;pruszkowski;36;2.16;0;0;0;2;49;1080;123;37;86;0;t1421
mazowieckie;przasnyski;2;0.38;0;0;0;0;20;287;16;3;13;0;t1422
mazowieckie;przysuski;3;0.73;0;0;0;1;3;76;20;4;16;0;t1423
mazowieckie;pu³tuski;2;0.39;0;0;0;0;2;152;30;4;24;2;t1424
mazowieckie;radomski;10;0.66;0;0;0;2;13;280;106;13;91;2;t1425
mazowieckie;siedlecki;8;0.98;1;0;1;0;3;206;39;8;31;0;t1426
mazowieckie;sierpecki;1;0.19;0;0;0;1;5;239;18;3;14;1;t1427
mazowieckie;sochaczewski;7;0.82;0;0;0;1;18;484;49;9;39;1;t1428
mazowieckie;soko³owski;2;0.37;0;0;0;0;6;120;32;2;29;1;t1429
mazowieckie;szyd³owiecki;3;0.76;0;0;0;0;0;58;32;4;26;2;t1430
mazowieckie;warszawski zachodni;26;2.18;0;0;0;2;30;671;75;28;47;0;t1432
mazowieckie;wêgrowski;5;0.76;0;0;0;0;6;197;19;8;7;4;t1433
mazowieckie;wo³omiñski;61;2.43;0;0;0;0;36;1135;251;94;150;7;t1434
mazowieckie;wyszkowski;6;0.81;0;0;0;0;5;181;32;6;26;0;t1435
mazowieckie;zwoleñski;2;0.56;0;0;0;0;1;91;16;2;13;1;t1436
mazowieckie;¿uromiñski;0;0;0;0;0;1;5;140;6;0;6;0;t1437
mazowieckie;¿yrardowski;17;2.25;0;0;0;0;8;271;48;19;28;1;t1438
mazowieckie;Ostro³êka;6;1.16;0;0;0;0;7;123;37;7;29;1;t1461
mazowieckie;P³ock;14;1.18;0;0;0;4;29;514;81;18;60;3;t1462
mazowieckie;Radom;31;1.47;0;0;0;3;27;478;269;32;234;3;t1463
mazowieckie;Siedlce;9;1.15;1;0;1;2;9;224;51;12;39;0;t1464
mazowieckie;Warszawa;342;1.91;0;0;0;14;328;7578;1427;396;977;54;t1465
opolskie;brzeski;7;0.78;0;0;0;2;13;340;38;9;29;0;t1601
opolskie;g³ubczycki;8;1.77;0;0;0;0;8;167;56;9;43;4;t1602
opolskie;kêdzierzyñsko-kozielski;3;0.32;0;0;0;3;15;275;58;4;54;0;t1603
opolskie;kluczborski;3;0.46;0;0;0;0;7;133;17;3;13;1;t1604
opolskie;krapkowicki;5;0.79;0;0;0;0;7;137;52;6;46;0;t1605
opolskie;namys³owski;2;0.47;0;0;0;0;5;158;24;2;22;0;t1606
opolskie;nyski;18;1.33;0;0;0;0;16;317;92;23;69;0;t1607
opolskie;oleski;1;0.16;0;0;0;0;12;132;49;2;46;1;t1608
opolskie;opolski;17;1.37;0;0;0;0;16;333;89;17;69;3;t1609
opolskie;prudnicki;1;0.18;0;0;0;0;0;90;30;1;27;2;t1610
opolskie;strzelecki;8;1.08;0;0;0;0;20;200;50;11;38;1;t1611
opolskie;Opole;26;2.03;0;0;0;0;22;667;105;28;75;2;t1661
