wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
lubuskie;kroœnieñski;27;4.94;;;;27;15;501;65;29;36;0;t0802
lubuskie;miêdzyrzecki;12;2.09;2;2;;34;13;243;72;14;58;0;t0803
lubuskie;nowosolski;25;2.91;;;;23;5;295;109;28;81;0;t0804
lubuskie;s³ubicki;31;6.61;;;;44;38;434;96;41;53;2;t0805
lubuskie;strzelecko-drezdenecki;8;1.64;1;1;;31;17;228;51;9;42;0;t0806
lubuskie;sulêciñski;21;5.98;;;;30;16;260;89;44;44;1;t0807
lubuskie;œwiebodziñski;24;4.31;1;1;;28;10;321;99;29;69;1;t0808
lubuskie;zielonogórski;27;3.57;2;2;;53;14;417;129;30;97;2;t0809
lubuskie;¿agañski;8;1.02;1;1;;15;4;233;61;9;51;1;t0810
lubuskie;¿arski;34;3.55;;;;42;12;355;91;37;53;1;t0811
lubuskie;wschowski;8;2.06;1;1;;8;6;120;62;9;52;1;t0812
lubuskie;Gorzów Wielkopolski;49;3.97;1;1;;79;23;576;216;62;146;8;t0861
lubuskie;Zielona Góra;43;3.04;2;2;;70;46;775;198;47;151;0;t0862
³ódzkie;be³chatowski;12;1.06;2;;2;28;16;266;65;12;53;0;t1001
³ódzkie;kutnowski;36;3.75;;;;56;19;467;126;37;88;1;t1002
³ódzkie;³aski;2;0.40;;;;9;2;183;27;2;24;1;t1003
³ódzkie;³êczycki;25;5.04;;;;39;4;304;100;28;64;8;t1004
³ódzkie;³owicki;19;2.44;1;;1;30;4;295;80;21;58;1;t1005
³ódzkie;³ódzki wschodni;42;5.80;;;;56;15;349;130;44;85;1;t1006
³ódzkie;opoczyñski;3;0.40;2;1;1;13;3;119;30;4;26;0;t1007
³ódzkie;pabianicki;48;4.03;;;;84;38;644;161;52;109;0;t1008
³ódzkie;pajêczañski;8;1.57;;;;11;;135;45;8;34;3;t1009
³ódzkie;piotrkowski;18;1.97;4;3;1;26;6;296;90;19;69;2;t1010
³ódzkie;poddêbicki;11;2.68;1;;1;13;5;220;59;14;44;1;t1011
³ódzkie;radomszczañski;19;1.69;;;;26;2;253;113;20;91;2;t1012
³ódzkie;rawski;18;3.71;;;;19;3;256;59;21;38;0;t1013
³ódzkie;sieradzki;28;2.39;1;1;;45;16;446;138;29;100;9;t1014
³ódzkie;skierniewicki;10;2.62;;;;8;;170;31;11;19;1;t1015
³ódzkie;tomaszowski;38;3.27;4;;4;47;15;389;123;42;75;6;t1016
³ódzkie;wieluñski;18;2.37;2;2;;18;2;201;140;30;105;5;t1017
³ódzkie;wieruszowski;9;2.14;;;;11;;105;33;10;23;0;t1018
³ódzkie;zduñskowolski;7;1.06;3;;3;26;4;204;58;8;46;4;t1019
³ódzkie;zgierski;71;4.27;3;;3;96;23;953;251;76;173;2;t1020
³ódzkie;brzeziñski;2;0.65;;;;14;3;102;25;2;23;0;t1021
³ódzkie;£ódŸ;326;4.81;11;1;10;481;145;3776;1434;359;1023;52;t1061
³ódzkie;Piotrków Trybunalski;15;2.06;2;;2;27;8;254;93;21;72;0;t1062
³ódzkie;Skierniewice;16;3.34;;;;17;7;230;51;17;34;0;t1063
ma³opolskie;bocheñski;8;0.75;2;;2;11;4;149;88;9;74;5;t1201
ma³opolskie;brzeski;;;3;1;2;11;2;145;75;2;73;0;t1202
ma³opolskie;chrzanowski;18;1.45;1;1;;25;15;231;106;19;84;3;t1203
ma³opolskie;d¹browski;6;1.01;;;;8;1;51;48;6;42;0;t1204
ma³opolskie;gorlicki;11;1.01;2;;2;21;2;133;77;11;66;0;t1205
ma³opolskie;krakowski;56;2.00;1;1;;60;11;627;313;60;239;14;t1206
ma³opolskie;limanowski;10;0.76;;;;16;3;123;99;12;85;2;t1207
ma³opolskie;miechowski;2;0.41;1;1;;8;1;44;35;4;29;2;t1208
ma³opolskie;myœlenicki;16;1.25;;;;15;8;163;116;18;95;3;t1209
ma³opolskie;nowos¹decki;6;0.28;;;;15;4;141;123;10;110;3;t1210
ma³opolskie;nowotarski;14;0.73;;;;8;2;129;145;16;128;1;t1211
ma³opolskie;olkuski;12;1.08;3;;3;26;4;147;66;14;51;1;t1212
ma³opolskie;oœwiêcimski;25;1.63;1;;1;39;5;336;96;26;69;1;t1213
ma³opolskie;proszowicki;4;0.93;;;;3;;36;40;4;36;0;t1214
ma³opolskie;suski;15;1.78;;;;12;7;114;87;16;70;1;t1215
ma³opolskie;tarnowski;20;0.99;2;1;1;20;5;223;115;22;90;3;t1216
ma³opolskie;tatrzañski;9;1.32;1;;1;11;2;65;79;12;67;0;t1217
ma³opolskie;wadowicki;58;3.63;2;;2;52;9;394;157;63;94;0;t1218
ma³opolskie;wielicki;33;2.54;2;;2;42;19;319;114;35;77;2;t1219
ma³opolskie;Kraków;196;2.51;9;9;;249;70;2002;927;213;687;27;t1261
ma³opolskie;Nowy S¹cz;8;0.96;;;;6;8;69;95;12;82;1;t1262
ma³opolskie;Tarnów;14;1.29;;;;23;5;182;89;14;73;2;t1263
mazowieckie;bia³obrzeski;7;2.10;;;;25;2;135;24;8;14;2;t1401
mazowieckie;ciechanowski;18;2.02;4;;4;41;9;413;115;19;91;5;t1402
mazowieckie;garwoliñski;25;2.29;4;;4;17;6;195;114;28;84;2;t1403
mazowieckie;gostyniñski;6;1.34;1;;1;1;3;156;30;7;22;1;t1404
mazowieckie;grodziski;49;5.07;2;;2;87;18;737;175;52;122;1;t1405
mazowieckie;grójecki;22;2.24;1;;1;45;5;807;84;25;56;3;t1406
mazowieckie;kozienicki;18;3.01;;;;23;8;236;68;18;48;2;t1407
mazowieckie;legionowski;39;3.27;1;;1;81;9;771;138;40;93;5;t1408
mazowieckie;lipski;9;2.67;;;;7;2;96;31;9;17;5;t1409
mazowieckie;³osicki;1;0.33;2;;2;11;3;93;29;1;27;1;t1410
mazowieckie;makowski;13;2.91;3;2;1;21;8;189;36;13;23;0;t1411
mazowieckie;miñski;23;1.48;3;2;1;67;17;553;197;26;163;8;t1412
mazowieckie;m³awski;6;0.83;3;;3;31;4;538;48;8;39;1;t1413
mazowieckie;nowodworski;40;5.04;;;;34;3;351;113;40;73;0;t1414
mazowieckie;ostro³êcki;9;1.02;;;;24;4;233;86;10;72;4;t1415
mazowieckie;ostrowski;18;2.50;1;;1;28;2;218;60;20;36;4;t1416
mazowieckie;otwocki;49;3.94;;;;68;23;581;206;52;146;8;t1417
mazowieckie;piaseczyñski;64;3.38;1;;1;155;20;1260;306;73;222;11;t1418
mazowieckie;p³ocki;9;0.81;;;;48;15;487;70;11;59;0;t1419
mazowieckie;p³oñski;4;0.46;3;;3;26;13;388;44;4;40;0;t1420
mazowieckie;pruszkowski;66;3.97;;;;113;27;1128;271;76;191;4;t1421
mazowieckie;przasnyski;14;2.67;2;;2;24;3;323;74;14;60;0;t1422
mazowieckie;przysuski;2;0.48;2;;2;6;1;89;23;3;20;0;t1423
mazowieckie;pu³tuski;2;0.39;1;;1;9;3;157;36;2;32;2;t1424
mazowieckie;radomski;30;1.97;2;1;1;49;5;336;135;35;98;2;t1425
mazowieckie;siedlecki;14;1.72;1;;1;14;5;222;81;19;60;2;t1426
mazowieckie;sierpecki;7;1.35;1;;1;24;4;246;29;7;22;0;t1427
mazowieckie;sochaczewski;36;4.24;2;;2;49;4;470;134;38;95;1;t1428
mazowieckie;soko³owski;17;3.17;;;;15;2;138;38;17;19;2;t1429
mazowieckie;szyd³owiecki;1;0.25;;;;4;2;55;15;2;13;0;t1430
mazowieckie;warszawski zachodni;54;4.52;1;;1;71;19;807;186;58;123;5;t1432
mazowieckie;wêgrowski;19;2.89;;;;21;3;228;39;20;17;2;t1433
mazowieckie;wo³omiñski;90;3.58;;;;139;33;1258;370;99;259;12;t1434
mazowieckie;wyszkowski;11;1.48;5;;5;13;3;213;50;11;38;1;t1435
mazowieckie;zwoleñski;4;1.11;1;;1;8;1;102;41;5;35;1;t1436
mazowieckie;¿uromiñski;4;1.04;;;;11;8;142;25;8;17;0;t1437
mazowieckie;¿yrardowski;25;3.31;;;;47;4;388;115;27;87;1;t1438
mazowieckie;Ostro³êka;16;3.08;;;;15;1;125;66;18;43;5;t1461
mazowieckie;P³ock;18;1.51;;;;79;19;608;80;19;59;2;t1462
mazowieckie;Radom;96;4.56;4;4;;117;12;586;419;106;304;9;t1463
mazowieckie;Siedlce;8;1.02;3;;3;12;2;237;120;14;105;1;t1464
mazowieckie;Warszawa;637;3.55;26;;26;1043;212;8171;3447;704;2657;86;t1465
opolskie;brzeski;10;1.12;;;;21;11;356;47;11;35;1;t1601
opolskie;g³ubczycki;21;4.64;3;;3;27;2;168;53;22;28;3;t1602
opolskie;kêdzierzyñsko-kozielski;20;2.14;2;;2;29;12;315;92;23;68;1;t1603
opolskie;kluczborski;6;0.92;4;;4;16;8;180;68;20;47;1;t1604
opolskie;krapkowicki;5;0.79;1;;1;9;2;204;53;5;48;0;t1605
opolskie;namys³owski;12;2.81;4;;4;4;1;172;48;13;34;1;t1606
opolskie;nyski;30;2.21;4;3;1;43;24;336;120;36;83;1;t1607
opolskie;oleski;14;2.18;1;;1;10;5;157;77;24;52;1;t1608
opolskie;opolski;23;1.86;2;;2;38;4;402;143;26;116;1;t1609
opolskie;prudnicki;7;1.27;1;;1;7;10;122;55;8;45;2;t1610
opolskie;strzelecki;16;2.16;3;;3;22;10;300;71;20;49;2;t1611
opolskie;Opole;42;3.28;3;;3;51;20;864;234;50;181;3;t1661
podkarpackie;bieszczadzki;6;2.78;;;;2;1;34;26;6;20;0;t1801
podkarpackie;brzozowski;8;1.22;1;;1;6;3;88;62;8;54;0;t1802
podkarpackie;dêbicki;10;0.74;;;;9;6;130;100;11;89;0;t1803
podkarpackie;jaros³awski;21;1.75;;;;20;4;296;111;26;83;2;t1804
podkarpackie;jasielski;3;0.26;3;;3;17;4;139;54;3;49;2;t1805
podkarpackie;kolbuszowski;4;0.64;;;;16;1;73;40;5;34;1;t1806
podkarpackie;kroœnieñski;6;0.53;1;;1;10;1;122;74;7;67;0;t1807
podkarpackie;le¿ajski;7;1.01;1;;1;2;7;86;47;7;39;1;t1808
podkarpackie;lubaczowski;16;2.91;;;;24;6;202;76;18;57;1;t1809
podkarpackie;³añcucki;25;3.08;1;;1;18;3;256;87;25;59;3;t1810
podkarpackie;mielecki;10;0.73;;;;20;5;175;75;15;60;0;t1811
podkarpackie;ni¿añski;8;1.20;;;;15;9;152;39;9;30;0;t1812
podkarpackie;przemyski;11;1.49;;;;9;1;184;53;13;40;0;t1813
podkarpackie;przeworski;4;0.51;4;;4;6;1;129;49;6;42;1;t1814
podkarpackie;ropczycko-sêdziszowski;;;;;;6;3;66;32;1;31;0;t1815
podkarpackie;rzeszowski;39;2.29;4;;4;25;4;355;160;41;118;1;t1816
podkarpackie;sanocki;5;0.53;;;;20;1;87;62;5;57;0;t1817
podkarpackie;stalowowolski;13;1.23;1;;1;18;16;284;63;15;47;1;t1818
podkarpackie;strzy¿owski;4;0.65;;;;9;5;113;40;4;36;0;t1819
podkarpackie;tarnobrzeski;14;2.65;;;;8;1;144;57;18;39;0;t1820
podkarpackie;leski;1;0.38;1;;1;11;5;55;13;1;12;0;t1821
podkarpackie;Krosno;2;0.43;;;;10;1;40;23;2;19;2;t1861
podkarpackie;Przemyœl;16;2.65;;;;16;15;156;92;17;75;0;t1862
podkarpackie;Rzeszów;28;1.42;2;;2;59;9;433;193;29;163;1;t1863
podkarpackie;Tarnobrzeg;18;3.86;;;;19;3;118;62;26;36;0;t1864
podlaskie;augustowski;19;3.28;1;;1;21;6;216;53;20;29;4;t2001
podlaskie;bia³ostocki;64;4.26;3;;3;63;9;462;206;66;135;5;t2002
podlaskie;bielski;21;3.88;;;;15;3;163;64;21;43;0;t2003
podlaskie;grajewski;7;1.49;;;;9;4;125;39;7;31;1;t2004
podlaskie;hajnowski;15;3.55;1;;1;10;1;125;64;16;47;1;t2005
podlaskie;kolneñski;2;0.53;;;;9;1;64;22;2;19;1;t2006
podlaskie;³om¿yñski;6;1.18;;;;5;1;179;38;6;31;1;t2007
podlaskie;moniecki;14;3.48;;;;10;1;95;28;14;14;0;t2008
podlaskie;sejneñski;2;1.01;;;;6;2;44;13;3;9;1;t2009
podlaskie;siemiatycki;3;0.68;;;;8;;95;34;3;31;0;t2010
podlaskie;sokólski;43;6.49;2;;2;32;1;321;81;43;36;2;t2011
podlaskie;suwalski;14;3.93;;;;12;1;113;33;16;17;0;t2012
podlaskie;wysokomazowiecki;11;1.94;2;;2;15;4;179;46;11;35;0;t2013
podlaskie;zambrowski;14;3.23;;;;17;3;200;55;15;40;0;t2014
podlaskie;Bia³ystok;145;4.87;4;;4;180;28;1009;443;149;286;8;t2061
podlaskie;£om¿a;30;4.78;1;;1;36;7;289;78;32;43;3;t2062
podlaskie;Suwa³ki;16;2.29;2;;2;29;5;314;60;17;42;1;t2063
pomorskie;bytowski;25;3.16;;;;20;20;274;147;27;120;0;t2201
pomorskie;chojnicki;8;0.82;;;;31;17;288;63;10;53;0;t2202
pomorskie;cz³uchowski;31;5.54;3;;3;24;18;303;61;32;28;1;t2203
pomorskie;gdañski;80;6.70;1;;1;76;37;971;259;83;172;4;t2204
pomorskie;kartuski;33;2.34;;;;74;21;716;223;38;183;2;t2205
pomorskie;koœcierski;22;3.02;;;;22;10;301;89;24;64;1;t2206
pomorskie;kwidzyñski;17;2.05;;;;46;16;482;73;20;52;1;t2207
pomorskie;lêborski;15;2.27;;;;35;7;231;91;16;75;0;t2208
pomorskie;malborski;32;5.05;3;2;1;50;58;552;110;32;69;9;t2209
pomorskie;nowodworski;18;5.07;;;;22;4;326;52;19;33;0;t2210
pomorskie;pucki;52;5.96;2;;2;62;19;584;168;54;109;5;t2211
pomorskie;s³upski;43;4.35;4;;4;55;22;654;179;49;125;5;t2212
pomorskie;starogardzki;37;2.88;3;2;1;52;11;572;148;43;103;2;t2213
pomorskie;tczewski;36;3.11;11;;11;66;20;678;129;40;89;0;t2214
pomorskie;wejherowski;105;4.80;3;;3;132;67;1297;299;113;185;1;t2215
pomorskie;sztumski;35;8.51;2;;2;23;11;332;74;36;35;3;t2216
pomorskie;Gdañsk;274;5.81;7;1;6;382;162;3554;1265;309;904;52;t2261
pomorskie;Gdynia;158;6.43;2;;2;222;72;1462;556;168;379;9;t2262
pomorskie;S³upsk;69;7.64;2;1;1;53;26;662;300;74;217;9;t2263
pomorskie;Sopot;11;3.09;2;1;1;24;5;162;57;16;37;4;t2264
œl¹skie;bêdziñski;44;2.98;5;;5;71;7;506;174;49;120;5;t2401
œl¹skie;bielski;46;2.77;;;;44;8;477;188;50;134;4;t2402
œl¹skie;cieszyñski;47;2.64;;;;54;9;483;230;52;162;16;t2403
œl¹skie;czêstochowski;33;2.46;2;;2;45;6;314;134;33;100;1;t2404
œl¹skie;gliwicki;34;2.94;3;;3;80;6;439;131;39;89;3;t2405
œl¹skie;k³obucki;20;2.37;;;;23;8;188;83;23;58;2;t2406
œl¹skie;lubliniecki;20;2.62;3;;3;34;9;219;77;21;56;0;t2407
œl¹skie;miko³owski;21;2.12;2;;2;33;8;354;125;25;100;0;t2408
œl¹skie;myszkowski;22;3.11;1;1;;19;1;237;88;23;64;1;t2409
œl¹skie;pszczyñski;28;2.51;1;;1;32;1;278;84;28;54;2;t2410
œl¹skie;raciborski;17;1.58;1;;1;23;11;179;74;22;52;0;t2411
œl¹skie;rybnicki;6;0.77;1;;1;17;2;179;75;7;67;1;t2412
œl¹skie;tarnogórski;64;4.55;;;;66;10;469;220;71;146;3;t2413
œl¹skie;bieruñsko-lêdziñski;13;2.17;2;1;1;14;4;135;49;14;35;0;t2414
œl¹skie;wodzis³awski;35;2.23;;;;44;4;295;145;47;95;3;t2415
œl¹skie;zawierciañski;22;1.88;1;;1;38;9;362;119;24;89;6;t2416
œl¹skie;¿ywiecki;65;4.26;1;;1;42;5;453;169;65;100;4;t2417
œl¹skie;Bielsko-Bia³a;53;3.11;1;;1;54;16;588;221;56;159;6;t2461
œl¹skie;Bytom;70;4.26;;;;83;13;477;279;73;202;4;t2462
œl¹skie;Chorzów;37;3.44;4;;4;39;5;289;115;40;74;1;t2463
œl¹skie;Czêstochowa;68;3.10;3;;3;77;22;591;334;71;254;9;t2464
œl¹skie;D¹browa Górnicza;34;2.86;4;;4;54;15;394;125;34;90;1;t2465
œl¹skie;Gliwice;58;3.26;6;;6;110;18;654;219;60;156;3;t2466
œl¹skie;Jastrzêbie-Zdrój;6;0.68;;;;27;4;154;66;6;59;1;t2467
œl¹skie;Jaworzno;9;0.99;1;;1;14;7;246;52;11;40;1;t2468
œl¹skie;Katowice;100;3.43;3;;3;134;31;856;398;107;285;6;t2469
œl¹skie;Mys³owice;11;1.47;1;;1;19;4;210;68;11;56;1;t2470
œl¹skie;Piekary Œl¹skie;21;3.83;1;;1;34;4;205;68;23;43;2;t2471
œl¹skie;Ruda Œl¹ska;53;3.87;5;;5;62;8;499;165;57;107;1;t2472
œl¹skie;Rybnik;28;2.03;4;;4;50;13;336;116;32;81;3;t2473
œl¹skie;Siemianowice Œl¹skie;15;2.25;;;;20;5;168;72;15;56;1;t2474
œl¹skie;Sosnowiec;35;1.76;1;;1;70;16;555;196;42;152;2;t2475
œl¹skie;Œwiêtoch³owice;21;4.25;1;;1;26;3;145;66;21;44;1;t2476
œl¹skie;Tychy;75;5.89;5;;5;63;17;478;188;79;107;2;t2477
œl¹skie;Zabrze;43;2.50;2;;2;68;8;479;186;53;131;2;t2478
œl¹skie;¯ory;25;3.99;;;;18;8;206;71;27;44;0;t2479
œwiêtokrzyskie;buski;5;0.70;2;1;1;5;4;113;40;6;34;0;t2601
œwiêtokrzyskie;jêdrzejowski;15;1.76;;;;15;4;185;81;17;62;2;t2602
œwiêtokrzyskie;kazimierski;3;0.90;;;;16;2;69;26;3;23;0;t2603
œwiêtokrzyskie;kielecki;19;0.90;4;;4;33;17;271;126;20;102;4;t2604
œwiêtokrzyskie;konecki;6;0.75;1;;1;5;2;130;62;6;55;1;t2605
œwiêtokrzyskie;opatowski;4;0.77;1;;1;17;4;112;39;4;33;2;t2606
œwiêtokrzyskie;ostrowiecki;21;1.94;3;;3;44;13;275;103;28;70;5;t2607
œwiêtokrzyskie;piñczowski;1;0.26;;;;1;2;84;11;1;9;1;t2608
œwiêtokrzyskie;sandomierski;22;2.87;2;;2;36;9;298;104;25;78;1;t2609
œwiêtokrzyskie;skar¿yski;5;0.68;1;;1;18;15;114;53;5;47;1;t2610
œwiêtokrzyskie;starachowicki;8;0.90;1;;1;19;8;241;60;13;46;1;t2611
œwiêtokrzyskie;staszowski;18;2.51;2;;2;9;6;164;129;19;110;0;t2612
œwiêtokrzyskie;w³oszczowski;2;0.45;;;;4;3;69;38;2;36;0;t2613
œwiêtokrzyskie;Kielce;30;1.54;3;;3;54;20;256;214;33;174;7;t2661
warmiñsko-mazurskie;bartoszycki;51;8.96;4;1;3;23;3;358;109;53;56;0;t2801
warmiñsko-mazurskie;braniewski;19;4.64;1;;1;38;7;280;45;19;25;1;t2802
warmiñsko-mazurskie;dzia³dowski;33;5.08;1;;1;23;4;470;120;36;84;0;t2803
warmiñsko-mazurskie;elbl¹ski;55;9.64;1;;1;53;12;600;104;55;46;3;t2804
warmiñsko-mazurskie;e³cki;24;2.62;;;;48;21;385;151;25;126;0;t2805
warmiñsko-mazurskie;gi¿ycki;54;9.56;;;;36;3;373;100;55;45;0;t2806
warmiñsko-mazurskie;i³awski;36;3.88;1;;1;89;16;708;175;36;135;4;t2807
warmiñsko-mazurskie;kêtrzyñski;41;6.61;1;;1;39;4;387;98;44;54;0;t2808
warmiñsko-mazurskie;lidzbarski;38;9.26;;;;21;2;199;93;38;55;0;t2809
warmiñsko-mazurskie;mr¹gowski;28;5.64;;;;28;;260;347;29;311;7;t2810
warmiñsko-mazurskie;nidzicki;17;5.19;1;;1;28;1;251;67;17;45;5;t2811
