wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;11953;3.12;431;93;338;16856;197652;51660;12979;37493;1188;t0000;2020-12-16
dolnośląskie;bolesławiecki;39;4.33;0;0;0;55;467;99;42;56;1;t0201;2020-12-16
dolnośląskie;dzierżoniowski;6;0.6;0;0;0;23;257;55;7;48;0;t0202;2020-12-16
dolnośląskie;głogowski;21;2.36;4;0;4;37;380;95;24;69;2;t0203;2020-12-16
dolnośląskie;górowski;11;3.17;0;0;0;24;163;35;11;24;0;t0204;2020-12-16
dolnośląskie;jaworski;19;3.8;0;0;0;19;167;68;20;47;1;t0205;2020-12-16
dolnośląskie;jeleniogórski;16;2.52;1;1;0;10;259;63;16;47;0;t0206;2020-12-16
dolnośląskie;kamiennogórski;5;1.16;0;0;0;13;156;37;5;31;1;t0207;2020-12-16
dolnośląskie;kłodzki;21;1.34;2;0;2;28;470;118;25;93;0;t0208;2020-12-16
dolnośląskie;legnicki;6;1.09;0;0;0;14;212;45;9;35;1;t0209;2020-12-16
dolnośląskie;lubański;13;2.4;0;0;0;23;352;54;14;36;4;t0210;2020-12-16
dolnośląskie;lubiński;15;1.41;0;0;0;43;487;81;16;65;0;t0211;2020-12-16
dolnośląskie;lwówecki;11;2.4;0;0;0;18;188;29;11;18;0;t0212;2020-12-16
dolnośląskie;milicki;12;3.25;0;0;0;8;155;62;14;48;0;t0213;2020-12-16
dolnośląskie;oleśnicki;23;2.14;3;0;3;57;609;108;28;77;3;t0214;2020-12-16
dolnośląskie;oławski;21;2.73;1;1;0;38;520;94;25;68;1;t0215;2020-12-16
dolnośląskie;polkowicki;11;1.74;1;0;1;20;348;62;12;48;2;t0216;2020-12-16
dolnośląskie;strzeliński;1;0.23;0;0;0;24;210;36;3;33;0;t0217;2020-12-16
dolnośląskie;średzki;3;0.54;1;0;1;26;323;37;5;31;1;t0218;2020-12-16
dolnośląskie;świdnicki;40;2.56;0;0;0;38;872;145;40;103;2;t0219;2020-12-16
dolnośląskie;trzebnicki;26;3.04;1;0;1;23;426;114;29;80;5;t0220;2020-12-16
dolnośląskie;wałbrzyski;16;2.89;1;0;1;16;365;92;18;74;0;t0221;2020-12-16
dolnośląskie;wołowski;9;1.93;0;0;0;20;323;45;11;33;1;t0222;2020-12-16
dolnośląskie;wrocławski;52;3.38;0;0;0;70;889;196;54;142;0;t0223;2020-12-16
dolnośląskie;ząbkowicki;19;2.95;0;0;0;21;237;57;19;38;0;t0224;2020-12-16
dolnośląskie;zgorzelecki;18;2.03;0;0;0;28;492;55;18;37;0;t0225;2020-12-16
dolnośląskie;złotoryjski;5;1.16;1;1;0;11;318;32;5;26;1;t0226;2020-12-16
dolnośląskie;Jelenia Góra;25;3.17;1;0;1;16;306;60;26;34;0;t0261;2020-12-16
dolnośląskie;Legnica;11;1.11;2;0;2;55;480;93;13;76;4;t0262;2020-12-16
dolnośląskie;Wrocław;185;2.87;3;0;3;283;2843;1084;204;860;20;t0264;2020-12-16
dolnośląskie;Wałbrzych;25;2.26;5;0;5;45;468;246;30;215;1;t0265;2020-12-16
kujawsko-pomorskie;aleksandrowski;32;5.82;5;0;5;23;230;146;34;107;5;t0401;2020-12-16
kujawsko-pomorskie;brodnicki;29;3.66;0;0;0;30;499;120;32;87;1;t0402;2020-12-16
kujawsko-pomorskie;bydgoski;78;6.53;0;0;0;90;1191;241;82;146;13;t0403;2020-12-16
kujawsko-pomorskie;chełmiński;24;4.63;2;1;1;39;461;84;24;59;1;t0404;2020-12-16
kujawsko-pomorskie;golubsko-dobrzyński;19;4.23;0;0;0;21;236;63;20;41;2;t0405;2020-12-16
kujawsko-pomorskie;grudziądzki;28;6.96;1;0;1;24;391;112;28;82;2;t0406;2020-12-16
kujawsko-pomorskie;inowrocławski;100;6.28;14;2;12;118;1068;250;102;146;2;t0407;2020-12-16
kujawsko-pomorskie;lipnowski;14;2.13;2;2;0;16;443;60;16;43;1;t0408;2020-12-16
