wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;15250;3.98;289;58;231;23209;7492;216011;62892;16221;45663;1008;t0000;2021-03-03
dolnoœl¹skie;boles³awiecki;8;0.89;2;0;2;25;5;174;86;9;76;1;t0201;2021-03-03
dolnoœl¹skie;dzier¿oniowski;47;4.68;1;0;1;29;10;260;164;50;109;5;t0202;2021-03-03
dolnoœl¹skie;g³ogowski;21;2.36;1;0;1;33;5;321;119;21;98;0;t0203;2021-03-03
dolnoœl¹skie;górowski;10;2.88;0;0;0;10;4;66;41;11;30;0;t0204;2021-03-03
dolnoœl¹skie;jaworski;10;2.00;0;0;0;11;3;97;48;10;37;1;t0205;2021-03-03
dolnoœl¹skie;jeleniogórski;16;2.52;1;0;1;11;3;175;64;16;47;1;t0206;2021-03-03
dolnoœl¹skie;kamiennogórski;33;7.66;1;1;0;54;7;403;75;35;37;3;t0207;2021-03-03
dolnoœl¹skie;k³odzki;95;6.04;2;0;2;160;67;1474;234;116;116;2;t0208;2021-03-03
dolnoœl¹skie;legnicki;16;2.90;0;0;0;22;0;163;72;19;52;1;t0209;2021-03-03
dolnoœl¹skie;lubañski;7;1.29;1;1;0;15;5;162;58;8;50;0;t0210;2021-03-03
dolnoœl¹skie;lubiñski;20;1.88;0;0;0;31;4;239;134;23;110;1;t0211;2021-03-03
dolnoœl¹skie;lwówecki;6;1.31;0;0;0;10;2;38;54;7;45;2;t0212;2021-03-03
dolnoœl¹skie;milicki;5;1.35;0;0;0;12;0;104;30;6;24;0;t0213;2021-03-03
dolnoœl¹skie;oleœnicki;42;3.91;0;0;0;53;3;386;141;43;96;2;t0214;2021-03-03
dolnoœl¹skie;o³awski;28;3.64;0;0;0;42;9;328;109;29;80;0;t0215;2021-03-03
dolnoœl¹skie;polkowicki;11;1.74;0;0;0;21;9;204;72;11;61;0;t0216;2021-03-03
dolnoœl¹skie;strzeliñski;7;1.61;0;0;0;23;9;257;47;8;39;0;t0217;2021-03-03
dolnoœl¹skie;œredzki;19;3.43;1;0;1;43;4;311;72;21;50;1;t0218;2021-03-03
dolnoœl¹skie;œwidnicki;49;3.13;1;0;1;73;11;819;190;53;137;0;t0219;2021-03-03
dolnoœl¹skie;trzebnicki;45;5.27;1;0;1;38;15;441;148;46;100;2;t0220;2021-03-03
dolnoœl¹skie;wa³brzyski;38;6.86;1;1;0;43;7;384;94;38;56;0;t0221;2021-03-03
