wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;12142;3.17;286;34;252;17947;5680;176394;57453;13018;43477;958;t0000;2021-02-24
dolnoœl¹skie;boles³awiecki;11;1.22;0;0;0;22;13;228;88;11;75;2;t0201;2021-02-24
dolnoœl¹skie;dzier¿oniowski;31;3.08;0;0;0;30;4;198;113;32;79;2;t0202;2021-02-24
dolnoœl¹skie;g³ogowski;6;0.68;0;0;0;30;5;212;91;8;82;1;t0203;2021-02-24
dolnoœl¹skie;górowski;3;0.86;0;0;0;1;1;46;21;3;18;0;t0204;2021-02-24
dolnoœl¹skie;jaworski;12;2.40;0;0;0;8;2;65;51;13;38;0;t0205;2021-02-24
dolnoœl¹skie;jeleniogórski;6;0.95;0;0;0;6;5;111;64;6;58;0;t0206;2021-02-24
dolnoœl¹skie;kamiennogórski;19;4.41;0;0;0;20;4;267;68;20;47;1;t0207;2021-02-24
dolnoœl¹skie;k³odzki;79;5.03;5;0;5;112;17;1109;202;85;115;2;t0208;2021-02-24
dolnoœl¹skie;legnicki;10;1.81;0;0;0;19;1;135;69;11;57;1;t0209;2021-02-24
dolnoœl¹skie;lubañski;17;3.14;0;0;0;16;1;118;51;18;30;3;t0210;2021-02-24
dolnoœl¹skie;lubiñski;16;1.51;0;0;0;25;10;201;101;16;85;0;t0211;2021-02-24
dolnoœl¹skie;lwówecki;8;1.75;0;0;0;7;1;44;51;8;41;2;t0212;2021-02-24
dolnoœl¹skie;milicki;5;1.35;0;0;0;4;2;47;39;5;34;0;t0213;2021-02-24
dolnoœl¹skie;oleœnicki;33;3.07;1;1;0;32;12;276;148;36;110;2;t0214;2021-02-24
