wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;8790;2.29;332;60;272;22077;12785;168479;50177;10179;38942;1056;t0000
dolnoœl¹skie;boles³awiecki;23;2.55;1;0;1;65;27;465;114;26;85;3;t0201
dolnoœl¹skie;dzier¿oniowski;5;0.50;1;0;1;9;17;187;80;5;75;0;t0202
dolnoœl¹skie;g³ogowski;7;0.79;2;0;2;37;17;286;90;8;80;2;t0203
dolnoœl¹skie;górowski;5;1.44;1;1;0;20;13;129;23;5;18;0;t0204
dolnoœl¹skie;jaworski;9;1.80;0;0;0;20;10;153;39;11;27;1;t0205
dolnoœl¹skie;jeleniogórski;10;1.58;2;2;0;18;11;176;63;12;50;1;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;9;4;76;32;2;30;0;t0207
dolnoœl¹skie;k³odzki;18;1.15;0;0;0;53;17;361;137;22;111;4;t0208
dolnoœl¹skie;legnicki;3;0.54;0;0;0;12;9;148;53;6;45;2;t0209
dolnoœl¹skie;lubañski;10;1.85;0;0;0;35;16;237;40;11;28;1;t0210
dolnoœl¹skie;lubiñski;13;1.23;0;0;0;37;56;260;111;14;97;0;t0211
dolnoœl¹skie;lwówecki;11;2.40;0;0;0;27;15;115;72;11;61;0;t0212
dolnoœl¹skie;milicki;4;1.08;0;0;0;16;12;166;25;6;19;0;t0213
dolnoœl¹skie;oleœnicki;18;1.68;1;0;1;47;45;350;92;20;71;1;t0214
dolnoœl¹skie;o³awski;6;0.78;0;0;0;46;3;396;85;7;78;0;t0215
dolnoœl¹skie;polkowicki;1;0.16;0;0;0;19;14;164;42;1;41;0;t0216
dolnoœl¹skie;strzeliñski;5;1.15;0;0;0;21;15;153;35;6;29;0;t0217
dolnoœl¹skie;œredzki;4;0.72;0;0;0;28;10;210;39;4;32;3;t0218
dolnoœl¹skie;œwidnicki;20;1.28;0;0;0;55;33;688;141;21;117;3;t0219
dolnoœl¹skie;trzebnicki;4;0.47;0;0;0;32;12;332;45;5;39;1;t0220
dolnoœl¹skie;wa³brzyski;14;2.53;1;0;1;22;8;168;73;14;59;0;t0221
dolnoœl¹skie;wo³owski;9;1.93;0;0;0;20;9;208;37;10;27;0;t0222
dolnoœl¹skie;wroc³awski;29;1.88;1;1;0;70;36;736;175;31;142;2;t0223
dolnoœl¹skie;z¹bkowicki;1;0.16;0;0;0;27;9;223;39;2;36;1;t0224
dolnoœl¹skie;zgorzelecki;14;1.58;1;0;1;35;39;337;71;17;53;1;t0225
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;22;7;202;25;0;25;0;t0226
dolnoœl¹skie;Jelenia Góra;14;1.78;1;1;0;19;10;229;120;14;106;0;t0261
dolnoœl¹skie;Legnica;14;1.41;0;0;0;32;20;374;129;16;110;3;t0262
dolnoœl¹skie;Wroc³aw;165;2.56;1;1;0;325;157;2702;959;178;764;17;t0264
dolnoœl¹skie;Wa³brzych;23;2.08;0;0;0;47;17;333;285;24;260;1;t0265
kujawsko-pomorskie;aleksandrowski;14;2.55;2;2;0;42;24;200;59;15;43;1;t0401
kujawsko-pomorskie;brodnicki;21;2.65;5;0;5;46;28;413;87;22;64;1;t0402
kujawsko-pomorskie;bydgoski;100;8.37;0;0;0;165;63;1074;262;105;144;13;t0403
kujawsko-pomorskie;che³miñski;21;4.05;1;0;1;69;29;440;139;50;87;2;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;21;4.67;0;0;0;32;16;190;82;29;48;5;t0405
kujawsko-pomorskie;grudzi¹dzki;31;7.71;0;0;0;31;39;382;75;33;38;4;t0406
kujawsko-pomorskie;inowroc³awski;57;3.58;4;1;3;158;104;1010;311;111;191;9;t0407
kujawsko-pomorskie;lipnowski;26;3.96;1;0;1;31;16;283;91;26;65;0;t0408
kujawsko-pomorskie;mogileñski;13;2.86;1;0;1;23;16;208;68;16;51;1;t0409
kujawsko-pomorskie;nakielski;53;6.15;0;0;0;132;88;665;171;57;111;3;t0410
kujawsko-pomorskie;radziejowski;14;3.48;2;0;2;19;25;220;58;14;44;0;t0411
kujawsko-pomorskie;rypiñski;1;0.23;2;1;1;21;4;130;38;1;37;0;t0412
kujawsko-pomorskie;sêpoleñski;20;4.89;1;0;1;29;17;332;89;22;66;1;t0413
kujawsko-pomorskie;œwiecki;23;2.32;5;0;5;94;63;806;142;30;106;6;t0414
kujawsko-pomorskie;toruñski;54;4.96;0;0;0;134;94;884;277;66;200;11;t0415
kujawsko-pomorskie;tucholski;19;3.93;0;0;0;43;19;359;83;20;62;1;t0416
kujawsko-pomorskie;w¹brzeski;36;10.55;1;0;1;46;13;224;60;38;21;1;t0417
kujawsko-pomorskie;w³oc³awski;29;3.38;6;0;6;37;25;438;97;32;58;7;t0418
kujawsko-pomorskie;¿niñski;33;4.71;0;0;0;65;37;605;134;38;93;3;t0419
kujawsko-pomorskie;Bydgoszcz;234;6.75;2;0;2;424;142;2785;847;251;561;35;t0461
kujawsko-pomorskie;Grudzi¹dz;56;5.95;1;0;1;96;61;801;267;61;194;12;t0462
kujawsko-pomorskie;Toruñ;116;5.77;2;1;1;228;143;1428;875;124;740;11;t0463
kujawsko-pomorskie;W³oc³awek;42;3.84;3;0;3;74;27;558;141;49;88;4;t0464
lubelskie;bialski;16;1.45;0;0;0;54;31;300;88;19;68;1;t0601
lubelskie;bi³gorajski;13;1.29;1;0;1;27;18;192;104;16;83;5;t0602
lubelskie;che³mski;23;2.96;4;0;4;51;20;333;70;23;45;2;t0603
lubelskie;hrubieszowski;21;3.36;1;0;1;29;27;237;90;23;64;3;t0604
lubelskie;janowski;6;1.32;0;0;0;7;5;86;29;6;23;0;t0605
lubelskie;krasnostawski;29;4.61;2;2;0;53;21;340;89;30;57;2;t0606
lubelskie;kraœnicki;16;1.68;1;0;1;21;17;251;86;17;67;2;t0607
lubelskie;lubartowski;2;0.23;1;1;0;34;12;172;108;8;100;0;t0608
lubelskie;lubelski;28;1.79;2;0;2;70;49;580;168;42;124;2;t0609
lubelskie;³êczyñski;14;2.44;1;0;1;42;15;254;57;15;41;1;t0610
lubelskie;³ukowski;4;0.38;3;0;3;38;11;200;95;9;86;0;t0611
lubelskie;opolski;6;1.02;0;0;0;23;14;231;37;7;30;0;t0612
lubelskie;parczewski;4;1.16;1;0;1;6;8;83;24;6;18;0;t0613
lubelskie;pu³awski;10;0.89;1;0;1;69;46;441;124;21;102;1;t0614
lubelskie;radzyñski;21;3.58;0;0;0;21;8;203;104;22;82;0;t0615
lubelskie;rycki;7;1.25;0;0;0;35;22;267;42;10;30;2;t0616
lubelskie;œwidnicki;19;2.65;1;1;0;42;24;357;73;23;50;0;t0617
lubelskie;tomaszowski;17;2.06;0;0;0;35;14;241;92;19;70;3;t0618
lubelskie;w³odawski;16;4.19;2;2;0;47;18;227;51;18;32;1;t0619
lubelskie;zamojski;5;0.47;1;0;1;25;14;216;87;9;77;1;t0620
lubelskie;Bia³a Podlaska;8;1.40;2;1;1;43;18;185;38;8;30;0;t0661
lubelskie;Che³m;17;2.76;1;0;1;41;24;267;76;19;57;0;t0662
lubelskie;Lublin;97;2.86;5;0;5;235;124;1312;465;105;358;2;t0663
lubelskie;Zamoœæ;4;0.63;0;0;0;25;19;179;79;5;74;0;t0664
lubuskie;gorzowski;33;4.58;2;2;0;38;35;403;126;34;92;0;t0801
lubuskie;kroœnieñski;3;0.55;0;0;0;21;38;389;47;4;41;2;t0802
lubuskie;miêdzyrzecki;20;3.49;1;1;0;31;11;259;97;21;76;0;t0803
lubuskie;nowosolski;15;1.74;0;0;0;55;19;313;127;31;95;1;t0804
lubuskie;s³ubicki;15;3.20;0;0;0;30;42;383;62;18;44;0;t0805
lubuskie;strzelecko-drezdenecki;11;2.25;1;0;1;41;9;265;54;12;41;1;t0806
lubuskie;sulêciñski;4;1.14;0;0;0;26;25;200;72;12;60;0;t0807
lubuskie;œwiebodziñski;4;0.72;1;1;0;58;37;341;78;10;68;0;t0808
lubuskie;zielonogórski;3;0.40;0;0;0;40;26;384;106;13;90;3;t0809
lubuskie;¿agañski;5;0.64;0;0;0;23;15;231;80;5;74;1;t0810
lubuskie;¿arski;10;1.04;0;0;0;47;42;365;106;11;93;2;t0811
lubuskie;wschowski;2;0.52;0;0;0;19;9;109;40;2;38;0;t0812
lubuskie;Gorzów Wielkopolski;66;5.35;6;2;4;81;76;669;228;80;143;5;t0861
lubuskie;Zielona Góra;42;2.97;0;0;0;96;52;739;192;46;141;5;t0862
³ódzkie;be³chatowski;12;1.06;2;0;2;33;23;299;106;14;92;0;t1001
³ódzkie;kutnowski;33;3.43;2;1;1;51;36;435;108;36;72;0;t1002
³ódzkie;³aski;12;2.41;0;0;0;16;9;131;65;13;51;1;t1003
³ódzkie;³êczycki;14;2.82;0;0;0;28;22;296;83;20;62;1;t1004
³ódzkie;³owicki;9;1.16;1;0;1;55;19;235;64;9;55;0;t1005
³ódzkie;³ódzki wschodni;15;2.07;2;0;2;53;40;481;105;21;80;4;t1006
³ódzkie;opoczyñski;11;1.45;1;1;0;18;1;124;86;11;67;8;t1007
³ódzkie;pabianicki;14;1.17;4;0;4;95;54;594;125;19;103;3;t1008
³ódzkie;pajêczañski;4;0.78;0;0;0;18;2;134;36;5;31;0;t1009
³ódzkie;piotrkowski;12;1.31;0;0;0;32;21;314;100;12;88;0;t1010
³ódzkie;poddêbicki;11;2.68;0;0;0;29;12;178;56;12;43;1;t1011
³ódzkie;radomszczañski;20;1.78;3;0;3;25;15;343;101;23;77;1;t1012
³ódzkie;rawski;6;1.24;0;0;0;14;24;194;32;6;25;1;t1013
³ódzkie;sieradzki;19;1.62;3;0;3;29;27;402;138;22;112;4;t1014
³ódzkie;skierniewicki;5;1.31;0;0;0;20;12;162;23;6;17;0;t1015
³ódzkie;tomaszowski;19;1.64;0;0;0;68;38;412;130;22;106;2;t1016
³ódzkie;wieluñski;6;0.79;0;0;0;24;18;169;50;6;43;1;t1017
³ódzkie;wieruszowski;5;1.19;0;0;0;2;10;80;18;5;13;0;t1018
³ódzkie;zduñskowolski;12;1.81;0;0;0;39;11;242;62;12;49;1;t1019
³ódzkie;zgierski;47;2.83;0;0;0;114;61;933;223;51;166;6;t1020
³ódzkie;brzeziñski;7;2.27;0;0;0;18;3;120;38;8;29;1;t1021
³ódzkie;£ódŸ;225;3.32;29;0;29;568;350;3808;1427;292;1097;38;t1061
³ódzkie;Piotrków Trybunalski;15;2.06;3;2;1;36;14;255;119;18;100;1;t1062
³ódzkie;Skierniewice;13;2.71;0;0;0;59;16;215;61;14;47;0;t1063
ma³opolskie;bocheñski;4;0.37;0;0;0;27;5;228;53;4;48;1;t1201
ma³opolskie;brzeski;4;0.43;0;0;0;13;3;155;134;5;129;0;t1202
ma³opolskie;chrzanowski;4;0.32;0;0;0;34;20;229;119;4;111;4;t1203
ma³opolskie;d¹browski;5;0.85;0;0;0;14;7;86;52;7;45;0;t1204
ma³opolskie;gorlicki;12;1.10;0;0;0;17;11;146;95;14;74;7;t1205
ma³opolskie;krakowski;60;2.14;0;0;0;106;56;734;235;62;168;5;t1206
ma³opolskie;limanowski;5;0.38;1;0;1;11;9;154;100;6;94;0;t1207
ma³opolskie;miechowski;8;1.64;0;0;0;15;7;67;40;9;30;1;t1208
ma³opolskie;myœlenicki;6;0.47;0;0;0;29;15;231;81;8;72;1;t1209
ma³opolskie;nowos¹decki;7;0.32;2;0;2;27;6;203;153;9;141;3;t1210
ma³opolskie;nowotarski;36;1.88;2;1;1;9;13;159;259;39;212;8;t1211
