wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;11498;3.0;502;131;371;17178;227813;54829;13233;40286;1310;t0000;2020-12-11
dolnośląskie;bolesławiecki;36;4.0;3;0;3;43;604;117;36;76;5;t0201;2020-12-11
dolnośląskie;dzierżoniowski;12;1.19;1;0;1;21;334;53;15;38;0;t0202;2020-12-11
dolnośląskie;głogowski;19;2.14;0;0;0;26;505;96;19;77;0;t0203;2020-12-11
dolnośląskie;górowski;14;4.03;0;0;0;10;198;39;14;24;1;t0204;2020-12-11
dolnośląskie;jaworski;7;1.4;2;2;0;13;210;48;9;37;2;t0205;2020-12-11
dolnośląskie;jeleniogórski;11;1.74;0;0;0;18;307;53;13;38;2;t0206;2020-12-11
dolnośląskie;kamiennogórski;11;2.55;0;0;0;19;190;60;13;44;3;t0207;2020-12-11
dolnośląskie;kłodzki;15;0.95;2;0;2;49;588;113;21;92;0;t0208;2020-12-11
dolnośląskie;legnicki;10;1.81;1;1;0;20;264;46;10;35;1;t0209;2020-12-11
dolnośląskie;lubański;1;0.18;1;1;0;24;384;23;2;19;2;t0210;2020-12-11
dolnośląskie;lubiński;51;4.81;0;0;0;32;577;191;55;128;8;t0211;2020-12-11
dolnośląskie;lwówecki;6;1.31;3;0;3;21;197;24;9;15;0;t0212;2020-12-11
dolnośląskie;milicki;6;1.63;0;0;0;15;155;31;6;25;0;t0213;2020-12-11
dolnośląskie;oleśnicki;24;2.24;0;0;0;44;777;120;27;93;0;t0214;2020-12-11
dolnośląskie;oławski;16;2.08;1;0;1;41;650;101;17;80;4;t0215;2020-12-11
dolnośląskie;polkowicki;7;1.11;0;0;0;23;428;60;9;51;0;t0216;2020-12-11
dolnośląskie;strzeliński;21;4.83;0;0;0;13;267;62;22;38;2;t0217;2020-12-11
dolnośląskie;średzki;5;0.9;0;0;0;20;365;55;6;48;1;t0218;2020-12-11
dolnośląskie;świdnicki;24;1.53;4;0;4;41;1109;127;32;93;2;t0219;2020-12-11
dolnośląskie;trzebnicki;12;1.41;1;0;1;24;609;88;18;69;1;t0220;2020-12-11
dolnośląskie;wałbrzyski;23;4.15;0;0;0;35;446;86;23;60;3;t0221;2020-12-11
dolnośląskie;wołowski;9;1.93;0;0;0;18;473;58;10;48;0;t0222;2020-12-11
dolnośląskie;wrocławski;46;2.99;1;0;1;77;998;197;49;145;3;t0223;2020-12-11
dolnośląskie;ząbkowicki;13;2.02;1;1;0;19;275;53;13;39;1;t0224;2020-12-11
dolnośląskie;zgorzelecki;31;3.49;0;0;0;40;586;82;32;49;1;t0225;2020-12-11
dolnośląskie;złotoryjski;13;3.0;2;0;2;10;483;35;14;21;0;t0226;2020-12-11
dolnośląskie;Jelenia Góra;25;3.17;3;0;3;25;401;118;28;87;3;t0261;2020-12-11
dolnośląskie;Legnica;17;1.72;1;1;0;21;591;95;20;68;7;t0262;2020-12-11
