wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;29978;7.82;575;115;460;48593;10269;396701;95854;32767;61437;1650;t0000;2021-03-23
dolnoœl¹skie;boles³awiecki;24;2.67;2;2;0;72;7;561;160;24;133;3;t0201;2021-03-23
dolnoœl¹skie;dzier¿oniowski;44;4.38;5;0;5;107;36;783;132;48;82;2;t0202;2021-03-23
dolnoœl¹skie;g³ogowski;67;7.54;0;0;0;94;23;787;163;68;95;0;t0203;2021-03-23
dolnoœl¹skie;górowski;21;6.05;1;1;0;35;2;187;63;21;41;1;t0204;2021-03-23
dolnoœl¹skie;jaworski;23;4.61;0;0;0;47;4;306;90;24;65;1;t0205;2021-03-23
dolnoœl¹skie;jeleniogórski;38;5.99;1;0;1;75;14;576;121;41;78;2;t0206;2021-03-23
dolnoœl¹skie;kamiennogórski;25;5.81;0;0;0;55;13;771;101;26;72;3;t0207;2021-03-23
dolnoœl¹skie;k³odzki;114;7.25;16;0;16;186;107;1871;290;122;166;2;t0208;2021-03-23
dolnoœl¹skie;legnicki;27;4.89;3;3;0;44;6;477;118;27;89;2;t0209;2021-03-23
dolnoœl¹skie;lubañski;18;3.33;0;0;0;51;2;349;68;19;48;1;t0210;2021-03-23
dolnoœl¹skie;lubiñski;85;8.01;0;0;0;113;7;773;224;91;130;3;t0211;2021-03-23
dolnoœl¹skie;lwówecki;20;4.37;0;0;0;40;3;431;111;21;89;1;t0212;2021-03-23
dolnoœl¹skie;milicki;25;6.77;1;1;0;76;9;684;70;26;43;1;t0213;2021-03-23
dolnoœl¹skie;oleœnicki;64;5.96;3;3;0;99;22;998;181;68;112;1;t0214;2021-03-23
dolnoœl¹skie;o³awski;36;4.69;0;0;0;83;17;1155;112;40;69;3;t0215;2021-03-23
dolnoœl¹skie;polkowicki;70;11.10;2;1;1;80;3;658;178;72;101;5;t0216;2021-03-23
dolnoœl¹skie;strzeliñski;68;15.65;0;0;0;102;48;790;111;73;32;6;t0217;2021-03-23
dolnoœl¹skie;œredzki;62;11.20;0;0;0;69;8;583;140;65;74;1;t0218;2021-03-23
dolnoœl¹skie;œwidnicki;126;8.05;2;0;2;194;29;1838;323;131;187;5;t0219;2021-03-23
dolnoœl¹skie;trzebnicki;55;6.44;0;0;0;115;29;1035;162;56;101;5;t0220;2021-03-23
dolnoœl¹skie;wa³brzyski;46;8.30;1;1;0;75;30;685;150;50;100;0;t0221;2021-03-23
dolnoœl¹skie;wo³owski;10;2.14;0;0;0;35;11;326;65;16;49;0;t0222;2021-03-23
dolnoœl¹skie;wroc³awski;189;12.28;0;0;0;292;84;2351;526;230;291;5;t0223;2021-03-23
dolnoœl¹skie;z¹bkowicki;27;4.19;1;0;1;74;14;661;115;31;84;0;t0224;2021-03-23
dolnoœl¹skie;zgorzelecki;30;3.38;0;0;0;63;10;573;173;30;143;0;t0225;2021-03-23
dolnoœl¹skie;z³otoryjski;17;3.93;0;0;0;42;5;201;52;18;33;1;t0226;2021-03-23
dolnoœl¹skie;Jelenia Góra;49;6.22;0;0;0;119;23;820;167;52;114;1;t0261;2021-03-23
dolnoœl¹skie;Legnica;71;7.17;0;0;0;117;20;958;250;76;166;8;t0262;2021-03-23
dolnoœl¹skie;Wroc³aw;729;11.32;6;6;0;1080;302;6482;2172;865;1269;38;t0264;2021-03-23
dolnoœl¹skie;Wa³brzych;147;13.29;0;0;0;164;40;1084;409;154;252;3;t0265;2021-03-23
kujawsko-pomorskie;aleksandrowski;14;2.55;0;0;0;71;15;762;52;15;35;2;t0401;2021-03-23
kujawsko-pomorskie;brodnicki;70;8.85;2;0;2;59;12;707;166;72;92;2;t0402;2021-03-23
kujawsko-pomorskie;bydgoski;135;11.30;3;0;3;261;47;1641;378;145;226;7;t0403;2021-03-23
kujawsko-pomorskie;che³miñski;18;3.47;0;0;0;54;6;518;132;33;98;1;t0404;2021-03-23
kujawsko-pomorskie;golubsko-dobrzyñski;23;5.12;0;0;0;80;3;699;87;25;62;0;t0405;2021-03-23
kujawsko-pomorskie;grudzi¹dzki;23;5.72;0;0;0;47;1;506;72;24;46;2;t0406;2021-03-23
kujawsko-pomorskie;inowroc³awski;131;8.22;8;1;7;220;48;1591;381;164;212;5;t0407;2021-03-23
kujawsko-pomorskie;lipnowski;8;1.22;1;0;1;42;23;651;81;9;71;1;t0408;2021-03-23
kujawsko-pomorskie;mogileñski;13;2.86;1;0;1;44;14;494;30;13;16;1;t0409;2021-03-23
kujawsko-pomorskie;nakielski;9;1.04;1;0;1;122;12;810;64;10;54;0;t0410;2021-03-23
kujawsko-pomorskie;radziejowski;9;2.24;1;0;1;12;4;202;56;10;46;0;t0411;2021-03-23
kujawsko-pomorskie;rypiñski;31;7.14;3;0;3;36;19;567;99;31;64;4;t0412;2021-03-23
kujawsko-pomorskie;sêpoleñski;6;1.47;0;0;0;39;3;223;33;6;27;0;t0413;2021-03-23
kujawsko-pomorskie;œwiecki;48;4.85;1;0;1;113;16;807;191;50;141;0;t0414;2021-03-23
kujawsko-pomorskie;toruñski;83;7.62;5;0;5;150;15;1263;268;94;172;2;t0415;2021-03-23
kujawsko-pomorskie;tucholski;38;7.86;0;0;0;49;10;716;146;49;91;6;t0416;2021-03-23
kujawsko-pomorskie;w¹brzeski;28;8.21;1;1;0;30;6;365;71;28;43;0;t0417;2021-03-23
kujawsko-pomorskie;w³oc³awski;29;3.38;1;0;1;69;8;511;121;30;91;0;t0418;2021-03-23
kujawsko-pomorskie;¿niñski;42;5.99;0;0;0;92;23;825;153;51;100;2;t0419;2021-03-23
kujawsko-pomorskie;Bydgoszcz;256;7.38;6;0;6;687;158;3624;954;300;635;19;t0461;2021-03-23
kujawsko-pomorskie;Grudzi¹dz;87;9.25;3;3;0;107;41;1080;223;87;132;4;t0462;2021-03-23
kujawsko-pomorskie;Toruñ;119;5.92;7;0;7;341;27;2251;527;159;363;5;t0463;2021-03-23
kujawsko-pomorskie;W³oc³awek;53;4.85;3;0;3;108;15;591;172;54;117;1;t0464;2021-03-23
lubelskie;bialski;63;5.70;1;1;0;84;21;680;190;65;125;0;t0601;2021-03-23
lubelskie;bi³gorajski;50;4.97;3;0;3;94;7;983;184;51;130;3;t0602;2021-03-23
lubelskie;che³mski;25;3.22;0;0;0;70;3;433;110;26;81;3;t0603;2021-03-23
lubelskie;hrubieszowski;41;6.56;1;0;1;88;3;845;116;43;72;1;t0604;2021-03-23
lubelskie;janowski;14;3.08;1;0;1;32;1;271;64;15;48;1;t0605;2021-03-23
lubelskie;krasnostawski;25;3.97;0;0;0;55;6;484;115;26;89;0;t0606;2021-03-23
lubelskie;kraœnicki;49;5.15;0;0;0;56;2;502;150;50;100;0;t0607;2021-03-23
lubelskie;lubartowski;21;2.38;0;0;0;44;13;297;124;22;102;0;t0608;2021-03-23
lubelskie;lubelski;61;3.91;3;0;3;157;21;928;309;63;245;1;t0609;2021-03-23
lubelskie;³êczyñski;25;4.36;0;0;0;57;4;394;99;26;73;0;t0610;2021-03-23
lubelskie;³ukowski;10;0.94;0;0;0;62;11;568;104;14;85;5;t0611;2021-03-23
lubelskie;opolski;25;4.24;2;0;2;29;3;340;85;26;58;1;t0612;2021-03-23
lubelskie;parczewski;14;4.05;2;0;2;17;3;240;59;17;42;0;t0613;2021-03-23
lubelskie;pu³awski;79;7.00;3;0;3;122;19;827;198;83;114;1;t0614;2021-03-23
lubelskie;radzyñski;25;4.27;1;0;1;27;4;389;104;26;78;0;t0615;2021-03-23
lubelskie;rycki;9;1.61;1;1;0;33;1;409;76;10;66;0;t0616;2021-03-23
lubelskie;œwidnicki;42;5.85;2;1;1;91;14;621;143;44;97;2;t0617;2021-03-23
lubelskie;tomaszowski;26;3.16;3;2;1;73;1;449;129;26;101;2;t0618;2021-03-23
lubelskie;w³odawski;10;2.62;0;0;0;35;4;360;66;11;55;0;t0619;2021-03-23
lubelskie;zamojski;47;4.44;2;0;2;46;7;666;163;50;113;0;t0620;2021-03-23
lubelskie;Bia³a Podlaska;24;4.20;1;0;1;47;5;344;116;27;88;1;t0661;2021-03-23
lubelskie;Che³m;34;5.52;0;0;0;64;2;429;114;39;73;2;t0662;2021-03-23
lubelskie;Lublin;201;5.92;6;0;6;410;45;2192;851;211;635;5;t0663;2021-03-23
lubelskie;Zamoœæ;55;8.70;2;0;2;60;3;432;157;58;98;1;t0664;2021-03-23
lubuskie;gorzowski;64;8.88;0;0;0;102;24;926;207;65;141;1;t0801;2021-03-23
lubuskie;kroœnieñski;24;4.39;0;0;0;55;14;615;143;25;117;1;t0802;2021-03-23
lubuskie;miêdzyrzecki;42;7.32;1;1;0;91;36;916;164;48;116;0;t0803;2021-03-23
lubuskie;nowosolski;67;7.79;3;3;0;132;39;995;236;73;163;0;t0804;2021-03-23
lubuskie;s³ubicki;49;10.45;0;0;0;55;19;484;261;54;207;0;t0805;2021-03-23
lubuskie;strzelecko-drezdenecki;11;2.25;3;3;0;62;28;647;97;13;83;1;t0806;2021-03-23
lubuskie;sulêciñski;31;8.83;1;1;0;63;10;356;117;32;85;0;t0807;2021-03-23
lubuskie;œwiebodziñski;57;10.24;0;0;0;91;15;688;160;59;101;0;t0808;2021-03-23
lubuskie;zielonogórski;57;7.54;1;0;1;105;38;1051;178;62;116;0;t0809;2021-03-23
lubuskie;¿agañski;26;3.31;0;0;0;83;5;463;151;27;124;0;t0810;2021-03-23
lubuskie;¿arski;33;3.44;0;0;0;48;11;481;235;35;195;5;t0811;2021-03-23
lubuskie;wschowski;38;9.80;0;0;0;32;3;343;93;40;53;0;t0812;2021-03-23
lubuskie;Gorzów Wielkopolski;119;9.65;2;2;0;159;48;1323;364;134;229;1;t0861;2021-03-23
lubuskie;Zielona Góra;131;9.27;3;0;3;210;67;1695;426;141;280;5;t0862;2021-03-23
³ódzkie;be³chatowski;82;7.28;0;0;0;91;12;782;233;84;148;1;t1001;2021-03-23
³ódzkie;kutnowski;32;3.33;0;0;0;79;6;366;170;34;133;3;t1002;2021-03-23
³ódzkie;³aski;28;5.62;1;1;0;38;5;348;92;31;61;0;t1003;2021-03-23
³ódzkie;³êczycki;23;4.64;0;0;0;52;5;391;109;25;82;2;t1004;2021-03-23
³ódzkie;³owicki;95;12.20;0;0;0;95;6;900;195;96;99;0;t1005;2021-03-23
³ódzkie;³ódzki wschodni;58;8.01;1;0;1;108;19;806;189;63;126;0;t1006;2021-03-23
³ódzkie;opoczyñski;18;2.37;2;2;0;43;11;464;95;18;69;8;t1007;2021-03-23
³ódzkie;pabianicki;168;14.09;0;0;0;240;33;1498;399;171;227;1;t1008;2021-03-23
³ódzkie;pajêczañski;4;0.78;0;0;0;30;4;317;45;5;38;2;t1009;2021-03-23
³ódzkie;piotrkowski;111;12.15;1;1;0;90;21;1077;287;118;166;3;t1010;2021-03-23
³ódzkie;poddêbicki;10;2.44;0;0;0;28;1;314;78;12;66;0;t1011;2021-03-23
³ódzkie;radomszczañski;67;5.97;1;0;1;125;19;1025;252;78;170;4;t1012;2021-03-23
³ódzkie;rawski;44;9.07;2;0;2;41;9;696;100;45;54;1;t1013;2021-03-23
³ódzkie;sieradzki;78;6.65;0;0;0;118;15;672;257;80;176;1;t1014;2021-03-23
³ódzkie;skierniewicki;30;7.86;0;0;0;55;6;395;80;31;49;0;t1015;2021-03-23
³ódzkie;tomaszowski;79;6.80;0;0;0;94;15;719;273;85;181;7;t1016;2021-03-23
³ódzkie;wieluñski;33;4.34;0;0;0;50;6;366;77;35;40;2;t1017;2021-03-23
³ódzkie;wieruszowski;15;3.57;0;0;0;19;1;197;49;15;34;0;t1018;2021-03-23
³ódzkie;zduñskowolski;58;8.76;0;0;0;88;9;846;182;61;121;0;t1019;2021-03-23
³ódzkie;zgierski;146;8.79;0;0;0;212;50;1514;565;150;412;3;t1020;2021-03-23
³ódzkie;brzeziñski;23;7.47;0;0;0;33;2;392;86;25;61;0;t1021;2021-03-23
³ódzkie;£ódŸ;609;8.99;9;0;9;1182;245;7547;2243;653;1573;17;t1061;2021-03-23
³ódzkie;Piotrków Trybunalski;59;8.11;3;0;3;74;24;636;210;61;148;1;t1062;2021-03-23
³ódzkie;Skierniewice;64;13.35;2;0;2;72;15;506;145;68;77;0;t1063;2021-03-23
ma³opolskie;bocheñski;130;12.15;0;0;0;132;17;1360;284;134;147;3;t1201;2021-03-23
ma³opolskie;brzeski;58;6.23;0;0;0;69;7;1160;173;59;113;1;t1202;2021-03-23
ma³opolskie;chrzanowski;144;11.60;0;0;0;173;25;1260;372;147;221;4;t1203;2021-03-23
ma³opolskie;d¹browski;27;4.56;0;0;0;17;2;385;75;29;45;1;t1204;2021-03-23
ma³opolskie;gorlicki;37;3.40;1;0;1;44;7;695;133;40;90;3;t1205;2021-03-23
ma³opolskie;krakowski;368;13.12;2;2;0;465;91;3822;809;379;424;6;t1206;2021-03-23
ma³opolskie;limanowski;39;2.95;1;0;1;55;4;364;176;43;130;3;t1207;2021-03-23
ma³opolskie;miechowski;23;4.72;0;0;0;61;4;388;63;25;35;3;t1208;2021-03-23
ma³opolskie;myœlenicki;127;9.93;2;1;1;172;39;1358;259;130;115;14;t1209;2021-03-23
ma³opolskie;nowos¹decki;97;4.47;4;2;2;103;16;984;282;106;175;1;t1210;2021-03-23
ma³opolskie;nowotarski;27;1.41;0;0;0;47;5;358;155;29;125;1;t1211;2021-03-23
ma³opolskie;olkuski;77;6.94;0;0;0;138;22;988;210;80;128;2;t1212;2021-03-23
ma³opolskie;oœwiêcimski;68;4.44;1;0;1;237;43;1834;213;80;131;2;t1213;2021-03-23
ma³opolskie;proszowicki;24;5.56;0;0;0;33;4;404;92;25;64;3;t1214;2021-03-23
ma³opolskie;suski;25;2.97;0;0;0;54;6;597;97;26;71;0;t1215;2021-03-23
ma³opolskie;tarnowski;87;4.32;1;0;1;136;19;1387;259;91;165;3;t1216;2021-03-23
