wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;3271;0.85;52;11;41;217;10769;173976;25174;3676;21019;479;t0000
dolnoœl¹skie;boles³awiecki;2;0.22;0;0;0;0;31;401;34;2;32;0;t0201
dolnoœl¹skie;dzier¿oniowski;6;0.60;0;0;0;0;11;165;31;6;24;1;t0202
dolnoœl¹skie;g³ogowski;4;0.45;0;0;0;0;25;276;33;5;27;1;t0203
dolnoœl¹skie;górowski;1;0.29;0;0;0;0;3;101;22;1;21;0;t0204
dolnoœl¹skie;jaworski;2;0.40;0;0;0;2;9;131;11;3;8;0;t0205
dolnoœl¹skie;jeleniogórski;17;2.68;0;0;0;0;16;215;179;18;157;4;t0206
dolnoœl¹skie;kamiennogórski;1;0.23;0;0;0;0;6;69;14;1;11;2;t0207
dolnoœl¹skie;k³odzki;10;0.64;0;0;0;0;14;397;64;11;53;0;t0208
dolnoœl¹skie;legnicki;1;0.18;0;0;0;0;5;168;29;1;27;1;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;0;14;245;15;0;15;0;t0210
dolnoœl¹skie;lubiñski;1;0.09;0;0;0;3;25;187;24;1;23;0;t0211
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;3;106;12;0;12;0;t0212
dolnoœl¹skie;milicki;4;1.08;0;0;0;0;1;165;15;4;11;0;t0213
dolnoœl¹skie;oleœnicki;14;1.30;0;0;0;0;18;313;49;16;31;2;t0214
dolnoœl¹skie;o³awski;3;0.39;0;0;0;0;12;360;47;4;43;0;t0215
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;12;205;20;1;19;0;t0216
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;0;25;141;21;3;16;2;t0217
dolnoœl¹skie;œredzki;1;0.18;0;0;0;0;17;179;18;1;17;0;t0218
dolnoœl¹skie;œwidnicki;5;0.32;0;0;0;0;26;661;49;5;42;2;t0219
dolnoœl¹skie;trzebnicki;2;0.23;0;0;0;1;12;358;29;4;25;0;t0220
dolnoœl¹skie;wa³brzyski;2;0.36;0;0;0;0;5;132;55;3;51;1;t0221
dolnoœl¹skie;wo³owski;2;0.43;0;0;0;0;6;223;29;2;27;0;t0222
dolnoœl¹skie;wroc³awski;17;1.10;0;0;0;1;42;1054;81;18;62;1;t0223
dolnoœl¹skie;z¹bkowicki;5;0.78;0;0;0;0;13;294;58;6;50;2;t0224
dolnoœl¹skie;zgorzelecki;1;0.11;0;0;0;0;18;351;15;1;13;1;t0225
dolnoœl¹skie;z³otoryjski;4;0.92;0;0;0;0;8;137;17;4;12;1;t0226
dolnoœl¹skie;Jelenia Góra;11;1.40;0;0;0;0;2;255;162;11;150;1;t0261
dolnoœl¹skie;Legnica;7;0.71;0;0;0;1;7;515;39;7;30;2;t0262
dolnoœl¹skie;Wroc³aw;27;0.42;0;0;0;12;168;3539;360;30;325;5;t0264
dolnoœl¹skie;Wa³brzych;4;0.36;0;0;0;1;16;266;59;5;53;1;t0265
kujawsko-pomorskie;aleksandrowski;3;0.55;0;0;0;0;15;187;17;3;13;1;t0401
kujawsko-pomorskie;brodnicki;9;1.14;0;0;0;0;29;385;49;10;39;0;t0402
kujawsko-pomorskie;bydgoski;14;1.17;0;0;0;9;87;1123;76;17;53;6;t0403
kujawsko-pomorskie;che³miñski;3;0.58;0;0;0;1;37;554;29;3;26;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;1;0.22;0;0;0;0;17;227;17;2;15;0;t0405
kujawsko-pomorskie;grudzi¹dzki;5;1.24;0;0;0;0;20;354;20;6;14;0;t0406
kujawsko-pomorskie;inowroc³awski;7;0.44;1;0;1;0;49;826;60;8;51;1;t0407
kujawsko-pomorskie;lipnowski;5;0.76;0;0;0;0;9;250;44;5;38;1;t0408
kujawsko-pomorskie;mogileñski;1;0.22;0;0;0;0;16;224;13;1;12;0;t0409
kujawsko-pomorskie;nakielski;7;0.81;0;0;0;0;24;686;46;10;36;0;t0410
kujawsko-pomorskie;radziejowski;0;0;0;0;0;1;9;194;11;1;8;2;t0411
kujawsko-pomorskie;rypiñski;0;0;0;0;0;0;11;150;10;0;10;0;t0412
kujawsko-pomorskie;sêpoleñski;5;1.22;0;0;0;0;5;258;24;5;19;0;t0413
kujawsko-pomorskie;œwiecki;13;1.31;0;0;0;0;57;651;43;15;27;1;t0414
kujawsko-pomorskie;toruñski;9;0.83;0;0;0;1;57;773;39;9;29;1;t0415
kujawsko-pomorskie;tucholski;3;0.62;0;0;0;0;20;274;31;3;27;1;t0416
kujawsko-pomorskie;w¹brzeski;4;1.17;0;0;0;0;25;207;9;5;4;0;t0417
kujawsko-pomorskie;w³oc³awski;8;0.93;0;0;0;0;17;369;42;8;31;3;t0418
kujawsko-pomorskie;¿niñski;11;1.57;1;0;1;0;18;413;59;11;47;1;t0419
kujawsko-pomorskie;Bydgoszcz;53;1.53;0;0;0;31;221;2582;283;55;223;5;t0461
kujawsko-pomorskie;Grudzi¹dz;6;0.64;0;0;0;2;33;636;65;8;56;1;t0462
kujawsko-pomorskie;Toruñ;20;0.99;1;0;1;6;73;1122;83;20;63;0;t0463
kujawsko-pomorskie;W³oc³awek;14;1.28;0;0;0;0;49;448;74;14;59;1;t0464
lubelskie;bialski;1;0.09;4;2;2;2;18;360;26;1;25;0;t0601
lubelskie;bi³gorajski;5;0.50;0;0;0;3;7;223;29;5;22;2;t0602
lubelskie;che³mski;1;0.13;0;0;0;1;19;304;9;2;6;1;t0603
lubelskie;hrubieszowski;0;0;0;0;0;0;10;214;28;1;25;2;t0604
lubelskie;janowski;0;0;0;0;0;0;5;96;12;0;12;0;t0605
lubelskie;krasnostawski;3;0.48;0;0;0;0;39;365;32;8;24;0;t0606
lubelskie;kraœnicki;1;0.11;4;3;1;0;17;258;29;3;26;0;t0607
lubelskie;lubartowski;2;0.23;0;0;0;0;18;225;21;2;19;0;t0608
lubelskie;lubelski;8;0.51;0;0;0;0;24;611;68;8;60;0;t0609
lubelskie;³êczyñski;4;0.70;0;0;0;0;15;288;19;4;15;0;t0610
lubelskie;³ukowski;5;0.47;0;0;0;1;4;247;41;5;36;0;t0611
lubelskie;opolski;2;0.34;0;0;0;0;8;229;16;4;12;0;t0612
lubelskie;parczewski;3;0.87;0;0;0;0;3;81;10;4;6;0;t0613
lubelskie;pu³awski;6;0.53;0;0;0;2;24;506;42;7;33;2;t0614
lubelskie;radzyñski;1;0.17;0;0;0;0;5;119;34;2;32;0;t0615
lubelskie;rycki;0;0;0;0;0;1;18;283;13;2;11;0;t0616
lubelskie;œwidnicki;1;0.14;0;0;0;0;18;234;18;2;16;0;t0617
lubelskie;tomaszowski;2;0.24;0;0;0;1;18;282;33;5;26;2;t0618
lubelskie;w³odawski;6;1.57;0;0;0;4;27;253;16;6;9;1;t0619
lubelskie;zamojski;1;0.09;0;0;0;0;11;196;22;2;20;0;t0620
lubelskie;Bia³a Podlaska;3;0.52;1;1;0;0;19;183;10;3;7;0;t0661
lubelskie;Che³m;3;0.49;0;0;0;0;20;207;19;5;14;0;t0662
lubelskie;Lublin;24;0.71;0;0;0;9;119;1470;201;31;168;2;t0663
lubelskie;Zamoœæ;3;0.47;0;0;0;0;15;129;28;4;24;0;t0664
lubuskie;gorzowski;13;1.80;0;0;0;1;28;473;63;14;49;0;t0801
lubuskie;kroœnieñski;0;0;0;0;0;0;26;319;16;0;16;0;t0802
lubuskie;miêdzyrzecki;16;2.79;0;0;0;0;13;278;77;16;60;1;t0803
lubuskie;nowosolski;3;0.35;0;0;0;1;21;393;39;4;33;2;t0804
lubuskie;s³ubicki;3;0.64;0;0;0;0;17;269;25;3;21;1;t0805
lubuskie;strzelecko-drezdenecki;9;1.84;0;0;0;0;12;308;49;10;39;0;t0806
lubuskie;sulêciñski;5;1.42;0;0;0;0;13;230;37;5;32;0;t0807
lubuskie;œwiebodziñski;6;1.08;0;0;0;0;18;360;42;6;35;1;t0808
lubuskie;zielonogórski;5;0.66;0;0;0;5;15;331;40;6;34;0;t0809
lubuskie;¿agañski;1;0.13;0;0;0;0;9;192;34;2;32;0;t0810
lubuskie;¿arski;7;0.73;0;0;0;0;26;448;61;8;50;3;t0811
lubuskie;wschowski;1;0.26;0;0;0;0;6;100;31;1;29;1;t0812
lubuskie;Gorzów Wielkopolski;23;1.86;0;0;0;0;70;571;114;25;87;2;t0861
lubuskie;Zielona Góra;7;0.50;0;0;0;2;45;763;91;10;79;2;t0862
³ódzkie;be³chatowski;2;0.18;0;0;0;0;15;369;27;2;24;1;t1001
³ódzkie;kutnowski;6;0.62;0;0;0;0;18;368;30;6;24;0;t1002
³ódzkie;³aski;0;0;0;0;0;0;6;139;13;1;12;0;t1003
³ódzkie;³êczycki;0;0;0;0;0;0;12;242;9;0;9;0;t1004
³ódzkie;³owicki;4;0.51;0;0;0;0;30;284;49;4;43;2;t1005
³ódzkie;³ódzki wschodni;3;0.41;0;0;0;0;28;433;33;3;28;2;t1006
³ódzkie;opoczyñski;2;0.26;0;0;0;0;7;143;26;2;24;0;t1007
³ódzkie;pabianicki;3;0.25;0;0;0;0;70;532;44;3;41;0;t1008
³ódzkie;pajêczañski;3;0.59;0;0;0;0;2;160;14;3;11;0;t1009
³ódzkie;piotrkowski;4;0.44;0;0;0;0;12;283;23;4;19;0;t1010
³ódzkie;poddêbicki;0;0;0;0;0;0;12;173;16;0;14;2;t1011
³ódzkie;radomszczañski;2;0.18;0;0;0;0;19;341;41;3;37;1;t1012
³ódzkie;rawski;0;0;0;0;0;0;1;226;24;0;24;0;t1013
³ódzkie;sieradzki;8;0.68;0;0;0;1;18;399;70;10;59;1;t1014
³ódzkie;skierniewicki;0;0;2;0;2;0;11;249;15;0;15;0;t1015
³ódzkie;tomaszowski;2;0.17;0;0;0;0;26;460;36;3;31;2;t1016
³ódzkie;wieluñski;1;0.13;0;0;0;1;7;207;13;1;12;0;t1017
³ódzkie;wieruszowski;2;0.48;0;0;0;0;1;143;13;2;11;0;t1018
³ódzkie;zduñskowolski;3;0.45;0;0;0;0;18;231;37;3;32;2;t1019
³ódzkie;zgierski;5;0.30;0;0;0;1;59;799;71;7;64;0;t1020
³ódzkie;brzeziñski;2;0.65;0;0;0;0;8;125;12;3;9;0;t1021
³ódzkie;£ódŸ;43;0.63;0;0;0;3;309;3984;407;56;340;11;t1061
³ódzkie;Piotrków Trybunalski;1;0.14;0;0;0;0;12;299;47;3;44;0;t1062
³ódzkie;Skierniewice;1;0.21;0;0;0;0;19;218;22;2;19;1;t1063
ma³opolskie;bocheñski;4;0.37;0;0;0;0;14;216;57;4;52;1;t1201
ma³opolskie;brzeski;2;0.21;0;0;0;0;5;176;83;2;80;1;t1202
ma³opolskie;chrzanowski;4;0.32;0;0;0;0;13;303;71;4;67;0;t1203
ma³opolskie;d¹browski;2;0.34;0;0;0;0;3;79;23;2;20;1;t1204
ma³opolskie;gorlicki;3;0.28;0;0;0;0;7;177;54;3;50;1;t1205
ma³opolskie;krakowski;63;2.25;0;0;0;1;55;868;183;66;111;6;t1206
ma³opolskie;limanowski;3;0.23;0;0;0;0;6;194;47;3;44;0;t1207
ma³opolskie;miechowski;0;0;0;0;0;0;10;120;8;1;7;0;t1208
ma³opolskie;myœlenicki;9;0.70;0;0;0;0;10;346;50;10;40;0;t1209
ma³opolskie;nowos¹decki;5;0.23;0;0;0;0;6;282;61;5;52;4;t1210
ma³opolskie;nowotarski;1;0.05;0;0;0;0;10;217;45;2;38;5;t1211
ma³opolskie;olkuski;4;0.36;0;0;0;0;3;220;27;4;22;1;t1212
ma³opolskie;oœwiêcimski;7;0.46;0;0;0;0;13;460;55;7;48;0;t1213
ma³opolskie;proszowicki;2;0.46;0;0;0;0;3;86;11;2;8;1;t1214
ma³opolskie;suski;3;0.36;0;0;0;0;18;189;31;3;28;0;t1215
ma³opolskie;tarnowski;4;0.20;0;0;0;0;20;339;57;5;50;2;t1216
ma³opolskie;tatrzañski;3;0.44;0;0;0;0;5;125;22;3;17;2;t1217
ma³opolskie;wadowicki;12;0.75;0;0;0;1;16;347;59;14;45;0;t1218
ma³opolskie;wielicki;10;0.77;0;0;0;0;13;423;46;11;34;1;t1219
ma³opolskie;Kraków;154;1.97;0;0;0;2;164;3289;511;156;341;14;t1261
ma³opolskie;Nowy S¹cz;3;0.36;0;0;0;0;9;124;42;6;33;3;t1262
ma³opolskie;Tarnów;8;0.74;0;0;0;0;13;216;40;9;31;0;t1263
mazowieckie;bia³obrzeski;9;2.70;0;0;0;1;7;217;22;11;10;1;t1401
mazowieckie;ciechanowski;1;0.11;0;0;0;0;29;307;30;1;28;1;t1402
mazowieckie;garwoliñski;3;0.28;0;0;0;0;10;256;102;4;98;0;t1403
mazowieckie;gostyniñski;0;0;0;0;0;0;6;115;9;0;9;0;t1404
mazowieckie;grodziski;10;1.03;0;0;0;0;40;824;272;11;260;1;t1405
mazowieckie;grójecki;19;1.94;0;0;0;1;14;1668;145;22;119;4;t1406
mazowieckie;kozienicki;9;1.51;2;0;2;0;15;427;48;9;38;1;t1407
mazowieckie;legionowski;13;1.09;0;0;0;0;30;719;120;15;104;1;t1408
mazowieckie;lipski;2;0.59;0;0;0;0;1;128;25;3;21;1;t1409
mazowieckie;³osicki;1;0.33;0;0;0;0;7;122;7;1;6;0;t1410
mazowieckie;makowski;3;0.67;0;0;0;0;19;156;26;3;23;0;t1411
mazowieckie;miñski;10;0.65;0;0;0;0;46;678;114;13;99;2;t1412
mazowieckie;m³awski;5;0.69;0;0;0;0;12;372;26;5;19;2;t1413
mazowieckie;nowodworski;7;0.88;0;0;0;1;27;495;169;7;161;1;t1414
mazowieckie;ostro³êcki;3;0.34;0;0;0;0;11;220;23;3;19;1;t1415
mazowieckie;ostrowski;0;0;0;0;0;0;10;218;14;0;14;0;t1416
mazowieckie;otwocki;38;3.05;0;0;0;0;59;856;323;42;276;5;t1417
mazowieckie;piaseczyñski;19;1.00;0;0;0;0;109;1764;162;21;134;7;t1418
mazowieckie;p³ocki;3;0.27;0;0;0;0;31;422;34;3;30;1;t1419
mazowieckie;p³oñski;9;1.04;0;0;0;0;19;460;197;9;183;5;t1420
mazowieckie;pruszkowski;34;2.04;0;0;0;0;43;1578;188;34;150;4;t1421
mazowieckie;przasnyski;12;2.29;0;0;0;0;3;242;54;12;42;0;t1422
mazowieckie;przysuski;3;0.73;0;0;0;0;2;138;18;3;13;2;t1423
mazowieckie;pu³tuski;1;0.19;0;0;0;0;7;240;31;1;30;0;t1424
mazowieckie;radomski;9;0.59;0;0;0;1;28;414;103;10;92;1;t1425
mazowieckie;siedlecki;4;0.49;0;0;0;0;10;318;20;4;16;0;t1426
mazowieckie;sierpecki;1;0.19;0;0;0;1;5;207;18;1;17;0;t1427
mazowieckie;sochaczewski;2;0.24;0;0;0;1;16;732;65;4;60;1;t1428
mazowieckie;soko³owski;0;0;0;0;0;0;13;154;15;0;15;0;t1429
mazowieckie;szyd³owiecki;1;0.25;0;0;0;0;2;71;34;4;28;2;t1430
mazowieckie;warszawski zachodni;10;0.84;0;0;0;0;29;1103;124;12;108;4;t1432
mazowieckie;wêgrowski;3;0.46;0;0;0;1;11;180;27;3;24;0;t1433
mazowieckie;wo³omiñski;12;0.48;0;0;0;0;60;1615;579;16;556;7;t1434
mazowieckie;wyszkowski;3;0.40;0;0;0;0;11;207;57;3;54;0;t1435
mazowieckie;zwoleñski;3;0.83;0;0;0;0;3;98;30;3;25;2;t1436
mazowieckie;¿uromiñski;0;0;0;0;0;0;5;86;10;0;10;0;t1437
mazowieckie;¿yrardowski;26;3.44;0;0;0;0;25;537;135;26;108;1;t1438
mazowieckie;Ostro³êka;3;0.58;0;0;0;0;7;168;16;3;13;0;t1461
mazowieckie;P³ock;6;0.50;0;0;0;0;31;420;39;6;32;1;t1462
mazowieckie;Radom;9;0.43;0;0;0;1;48;577;114;13;100;1;t1463
mazowieckie;Siedlce;3;0.38;0;0;0;0;18;274;34;3;31;0;t1464
mazowieckie;Warszawa;165;0.92;9;0;9;18;524;13679;1916;186;1703;27;t1465
opolskie;brzeski;12;1.34;0;0;0;3;18;477;62;15;45;2;t1601
opolskie;g³ubczycki;6;1.32;0;0;0;0;15;187;26;6;20;0;t1602
opolskie;kêdzierzyñsko-kozielski;8;0.86;0;0;0;2;30;354;78;8;70;0;t1603
opolskie;kluczborski;8;1.23;0;0;0;0;6;194;119;10;109;0;t1604
opolskie;krapkowicki;8;1.26;0;0;0;0;10;249;42;8;33;1;t1605
opolskie;namys³owski;1;0.23;0;0;0;0;7;158;148;1;146;1;t1606
opolskie;nyski;31;2.29;0;0;0;0;49;373;118;31;84;3;t1607
opolskie;oleski;6;0.94;0;0;0;0;9;197;70;7;63;0;t1608
opolskie;opolski;7;0.57;0;0;0;0;41;541;103;10;92;1;t1609
opolskie;prudnicki;4;0.73;0;0;0;0;4;136;40;4;36;0;t1610
opolskie;strzelecki;9;1.21;0;0;0;0;22;266;77;10;65;2;t1611
opolskie;Opole;25;1.95;0;0;0;0;39;991;129;26;102;1;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;0;6;73;5;0;5;0;t1801
podkarpackie;brzozowski;1;0.15;0;0;0;0;4;115;26;1;25;0;t1802
podkarpackie;dêbicki;5;0.37;0;0;0;0;12;198;36;5;30;1;t1803
podkarpackie;jaros³awski;3;0.25;0;0;0;0;15;371;31;4;27;0;t1804
podkarpackie;jasielski;1;0.09;0;0;0;0;3;152;33;1;31;1;t1805
podkarpackie;kolbuszowski;0;0;0;0;0;0;7;87;25;0;24;1;t1806
podkarpackie;kroœnieñski;0;0;0;0;0;0;5;97;16;0;16;0;t1807
podkarpackie;le¿ajski;12;1.73;0;0;0;0;3;172;49;12;32;5;t1808
podkarpackie;lubaczowski;8;1.46;3;2;1;1;22;333;27;8;19;0;t1809
podkarpackie;³añcucki;5;0.62;0;0;0;0;15;256;37;6;29;2;t1810
podkarpackie;mielecki;2;0.15;0;0;0;0;23;266;32;5;27;0;t1811
podkarpackie;ni¿añski;3;0.45;0;0;0;0;7;167;9;3;6;0;t1812
podkarpackie;przemyski;1;0.14;0;0;0;0;16;230;29;4;24;1;t1813
podkarpackie;przeworski;3;0.38;0;0;0;0;4;154;21;3;18;0;t1814
podkarpackie;ropczycko-sêdziszowski;6;0.80;0;0;0;0;3;118;29;6;21;2;t1815
podkarpackie;rzeszowski;16;0.94;0;0;0;0;15;477;60;18;41;1;t1816
podkarpackie;sanocki;1;0.11;0;0;0;0;6;147;37;1;36;0;t1817
podkarpackie;stalowowolski;2;0.19;1;0;1;0;10;296;17;3;14;0;t1818
podkarpackie;strzy¿owski;1;0.16;0;0;0;0;8;101;11;1;9;1;t1819
podkarpackie;tarnobrzeski;0;0;0;0;0;0;15;149;15;0;15;0;t1820
podkarpackie;leski;0;0;0;0;0;0;2;65;4;0;4;0;t1821
podkarpackie;Krosno;1;0.22;0;0;0;1;5;35;8;1;7;0;t1861
podkarpackie;Przemyœl;1;0.17;0;0;0;0;8;186;23;1;21;1;t1862
podkarpackie;Rzeszów;11;0.56;0;0;0;0;29;651;87;12;74;1;t1863
podkarpackie;Tarnobrzeg;0;0;0;0;0;0;9;105;11;0;11;0;t1864
podlaskie;augustowski;2;0.35;0;0;0;0;8;175;16;2;13;1;t2001
podlaskie;bia³ostocki;11;0.73;0;0;0;0;73;666;64;15;49;0;t2002
podlaskie;bielski;2;0.37;0;0;0;0;7;152;13;2;11;0;t2003
podlaskie;grajewski;3;0.64;0;0;0;0;1;117;23;3;20;0;t2004
podlaskie;hajnowski;21;4.97;0;0;0;0;11;330;30;22;8;0;t2005
podlaskie;kolneñski;1;0.26;0;0;0;0;6;105;6;1;5;0;t2006
podlaskie;³om¿yñski;3;0.59;0;0;0;0;8;195;9;3;6;0;t2007
podlaskie;moniecki;0;0;0;0;0;1;14;140;2;0;2;0;t2008
podlaskie;sejneñski;0;0;0;0;0;0;1;61;0;0;0;0;t2009
podlaskie;siemiatycki;0;0;0;0;0;0;9;114;8;0;8;0;t2010
podlaskie;sokólski;2;0.30;0;0;0;0;33;291;13;3;10;0;t2011
podlaskie;suwalski;2;0.56;0;0;0;0;5;109;8;3;5;0;t2012
podlaskie;wysokomazowiecki;2;0.35;0;0;0;0;7;154;23;3;20;0;t2013
