wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;6379;1.66;247;46;201;11529;6326;149615;48897;7077;41122;698;t0000;2021-02-11
dolnoœl¹skie;boles³awiecki;3;0.33;2;0;2;12;13;213;125;3;122;0;t0201;2021-02-11
dolnoœl¹skie;dzier¿oniowski;18;1.79;0;0;0;21;1;139;131;21;109;1;t0202;2021-02-11
dolnoœl¹skie;g³ogowski;11;1.24;0;0;0;17;14;136;78;11;67;0;t0203;2021-02-11
dolnoœl¹skie;górowski;2;0.58;0;0;0;8;1;44;33;3;30;0;t0204;2021-02-11
dolnoœl¹skie;jaworski;5;1.00;0;0;0;3;5;80;40;5;34;1;t0205;2021-02-11
dolnoœl¹skie;jeleniogórski;5;0.79;1;0;1;5;2;151;49;5;44;0;t0206;2021-02-11
dolnoœl¹skie;kamiennogórski;7;1.63;0;0;0;9;2;139;38;7;30;1;t0207;2021-02-11
dolnoœl¹skie;k³odzki;44;2.80;7;0;7;58;19;786;261;59;202;0;t0208;2021-02-11
dolnoœl¹skie;legnicki;3;0.54;0;0;0;5;3;124;48;3;40;5;t0209;2021-02-11
dolnoœl¹skie;lubañski;4;0.74;0;0;0;16;3;160;42;4;36;2;t0210;2021-02-11
dolnoœl¹skie;lubiñski;5;0.47;0;0;0;14;21;132;101;5;92;4;t0211;2021-02-11
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;10;2;84;73;5;68;0;t0212;2021-02-11
dolnoœl¹skie;milicki;1;0.27;0;0;0;3;3;67;36;1;35;0;t0213;2021-02-11
dolnoœl¹skie;oleœnicki;6;0.56;1;1;0;19;15;274;89;6;80;3;t0214;2021-02-11
dolnoœl¹skie;o³awski;10;1.30;3;2;1;27;23;301;77;11;66;0;t0215;2021-02-11
dolnoœl¹skie;polkowicki;8;1.27;1;1;0;7;6;128;76;9;66;1;t0216;2021-02-11
dolnoœl¹skie;strzeliñski;3;0.69;0;0;0;14;2;59;46;4;42;0;t0217;2021-02-11
dolnoœl¹skie;œredzki;15;2.71;0;0;0;35;5;230;62;15;47;0;t0218;2021-02-11
dolnoœl¹skie;œwidnicki;15;0.96;1;0;1;17;13;468;128;17;109;2;t0219;2021-02-11
dolnoœl¹skie;trzebnicki;10;1.17;0;0;0;23;19;275;59;10;48;1;t0220;2021-02-11
dolnoœl¹skie;wa³brzyski;14;2.53;0;0;0;23;1;173;80;15;65;0;t0221;2021-02-11
dolnoœl¹skie;wo³owski;20;4.28;0;0;0;9;1;80;101;21;72;8;t0222;2021-02-11
dolnoœl¹skie;wroc³awski;43;2.79;0;0;0;61;17;591;236;44;189;3;t0223;2021-02-11
dolnoœl¹skie;z¹bkowicki;4;0.62;0;0;0;9;0;106;43;5;35;3;t0224;2021-02-11
dolnoœl¹skie;zgorzelecki;12;1.35;2;0;2;21;15;328;66;12;54;0;t0225;2021-02-11
dolnoœl¹skie;z³otoryjski;3;0.69;0;0;0;4;7;74;53;3;49;1;t0226;2021-02-11
dolnoœl¹skie;Jelenia Góra;9;1.14;0;0;0;13;5;191;70;10;60;0;t0261;2021-02-11
dolnoœl¹skie;Legnica;13;1.31;1;1;0;25;10;332;122;15;104;3;t0262;2021-02-11
dolnoœl¹skie;Wroc³aw;84;1.30;2;2;0;335;99;2139;925;92;824;9;t0264;2021-02-11
