wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;13747;3.58;470;113;357;17279;232242;55051;14880;38673;1498;t0000;2020-12-09
dolnośląskie;bolesławiecki;45;5.0;0;0;0;69;662;158;47;108;3;t0201;2020-12-09
dolnośląskie;dzierżoniowski;11;1.09;0;0;0;20;329;81;12;67;2;t0202;2020-12-09
dolnośląskie;głogowski;28;3.15;0;0;0;40;583;119;29;88;2;t0203;2020-12-09
dolnośląskie;górowski;12;3.46;1;0;1;11;203;40;13;27;0;t0204;2020-12-09
dolnośląskie;jaworski;23;4.61;0;0;0;18;265;84;24;58;2;t0205;2020-12-09
dolnośląskie;jeleniogórski;15;2.37;1;1;0;12;294;60;15;44;1;t0206;2020-12-09
dolnośląskie;kamiennogórski;13;3.02;0;0;0;15;200;54;14;37;3;t0207;2020-12-09
dolnośląskie;kłodzki;23;1.46;0;0;0;45;585;109;25;83;1;t0208;2020-12-09
dolnośląskie;legnicki;12;2.17;0;0;0;21;290;63;13;44;6;t0209;2020-12-09
dolnośląskie;lubański;18;3.33;1;1;0;17;393;52;20;30;2;t0210;2020-12-09
dolnośląskie;lubiński;44;4.15;1;0;1;45;590;212;50;159;3;t0211;2020-12-09
dolnośląskie;lwówecki;10;2.18;0;0;0;16;226;55;12;34;9;t0212;2020-12-09
dolnośląskie;milicki;10;2.71;0;0;0;9;160;42;11;30;1;t0213;2020-12-09
dolnośląskie;oleśnicki;31;2.89;1;0;1;38;782;155;36;116;3;t0214;2020-12-09
dolnośląskie;oławski;30;3.9;2;1;1;25;659;98;37;59;2;t0215;2020-12-09
dolnośląskie;polkowicki;19;3.01;0;0;0;24;438;62;20;41;1;t0216;2020-12-09
dolnośląskie;strzeliński;9;2.07;1;1;0;16;237;45;10;35;0;t0217;2020-12-09
dolnośląskie;średzki;16;2.89;0;0;0;17;394;59;18;38;3;t0218;2020-12-09
dolnośląskie;świdnicki;41;2.62;2;0;2;48;1137;151;45;102;4;t0219;2020-12-09
dolnośląskie;trzebnicki;36;4.22;0;0;0;23;646;112;40;71;1;t0220;2020-12-09
dolnośląskie;wałbrzyski;34;6.14;0;0;0;36;397;91;36;55;0;t0221;2020-12-09
dolnośląskie;wołowski;9;1.93;1;0;1;21;378;53;9;43;1;t0222;2020-12-09
dolnośląskie;wrocławski;55;3.57;1;0;1;80;1030;232;58;171;3;t0223;2020-12-09
dolnośląskie;ząbkowicki;17;2.64;0;0;0;11;265;64;17;46;1;t0224;2020-12-09
dolnośląskie;zgorzelecki;37;4.17;3;2;1;50;610;100;37;57;6;t0225;2020-12-09
dolnośląskie;złotoryjski;6;1.39;3;0;3;12;438;31;7;23;1;t0226;2020-12-09
dolnośląskie;Jelenia Góra;12;1.52;2;1;1;28;407;78;14;62;2;t0261;2020-12-09
dolnośląskie;Legnica;75;7.57;0;0;0;48;572;186;77;103;6;t0262;2020-12-09
dolnośląskie;Wrocław;257;3.99;3;0;3;321;3596;1371;294;1037;40;t0264;2020-12-09
dolnośląskie;Wałbrzych;38;3.44;1;0;1;30;498;223;44;177;2;t0265;2020-12-09
kujawsko-pomorskie;aleksandrowski;19;3.45;2;0;2;27;326;132;24;104;4;t0401;2020-12-09
kujawsko-pomorskie;brodnicki;25;3.16;2;0;2;45;652;77;25;51;1;t0402;2020-12-09
kujawsko-pomorskie;bydgoski;85;7.12;0;0;0;104;1149;313;88;209;16;t0403;2020-12-09
kujawsko-pomorskie;chełmiński;36;6.95;0;0;0;29;517;137;39;93;5;t0404;2020-12-09
kujawsko-pomorskie;golubsko-dobrzyński;49;10.9;0;0;0;21;286;91;49;40;2;t0405;2020-12-09
kujawsko-pomorskie;grudziądzki;26;6.47;0;0;0;21;498;131;27;100;4;t0406;2020-12-09
kujawsko-pomorskie;inowrocławski;126;7.91;6;0;6;80;1109;352;134;204;14;t0407;2020-12-09
kujawsko-pomorskie;lipnowski;23;3.51;1;0;1;30;550;93;25;64;4;t0408;2020-12-09
kujawsko-pomorskie;mogileński;29;6.37;2;0;2;15;310;76;30;43;3;t0409;2020-12-09
kujawsko-pomorskie;nakielski;45;5.22;7;0;7;94;867;140;46;88;6;t0410;2020-12-09
