wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;4683;1.22;110;22;88;307;7934;176192;30965;5187;25208;570;t0000
dolnoœl¹skie;boles³awiecki;14;1.56;0;0;0;1;17;445;59;15;43;1;t0201
dolnoœl¹skie;dzier¿oniowski;15;1.49;0;0;0;0;11;182;61;16;45;0;t0202
dolnoœl¹skie;g³ogowski;6;0.68;1;0;1;0;19;258;42;6;35;1;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;0;2;94;23;0;23;0;t0204
dolnoœl¹skie;jaworski;7;1.40;0;0;0;0;6;139;36;7;29;0;t0205
dolnoœl¹skie;jeleniogórski;12;1.89;0;0;0;0;14;225;65;12;52;1;t0206
dolnoœl¹skie;kamiennogórski;3;0.70;0;0;0;0;3;83;84;3;79;2;t0207
dolnoœl¹skie;k³odzki;9;0.57;0;0;0;0;33;533;94;11;83;0;t0208
dolnoœl¹skie;legnicki;6;1.09;0;0;0;0;5;155;36;7;28;1;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;0;20;238;29;0;29;0;t0210
dolnoœl¹skie;lubiñski;2;0.19;0;0;0;0;15;210;58;5;52;1;t0211
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;0;5;92;23;3;20;0;t0212
dolnoœl¹skie;milicki;0;0;0;0;0;0;3;113;11;0;11;0;t0213
dolnoœl¹skie;oleœnicki;5;0.47;0;0;0;2;19;378;62;9;53;0;t0214
dolnoœl¹skie;o³awski;11;1.43;0;0;0;0;9;406;63;12;51;0;t0215
dolnoœl¹skie;polkowicki;4;0.63;0;0;0;0;5;172;31;6;25;0;t0216
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;0;6;114;14;3;11;0;t0217
dolnoœl¹skie;œredzki;7;1.26;0;0;0;0;14;230;38;7;31;0;t0218
dolnoœl¹skie;œwidnicki;12;0.77;1;0;1;1;18;634;92;13;79;0;t0219
