wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;12447;3.25;605;155;450;17318;189322;54467;13646;39592;1229;t0000;2020-12-15
dolnośląskie;bolesławiecki;34;3.78;1;0;1;63;445;110;34;72;4;t0201;2020-12-15
dolnośląskie;dzierżoniowski;15;1.49;1;0;1;24;264;81;15;65;1;t0202;2020-12-15
dolnośląskie;głogowski;16;1.8;3;0;3;42;378;82;17;65;0;t0203;2020-12-15
dolnośląskie;górowski;8;2.31;0;0;0;15;151;30;9;21;0;t0204;2020-12-15
dolnośląskie;jaworski;7;1.4;1;1;0;27;155;42;10;30;2;t0205;2020-12-15
dolnośląskie;jeleniogórski;11;1.74;1;0;1;22;247;75;12;61;2;t0206;2020-12-15
dolnośląskie;kamiennogórski;7;1.63;0;0;0;7;158;61;7;53;1;t0207;2020-12-15
dolnośląskie;kłodzki;26;1.65;1;0;1;49;451;156;28;123;5;t0208;2020-12-15
dolnośląskie;legnicki;8;1.45;0;0;0;6;213;57;10;46;1;t0209;2020-12-15
dolnośląskie;lubański;5;0.92;0;0;0;21;333;36;9;27;0;t0210;2020-12-15
dolnośląskie;lubiński;38;3.58;1;0;1;48;473;181;39;138;4;t0211;2020-12-15
dolnośląskie;lwówecki;9;1.97;0;0;0;24;187;51;12;37;2;t0212;2020-12-15
dolnośląskie;milicki;14;3.79;0;0;0;18;153;42;15;26;1;t0213;2020-12-15
dolnośląskie;oleśnicki;31;2.89;2;0;2;43;596;142;33;106;3;t0214;2020-12-15
dolnośląskie;oławski;18;2.34;4;3;1;34;530;91;18;72;1;t0215;2020-12-15
dolnośląskie;polkowicki;4;0.63;2;1;1;24;298;40;5;35;0;t0216;2020-12-15
dolnośląskie;strzeliński;20;4.6;0;0;0;16;199;49;21;28;0;t0217;2020-12-15
dolnośląskie;średzki;14;2.53;0;0;0;17;325;64;16;48;0;t0218;2020-12-15
dolnośląskie;świdnicki;38;2.43;0;0;0;70;872;184;48;133;3;t0219;2020-12-15
dolnośląskie;trzebnicki;15;1.76;1;0;1;30;422;65;15;49;1;t0220;2020-12-15
dolnośląskie;wałbrzyski;11;1.99;1;0;1;23;354;130;14;116;0;t0221;2020-12-15
dolnośląskie;wołowski;3;0.64;1;0;1;21;297;39;6;33;0;t0222;2020-12-15
dolnośląskie;wrocławski;32;2.08;3;0;3;76;866;177;35;133;9;t0223;2020-12-15
dolnośląskie;ząbkowicki;7;1.09;0;0;0;17;235;32;9;23;0;t0224;2020-12-15
dolnośląskie;zgorzelecki;29;3.27;0;0;0;34;487;75;30;44;1;t0225;2020-12-15
dolnośląskie;złotoryjski;7;1.62;1;1;0;20;329;26;10;15;1;t0226;2020-12-15
dolnośląskie;Jelenia Góra;11;1.4;4;1;3;31;309;83;13;68;2;t0261;2020-12-15
dolnośląskie;Legnica;24;2.42;1;0;1;38;480;129;28;98;3;t0262;2020-12-15
dolnośląskie;Wrocław;154;2.39;8;0;8;285;2772;991;179;794;18;t0264;2020-12-15
dolnośląskie;Wałbrzych;18;1.63;3;0;3;39;433;246;22;222;2;t0265;2020-12-15
kujawsko-pomorskie;aleksandrowski;14;2.55;0;0;0;33;216;49;15;31;3;t0401;2020-12-15
kujawsko-pomorskie;brodnicki;38;4.8;0;0;0;31;463;107;40;67;0;t0402;2020-12-15
kujawsko-pomorskie;bydgoski;70;5.86;3;1;2;120;1134;257;73;179;5;t0403;2020-12-15
kujawsko-pomorskie;chełmiński;31;5.98;1;0;1;33;438;137;31;105;1;t0404;2020-12-15
kujawsko-pomorskie;golubsko-dobrzyński;10;2.22;0;0;0;20;243;36;10;24;2;t0405;2020-12-15
kujawsko-pomorskie;grudziądzki;34;8.46;0;0;0;28;382;84;34;47;3;t0406;2020-12-15
kujawsko-pomorskie;inowrocławski;54;3.39;8;0;8;95;994;192;59;125;8;t0407;2020-12-15
kujawsko-pomorskie;lipnowski;15;2.29;0;0;0;14;415;51;15;36;0;t0408;2020-12-15
kujawsko-pomorskie;mogileński;19;4.17;2;0;2;28;246;50;21;28;1;t0409;2020-12-15
kujawsko-pomorskie;nakielski;36;4.18;3;0;3;62;783;129;37;88;4;t0410;2020-12-15
kujawsko-pomorskie;radziejowski;36;8.95;3;0;3;26;272;69;37;31;1;t0411;2020-12-15
kujawsko-pomorskie;rypiński;7;1.61;2;0;2;15;183;45;9;35;1;t0412;2020-12-15
kujawsko-pomorskie;sępoleński;49;11.97;1;0;1;25;317;121;52;65;4;t0413;2020-12-15
kujawsko-pomorskie;świecki;47;4.75;3;2;1;71;930;172;50;118;4;t0414;2020-12-15
kujawsko-pomorskie;toruński;71;6.52;0;0;0;94;1158;208;73;129;6;t0415;2020-12-15
kujawsko-pomorskie;tucholski;43;8.9;1;0;1;40;440;101;43;55;3;t0416;2020-12-15
kujawsko-pomorskie;wąbrzeski;2;0.59;1;1;0;22;235;25;6;19;0;t0417;2020-12-15
kujawsko-pomorskie;włocławski;31;3.61;0;0;0;40;630;94;31;57;6;t0418;2020-12-15
kujawsko-pomorskie;żniński;53;7.56;8;1;7;50;556;223;70;151;2;t0419;2020-12-15
kujawsko-pomorskie;Bydgoszcz;234;6.75;6;1;5;381;2487;839;251;576;12;t0461;2020-12-15
kujawsko-pomorskie;Grudziądz;108;11.48;1;0;1;91;961;262;114;137;11;t0462;2020-12-15
kujawsko-pomorskie;Toruń;137;6.81;2;1;1;231;1421;565;146;413;6;t0463;2020-12-15
kujawsko-pomorskie;Włocławek;50;4.57;0;0;0;54;635;173;52;119;2;t0464;2020-12-15
lubelskie;bialski;25;2.26;3;2;1;33;535;93;27;66;0;t0601;2020-12-15
lubelskie;biłgorajski;11;1.09;1;0;1;11;212;89;11;77;1;t0602;2020-12-15
lubelskie;chełmski;25;3.22;0;0;0;31;455;108;30;75;3;t0603;2020-12-15
lubelskie;hrubieszowski;12;1.92;2;0;2;31;262;71;14;57;0;t0604;2020-12-15
lubelskie;janowski;4;0.88;0;0;0;9;128;31;4;27;0;t0605;2020-12-15
lubelskie;krasnostawski;39;6.2;4;0;4;23;439;130;41;84;5;t0606;2020-12-15
lubelskie;kraśnicki;36;3.79;0;0;0;38;360;141;42;99;0;t0607;2020-12-15
lubelskie;lubartowski;7;0.79;0;0;0;22;436;64;11;49;4;t0608;2020-12-15
lubelskie;lubelski;65;4.17;2;1;1;67;847;220;71;149;0;t0609;2020-12-15
lubelskie;łęczyński;31;5.41;1;0;1;31;334;103;33;70;0;t0610;2020-12-15
lubelskie;łukowski;9;0.84;3;0;3;19;270;103;9;92;2;t0611;2020-12-15
lubelskie;opolski;21;3.56;0;0;0;15;240;69;21;47;1;t0612;2020-12-15
lubelskie;parczewski;1;0.29;1;0;1;7;155;15;2;12;1;t0613;2020-12-15
lubelskie;puławski;50;4.43;0;0;0;74;583;153;51;100;2;t0614;2020-12-15
lubelskie;radzyński;7;1.19;1;0;1;10;146;56;7;48;1;t0615;2020-12-15
lubelskie;rycki;9;1.61;0;0;0;19;205;40;9;31;0;t0616;2020-12-15
lubelskie;świdnicki;39;5.44;0;0;0;50;573;140;44;95;1;t0617;2020-12-15
lubelskie;tomaszowski;3;0.36;1;0;1;32;269;52;4;47;1;t0618;2020-12-15
lubelskie;włodawski;13;3.4;2;0;2;12;170;52;14;37;1;t0619;2020-12-15
