wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;27278;7.11;356;78;278;39272;11222;356227;86240;30092;54393;1755;t0000;2021-03-17
dolnoœl¹skie;boles³awiecki;22;2.44;0;0;0;44;11;292;173;23;148;2;t0201;2021-03-17
dolnoœl¹skie;dzier¿oniowski;74;7.36;3;0;3;78;22;554;170;82;83;5;t0202;2021-03-17
dolnoœl¹skie;g³ogowski;65;7.32;0;0;0;80;6;688;216;97;118;1;t0203;2021-03-17
dolnoœl¹skie;górowski;14;4.03;0;0;0;25;5;164;49;14;35;0;t0204;2021-03-17
dolnoœl¹skie;jaworski;37;7.41;0;0;0;26;3;191;83;38;44;1;t0205;2021-03-17
dolnoœl¹skie;jeleniogórski;19;3.00;1;0;1;42;10;359;75;19;56;0;t0206;2021-03-17
dolnoœl¹skie;kamiennogórski;55;12.77;1;1;0;70;22;807;119;60;57;2;t0207;2021-03-17
dolnoœl¹skie;k³odzki;181;11.51;0;0;0;157;41;1951;381;187;190;4;t0208;2021-03-17
dolnoœl¹skie;legnicki;32;5.80;0;0;0;30;3;334;85;34;49;2;t0209;2021-03-17
dolnoœl¹skie;lubañski;18;3.33;0;0;0;27;7;271;62;19;43;0;t0210;2021-03-17
dolnoœl¹skie;lubiñski;124;11.69;0;0;0;87;23;599;267;131;134;2;t0211;2021-03-17
dolnoœl¹skie;lwówecki;19;4.15;0;0;0;46;10;211;93;21;71;1;t0212;2021-03-17
dolnoœl¹skie;milicki;19;5.15;0;0;0;53;8;572;62;20;42;0;t0213;2021-03-17
dolnoœl¹skie;oleœnicki;63;5.87;0;0;0;88;16;910;192;66;124;2;t0214;2021-03-17
dolnoœl¹skie;o³awski;86;11.19;0;0;0;88;14;929;174;86;86;2;t0215;2021-03-17
dolnoœl¹skie;polkowicki;56;8.88;0;0;0;43;6;406;152;62;90;0;t0216;2021-03-17
dolnoœl¹skie;strzeliñski;80;18.41;0;0;0;63;35;935;118;81;33;4;t0217;2021-03-17
dolnoœl¹skie;œredzki;43;7.77;0;0;0;64;6;514;115;46;69;0;t0218;2021-03-17
dolnoœl¹skie;œwidnicki;106;6.77;0;0;0;137;35;1650;289;109;174;6;t0219;2021-03-17
dolnoœl¹skie;trzebnicki;61;7.14;0;0;0;89;28;886;168;78;88;2;t0220;2021-03-17
dolnoœl¹skie;wa³brzyski;51;9.20;0;0;0;70;23;710;115;58;56;1;t0221;2021-03-17
dolnoœl¹skie;wo³owski;25;5.35;0;0;0;25;5;251;133;38;92;3;t0222;2021-03-17
dolnoœl¹skie;wroc³awski;214;13.91;0;0;0;236;74;2005;511;239;267;5;t0223;2021-03-17
dolnoœl¹skie;z¹bkowicki;53;8.22;0;0;0;74;9;541;115;54;59;2;t0224;2021-03-17
dolnoœl¹skie;zgorzelecki;33;3.72;0;0;0;56;17;514;144;33;110;1;t0225;2021-03-17
dolnoœl¹skie;z³otoryjski;7;1.62;0;0;0;26;5;134;40;7;29;4;t0226;2021-03-17
dolnoœl¹skie;Jelenia Góra;47;5.97;0;0;0;75;22;603;166;50;115;1;t0261;2021-03-17
dolnoœl¹skie;Legnica;74;7.47;0;0;0;76;9;808;198;74;121;3;t0262;2021-03-17
dolnoœl¹skie;Wroc³aw;608;9.44;5;4;1;883;224;5945;1859;694;1138;27;t0264;2021-03-17
dolnoœl¹skie;Wa³brzych;82;7.41;0;0;0;103;19;1092;208;91;116;1;t0265;2021-03-17
kujawsko-pomorskie;aleksandrowski;60;10.91;0;0;0;82;11;606;135;61;71;3;t0401;2021-03-17
