wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;4633;1.21;77;34;43;443;172680;23918;6015;17341;562;t0000;2020-12-20
dolnośląskie;bolesławiecki;2;0.22;0;0;0;1;355;30;3;25;2;t0201;2020-12-20
dolnośląskie;dzierżoniowski;1;0.1;0;0;0;0;206;29;2;26;1;t0202;2020-12-20
dolnośląskie;głogowski;1;0.11;0;0;0;0;280;18;2;15;1;t0203;2020-12-20
dolnośląskie;górowski;1;0.29;0;0;0;1;118;7;1;6;0;t0204;2020-12-20
dolnośląskie;jaworski;11;2.2;0;0;0;0;154;31;11;20;0;t0205;2020-12-20
dolnośląskie;jeleniogórski;7;1.1;0;0;0;0;261;18;8;10;0;t0206;2020-12-20
dolnośląskie;kamiennogórski;1;0.23;0;0;0;0;113;7;1;6;0;t0207;2020-12-20
dolnośląskie;kłodzki;5;0.32;0;0;0;1;370;49;6;43;0;t0208;2020-12-20
dolnośląskie;legnicki;4;0.72;0;0;0;0;163;16;5;10;1;t0209;2020-12-20
dolnośląskie;lubański;5;0.92;0;0;0;1;282;14;5;7;2;t0210;2020-12-20
dolnośląskie;lubiński;5;0.47;1;0;1;0;432;35;6;28;1;t0211;2020-12-20
dolnośląskie;lwówecki;4;0.87;0;0;0;1;162;10;5;5;0;t0212;2020-12-20
dolnośląskie;milicki;5;1.35;4;4;0;0;115;18;5;13;0;t0213;2020-12-20
dolnośląskie;oleśnicki;12;1.12;0;0;0;0;442;59;12;43;4;t0214;2020-12-20
dolnośląskie;oławski;5;0.65;0;0;0;0;424;62;8;54;0;t0215;2020-12-20
dolnośląskie;polkowicki;1;0.16;0;0;0;0;189;19;1;17;1;t0216;2020-12-20
dolnośląskie;strzeliński;3;0.69;0;0;0;0;158;22;5;17;0;t0217;2020-12-20
dolnośląskie;średzki;6;1.08;0;0;0;3;236;35;7;28;0;t0218;2020-12-20
dolnośląskie;świdnicki;2;0.13;0;0;0;1;822;35;2;29;4;t0219;2020-12-20
dolnośląskie;trzebnicki;8;0.94;0;0;0;0;375;52;9;43;0;t0220;2020-12-20
dolnośląskie;wałbrzyski;12;2.17;0;0;0;1;300;43;17;26;0;t0221;2020-12-20
dolnośląskie;wołowski;17;3.64;0;0;0;0;216;53;17;36;0;t0222;2020-12-20
dolnośląskie;wrocławski;6;0.39;0;0;0;0;911;92;7;84;1;t0223;2020-12-20
dolnośląskie;ząbkowicki;5;0.78;0;0;0;0;188;25;5;19;1;t0224;2020-12-20
dolnośląskie;zgorzelecki;9;1.01;0;0;0;0;411;40;10;30;0;t0225;2020-12-20
dolnośląskie;złotoryjski;2;0.46;0;0;0;0;290;12;2;10;0;t0226;2020-12-20
dolnośląskie;Jelenia Góra;11;1.4;0;0;0;2;301;25;11;14;0;t0261;2020-12-20
dolnośląskie;Legnica;2;0.2;0;0;0;0;419;23;2;20;1;t0262;2020-12-20
dolnośląskie;Wrocław;36;0.56;0;0;0;5;2449;636;47;581;8;t0264;2020-12-20
dolnośląskie;Wałbrzych;14;1.27;0;0;0;0;424;58;17;39;2;t0265;2020-12-20
kujawsko-pomorskie;aleksandrowski;2;0.36;2;0;2;1;200;17;2;14;1;t0401;2020-12-20
kujawsko-pomorskie;brodnicki;10;1.26;0;0;0;0;438;27;10;16;1;t0402;2020-12-20
kujawsko-pomorskie;bydgoski;50;4.19;0;0;0;13;1086;107;55;46;6;t0403;2020-12-20
kujawsko-pomorskie;chełmiński;6;1.16;0;0;0;6;391;21;9;11;1;t0404;2020-12-20
kujawsko-pomorskie;golubsko-dobrzyński;8;1.78;0;0;0;1;222;21;12;9;0;t0405;2020-12-20
kujawsko-pomorskie;grudziądzki;22;5.47;0;0;0;0;348;43;23;17;3;t0406;2020-12-20
kujawsko-pomorskie;inowrocławski;43;2.7;0;0;0;1;957;161;65;96;0;t0407;2020-12-20
kujawsko-pomorskie;lipnowski;28;4.27;0;0;0;0;425;63;28;32;3;t0408;2020-12-20
kujawsko-pomorskie;mogileński;3;0.66;0;0;0;2;192;13;3;10;0;t0409;2020-12-20
kujawsko-pomorskie;nakielski;5;0.58;0;0;0;1;798;40;7;30;3;t0410;2020-12-20
kujawsko-pomorskie;radziejowski;6;1.49;0;0;0;0;222;21;7;14;0;t0411;2020-12-20
kujawsko-pomorskie;rypiński;3;0.69;0;0;0;0;198;16;4;12;0;t0412;2020-12-20
kujawsko-pomorskie;sępoleński;7;1.71;0;0;0;0;287;38;8;30;0;t0413;2020-12-20
kujawsko-pomorskie;świecki;15;1.52;0;0;0;3;832;47;16;25;6;t0414;2020-12-20
kujawsko-pomorskie;toruński;20;1.84;0;0;0;3;1086;126;61;62;3;t0415;2020-12-20
kujawsko-pomorskie;tucholski;3;0.62;0;0;0;0;419;26;3;22;1;t0416;2020-12-20
kujawsko-pomorskie;wąbrzeski;7;2.05;0;0;0;0;208;13;7;5;1;t0417;2020-12-20
kujawsko-pomorskie;włocławski;6;0.7;2;0;2;2;454;33;7;22;4;t0418;2020-12-20
kujawsko-pomorskie;żniński;12;1.71;0;0;0;1;504;44;14;30;0;t0419;2020-12-20
kujawsko-pomorskie;Bydgoszcz;139;4.01;0;0;0;60;2525;456;173;271;12;t0461;2020-12-20
kujawsko-pomorskie;Grudziądz;35;3.72;0;0;0;1;776;87;35;48;4;t0462;2020-12-20
kujawsko-pomorskie;Toruń;45;2.24;0;0;0;13;1357;153;54;97;2;t0463;2020-12-20
kujawsko-pomorskie;Włocławek;13;1.19;0;0;0;0;556;57;14;43;0;t0464;2020-12-20
lubelskie;bialski;24;2.17;0;0;0;1;462;49;26;23;0;t0601;2020-12-20
lubelskie;biłgorajski;4;0.4;0;0;0;0;189;37;6;31;0;t0602;2020-12-20
lubelskie;chełmski;6;0.77;0;0;0;0;360;38;7;30;1;t0603;2020-12-20
lubelskie;hrubieszowski;8;1.28;0;0;0;0;265;31;10;21;0;t0604;2020-12-20
lubelskie;janowski;4;0.88;0;0;0;1;84;25;5;19;1;t0605;2020-12-20
lubelskie;krasnostawski;6;0.95;0;0;0;0;415;41;11;28;2;t0606;2020-12-20
lubelskie;kraśnicki;5;0.53;0;0;0;0;351;48;9;39;0;t0607;2020-12-20
lubelskie;lubartowski;8;0.91;0;0;0;2;391;39;9;30;0;t0608;2020-12-20
lubelskie;lubelski;25;1.6;0;0;0;2;785;99;27;71;1;t0609;2020-12-20
lubelskie;łęczyński;2;0.35;0;0;0;0;347;25;2;23;0;t0610;2020-12-20
lubelskie;łukowski;8;0.75;0;0;0;0;192;45;8;36;1;t0611;2020-12-20
lubelskie;opolski;1;0.17;0;0;0;1;235;20;1;19;0;t0612;2020-12-20
lubelskie;parczewski;2;0.58;0;0;0;0;139;7;2;4;1;t0613;2020-12-20
