wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;28487;7.43;768;212;556;34971;32283;439436;107306;30177;74963;2166;t0000;2021-04-08
dolnoœl¹skie;boles³awiecki;92;10.22;0;0;0;105;42;804;277;94;180;3;t0201;2021-04-08
dolnoœl¹skie;dzier¿oniowski;92;9.15;1;1;0;85;53;1053;233;94;136;3;t0202;2021-04-08
dolnoœl¹skie;g³ogowski;132;14.86;0;0;0;91;115;1297;311;135;175;1;t0203;2021-04-08
dolnoœl¹skie;górowski;26;7.49;0;0;0;37;31;326;96;26;69;1;t0204;2021-04-08
dolnoœl¹skie;jaworski;49;9.81;2;2;0;40;36;537;118;52;65;1;t0205;2021-04-08
dolnoœl¹skie;jeleniogórski;63;9.94;1;0;1;62;53;774;178;67;109;2;t0206;2021-04-08
dolnoœl¹skie;kamiennogórski;27;6.27;1;1;0;20;36;518;121;29;92;0;t0207;2021-04-08
dolnoœl¹skie;k³odzki;113;7.19;1;0;1;116;46;1329;281;119;159;3;t0208;2021-04-08
dolnoœl¹skie;legnicki;65;11.77;0;0;0;53;29;636;153;65;83;5;t0209;2021-04-08
dolnoœl¹skie;lubañski;34;6.29;0;0;0;57;21;536;90;35;54;1;t0210;2021-04-08
dolnoœl¹skie;lubiñski;103;9.71;3;0;3;132;112;1430;285;108;169;8;t0211;2021-04-08
dolnoœl¹skie;lwówecki;24;5.24;0;0;0;36;19;370;100;26;72;2;t0212;2021-04-08
dolnoœl¹skie;milicki;28;7.59;0;0;0;48;32;631;82;31;51;0;t0213;2021-04-08
dolnoœl¹skie;oleœnicki;97;9.04;0;0;0;76;92;1325;263;115;145;3;t0214;2021-04-08
dolnoœl¹skie;o³awski;108;14.06;0;0;0;122;62;1369;284;111;171;2;t0215;2021-04-08
dolnoœl¹skie;polkowicki;114;18.07;0;0;0;71;38;992;234;117;114;3;t0216;2021-04-08
dolnoœl¹skie;strzeliñski;51;11.74;0;0;0;53;47;810;96;51;43;2;t0217;2021-04-08
dolnoœl¹skie;œredzki;74;13.37;0;0;0;61;67;970;206;74;131;1;t0218;2021-04-08
dolnoœl¹skie;œwidnicki;139;8.88;4;1;3;148;145;2314;451;142;301;8;t0219;2021-04-08
dolnoœl¹skie;trzebnicki;83;9.72;0;0;0;81;75;1259;224;85;135;4;t0220;2021-04-08
dolnoœl¹skie;wa³brzyski;45;8.12;8;3;5;54;38;824;130;45;84;1;t0221;2021-04-08
dolnoœl¹skie;wo³owski;51;10.91;0;0;0;38;16;537;102;53;49;0;t0222;2021-04-08
dolnoœl¹skie;wroc³awski;191;12.41;1;1;0;209;214;3081;615;207;402;6;t0223;2021-04-08
dolnoœl¹skie;z¹bkowicki;62;9.61;2;0;2;64;37;698;154;66;86;2;t0224;2021-04-08
dolnoœl¹skie;zgorzelecki;29;3.27;0;0;0;47;44;779;114;29;83;2;t0225;2021-04-08
dolnoœl¹skie;z³otoryjski;39;9.01;1;1;0;41;23;491;82;40;40;2;t0226;2021-04-08
dolnoœl¹skie;Jelenia Góra;69;8.76;0;0;0;88;81;1088;189;78;110;1;t0261;2021-04-08
dolnoœl¹skie;Legnica;97;9.79;2;2;0;116;39;1285;293;101;183;9;t0262;2021-04-08
dolnoœl¹skie;Wroc³aw;687;10.67;6;6;0;588;922;9161;2536;739;1751;46;t0264;2021-04-08
dolnoœl¹skie;Wa³brzych;85;7.69;5;2;3;116;132;1729;286;92;192;2;t0265;2021-04-08
kujawsko-pomorskie;aleksandrowski;38;6.91;0;0;0;36;54;519;115;39;76;0;t0401;2021-04-08
kujawsko-pomorskie;brodnicki;40;5.06;1;0;1;62;62;663;181;40;138;3;t0402;2021-04-08
kujawsko-pomorskie;bydgoski;91;7.62;3;0;3;125;123;1683;295;105;187;3;t0403;2021-04-08
kujawsko-pomorskie;che³miñski;34;6.56;1;0;1;49;33;491;126;37;85;4;t0404;2021-04-08
kujawsko-pomorskie;golubsko-dobrzyñski;12;2.67;0;0;0;41;26;393;68;12;53;3;t0405;2021-04-08
kujawsko-pomorskie;grudzi¹dzki;22;5.47;0;0;0;45;34;405;96;23;73;0;t0406;2021-04-08
kujawsko-pomorskie;inowroc³awski;132;8.29;2;0;2;175;134;1508;453;164;272;17;t0407;2021-04-08
kujawsko-pomorskie;lipnowski;18;2.74;0;0;0;34;34;499;108;18;89;1;t0408;2021-04-08
kujawsko-pomorskie;mogileñski;36;7.91;2;0;2;56;33;505;110;39;68;3;t0409;2021-04-08
kujawsko-pomorskie;nakielski;98;11.37;1;0;1;91;55;877;267;98;153;16;t0410;2021-04-08
