wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;8245;2.15;60;28;32;972;27518;394442;44934;9505;34725;704;t0000;2021-04-05
dolnoœl¹skie;boles³awiecki;17;1.89;0;0;0;0;44;681;117;20;97;0;t0201;2021-04-05
dolnoœl¹skie;dzier¿oniowski;18;1.79;0;0;0;0;10;865;39;21;17;1;t0202;2021-04-05
dolnoœl¹skie;g³ogowski;22;2.48;0;0;0;1;72;1063;80;25;55;0;t0203;2021-04-05
dolnoœl¹skie;górowski;7;2.02;0;0;0;2;16;268;55;8;47;0;t0204;2021-04-05
dolnoœl¹skie;jaworski;15;3.00;1;1;0;0;34;464;34;15;19;0;t0205;2021-04-05
dolnoœl¹skie;jeleniogórski;12;1.89;0;0;0;0;56;732;74;14;59;1;t0206;2021-04-05
dolnoœl¹skie;kamiennogórski;3;0.70;0;0;0;0;47;504;24;3;20;1;t0207;2021-04-05
dolnoœl¹skie;k³odzki;21;1.34;0;0;0;2;76;1250;80;23;55;2;t0208;2021-04-05
dolnoœl¹skie;legnicki;11;1.99;0;0;0;0;29;612;66;11;54;1;t0209;2021-04-05
dolnoœl¹skie;lubañski;7;1.29;0;0;0;1;34;468;32;7;25;0;t0210;2021-04-05
dolnoœl¹skie;lubiñski;18;1.70;0;0;0;7;95;1193;96;22;74;0;t0211;2021-04-05
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;0;26;385;39;4;35;0;t0212;2021-04-05
dolnoœl¹skie;milicki;19;5.15;0;0;0;6;23;542;43;20;23;0;t0213;2021-04-05
dolnoœl¹skie;oleœnicki;24;2.24;0;0;0;1;123;1115;102;31;70;1;t0214;2021-04-05
dolnoœl¹skie;o³awski;21;2.73;0;0;0;1;66;1233;68;27;40;1;t0215;2021-04-05
dolnoœl¹skie;polkowicki;7;1.11;0;0;0;0;69;873;50;7;43;0;t0216;2021-04-05
dolnoœl¹skie;strzeliñski;6;1.38;0;0;0;0;39;733;17;7;10;0;t0217;2021-04-05
dolnoœl¹skie;œredzki;3;0.54;0;0;0;1;49;766;28;3;25;0;t0218;2021-04-05
dolnoœl¹skie;œwidnicki;23;1.47;0;0;0;3;118;1937;59;23;35;1;t0219;2021-04-05
dolnoœl¹skie;trzebnicki;20;2.34;0;0;0;7;71;1092;111;23;88;0;t0220;2021-04-05
dolnoœl¹skie;wa³brzyski;28;5.05;0;0;0;0;48;668;52;30;22;0;t0221;2021-04-05
dolnoœl¹skie;wo³owski;14;3.00;0;0;0;0;42;440;48;16;32;0;t0222;2021-04-05
dolnoœl¹skie;wroc³awski;41;2.66;0;0;0;3;159;2757;125;45;80;0;t0223;2021-04-05
dolnoœl¹skie;z¹bkowicki;9;1.40;0;0;0;0;12;611;43;10;33;0;t0224;2021-04-05
dolnoœl¹skie;zgorzelecki;8;0.90;0;0;0;0;39;646;54;8;46;0;t0225;2021-04-05
dolnoœl¹skie;z³otoryjski;2;0.46;0;0;0;0;20;393;25;2;23;0;t0226;2021-04-05
dolnoœl¹skie;Jelenia Góra;9;1.14;0;0;0;0;82;965;90;13;76;1;t0261;2021-04-05
dolnoœl¹skie;Legnica;23;2.32;0;0;0;0;65;1085;119;24;92;3;t0262;2021-04-05
dolnoœl¹skie;Wroc³aw;122;1.90;0;0;0;11;844;8078;577;136;433;8;t0264;2021-04-05
dolnoœl¹skie;Wa³brzych;54;4.88;0;0;0;1;109;1406;126;61;62;3;t0265;2021-04-05
kujawsko-pomorskie;aleksandrowski;8;1.45;0;0;0;2;27;540;38;8;29;1;t0401;2021-04-05
kujawsko-pomorskie;brodnicki;10;1.26;0;0;0;3;45;533;45;10;35;0;t0402;2021-04-05
kujawsko-pomorskie;bydgoski;31;2.60;0;0;0;16;109;1584;153;56;90;7;t0403;2021-04-05
kujawsko-pomorskie;che³miñski;6;1.16;0;0;0;2;38;406;42;12;29;1;t0404;2021-04-05
kujawsko-pomorskie;golubsko-dobrzyñski;5;1.11;0;0;0;1;26;393;42;6;36;0;t0405;2021-04-05
kujawsko-pomorskie;grudzi¹dzki;10;2.49;0;0;0;0;20;402;34;10;22;2;t0406;2021-04-05
kujawsko-pomorskie;inowroc³awski;18;1.13;0;0;0;0;106;1409;80;18;61;1;t0407;2021-04-05
kujawsko-pomorskie;lipnowski;6;0.91;0;0;0;2;31;474;70;6;64;0;t0408;2021-04-05
kujawsko-pomorskie;mogileñski;2;0.44;0;0;0;4;25;460;17;2;15;0;t0409;2021-04-05
kujawsko-pomorskie;nakielski;9;1.04;0;0;0;0;38;822;102;14;88;0;t0410;2021-04-05
kujawsko-pomorskie;radziejowski;0;0;0;0;0;0;8;171;17;0;17;0;t0411;2021-04-05
kujawsko-pomorskie;rypiñski;11;2.53;0;0;0;0;56;521;43;13;27;3;t0412;2021-04-05
kujawsko-pomorskie;sêpoleñski;8;1.95;0;0;0;4;13;213;42;9;32;1;t0413;2021-04-05
kujawsko-pomorskie;œwiecki;12;1.21;0;0;0;0;50;741;78;14;63;1;t0414;2021-04-05
kujawsko-pomorskie;toruñski;21;1.93;0;0;0;2;71;1084;121;40;80;1;t0415;2021-04-05
kujawsko-pomorskie;tucholski;4;0.83;0;0;0;0;33;477;46;11;33;2;t0416;2021-04-05
kujawsko-pomorskie;w¹brzeski;0;0;0;0;0;0;6;217;18;0;16;2;t0417;2021-04-05
kujawsko-pomorskie;w³oc³awski;5;0.58;0;0;0;1;23;571;63;5;58;0;t0418;2021-04-05
kujawsko-pomorskie;¿niñski;16;2.28;0;0;0;1;40;661;89;18;70;1;t0419;2021-04-05
kujawsko-pomorskie;Bydgoszcz;92;2.65;0;0;0;79;297;3525;508;175;310;23;t0461;2021-04-05
kujawsko-pomorskie;Grudzi¹dz;24;2.55;0;0;0;0;48;919;110;25;81;4;t0462;2021-04-05
kujawsko-pomorskie;Toruñ;65;3.23;4;2;2;0;143;1584;244;84;155;5;t0463;2021-04-05
kujawsko-pomorskie;W³oc³awek;5;0.46;0;0;0;3;60;624;109;5;103;1;t0464;2021-04-05
lubelskie;bialski;14;1.27;0;0;0;6;33;736;73;15;58;0;t0601;2021-04-05
lubelskie;bi³gorajski;6;0.60;0;0;0;0;36;529;71;6;65;0;t0602;2021-04-05
lubelskie;che³mski;8;1.03;0;0;0;1;15;465;45;8;36;1;t0603;2021-04-05
lubelskie;hrubieszowski;8;1.28;0;0;0;2;70;759;81;14;67;0;t0604;2021-04-05
lubelskie;janowski;9;1.98;0;0;0;0;17;400;49;9;40;0;t0605;2021-04-05
lubelskie;krasnostawski;15;2.38;0;0;0;0;14;456;49;16;33;0;t0606;2021-04-05
lubelskie;kraœnicki;12;1.26;0;0;0;0;22;441;48;13;35;0;t0607;2021-04-05
lubelskie;lubartowski;6;0.68;0;0;0;0;30;409;50;6;44;0;t0608;2021-04-05
lubelskie;lubelski;21;1.35;0;0;0;5;50;1059;89;22;67;0;t0609;2021-04-05
lubelskie;³êczyñski;2;0.35;0;0;0;1;30;394;26;2;24;0;t0610;2021-04-05
lubelskie;³ukowski;9;0.84;0;0;0;0;10;645;138;54;79;5;t0611;2021-04-05
lubelskie;opolski;2;0.34;0;0;0;0;24;357;26;2;24;0;t0612;2021-04-05
lubelskie;parczewski;4;1.16;0;0;0;0;3;294;16;4;12;0;t0613;2021-04-05
lubelskie;pu³awski;34;3.01;0;0;0;0;113;1078;99;35;62;2;t0614;2021-04-05
lubelskie;radzyñski;8;1.37;0;0;0;0;10;445;45;10;35;0;t0615;2021-04-05
lubelskie;rycki;2;0.36;0;0;0;0;21;306;25;2;23;0;t0616;2021-04-05
lubelskie;œwidnicki;12;1.67;0;0;0;0;52;610;55;13;42;0;t0617;2021-04-05
lubelskie;tomaszowski;3;0.36;0;0;0;6;21;428;43;4;39;0;t0618;2021-04-05
lubelskie;w³odawski;2;0.52;0;0;0;4;6;227;28;2;25;1;t0619;2021-04-05
lubelskie;zamojski;10;0.94;0;0;0;0;63;719;99;10;86;3;t0620;2021-04-05
lubelskie;Bia³a Podlaska;1;0.17;0;0;0;0;12;352;38;1;37;0;t0661;2021-04-05
lubelskie;Che³m;4;0.65;0;0;0;0;12;342;43;4;38;1;t0662;2021-04-05
lubelskie;Lublin;39;1.15;0;0;0;20;122;2235;265;42;223;0;t0663;2021-04-05
lubelskie;Zamoœæ;8;1.27;0;0;0;1;59;519;64;10;51;3;t0664;2021-04-05
lubuskie;gorzowski;18;2.50;1;0;1;1;36;793;115;20;94;1;t0801;2021-04-05
lubuskie;kroœnieñski;0;0;0;0;0;0;44;590;56;0;56;0;t0802;2021-04-05
lubuskie;miêdzyrzecki;16;2.79;0;0;0;3;49;802;157;16;141;0;t0803;2021-04-05
lubuskie;nowosolski;15;1.74;0;0;0;1;49;948;186;19;166;1;t0804;2021-04-05
lubuskie;s³ubicki;4;0.85;0;0;0;0;35;643;222;5;217;0;t0805;2021-04-05
lubuskie;strzelecko-drezdenecki;11;2.25;0;0;0;0;19;511;64;12;52;0;t0806;2021-04-05
lubuskie;sulêciñski;8;2.28;0;0;0;0;38;520;142;8;133;1;t0807;2021-04-05
lubuskie;œwiebodziñski;13;2.33;0;0;0;0;48;828;79;14;65;0;t0808;2021-04-05
lubuskie;zielonogórski;15;1.98;0;0;0;3;70;894;70;15;55;0;t0809;2021-04-05
lubuskie;¿agañski;11;1.40;0;0;0;0;18;705;187;13;173;1;t0810;2021-04-05
lubuskie;¿arski;5;0.52;1;1;0;0;22;516;251;8;242;1;t0811;2021-04-05
lubuskie;wschowski;7;1.80;0;0;0;0;14;394;82;8;74;0;t0812;2021-04-05
lubuskie;Gorzów Wielkopolski;47;3.81;6;6;0;0;59;978;235;54;178;3;t0861;2021-04-05
lubuskie;Zielona Góra;34;2.41;0;0;0;4;108;1506;155;44;109;2;t0862;2021-04-05
³ódzkie;be³chatowski;16;1.42;0;0;0;7;81;1007;70;16;54;0;t1001;2021-04-05
