wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;12430;3.24;502;104;398;17804;275582;65627;14323;49585;1719;t0000;2020-12-04
dolnośląskie;bolesławiecki;46;5.11;0;0;0;53;815;155;54;95;6;t0201;2020-12-04
dolnośląskie;dzierżoniowski;20;1.99;2;0;2;14;449;80;21;57;2;t0202;2020-12-04
dolnośląskie;głogowski;26;2.93;1;0;1;39;802;121;32;89;0;t0203;2020-12-04
dolnośląskie;górowski;30;8.65;0;0;0;23;253;75;30;41;4;t0204;2020-12-04
dolnośląskie;jaworski;41;8.21;0;0;0;26;331;90;42;43;5;t0205;2020-12-04
dolnośląskie;jeleniogórski;17;2.68;3;1;2;17;308;74;17;57;0;t0206;2020-12-04
dolnośląskie;kamiennogórski;14;3.25;0;0;0;16;203;49;16;33;0;t0207;2020-12-04
dolnośląskie;kłodzki;34;2.16;6;0;6;36;873;162;42;119;1;t0208;2020-12-04
dolnośląskie;legnicki;16;2.9;0;0;0;25;374;58;17;40;1;t0209;2020-12-04
dolnośląskie;lubański;24;4.44;0;0;0;20;429;56;24;32;0;t0210;2020-12-04
dolnośląskie;lubiński;46;4.34;1;0;1;41;713;164;47;115;2;t0211;2020-12-04
dolnośląskie;lwówecki;14;3.06;0;0;0;12;291;81;16;65;0;t0212;2020-12-04
dolnośląskie;milicki;7;1.9;0;0;0;16;223;44;8;36;0;t0213;2020-12-04
dolnośląskie;oleśnicki;28;2.61;0;0;0;63;1131;120;38;81;1;t0214;2020-12-04
dolnośląskie;oławski;19;2.47;1;0;1;45;983;91;25;66;0;t0215;2020-12-04
dolnośląskie;polkowicki;16;2.54;0;0;0;16;531;63;18;44;1;t0216;2020-12-04
dolnośląskie;strzeliński;23;5.29;1;0;1;17;367;71;24;42;5;t0217;2020-12-04
dolnośląskie;średzki;18;3.25;0;0;0;15;507;78;19;58;1;t0218;2020-12-04
dolnośląskie;świdnicki;66;4.22;0;0;0;56;1337;196;71;122;3;t0219;2020-12-04
dolnośląskie;trzebnicki;17;1.99;0;0;0;20;806;84;22;62;0;t0220;2020-12-04
dolnośląskie;wałbrzyski;18;3.25;0;0;0;20;359;74;23;50;1;t0221;2020-12-04
dolnośląskie;wołowski;8;1.71;0;0;0;26;520;55;12;43;0;t0222;2020-12-04
dolnośląskie;wrocławski;46;2.99;1;0;1;80;1217;219;57;156;6;t0223;2020-12-04
dolnośląskie;ząbkowicki;11;1.71;2;2;0;19;392;54;13;41;0;t0224;2020-12-04
dolnośląskie;zgorzelecki;43;4.84;0;0;0;37;779;144;43;101;0;t0225;2020-12-04
dolnośląskie;złotoryjski;29;6.7;0;0;0;15;447;65;33;25;7;t0226;2020-12-04
dolnośląskie;Jelenia Góra;26;3.3;0;0;0;22;581;102;30;70;2;t0261;2020-12-04
dolnośląskie;Legnica;21;2.12;1;1;0;40;752;116;22;89;5;t0262;2020-12-04
dolnośląskie;Wrocław;170;2.64;0;0;0;298;3758;1001;208;758;35;t0264;2020-12-04
dolnośląskie;Wałbrzych;24;2.17;3;0;3;52;614;224;39;184;1;t0265;2020-12-04
kujawsko-pomorskie;aleksandrowski;20;3.64;0;0;0;24;403;122;21;100;1;t0401;2020-12-04
kujawsko-pomorskie;brodnicki;31;3.92;1;1;0;51;587;191;32;157;2;t0402;2020-12-04
kujawsko-pomorskie;bydgoski;69;5.78;2;1;1;104;1131;1336;72;1257;7;t0403;2020-12-04
kujawsko-pomorskie;chełmiński;34;6.56;0;0;0;25;557;232;37;184;11;t0404;2020-12-04
kujawsko-pomorskie;golubsko-dobrzyński;12;2.67;0;0;0;31;346;120;14;103;3;t0405;2020-12-04
kujawsko-pomorskie;grudziądzki;21;5.22;0;0;0;16;437;115;23;86;6;t0406;2020-12-04
kujawsko-pomorskie;inowrocławski;68;4.27;0;0;0;104;1328;669;73;591;5;t0407;2020-12-04
kujawsko-pomorskie;lipnowski;21;3.2;1;1;0;29;662;160;22;136;2;t0408;2020-12-04
kujawsko-pomorskie;mogileński;6;1.32;0;0;0;20;380;128;6;120;2;t0409;2020-12-04
kujawsko-pomorskie;nakielski;44;5.1;1;0;1;70;982;531;45;481;5;t0410;2020-12-04
kujawsko-pomorskie;radziejowski;80;19.9;1;0;1;33;415;219;84;130;5;t0411;2020-12-04
kujawsko-pomorskie;rypiński;3;0.69;0;0;0;14;328;111;12;95;4;t0412;2020-12-04
kujawsko-pomorskie;sępoleński;14;3.42;0;0;0;16;553;190;14;175;1;t0413;2020-12-04
kujawsko-pomorskie;świecki;59;5.96;0;0;0;93;1252;471;66;398;7;t0414;2020-12-04
kujawsko-pomorskie;toruński;64;5.87;0;0;0;102;1478;412;72;334;6;t0415;2020-12-04
kujawsko-pomorskie;tucholski;26;5.38;1;1;0;39;586;190;29;157;4;t0416;2020-12-04
kujawsko-pomorskie;wąbrzeski;16;4.69;0;0;0;30;387;101;16;80;5;t0417;2020-12-04
kujawsko-pomorskie;włocławski;22;2.56;0;0;0;34;666;149;25;121;3;t0418;2020-12-04
kujawsko-pomorskie;żniński;39;5.57;0;0;0;41;771;411;43;365;3;t0419;2020-12-04
kujawsko-pomorskie;Bydgoszcz;211;6.09;3;3;0;331;3076;5924;225;5671;28;t0461;2020-12-04
kujawsko-pomorskie;Grudziądz;61;6.48;0;0;0;80;909;477;68;394;15;t0462;2020-12-04
kujawsko-pomorskie;Toruń;105;5.22;3;2;1;184;1912;742;107;620;15;t0463;2020-12-04
kujawsko-pomorskie;Włocławek;67;6.13;1;1;0;64;782;264;68;184;12;t0464;2020-12-04
lubelskie;bialski;48;4.35;4;1;3;43;873;118;51;60;7;t0601;2020-12-04
lubelskie;biłgorajski;10;0.99;2;0;2;23;417;82;12;67;3;t0602;2020-12-04
lubelskie;chełmski;46;5.92;3;3;0;26;600;112;47;61;4;t0603;2020-12-04
lubelskie;hrubieszowski;13;2.08;3;1;2;26;459;62;18;44;0;t0604;2020-12-04
lubelskie;janowski;5;1.1;5;0;5;3;209;34;5;28;1;t0605;2020-12-04
lubelskie;krasnostawski;20;3.18;4;1;3;41;650;70;23;46;1;t0606;2020-12-04
lubelskie;kraśnicki;54;5.68;1;0;1;34;573;142;61;79;2;t0607;2020-12-04
lubelskie;lubartowski;34;3.86;2;1;1;43;688;92;35;56;1;t0608;2020-12-04
lubelskie;lubelski;55;3.53;2;1;1;78;1488;196;59;131;6;t0609;2020-12-04
lubelskie;łęczyński;17;2.97;0;0;0;27;407;67;18;46;3;t0610;2020-12-04
lubelskie;łukowski;22;2.06;1;0;1;27;518;119;27;88;4;t0611;2020-12-04
lubelskie;opolski;14;2.37;2;0;2;21;405;52;16;36;0;t0612;2020-12-04
lubelskie;parczewski;32;9.25;2;2;0;19;249;71;35;33;3;t0613;2020-12-04
lubelskie;puławski;35;3.1;1;0;1;40;909;183;36;144;3;t0614;2020-12-04
lubelskie;radzyński;19;3.24;0;0;0;7;309;80;19;61;0;t0615;2020-12-04
lubelskie;rycki;13;2.33;0;0;0;23;394;48;14;33;1;t0616;2020-12-04
lubelskie;świdnicki;45;6.27;2;0;2;63;820;121;47;73;1;t0617;2020-12-04
lubelskie;tomaszowski;5;0.61;0;0;0;26;385;41;6;32;3;t0618;2020-12-04
lubelskie;włodawski;16;4.19;1;0;1;16;179;43;17;24;2;t0619;2020-12-04
lubelskie;zamojski;19;1.8;0;0;0;23;495;107;26;73;8;t0620;2020-12-04
lubelskie;Biała Podlaska;33;5.77;2;1;1;44;606;90;35;50;5;t0661;2020-12-04
lubelskie;Chełm;56;9.09;2;2;0;54;582;150;60;87;3;t0662;2020-12-04
lubelskie;Lublin;111;3.27;9;1;8;225;2713;563;120;425;18;t0663;2020-12-04
lubelskie;Zamość;10;1.58;0;0;0;28;300;77;12;63;2;t0664;2020-12-04
lubuskie;gorzowski;31;4.3;0;0;0;37;665;98;32;60;6;t0801;2020-12-04
lubuskie;krośnieński;10;1.83;0;0;0;30;593;44;11;30;3;t0802;2020-12-04
lubuskie;międzyrzecki;29;5.05;0;0;0;37;529;113;39;67;7;t0803;2020-12-04
lubuskie;nowosolski;23;2.67;2;1;1;30;505;91;29;60;2;t0804;2020-12-04
lubuskie;słubicki;19;4.05;1;0;1;31;814;63;20;42;1;t0805;2020-12-04
lubuskie;strzelecko-drezdenecki;16;3.27;0;0;0;22;368;47;18;29;0;t0806;2020-12-04
lubuskie;sulęciński;13;3.7;2;2;0;26;474;69;18;51;0;t0807;2020-12-04
lubuskie;świebodziński;22;3.95;0;0;0;21;505;72;27;41;4;t0808;2020-12-04
lubuskie;zielonogórski;17;2.25;0;0;0;36;630;98;27;69;2;t0809;2020-12-04
lubuskie;żagański;17;2.16;5;0;5;26;743;94;19;67;8;t0810;2020-12-04
lubuskie;żarski;27;2.82;0;0;0;42;771;115;28;82;5;t0811;2020-12-04
lubuskie;wschowski;10;2.58;0;0;0;14;243;50;10;38;2;t0812;2020-12-04
lubuskie;Gorzów Wielkopolski;63;5.11;4;1;3;68;1047;213;67;136;10;t0861;2020-12-04
lubuskie;Zielona Góra;43;3.04;2;0;2;90;930;217;54;160;3;t0862;2020-12-04
łódzkie;bełchatowski;28;2.48;0;0;0;32;659;125;37;85;3;t1001;2020-12-04
łódzkie;kutnowski;32;3.33;1;0;1;48;691;146;46;98;2;t1002;2020-12-04
łódzkie;łaski;11;2.21;1;1;0;19;425;60;13;46;1;t1003;2020-12-04
łódzkie;łęczycki;29;5.85;0;0;0;29;501;122;33;87;2;t1004;2020-12-04
łódzkie;łowicki;21;2.7;1;0;1;22;538;107;21;85;1;t1005;2020-12-04
łódzkie;łódzki wschodni;30;4.14;0;0;0;44;636;123;36;82;5;t1006;2020-12-04
łódzkie;opoczyński;3;0.4;0;0;0;10;202;51;5;43;3;t1007;2020-12-04
łódzkie;pabianicki;55;4.61;8;0;8;67;978;196;55;134;7;t1008;2020-12-04
łódzkie;pajęczański;7;1.37;2;0;2;16;315;37;9;27;1;t1009;2020-12-04
łódzkie;piotrkowski;9;0.99;0;0;0;24;446;92;9;81;2;t1010;2020-12-04
łódzkie;poddębicki;56;13.65;0;0;0;24;483;123;56;61;6;t1011;2020-12-04
łódzkie;radomszczański;19;1.69;1;0;1;33;628;98;23;74;1;t1012;2020-12-04
łódzkie;rawski;6;1.24;0;0;0;11;375;45;8;33;4;t1013;2020-12-04
łódzkie;sieradzki;77;6.56;5;2;3;52;979;228;80;139;9;t1014;2020-12-04
łódzkie;skierniewicki;14;3.67;2;1;1;23;314;37;14;22;1;t1015;2020-12-04
łódzkie;tomaszowski;27;2.32;4;0;4;63;767;121;32;85;4;t1016;2020-12-04
łódzkie;wieluński;11;1.45;0;0;0;19;394;73;14;59;0;t1017;2020-12-04
łódzkie;wieruszowski;5;1.19;0;0;0;7;193;28;5;22;1;t1018;2020-12-04
łódzkie;zduńskowolski;14;2.11;0;0;0;25;380;60;14;44;2;t1019;2020-12-04
łódzkie;zgierski;77;4.63;12;1;11;96;1292;377;86;282;9;t1020;2020-12-04
łódzkie;brzeziński;6;1.95;1;0;1;10;161;66;7;57;2;t1021;2020-12-04
łódzkie;Łódź;328;4.84;0;0;0;495;5145;1634;362;1226;46;t1061;2020-12-04
łódzkie;Piotrków Trybunalski;17;2.34;0;0;0;31;383;90;20;68;2;t1062;2020-12-04
łódzkie;Skierniewice;13;2.71;6;0;6;21;417;76;14;62;0;t1063;2020-12-04
małopolskie;bocheński;18;1.68;1;1;0;22;453;371;19;347;5;t1201;2020-12-04
małopolskie;brzeski;16;1.72;0;0;0;19;409;148;18;121;9;t1202;2020-12-04
małopolskie;chrzanowski;21;1.69;0;0;0;33;622;169;21;144;4;t1203;2020-12-04
małopolskie;dąbrowski;11;1.86;0;0;0;5;199;38;11;27;0;t1204;2020-12-04
małopolskie;gorlicki;25;2.3;0;0;0;27;438;97;25;65;7;t1205;2020-12-04
małopolskie;krakowski;60;2.14;3;3;0;98;1679;335;66;249;20;t1206;2020-12-04
małopolskie;limanowski;10;0.76;0;0;0;8;271;183;11;170;2;t1207;2020-12-04
małopolskie;miechowski;4;0.82;2;2;0;9;129;88;7;81;0;t1208;2020-12-04
małopolskie;myślenicki;16;1.25;1;0;1;23;444;159;16;140;3;t1209;2020-12-04
małopolskie;nowosądecki;26;1.2;2;2;0;16;450;319;72;242;5;t1210;2020-12-04
małopolskie;nowotarski;14;0.73;2;0;2;20;193;147;17;128;2;t1211;2020-12-04
małopolskie;olkuski;15;1.35;6;0;6;34;470;94;15;77;2;t1212;2020-12-04
małopolskie;oświęcimski;22;1.44;3;0;3;29;622;167;24;142;1;t1213;2020-12-04
małopolskie;proszowicki;3;0.7;0;0;0;13;196;88;4;83;1;t1214;2020-12-04
małopolskie;suski;18;2.14;0;0;0;32;474;112;19;86;7;t1215;2020-12-04
małopolskie;tarnowski;19;0.94;0;0;0;24;823;138;21;116;1;t1216;2020-12-04
małopolskie;tatrzański;8;1.17;0;0;0;7;194;104;12;89;3;t1217;2020-12-04
małopolskie;wadowicki;31;1.94;2;0;2;39;746;208;32;169;7;t1218;2020-12-04
małopolskie;wielicki;19;1.46;2;0;2;10;576;117;20;93;4;t1219;2020-12-04
małopolskie;Kraków;151;1.93;9;7;2;267;3571;1054;163;853;38;t1261;2020-12-04
małopolskie;Nowy Sącz;13;1.55;2;1;1;10;154;143;38;103;2;t1262;2020-12-04
małopolskie;Tarnów;31;2.87;0;0;0;29;423;159;35;119;5;t1263;2020-12-04
mazowieckie;białobrzeski;5;1.5;0;0;0;11;256;28;5;22;1;t1401;2020-12-04
mazowieckie;ciechanowski;18;2.02;0;0;0;55;571;125;36;82;7;t1402;2020-12-04
mazowieckie;garwoliński;13;1.19;1;0;1;21;403;134;16;116;2;t1403;2020-12-04
mazowieckie;gostyniński;8;1.79;1;0;1;20;231;103;22;74;7;t1404;2020-12-04
mazowieckie;grodziski;30;3.1;3;2;1;76;1114;245;35;204;6;t1405;2020-12-04
mazowieckie;grójecki;25;2.55;0;0;0;47;1588;144;36;96;12;t1406;2020-12-04
