wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;5864;1.53;303;53;250;11131;7557;174906;44905;6540;37660;705;t0000;2021-01-29
dolnoœl¹skie;boles³awiecki;6;0.67;0;0;0;24;26;454;67;8;56;3;t0201;2021-01-29
dolnoœl¹skie;dzier¿oniowski;4;0.40;0;0;0;16;13;157;65;4;60;1;t0202;2021-01-29
dolnoœl¹skie;g³ogowski;8;0.90;0;0;0;13;9;225;89;8;81;0;t0203;2021-01-29
dolnoœl¹skie;górowski;2;0.58;0;0;0;6;2;57;22;3;19;0;t0204;2021-01-29
dolnoœl¹skie;jaworski;4;0.80;0;0;0;7;17;137;41;5;36;0;t0205;2021-01-29
dolnoœl¹skie;jeleniogórski;6;0.95;1;0;1;9;12;195;42;6;34;2;t0206;2021-01-29
dolnoœl¹skie;kamiennogórski;7;1.63;0;0;0;5;3;69;43;7;36;0;t0207;2021-01-29
dolnoœl¹skie;k³odzki;11;0.70;1;0;1;44;27;625;115;15;98;2;t0208;2021-01-29
dolnoœl¹skie;legnicki;3;0.54;0;0;0;9;4;141;57;5;52;0;t0209;2021-01-29
dolnoœl¹skie;lubañski;8;1.48;0;0;0;7;10;249;44;9;35;0;t0210;2021-01-29
dolnoœl¹skie;lubiñski;16;1.51;0;0;0;15;16;206;160;21;137;2;t0211;2021-01-29
dolnoœl¹skie;lwówecki;6;1.31;0;0;0;14;3;99;69;7;61;1;t0212;2021-01-29
dolnoœl¹skie;milicki;5;1.35;0;0;0;7;1;106;57;7;47;3;t0213;2021-01-29
dolnoœl¹skie;oleœnicki;7;0.65;1;1;0;17;13;336;85;7;78;0;t0214;2021-01-29
dolnoœl¹skie;o³awski;14;1.82;0;0;0;19;12;465;62;14;48;0;t0215;2021-01-29
dolnoœl¹skie;polkowicki;3;0.48;0;0;0;13;9;174;54;5;48;1;t0216;2021-01-29
dolnoœl¹skie;strzeliñski;0;0;0;0;0;4;2;90;22;0;21;1;t0217;2021-01-29
dolnoœl¹skie;œredzki;11;1.99;0;0;0;13;12;315;59;12;46;1;t0218;2021-01-29
dolnoœl¹skie;œwidnicki;31;1.98;1;0;1;33;16;592;163;37;123;3;t0219;2021-01-29
dolnoœl¹skie;trzebnicki;6;0.70;1;0;1;19;4;444;78;9;68;1;t0220;2021-01-29
dolnoœl¹skie;wa³brzyski;11;1.99;0;0;0;12;8;97;70;11;58;1;t0221;2021-01-29
dolnoœl¹skie;wo³owski;0;0;0;0;0;9;9;144;41;0;39;2;t0222;2021-01-29
