wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;6322;1.65;346;82;264;10670;10089;184639;44490;7029;36723;738;t0000
dolnoœl¹skie;boles³awiecki;22;2.44;0;0;0;33;21;460;107;24;76;7;t0201
dolnoœl¹skie;dzier¿oniowski;8;0.80;1;0;1;19;10;197;65;10;54;1;t0202
dolnoœl¹skie;g³ogowski;17;1.91;0;0;0;9;18;266;82;18;64;0;t0203
dolnoœl¹skie;górowski;2;0.58;0;0;0;5;3;99;31;2;29;0;t0204
dolnoœl¹skie;jaworski;6;1.20;0;0;0;18;22;167;40;6;34;0;t0205
dolnoœl¹skie;jeleniogórski;10;1.58;1;0;1;9;13;253;101;10;89;2;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;3;5;87;63;2;61;0;t0207
dolnoœl¹skie;k³odzki;20;1.27;0;0;0;37;23;557;146;22;122;2;t0208
dolnoœl¹skie;legnicki;4;0.72;1;1;0;10;11;158;51;5;44;2;t0209
dolnoœl¹skie;lubañski;15;2.77;1;1;0;12;12;268;66;15;50;1;t0210
dolnoœl¹skie;lubiñski;20;1.88;2;0;2;7;12;226;112;21;89;2;t0211
dolnoœl¹skie;lwówecki;4;0.87;1;1;0;8;5;100;75;6;68;1;t0212
dolnoœl¹skie;milicki;2;0.54;1;1;0;10;9;126;27;2;25;0;t0213
dolnoœl¹skie;oleœnicki;18;1.68;0;0;0;28;9;378;114;18;94;2;t0214
dolnoœl¹skie;o³awski;16;2.08;0;0;0;15;8;405;77;16;60;1;t0215
dolnoœl¹skie;polkowicki;4;0.63;0;0;0;8;14;187;51;6;42;3;t0216
dolnoœl¹skie;strzeliñski;5;1.15;1;1;0;7;6;110;38;5;31;2;t0217
dolnoœl¹skie;œredzki;8;1.45;0;0;0;11;5;248;71;9;62;0;t0218
dolnoœl¹skie;œwidnicki;17;1.09;0;0;0;23;20;644;178;20;151;7;t0219
dolnoœl¹skie;trzebnicki;16;1.87;0;0;0;22;23;421;110;16;91;3;t0220
dolnoœl¹skie;wa³brzyski;9;1.62;1;1;0;10;3;138;65;10;55;0;t0221
dolnoœl¹skie;wo³owski;4;0.86;1;0;1;9;15;228;62;4;57;1;t0222
