wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;10548;2.75;438;100;338;16429;13071;168496;58371;11952;45261;1158;t0000
dolnoœl¹skie;boles³awiecki;31;3.44;2;0;2;47;35;475;158;39;116;3;t0201
dolnoœl¹skie;dzier¿oniowski;10;0.99;0;0;0;16;11;176;98;12;84;2;t0202
dolnoœl¹skie;g³ogowski;19;2.14;0;0;0;30;25;279;123;20;102;1;t0203
dolnoœl¹skie;górowski;3;0.86;2;0;2;14;11;126;44;3;41;0;t0204
dolnoœl¹skie;jaworski;6;1.20;0;0;0;15;17;165;33;6;27;0;t0205
dolnoœl¹skie;jeleniogórski;14;2.21;0;0;0;5;19;155;65;18;47;0;t0206
dolnoœl¹skie;kamiennogórski;5;1.16;5;5;0;4;5;68;35;5;28;2;t0207
dolnoœl¹skie;k³odzki;17;1.08;0;0;0;33;32;408;108;19;89;0;t0208
dolnoœl¹skie;legnicki;6;1.09;0;0;0;8;11;146;42;8;33;1;t0209
dolnoœl¹skie;lubañski;8;1.48;0;0;0;16;33;276;62;8;53;1;t0210
dolnoœl¹skie;lubiñski;19;1.79;1;0;1;20;21;241;130;20;108;2;t0211
dolnoœl¹skie;lwówecki;6;1.31;1;1;0;22;8;126;63;7;56;0;t0212
dolnoœl¹skie;milicki;9;2.44;0;0;0;13;8;163;45;9;36;0;t0213
dolnoœl¹skie;oleœnicki;9;0.84;0;0;0;21;28;333;85;12;73;0;t0214
dolnoœl¹skie;o³awski;10;1.30;0;0;0;24;37;379;93;10;82;1;t0215
dolnoœl¹skie;polkowicki;11;1.74;2;1;1;17;9;153;62;11;49;2;t0216
dolnoœl¹skie;strzeliñski;30;6.90;0;0;0;13;1;149;62;30;31;1;t0217
dolnoœl¹skie;œredzki;15;2.71;0;0;0;18;7;214;74;15;58;1;t0218
dolnoœl¹skie;œwidnicki;27;1.72;0;0;0;37;32;702;187;30;155;2;t0219
dolnoœl¹skie;trzebnicki;20;2.34;0;0;0;17;19;320;104;21;79;4;t0220
dolnoœl¹skie;wa³brzyski;4;0.72;0;0;0;13;17;157;88;4;83;1;t0221
dolnoœl¹skie;wo³owski;4;0.86;0;0;0;20;21;215;51;6;41;4;t0222
dolnoœl¹skie;wroc³awski;39;2.53;1;1;0;79;43;732;199;41;154;4;t0223
dolnoœl¹skie;z¹bkowicki;14;2.17;1;1;0;19;22;217;70;16;53;1;t0224
dolnoœl¹skie;zgorzelecki;3;0.34;1;1;0;31;20;370;65;5;56;4;t0225
dolnoœl¹skie;z³otoryjski;11;2.54;0;0;0;15;9;188;34;11;23;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0.25;2;0;2;27;15;220;57;3;54;0;t0261
dolnoœl¹skie;Legnica;7;0.71;0;0;0;21;17;341;84;7;75;2;t0262
dolnoœl¹skie;Wroc³aw;140;2.17;4;4;0;311;214;2742;959;154;784;21;t0264
dolnoœl¹skie;Wa³brzych;12;1.08;0;0;0;26;26;341;174;12;162;0;t0265
kujawsko-pomorskie;aleksandrowski;16;2.91;2;1;1;25;26;216;100;27;71;2;t0401
kujawsko-pomorskie;brodnicki;24;3.03;0;0;0;24;34;391;100;24;76;0;t0402
