wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;7038;1.84;94;21;73;414;6215;156100;37407;7534;29220;653;t0000;2021-02-20
dolnoœl¹skie;boles³awiecki;5;0.56;0;0;0;0;3;232;41;5;35;1;t0201;2021-02-20
dolnoœl¹skie;dzier¿oniowski;18;1.79;0;0;0;0;15;154;71;18;53;0;t0202;2021-02-20
dolnoœl¹skie;g³ogowski;5;0.56;0;0;0;0;11;152;40;6;34;0;t0203;2021-02-20
dolnoœl¹skie;górowski;5;1.44;0;0;0;0;2;43;17;5;12;0;t0204;2021-02-20
dolnoœl¹skie;jaworski;3;0.60;0;0;0;0;5;77;34;4;29;1;t0205;2021-02-20
dolnoœl¹skie;jeleniogórski;5;0.79;0;0;0;0;3;114;45;5;40;0;t0206;2021-02-20
dolnoœl¹skie;kamiennogórski;21;4.88;0;0;0;0;7;226;35;22;13;0;t0207;2021-02-20
dolnoœl¹skie;k³odzki;55;3.50;0;0;0;2;33;816;133;61;70;2;t0208;2021-02-20
dolnoœl¹skie;legnicki;2;0.36;0;0;0;0;2;102;12;2;10;0;t0209;2021-02-20
dolnoœl¹skie;lubañski;3;0.55;0;0;0;1;6;114;25;3;22;0;t0210;2021-02-20
dolnoœl¹skie;lubiñski;2;0.19;0;0;0;1;2;163;59;2;57;0;t0211;2021-02-20
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;2;37;9;0;9;0;t0212;2021-02-20
dolnoœl¹skie;milicki;0;0;0;0;0;0;1;49;29;0;29;0;t0213;2021-02-20
