wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;2431;0.63;45;11;34;174;5786;129751;21067;2787;17976;304;t0000;2021-02-07
dolnoœl¹skie;boles³awiecki;1;0.11;0;0;0;0;10;302;38;1;37;0;t0201;2021-02-07
dolnoœl¹skie;dzier¿oniowski;5;0.50;0;0;0;0;2;112;20;5;15;0;t0202;2021-02-07
dolnoœl¹skie;g³ogowski;2;0.23;0;0;0;0;6;168;29;2;27;0;t0203;2021-02-07
dolnoœl¹skie;górowski;0;0;0;0;0;0;4;41;14;0;14;0;t0204;2021-02-07
dolnoœl¹skie;jaworski;1;0.20;0;0;0;0;4;71;10;1;9;0;t0205;2021-02-07
dolnoœl¹skie;jeleniogórski;2;0.32;0;0;0;0;5;121;20;5;13;2;t0206;2021-02-07
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;6;108;3;0;3;0;t0207;2021-02-07
dolnoœl¹skie;k³odzki;20;1.27;0;0;0;1;20;542;219;32;181;6;t0208;2021-02-07
dolnoœl¹skie;legnicki;1;0.18;0;0;0;0;1;126;15;1;13;1;t0209;2021-02-07
dolnoœl¹skie;lubañski;0;0;0;0;0;0;5;145;5;0;5;0;t0210;2021-02-07
dolnoœl¹skie;lubiñski;0;0;0;0;0;0;5;133;28;0;25;3;t0211;2021-02-07
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;4;57;3;0;3;0;t0212;2021-02-07
dolnoœl¹skie;milicki;1;0.27;0;0;0;0;3;72;7;1;6;0;t0213;2021-02-07
dolnoœl¹skie;oleœnicki;9;0.84;0;0;0;0;10;286;43;11;32;0;t0214;2021-02-07
dolnoœl¹skie;o³awski;4;0.52;0;0;0;0;17;307;22;4;18;0;t0215;2021-02-07
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;2;118;13;0;13;0;t0216;2021-02-07
dolnoœl¹skie;strzeliñski;1;0.23;0;0;0;2;0;52;10;1;8;1;t0217;2021-02-07
dolnoœl¹skie;œredzki;0;0;0;0;0;0;11;135;3;0;3;0;t0218;2021-02-07
dolnoœl¹skie;œwidnicki;1;0.06;0;0;0;1;22;486;9;1;8;0;t0219;2021-02-07
dolnoœl¹skie;trzebnicki;2;0.23;0;0;0;0;6;249;23;2;21;0;t0220;2021-02-07
dolnoœl¹skie;wa³brzyski;2;0.36;0;0;0;0;6;148;11;2;9;0;t0221;2021-02-07
dolnoœl¹skie;wo³owski;0;0;0;0;0;0;3;66;12;0;12;0;t0222;2021-02-07
dolnoœl¹skie;wroc³awski;6;0.39;0;0;0;0;16;573;52;6;44;2;t0223;2021-02-07
dolnoœl¹skie;z¹bkowicki;3;0.47;0;0;0;0;6;74;30;3;27;0;t0224;2021-02-07
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;0;9;240;5;0;5;0;t0225;2021-02-07
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;0;5;122;1;0;1;0;t0226;2021-02-07
dolnoœl¹skie;Jelenia Góra;4;0.51;0;0;0;0;11;172;17;4;13;0;t0261;2021-02-07
dolnoœl¹skie;Legnica;6;0.61;0;0;0;0;3;317;22;6;16;0;t0262;2021-02-07
dolnoœl¹skie;Wroc³aw;31;0.48;0;0;0;1;67;2165;216;34;181;1;t0264;2021-02-07
dolnoœl¹skie;Wa³brzych;9;0.81;0;0;0;0;13;222;34;11;23;0;t0265;2021-02-07
kujawsko-pomorskie;aleksandrowski;3;0.55;0;0;0;0;5;141;20;4;15;1;t0401;2021-02-07
kujawsko-pomorskie;brodnicki;3;0.38;0;0;0;0;7;222;21;6;15;0;t0402;2021-02-07
kujawsko-pomorskie;bydgoski;8;0.67;0;0;0;5;46;590;49;9;39;1;t0403;2021-02-07
kujawsko-pomorskie;che³miñski;5;0.96;0;0;0;1;14;414;69;21;46;2;t0404;2021-02-07
kujawsko-pomorskie;golubsko-dobrzyñski;0;0;1;1;0;0;11;217;16;2;14;0;t0405;2021-02-07
kujawsko-pomorskie;grudzi¹dzki;3;0.75;0;0;0;0;10;194;14;3;11;0;t0406;2021-02-07
kujawsko-pomorskie;inowroc³awski;11;0.69;0;0;0;0;17;510;64;12;50;2;t0407;2021-02-07
kujawsko-pomorskie;lipnowski;11;1.68;1;0;1;2;5;223;37;12;24;1;t0408;2021-02-07
kujawsko-pomorskie;mogileñski;4;0.88;0;0;0;5;2;140;30;4;26;0;t0409;2021-02-07
kujawsko-pomorskie;nakielski;7;0.81;0;0;0;0;16;376;44;7;36;1;t0410;2021-02-07
kujawsko-pomorskie;radziejowski;1;0.25;0;0;0;0;11;88;14;3;11;0;t0411;2021-02-07
kujawsko-pomorskie;rypiñski;0;0;0;0;0;0;3;170;11;0;11;0;t0412;2021-02-07
