wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;7412;1.93;369;69;300;11188;11819;187925;69348;8468;59651;1229;t0000
dolnoœl¹skie;boles³awiecki;12;1.33;0;0;0;28;35;434;99;12;83;4;t0201
dolnoœl¹skie;dzier¿oniowski;14;1.39;0;0;0;11;21;163;310;14;290;6;t0202
dolnoœl¹skie;g³ogowski;13;1.46;2;0;2;20;23;308;206;14;192;0;t0203
dolnoœl¹skie;górowski;4;1.15;0;0;0;9;4;118;35;4;31;0;t0204
dolnoœl¹skie;jaworski;6;1.20;0;0;0;16;10;141;109;6;102;1;t0205
dolnoœl¹skie;jeleniogórski;3;0.47;0;0;0;7;15;240;68;6;62;0;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;4;7;78;33;0;33;0;t0207
dolnoœl¹skie;k³odzki;23;1.46;0;0;0;31;26;432;246;24;222;0;t0208
dolnoœl¹skie;legnicki;8;1.45;0;0;0;7;6;181;46;8;35;3;t0209
dolnoœl¹skie;lubañski;6;1.11;0;0;0;13;24;301;34;7;27;0;t0210
dolnoœl¹skie;lubiñski;7;0.66;2;0;2;16;16;208;150;7;142;1;t0211
dolnoœl¹skie;lwówecki;5;1.09;0;0;0;18;6;134;68;5;63;0;t0212
dolnoœl¹skie;milicki;2;0.54;0;0;0;5;9;168;71;4;67;0;t0213
dolnoœl¹skie;oleœnicki;11;1.02;1;1;0;21;19;335;179;12;161;6;t0214
dolnoœl¹skie;o³awski;5;0.65;1;0;1;27;19;449;138;5;131;2;t0215
dolnoœl¹skie;polkowicki;4;0.63;0;0;0;13;16;225;49;4;45;0;t0216
dolnoœl¹skie;strzeliñski;7;1.61;0;0;0;7;3;154;43;7;35;1;t0217
dolnoœl¹skie;œredzki;9;1.63;0;0;0;9;12;206;111;9;100;2;t0218
dolnoœl¹skie;œwidnicki;17;1.09;0;0;0;37;38;705;132;20;107;5;t0219
dolnoœl¹skie;trzebnicki;26;3.04;0;0;0;10;14;388;331;28;296;7;t0220
dolnoœl¹skie;wa³brzyski;3;0.54;0;0;0;5;14;145;54;3;50;1;t0221
dolnoœl¹skie;wo³owski;8;1.71;0;0;0;9;17;240;101;9;91;1;t0222
dolnoœl¹skie;wroc³awski;18;1.17;0;0;0;71;58;1125;226;23;197;6;t0223
dolnoœl¹skie;z¹bkowicki;52;8.06;0;0;0;24;20;294;311;53;239;19;t0224
dolnoœl¹skie;zgorzelecki;3;0.34;0;0;0;20;31;410;35;3;31;1;t0225
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;7;13;162;53;0;52;1;t0226
dolnoœl¹skie;Jelenia Góra;1;0.13;1;1;0;12;13;254;55;1;52;2;t0261
dolnoœl¹skie;Legnica;12;1.21;0;0;0;20;14;548;147;16;128;3;t0262
dolnoœl¹skie;Wroc³aw;89;1.38;1;1;0;175;222;3588;1613;104;1491;18;t0264
dolnoœl¹skie;Wa³brzych;10;0.90;1;0;1;22;27;305;140;11;129;0;t0265
kujawsko-pomorskie;aleksandrowski;5;0.91;1;0;1;15;18;209;133;6;127;0;t0401
kujawsko-pomorskie;brodnicki;16;2.02;2;0;2;15;25;434;116;16;100;0;t0402
kujawsko-pomorskie;bydgoski;52;4.35;1;0;1;70;84;1239;280;57;210;13;t0403
kujawsko-pomorskie;che³miñski;31;5.98;0;0;0;37;33;562;189;47;140;2;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;17;3.78;1;0;1;24;9;251;67;18;49;0;t0405
kujawsko-pomorskie;grudzi¹dzki;5;1.24;0;0;0;9;27;402;81;8;72;1;t0406
kujawsko-pomorskie;inowroc³awski;39;2.45;7;0;7;65;72;911;224;53;167;4;t0407
kujawsko-pomorskie;lipnowski;3;0.46;0;0;0;13;8;271;98;4;91;3;t0408
kujawsko-pomorskie;mogileñski;5;1.10;0;0;0;16;4;231;34;6;27;1;t0409
kujawsko-pomorskie;nakielski;65;7.54;0;0;0;74;107;721;231;71;157;3;t0410
kujawsko-pomorskie;radziejowski;5;1.24;1;0;1;12;33;221;40;5;33;2;t0411
kujawsko-pomorskie;rypiñski;1;0.23;1;0;1;9;9;160;50;1;49;0;t0412
kujawsko-pomorskie;sêpoleñski;12;2.93;0;0;0;16;15;309;72;13;56;3;t0413
kujawsko-pomorskie;œwiecki;22;2.22;1;0;1;53;65;778;171;26;143;2;t0414
kujawsko-pomorskie;toruñski;29;2.66;0;0;0;54;53;918;199;30;165;4;t0415
kujawsko-pomorskie;tucholski;14;2.90;0;0;0;22;22;309;72;14;57;1;t0416
kujawsko-pomorskie;w¹brzeski;17;4.98;1;1;0;30;11;265;60;17;43;0;t0417
kujawsko-pomorskie;w³oc³awski;11;1.28;2;0;2;22;22;455;105;13;92;0;t0418
kujawsko-pomorskie;¿niñski;23;3.28;2;0;2;31;36;496;181;37;144;0;t0419
kujawsko-pomorskie;Bydgoszcz;181;5.22;2;0;2;244;206;2971;770;211;548;11;t0461
kujawsko-pomorskie;Grudzi¹dz;33;3.51;5;3;2;54;61;724;299;37;254;8;t0462
kujawsko-pomorskie;Toruñ;51;2.54;3;0;3;102;125;1350;349;64;279;6;t0463
kujawsko-pomorskie;W³oc³awek;16;1.46;3;0;3;35;41;544;162;16;146;0;t0464
lubelskie;bialski;13;1.18;1;0;1;18;14;376;156;13;139;4;t0601
lubelskie;bi³gorajski;11;1.09;1;0;1;11;10;238;92;12;79;1;t0602
lubelskie;che³mski;14;1.80;0;0;0;26;20;344;145;14;130;1;t0603
lubelskie;hrubieszowski;1;0.16;0;0;0;11;4;213;108;1;106;1;t0604
lubelskie;janowski;1;0.22;1;0;1;5;0;101;55;1;54;0;t0605
lubelskie;krasnostawski;14;2.22;0;0;0;14;14;396;139;14;125;0;t0606
lubelskie;kraœnicki;11;1.16;4;3;1;19;15;291;65;13;52;0;t0607
lubelskie;lubartowski;8;0.91;0;0;0;24;4;214;125;10;115;0;t0608
lubelskie;lubelski;24;1.54;2;0;2;36;32;671;217;26;191;0;t0609
lubelskie;³êczyñski;10;1.75;1;0;1;9;12;299;71;11;51;9;t0610
lubelskie;³ukowski;11;1.03;1;0;1;18;5;257;155;12;142;1;t0611
lubelskie;opolski;7;1.19;2;0;2;13;11;247;99;8;91;0;t0612
