wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;4424;1.15;92;10;82;331;234065;20824;5103;15058;663;t0000;2020-12-06
dolnośląskie;bolesławiecki;13;1.44;0;0;0;2;649;93;25;66;2;t0201;2020-12-06
dolnośląskie;dzierżoniowski;6;0.6;0;0;0;0;377;27;6;18;3;t0202;2020-12-06
dolnośląskie;głogowski;7;0.79;0;0;0;0;635;29;7;22;0;t0203;2020-12-06
dolnośląskie;górowski;1;0.29;0;0;0;0;189;12;2;9;1;t0204;2020-12-06
dolnośląskie;jaworski;4;0.8;0;0;0;0;226;12;4;6;2;t0205;2020-12-06
dolnośląskie;jeleniogórski;7;1.1;0;0;0;0;319;20;7;11;2;t0206;2020-12-06
dolnośląskie;kamiennogórski;0;0.0;0;0;0;0;192;8;0;8;0;t0207;2020-12-06
dolnośląskie;kłodzki;13;0.83;0;0;0;1;776;80;14;65;1;t0208;2020-12-06
dolnośląskie;legnicki;5;0.91;0;0;0;0;291;22;6;15;1;t0209;2020-12-06
dolnośląskie;lubański;3;0.55;0;0;0;0;377;13;5;8;0;t0210;2020-12-06
dolnośląskie;lubiński;3;0.28;1;0;1;1;543;26;3;23;0;t0211;2020-12-06
dolnośląskie;lwówecki;5;1.09;0;0;0;0;179;13;6;7;0;t0212;2020-12-06
dolnośląskie;milicki;1;0.27;0;0;0;0;175;8;1;7;0;t0213;2020-12-06
dolnośląskie;oleśnicki;13;1.21;0;0;0;0;920;58;13;44;1;t0214;2020-12-06
dolnośląskie;oławski;14;1.82;0;0;0;0;854;56;16;39;1;t0215;2020-12-06
dolnośląskie;polkowicki;4;0.63;0;0;0;0;482;13;4;9;0;t0216;2020-12-06
dolnośląskie;strzeliński;5;1.15;0;0;0;0;315;22;5;17;0;t0217;2020-12-06
dolnośląskie;średzki;5;0.9;0;0;0;0;394;20;5;14;1;t0218;2020-12-06
dolnośląskie;świdnicki;16;1.02;0;0;0;0;1218;38;16;22;0;t0219;2020-12-06
dolnośląskie;trzebnicki;5;0.59;0;0;0;0;633;33;5;28;0;t0220;2020-12-06
dolnośląskie;wałbrzyski;6;1.08;0;0;0;0;325;15;6;9;0;t0221;2020-12-06
dolnośląskie;wołowski;9;1.93;0;0;0;0;413;22;9;13;0;t0222;2020-12-06
dolnośląskie;wrocławski;26;1.69;0;0;0;0;1024;79;26;51;2;t0223;2020-12-06
dolnośląskie;ząbkowicki;3;0.47;0;0;0;0;302;23;4;18;1;t0224;2020-12-06
dolnośląskie;zgorzelecki;0;0.0;1;1;0;0;645;15;2;13;0;t0225;2020-12-06
dolnośląskie;złotoryjski;7;1.62;0;0;0;0;459;13;8;5;0;t0226;2020-12-06
dolnośląskie;Jelenia Góra;16;2.03;0;0;0;0;516;32;16;13;3;t0261;2020-12-06
dolnośląskie;Legnica;8;0.81;0;0;0;0;615;32;8;22;2;t0262;2020-12-06
dolnośląskie;Wrocław;60;0.93;0;0;0;7;3410;344;64;269;11;t0264;2020-12-06
dolnośląskie;Wałbrzych;23;2.08;0;0;0;0;536;66;25;40;1;t0265;2020-12-06
kujawsko-pomorskie;aleksandrowski;5;0.91;0;0;0;0;309;16;5;9;2;t0401;2020-12-06
kujawsko-pomorskie;brodnicki;11;1.39;0;0;0;0;569;29;12;16;1;t0402;2020-12-06
kujawsko-pomorskie;bydgoski;22;1.84;0;0;0;4;1001;67;23;36;8;t0403;2020-12-06
kujawsko-pomorskie;chełmiński;1;0.19;0;0;0;10;461;12;1;11;0;t0404;2020-12-06
kujawsko-pomorskie;golubsko-dobrzyński;5;1.11;0;0;0;0;276;20;5;14;1;t0405;2020-12-06
kujawsko-pomorskie;grudziądzki;10;2.49;0;0;0;0;401;23;10;11;2;t0406;2020-12-06
kujawsko-pomorskie;inowrocławski;23;1.44;0;0;0;1;1149;78;26;49;3;t0407;2020-12-06
kujawsko-pomorskie;lipnowski;36;5.49;0;0;0;0;555;68;36;29;3;t0408;2020-12-06
kujawsko-pomorskie;mogileński;2;0.44;1;0;1;3;315;11;2;9;0;t0409;2020-12-06
kujawsko-pomorskie;nakielski;10;1.16;0;0;0;0;827;35;10;25;0;t0410;2020-12-06
kujawsko-pomorskie;radziejowski;9;2.24;0;0;0;1;365;27;10;16;1;t0411;2020-12-06
kujawsko-pomorskie;rypiński;1;0.23;0;0;0;0;283;24;3;16;5;t0412;2020-12-06
kujawsko-pomorskie;sępoleński;4;0.98;0;0;0;0;410;16;4;12;0;t0413;2020-12-06
kujawsko-pomorskie;świecki;8;0.81;0;0;0;1;1094;42;8;31;3;t0414;2020-12-06
kujawsko-pomorskie;toruński;14;1.29;0;0;0;0;1310;94;15;79;0;t0415;2020-12-06
kujawsko-pomorskie;tucholski;20;4.14;0;0;0;0;563;41;20;19;2;t0416;2020-12-06
kujawsko-pomorskie;wąbrzeski;3;0.88;0;0;0;0;343;10;3;6;1;t0417;2020-12-06
kujawsko-pomorskie;włocławski;11;1.28;0;0;0;4;621;47;12;34;1;t0418;2020-12-06
