wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;4706;1.23;98;27;71;260;6030;162805;32276;5181;26573;522;t0000;2021-01-30
dolnoœl¹skie;boles³awiecki;10;1.11;0;0;0;0;17;464;78;10;67;1;t0201;2021-01-30
dolnoœl¹skie;dzier¿oniowski;6;0.60;0;0;0;0;5;138;49;6;41;2;t0202;2021-01-30
dolnoœl¹skie;g³ogowski;5;0.56;0;0;0;0;12;203;52;6;45;1;t0203;2021-01-30
dolnoœl¹skie;górowski;2;0.58;0;0;0;0;0;52;19;3;16;0;t0204;2021-01-30
dolnoœl¹skie;jaworski;5;1.00;0;0;0;0;8;105;37;5;32;0;t0205;2021-01-30
dolnoœl¹skie;jeleniogórski;6;0.95;0;0;0;0;5;178;43;10;31;2;t0206;2021-01-30
dolnoœl¹skie;kamiennogórski;1;0.23;0;0;0;0;0;65;13;1;12;0;t0207;2021-01-30
dolnoœl¹skie;k³odzki;20;1.27;0;0;0;0;13;554;95;23;72;0;t0208;2021-01-30
dolnoœl¹skie;legnicki;7;1.27;0;0;0;0;2;137;45;8;36;1;t0209;2021-01-30
dolnoœl¹skie;lubañski;1;0.18;0;0;0;0;5;243;19;1;18;0;t0210;2021-01-30
dolnoœl¹skie;lubiñski;43;4.05;1;0;1;0;8;188;182;55;117;10;t0211;2021-01-30
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;4;89;11;0;11;0;t0212;2021-01-30
dolnoœl¹skie;milicki;7;1.90;0;0;0;1;3;97;51;8;43;0;t0213;2021-01-30
dolnoœl¹skie;oleœnicki;11;1.02;0;0;0;1;13;329;66;13;53;0;t0214;2021-01-30
dolnoœl¹skie;o³awski;12;1.56;0;0;0;0;11;455;73;13;60;0;t0215;2021-01-30
dolnoœl¹skie;polkowicki;9;1.43;0;0;0;0;11;156;37;9;27;1;t0216;2021-01-30
dolnoœl¹skie;strzeliñski;0;0;0;0;0;0;3;84;27;0;27;0;t0217;2021-01-30
dolnoœl¹skie;œredzki;3;0.54;0;0;0;0;7;312;29;4;25;0;t0218;2021-01-30
dolnoœl¹skie;œwidnicki;8;0.51;0;0;0;0;17;553;63;8;54;1;t0219;2021-01-30
dolnoœl¹skie;trzebnicki;5;0.59;0;0;0;0;11;411;36;7;29;0;t0220;2021-01-30
dolnoœl¹skie;wa³brzyski;1;0.18;0;0;0;0;0;91;26;1;25;0;t0221;2021-01-30
dolnoœl¹skie;wo³owski;2;0.43;0;0;0;0;4;132;31;3;28;0;t0222;2021-01-30
dolnoœl¹skie;wroc³awski;21;1.36;0;0;0;0;33;933;152;22;128;2;t0223;2021-01-30
dolnoœl¹skie;z¹bkowicki;2;0.31;0;0;0;0;0;152;42;2;39;1;t0224;2021-01-30
dolnoœl¹skie;zgorzelecki;1;0.11;0;0;0;0;11;372;30;1;28;1;t0225;2021-01-30
dolnoœl¹skie;z³otoryjski;5;1.16;0;0;0;0;6;127;22;5;17;0;t0226;2021-01-30
dolnoœl¹skie;Jelenia Góra;15;1.90;0;0;0;0;10;240;75;15;59;1;t0261;2021-01-30
dolnoœl¹skie;Legnica;13;1.31;0;0;0;0;12;485;88;14;72;2;t0262;2021-01-30
dolnoœl¹skie;Wroc³aw;72;1.12;0;0;0;3;91;3177;734;80;648;6;t0264;2021-01-30
dolnoœl¹skie;Wa³brzych;9;0.81;0;0;0;1;7;307;67;9;58;0;t0265;2021-01-30
kujawsko-pomorskie;aleksandrowski;9;1.64;1;0;1;5;7;148;29;9;20;0;t0401;2021-01-30
kujawsko-pomorskie;brodnicki;7;0.88;0;0;0;1;13;279;40;7;33;0;t0402;2021-01-30
kujawsko-pomorskie;bydgoski;32;2.68;0;0;0;12;44;820;137;33;99;5;t0403;2021-01-30
kujawsko-pomorskie;che³miñski;18;3.47;0;0;0;4;26;525;75;22;53;0;t0404;2021-01-30
kujawsko-pomorskie;golubsko-dobrzyñski;6;1.33;0;0;0;0;15;280;24;6;18;0;t0405;2021-01-30
kujawsko-pomorskie;grudzi¹dzki;7;1.74;0;0;0;2;11;234;31;7;22;2;t0406;2021-01-30
kujawsko-pomorskie;inowroc³awski;27;1.69;1;0;1;2;29;634;111;31;78;2;t0407;2021-01-30
kujawsko-pomorskie;lipnowski;8;1.22;0;0;0;0;6;209;46;9;35;2;t0408;2021-01-30
kujawsko-pomorskie;mogileñski;4;0.88;0;0;0;5;3;151;29;4;25;0;t0409;2021-01-30
kujawsko-pomorskie;nakielski;21;2.44;0;0;0;0;44;559;104;23;79;2;t0410;2021-01-30
kujawsko-pomorskie;radziejowski;2;0.50;0;0;0;0;5;165;25;2;22;1;t0411;2021-01-30
kujawsko-pomorskie;rypiñski;6;1.38;1;0;1;0;3;106;27;6;19;2;t0412;2021-01-30
kujawsko-pomorskie;sêpoleñski;10;2.44;1;0;1;0;8;357;37;10;27;0;t0413;2021-01-30
kujawsko-pomorskie;œwiecki;25;2.53;0;0;0;3;23;566;96;25;64;7;t0414;2021-01-30
kujawsko-pomorskie;toruñski;21;1.93;1;1;0;0;25;646;106;24;81;1;t0415;2021-01-30
kujawsko-pomorskie;tucholski;4;0.83;0;0;0;0;6;262;48;7;41;0;t0416;2021-01-30
kujawsko-pomorskie;w¹brzeski;5;1.47;1;1;0;0;8;165;16;6;10;0;t0417;2021-01-30
kujawsko-pomorskie;w³oc³awski;8;0.93;1;0;1;0;7;279;77;8;69;0;t0418;2021-01-30
kujawsko-pomorskie;¿niñski;10;1.43;0;0;0;1;21;475;39;10;28;1;t0419;2021-01-30
kujawsko-pomorskie;Bydgoszcz;87;2.51;0;0;0;15;152;2332;435;99;329;7;t0461;2021-01-30
kujawsko-pomorskie;Grudzi¹dz;23;2.44;0;0;0;0;36;602;80;23;52;5;t0462;2021-01-30
kujawsko-pomorskie;Toruñ;44;2.19;1;0;1;9;62;1069;151;46;104;1;t0463;2021-01-30
kujawsko-pomorskie;W³oc³awek;10;0.91;2;0;2;0;28;344;133;10;123;0;t0464;2021-01-30
lubelskie;bialski;12;1.09;1;1;0;0;14;290;65;12;52;1;t0601;2021-01-30
lubelskie;bi³gorajski;8;0.80;0;0;0;0;8;346;57;9;45;3;t0602;2021-01-30
lubelskie;che³mski;2;0.26;0;0;0;0;5;296;27;2;25;0;t0603;2021-01-30
lubelskie;hrubieszowski;1;0.16;0;0;0;0;5;133;67;3;59;5;t0604;2021-01-30
lubelskie;janowski;10;2.20;0;0;0;0;4;68;35;11;24;0;t0605;2021-01-30
lubelskie;krasnostawski;3;0.48;0;0;0;0;4;220;42;3;37;2;t0606;2021-01-30
lubelskie;kraœnicki;8;0.84;0;0;0;0;6;212;55;8;47;0;t0607;2021-01-30
lubelskie;lubartowski;5;0.57;0;0;0;1;9;209;49;10;39;0;t0608;2021-01-30
lubelskie;lubelski;14;0.90;0;0;0;0;32;554;86;15;69;2;t0609;2021-01-30
lubelskie;³êczyñski;9;1.57;0;0;0;0;3;224;40;9;31;0;t0610;2021-01-30
lubelskie;³ukowski;8;0.75;0;0;0;1;12;208;82;13;67;2;t0611;2021-01-30
lubelskie;opolski;4;0.68;0;0;0;0;3;223;15;4;11;0;t0612;2021-01-30
lubelskie;parczewski;1;0.29;0;0;0;0;0;56;9;1;8;0;t0613;2021-01-30
lubelskie;pu³awski;26;2.30;0;0;0;1;15;409;129;30;93;6;t0614;2021-01-30
lubelskie;radzyñski;3;0.51;1;0;1;1;7;108;20;3;17;0;t0615;2021-01-30
lubelskie;rycki;6;1.07;0;0;0;0;4;232;40;7;32;1;t0616;2021-01-30
lubelskie;œwidnicki;13;1.81;0;0;0;1;15;261;51;14;37;0;t0617;2021-01-30
lubelskie;tomaszowski;15;1.82;1;0;1;3;9;422;52;16;34;2;t0618;2021-01-30
lubelskie;w³odawski;11;2.88;1;1;0;12;12;268;38;13;25;0;t0619;2021-01-30
lubelskie;zamojski;7;0.66;0;0;0;0;7;168;43;7;35;1;t0620;2021-01-30
lubelskie;Bia³a Podlaska;7;1.22;0;0;0;0;16;211;68;10;57;1;t0661;2021-01-30
lubelskie;Che³m;3;0.49;0;0;0;0;21;237;40;3;37;0;t0662;2021-01-30
lubelskie;Lublin;41;1.21;0;0;0;1;66;1355;296;45;250;1;t0663;2021-01-30
lubelskie;Zamoœæ;10;1.58;0;0;0;0;5;202;70;10;60;0;t0664;2021-01-30
lubuskie;gorzowski;12;1.67;0;0;0;0;14;365;62;13;48;1;t0801;2021-01-30
lubuskie;kroœnieñski;4;0.73;0;0;0;0;9;267;44;4;39;1;t0802;2021-01-30
lubuskie;miêdzyrzecki;9;1.57;0;0;0;0;11;401;53;11;42;0;t0803;2021-01-30
lubuskie;nowosolski;25;2.91;0;0;0;1;14;263;72;27;44;1;t0804;2021-01-30
lubuskie;s³ubicki;6;1.28;0;0;0;0;11;163;41;6;35;0;t0805;2021-01-30
lubuskie;strzelecko-drezdenecki;7;1.43;0;0;0;0;10;235;55;16;39;0;t0806;2021-01-30
lubuskie;sulêciñski;2;0.57;0;0;0;0;4;223;28;2;25;1;t0807;2021-01-30
lubuskie;œwiebodziñski;8;1.44;0;0;0;0;9;309;70;12;58;0;t0808;2021-01-30
lubuskie;zielonogórski;8;1.06;0;0;0;0;10;294;79;15;63;1;t0809;2021-01-30
lubuskie;¿agañski;8;1.02;0;0;0;0;17;220;65;9;56;0;t0810;2021-01-30
lubuskie;¿arski;14;1.46;0;0;0;0;19;415;70;14;55;1;t0811;2021-01-30
lubuskie;wschowski;1;0.26;0;0;0;0;0;75;21;1;20;0;t0812;2021-01-30
lubuskie;Gorzów Wielkopolski;19;1.54;0;0;0;0;33;675;125;24;99;2;t0861;2021-01-30
lubuskie;Zielona Góra;47;3.33;1;0;1;1;34;653;166;51;112;3;t0862;2021-01-30
³ódzkie;be³chatowski;5;0.44;0;0;0;1;8;328;55;5;50;0;t1001;2021-01-30
³ódzkie;kutnowski;9;0.94;0;0;0;0;9;371;72;11;59;2;t1002;2021-01-30
³ódzkie;³aski;3;0.60;0;0;0;0;5;124;30;3;27;0;t1003;2021-01-30
³ódzkie;³êczycki;1;0.20;0;0;0;0;5;370;19;2;16;1;t1004;2021-01-30
³ódzkie;³owicki;3;0.39;0;0;0;0;4;357;48;6;40;2;t1005;2021-01-30
³ódzkie;³ódzki wschodni;12;1.66;0;0;0;2;8;358;64;12;51;1;t1006;2021-01-30
³ódzkie;opoczyñski;2;0.26;0;0;0;0;4;105;34;2;30;2;t1007;2021-01-30
³ódzkie;pabianicki;6;0.50;0;0;0;2;5;447;88;6;82;0;t1008;2021-01-30
³ódzkie;pajêczañski;6;1.17;0;0;0;0;0;191;41;6;35;0;t1009;2021-01-30
³ódzkie;piotrkowski;1;0.11;3;2;1;0;6;272;41;1;39;1;t1010;2021-01-30
³ódzkie;poddêbicki;1;0.24;0;0;0;0;6;150;29;1;28;0;t1011;2021-01-30
³ódzkie;radomszczañski;10;0.89;0;0;0;3;31;433;74;13;61;0;t1012;2021-01-30
³ódzkie;rawski;6;1.24;0;0;0;0;9;432;28;6;21;1;t1013;2021-01-30
³ódzkie;sieradzki;9;0.77;0;0;0;2;11;378;89;12;77;0;t1014;2021-01-30
³ódzkie;skierniewicki;2;0.52;0;0;0;0;4;204;25;2;22;1;t1015;2021-01-30
³ódzkie;tomaszowski;10;0.86;1;0;1;0;14;319;59;10;49;0;t1016;2021-01-30
³ódzkie;wieluñski;3;0.39;0;0;0;0;1;229;63;5;56;2;t1017;2021-01-30
³ódzkie;wieruszowski;0;0;0;0;0;0;6;104;12;0;11;1;t1018;2021-01-30
³ódzkie;zduñskowolski;1;0.15;0;0;0;0;3;161;42;1;40;1;t1019;2021-01-30
³ódzkie;zgierski;19;1.14;0;0;0;6;15;691;151;22;127;2;t1020;2021-01-30
³ódzkie;brzeziñski;4;1.30;0;0;0;0;3;140;18;4;14;0;t1021;2021-01-30
³ódzkie;£ódŸ;85;1.26;0;0;0;6;129;3646;712;90;605;17;t1061;2021-01-30
³ódzkie;Piotrków Trybunalski;3;0.41;0;0;0;2;17;324;48;3;44;1;t1062;2021-01-30
³ódzkie;Skierniewice;2;0.42;0;0;0;0;12;245;25;2;23;0;t1063;2021-01-30
ma³opolskie;bocheñski;4;0.37;0;0;0;0;12;210;68;5;63;0;t1201;2021-01-30
ma³opolskie;brzeski;6;0.64;0;0;0;0;5;225;91;6;84;1;t1202;2021-01-30
ma³opolskie;chrzanowski;7;0.56;0;0;0;0;10;219;49;7;41;1;t1203;2021-01-30
ma³opolskie;d¹browski;2;0.34;0;0;0;0;1;53;20;4;16;0;t1204;2021-01-30
ma³opolskie;gorlicki;4;0.37;0;0;0;0;7;151;59;4;53;2;t1205;2021-01-30
ma³opolskie;krakowski;14;0.50;1;1;0;0;34;841;192;15;174;3;t1206;2021-01-30
ma³opolskie;limanowski;4;0.30;0;0;0;0;3;182;48;5;43;0;t1207;2021-01-30
ma³opolskie;miechowski;1;0.21;0;0;0;0;4;106;14;1;12;1;t1208;2021-01-30
ma³opolskie;myœlenicki;2;0.16;0;0;0;0;13;376;47;2;44;1;t1209;2021-01-30
ma³opolskie;nowos¹decki;1;0.05;0;0;0;0;3;231;125;1;124;0;t1210;2021-01-30
ma³opolskie;nowotarski;3;0.16;0;0;0;0;8;187;113;4;107;2;t1211;2021-01-30
ma³opolskie;olkuski;7;0.63;0;0;0;0;6;233;41;7;34;0;t1212;2021-01-30
ma³opolskie;oœwiêcimski;5;0.33;0;0;0;0;12;351;46;7;38;1;t1213;2021-01-30
ma³opolskie;proszowicki;3;0.70;0;0;0;0;2;68;21;4;17;0;t1214;2021-01-30
ma³opolskie;suski;2;0.24;0;0;0;0;9;136;46;2;44;0;t1215;2021-01-30
ma³opolskie;tarnowski;14;0.69;0;0;0;0;9;229;109;15;93;1;t1216;2021-01-30
ma³opolskie;tatrzañski;2;0.29;0;0;0;1;2;94;45;2;42;1;t1217;2021-01-30
ma³opolskie;wadowicki;7;0.44;0;0;0;0;14;342;73;8;64;1;t1218;2021-01-30
ma³opolskie;wielicki;13;1.00;0;0;0;0;11;421;97;13;84;0;t1219;2021-01-30
ma³opolskie;Kraków;84;1.08;0;0;0;2;80;2594;583;89;485;9;t1261;2021-01-30
ma³opolskie;Nowy S¹cz;3;0.36;0;0;0;0;1;110;76;7;69;0;t1262;2021-01-30
ma³opolskie;Tarnów;15;1.39;0;0;0;0;7;204;51;15;36;0;t1263;2021-01-30
mazowieckie;bia³obrzeski;0;0;0;0;0;0;4;346;14;0;14;0;t1401;2021-01-30
mazowieckie;ciechanowski;17;1.91;0;0;0;1;17;580;90;19;64;7;t1402;2021-01-30
mazowieckie;garwoliñski;4;0.37;2;2;0;3;3;268;54;5;48;1;t1403;2021-01-30
mazowieckie;gostyniñski;1;0.22;0;0;0;2;3;81;12;2;10;0;t1404;2021-01-30
mazowieckie;grodziski;16;1.65;1;0;1;0;10;730;72;16;54;2;t1405;2021-01-30
mazowieckie;grójecki;15;1.53;0;0;0;0;14;2101;89;15;73;1;t1406;2021-01-30
mazowieckie;kozienicki;9;1.51;2;0;2;0;10;398;42;11;31;0;t1407;2021-01-30
mazowieckie;legionowski;19;1.59;0;0;0;2;12;755;106;21;84;1;t1408;2021-01-30
mazowieckie;lipski;7;2.07;0;0;0;1;3;146;43;7;35;1;t1409;2021-01-30
mazowieckie;³osicki;3;0.98;0;0;0;0;0;100;11;3;8;0;t1410;2021-01-30
mazowieckie;makowski;3;0.67;2;2;0;0;2;177;24;3;21;0;t1411;2021-01-30
mazowieckie;miñski;25;1.61;1;1;0;0;17;648;166;25;128;13;t1412;2021-01-30
mazowieckie;m³awski;13;1.79;0;0;0;4;14;618;55;14;39;2;t1413;2021-01-30
mazowieckie;nowodworski;3;0.38;0;0;0;0;4;412;45;3;40;2;t1414;2021-01-30
mazowieckie;ostro³êcki;2;0.23;0;0;0;1;10;233;23;3;20;0;t1415;2021-01-30
mazowieckie;ostrowski;6;0.83;0;0;0;0;9;330;42;7;35;0;t1416;2021-01-30
mazowieckie;otwocki;22;1.77;0;0;0;1;21;724;137;24;111;2;t1417;2021-01-30
mazowieckie;piaseczyñski;35;1.85;1;0;1;0;27;1648;216;36;176;4;t1418;2021-01-30
mazowieckie;p³ocki;8;0.72;1;1;0;0;6;373;46;9;37;0;t1419;2021-01-30
mazowieckie;p³oñski;9;1.04;0;0;0;0;13;474;82;10;71;1;t1420;2021-01-30
mazowieckie;pruszkowski;19;1.14;0;0;0;2;36;1439;151;21;127;3;t1421;2021-01-30
mazowieckie;przasnyski;9;1.72;0;0;0;0;12;271;49;11;38;0;t1422;2021-01-30
mazowieckie;przysuski;0;0;0;0;0;1;2;143;20;0;18;2;t1423;2021-01-30
mazowieckie;pu³tuski;3;0.58;0;0;0;0;13;239;37;4;31;2;t1424;2021-01-30
mazowieckie;radomski;25;1.64;1;1;0;2;15;424;129;25;104;0;t1425;2021-01-30
mazowieckie;siedlecki;2;0.25;0;0;0;0;7;463;57;2;55;0;t1426;2021-01-30
mazowieckie;sierpecki;6;1.16;0;0;0;0;3;195;25;6;18;1;t1427;2021-01-30
mazowieckie;sochaczewski;7;0.82;0;0;0;0;15;823;63;8;55;0;t1428;2021-01-30
mazowieckie;soko³owski;1;0.19;0;0;0;0;1;181;30;1;25;4;t1429;2021-01-30
mazowieckie;szyd³owiecki;9;2.28;0;0;0;0;3;95;42;9;33;0;t1430;2021-01-30
mazowieckie;warszawski zachodni;17;1.42;0;0;0;2;54;1280;127;22;101;4;t1432;2021-01-30
mazowieckie;wêgrowski;8;1.22;0;0;0;0;8;263;52;10;39;3;t1433;2021-01-30
mazowieckie;wo³omiñski;37;1.47;0;0;0;3;30;1529;241;38;197;6;t1434;2021-01-30
mazowieckie;wyszkowski;18;2.42;2;0;2;0;5;277;58;18;38;2;t1435;2021-01-30
mazowieckie;zwoleñski;6;1.67;0;0;0;0;10;170;34;6;27;1;t1436;2021-01-30
mazowieckie;¿uromiñski;0;0;0;0;0;0;1;58;10;0;10;0;t1437;2021-01-30
mazowieckie;¿yrardowski;17;2.25;3;3;0;0;17;635;71;20;51;0;t1438;2021-01-30
mazowieckie;Ostro³êka;1;0.19;0;0;0;0;3;155;9;2;6;1;t1461;2021-01-30
mazowieckie;P³ock;7;0.59;0;0;0;0;9;449;64;8;55;1;t1462;2021-01-30
mazowieckie;Radom;20;0.95;4;4;0;1;33;675;255;21;230;4;t1463;2021-01-30
mazowieckie;Siedlce;4;0.51;1;0;1;0;22;360;90;6;82;2;t1464;2021-01-30
mazowieckie;Warszawa;332;1.85;12;0;12;7;333;13134;2300;367;1897;36;t1465;2021-01-30
opolskie;brzeski;9;1.00;0;0;0;0;12;297;51;9;42;0;t1601;2021-01-30
opolskie;g³ubczycki;14;3.09;0;0;0;1;6;213;40;14;26;0;t1602;2021-01-30
opolskie;kêdzierzyñsko-kozielski;11;1.18;0;0;0;1;9;304;79;11;65;3;t1603;2021-01-30
opolskie;kluczborski;5;0.77;0;0;0;0;7;174;22;5;17;0;t1604;2021-01-30
opolskie;krapkowicki;6;0.94;0;0;0;0;7;196;36;6;30;0;t1605;2021-01-30
opolskie;namys³owski;6;1.41;0;0;0;0;0;132;49;6;43;0;t1606;2021-01-30
opolskie;nyski;23;1.70;0;0;0;0;24;304;75;23;52;0;t1607;2021-01-30
opolskie;oleski;3;0.47;0;0;0;0;5;149;34;5;29;0;t1608;2021-01-30
opolskie;opolski;7;0.57;0;0;0;0;14;481;79;8;68;3;t1609;2021-01-30
opolskie;prudnicki;6;1.09;0;0;0;0;2;84;54;6;48;0;t1610;2021-01-30
opolskie;strzelecki;7;0.94;0;0;0;0;6;240;46;8;37;1;t1611;2021-01-30
opolskie;Opole;27;2.11;0;0;0;0;18;852;186;30;152;4;t1661;2021-01-30
podkarpackie;bieszczadzki;2;0.93;0;0;0;0;1;59;16;2;14;0;t1801;2021-01-30
podkarpackie;brzozowski;3;0.46;0;0;0;0;5;151;38;3;35;0;t1802;2021-01-30
podkarpackie;dêbicki;1;0.07;1;0;1;0;2;272;35;2;32;1;t1803;2021-01-30
podkarpackie;jaros³awski;2;0.17;0;0;0;1;10;343;40;3;35;2;t1804;2021-01-30
podkarpackie;jasielski;2;0.18;0;0;0;0;8;303;37;2;35;0;t1805;2021-01-30
podkarpackie;kolbuszowski;1;0.16;0;0;0;0;1;94;25;2;23;0;t1806;2021-01-30
podkarpackie;kroœnieñski;1;0.09;1;0;1;0;6;142;22;1;21;0;t1807;2021-01-30
podkarpackie;le¿ajski;10;1.44;0;0;0;1;5;154;46;12;29;5;t1808;2021-01-30
podkarpackie;lubaczowski;3;0.55;0;0;0;0;10;244;41;3;38;0;t1809;2021-01-30
podkarpackie;³añcucki;11;1.36;1;0;1;2;8;233;73;12;59;2;t1810;2021-01-30
podkarpackie;mielecki;3;0.22;1;0;1;0;8;244;45;3;42;0;t1811;2021-01-30
podkarpackie;ni¿añski;1;0.15;0;0;0;0;12;178;17;2;15;0;t1812;2021-01-30
podkarpackie;przemyski;8;1.08;1;0;1;0;5;210;63;10;52;1;t1813;2021-01-30
podkarpackie;przeworski;2;0.26;0;0;0;0;4;129;16;3;10;3;t1814;2021-01-30
podkarpackie;ropczycko-sêdziszowski;8;1.07;0;0;0;0;2;114;31;8;23;0;t1815;2021-01-30
podkarpackie;rzeszowski;12;0.71;0;0;0;2;9;480;98;12;84;2;t1816;2021-01-30
podkarpackie;sanocki;18;1.91;0;0;0;0;2;216;62;20;42;0;t1817;2021-01-30
podkarpackie;stalowowolski;5;0.47;0;0;0;0;5;244;49;5;44;0;t1818;2021-01-30
podkarpackie;strzy¿owski;6;0.98;0;0;0;0;2;105;30;6;24;0;t1819;2021-01-30
podkarpackie;tarnobrzeski;2;0.38;0;0;0;0;5;157;26;3;23;0;t1820;2021-01-30
podkarpackie;leski;3;1.14;0;0;0;0;0;72;13;3;10;0;t1821;2021-01-30
podkarpackie;Krosno;5;1.08;0;0;0;0;0;77;18;6;12;0;t1861;2021-01-30
podkarpackie;Przemyœl;6;0.99;0;0;0;0;10;160;69;7;59;3;t1862;2021-01-30
podkarpackie;Rzeszów;20;1.02;0;0;0;1;13;627;136;22;110;4;t1863;2021-01-30
podkarpackie;Tarnobrzeg;1;0.21;0;0;0;0;6;90;14;1;13;0;t1864;2021-01-30
podlaskie;augustowski;3;0.52;0;0;0;0;4;157;25;3;22;0;t2001;2021-01-30
