wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;7190;1.87;309;72;237;27776;173475;40534;8497;31239;798;t0000;2020-12-21
dolnośląskie;bolesławiecki;33;3.67;0;0;0;82;366;116;38;71;7;t0201;2020-12-21
dolnośląskie;dzierżoniowski;2;0.2;0;0;0;26;208;51;3;48;0;t0202;2020-12-21
dolnośląskie;głogowski;8;0.9;0;0;0;44;278;80;10;69;1;t0203;2020-12-21
dolnośląskie;górowski;1;0.29;0;0;0;19;105;13;1;12;0;t0204;2020-12-21
dolnośląskie;jaworski;4;0.8;1;1;0;20;126;25;4;21;0;t0205;2020-12-21
dolnośląskie;jeleniogórski;8;1.26;0;0;0;21;236;34;8;26;0;t0206;2020-12-21
dolnośląskie;kamiennogórski;3;0.7;0;0;0;12;108;34;3;30;1;t0207;2020-12-21
dolnośląskie;kłodzki;8;0.51;0;0;0;45;361;90;10;79;1;t0208;2020-12-21
dolnośląskie;legnicki;10;1.81;0;0;0;22;164;40;11;29;0;t0209;2020-12-21
dolnośląskie;lubański;9;1.66;0;0;0;35;281;27;9;16;2;t0210;2020-12-21
dolnośląskie;lubiński;21;1.98;0;0;0;52;435;108;26;80;2;t0211;2020-12-21
dolnośląskie;lwówecki;5;1.09;0;0;0;36;178;74;7;64;3;t0212;2020-12-21
dolnośląskie;milicki;2;0.54;3;3;0;19;117;29;6;22;1;t0213;2020-12-21
dolnośląskie;oleśnicki;11;1.02;2;0;2;52;453;78;12;64;2;t0214;2020-12-21
dolnośląskie;oławski;9;1.17;2;1;1;45;408;74;10;63;1;t0215;2020-12-21
dolnośląskie;polkowicki;3;0.48;0;0;0;18;166;35;4;31;0;t0216;2020-12-21
dolnośląskie;strzeliński;2;0.46;0;0;0;21;134;25;3;22;0;t0217;2020-12-21
dolnośląskie;średzki;12;2.17;0;0;0;35;240;42;13;28;1;t0218;2020-12-21
dolnośląskie;świdnicki;17;1.09;1;0;1;72;799;149;21;128;0;t0219;2020-12-21
dolnośląskie;trzebnicki;6;0.7;2;0;2;44;382;46;9;37;0;t0220;2020-12-21
dolnośląskie;wałbrzyski;17;3.07;2;0;2;37;304;93;18;75;0;t0221;2020-12-21
dolnośląskie;wołowski;3;0.64;0;0;0;21;209;24;4;20;0;t0222;2020-12-21
dolnośląskie;wrocławski;13;0.84;0;0;0;108;918;130;17;111;2;t0223;2020-12-21
dolnośląskie;ząbkowicki;4;0.62;1;1;0;23;183;61;6;55;0;t0224;2020-12-21
dolnośląskie;zgorzelecki;24;2.7;0;0;0;55;426;75;24;50;1;t0225;2020-12-21
dolnośląskie;złotoryjski;7;1.62;0;0;0;17;272;27;11;16;0;t0226;2020-12-21
dolnośląskie;Jelenia Góra;7;0.89;0;0;0;35;283;72;10;60;2;t0261;2020-12-21
dolnośląskie;Legnica;21;2.12;3;0;3;57;401;120;24;93;3;t0262;2020-12-21
dolnośląskie;Wrocław;134;2.08;2;0;2;450;2625;949;161;766;22;t0264;2020-12-21
dolnośląskie;Wałbrzych;14;1.27;1;0;1;36;420;221;18;202;1;t0265;2020-12-21
kujawsko-pomorskie;aleksandrowski;10;1.82;0;0;0;43;212;63;10;53;0;t0401;2020-12-21
kujawsko-pomorskie;brodnicki;41;5.18;1;0;1;84;411;101;43;58;0;t0402;2020-12-21
kujawsko-pomorskie;bydgoski;48;4.02;1;0;1;168;1168;180;54;121;5;t0403;2020-12-21
kujawsko-pomorskie;chełmiński;17;3.28;0;0;0;72;398;77;18;59;0;t0404;2020-12-21
kujawsko-pomorskie;golubsko-dobrzyński;7;1.56;0;0;0;30;221;65;9;56;0;t0405;2020-12-21
kujawsko-pomorskie;grudziądzki;14;3.48;0;0;0;48;336;47;15;32;0;t0406;2020-12-21
kujawsko-pomorskie;inowrocławski;29;1.82;11;2;9;219;997;152;46;102;4;t0407;2020-12-21
kujawsko-pomorskie;lipnowski;26;3.96;1;0;1;69;397;114;27;86;1;t0408;2020-12-21
kujawsko-pomorskie;mogileński;6;1.32;0;0;0;39;191;34;6;27;1;t0409;2020-12-21
kujawsko-pomorskie;nakielski;29;3.36;2;0;2;122;797;113;32;78;3;t0410;2020-12-21
kujawsko-pomorskie;radziejowski;22;5.47;1;0;1;47;205;52;26;26;0;t0411;2020-12-21
kujawsko-pomorskie;rypiński;1;0.23;2;0;2;23;196;41;2;38;1;t0412;2020-12-21
kujawsko-pomorskie;sępoleński;29;7.09;1;0;1;37;289;97;32;63;2;t0413;2020-12-21
kujawsko-pomorskie;świecki;14;1.42;1;0;1;131;832;97;16;79;2;t0414;2020-12-21
kujawsko-pomorskie;toruński;67;6.15;0;0;0;179;1061;265;78;180;7;t0415;2020-12-21
kujawsko-pomorskie;tucholski;20;4.14;2;1;1;33;401;76;22;54;0;t0416;2020-12-21
kujawsko-pomorskie;wąbrzeski;18;5.28;0;0;0;52;217;52;22;29;1;t0417;2020-12-21
kujawsko-pomorskie;włocławski;20;2.33;0;0;0;68;405;70;22;48;0;t0418;2020-12-21
kujawsko-pomorskie;żniński;31;4.42;0;0;0;72;519;99;34;64;1;t0419;2020-12-21
kujawsko-pomorskie;Bydgoszcz;186;5.36;6;1;5;507;2694;692;205;470;17;t0461;2020-12-21
kujawsko-pomorskie;Grudziądz;25;2.66;2;0;2;107;700;237;35;194;8;t0462;2020-12-21
kujawsko-pomorskie;Toruń;91;4.52;1;1;0;341;1388;557;95;453;9;t0463;2020-12-21
