wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;6945;1.81;102;18;84;441;11784;154006;27604;7722;19196;686;t0000
dolnoœl¹skie;boles³awiecki;24;2.67;0;0;0;0;36;374;67;26;41;0;t0201
dolnoœl¹skie;dzier¿oniowski;8;0.80;0;0;0;0;8;165;25;8;16;1;t0202
dolnoœl¹skie;g³ogowski;9;1.01;1;0;1;0;19;242;50;10;40;0;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;0;4;132;8;0;8;0;t0204
dolnoœl¹skie;jaworski;3;0.60;0;0;0;0;16;116;13;3;10;0;t0205
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;25;158;10;2;7;1;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;12;67;5;0;5;0;t0207
dolnoœl¹skie;k³odzki;21;1.34;0;0;0;0;26;265;71;22;49;0;t0208
dolnoœl¹skie;legnicki;9;1.63;0;0;0;0;5;149;28;9;19;0;t0209
dolnoœl¹skie;lubañski;5;0.92;0;0;0;0;12;308;19;6;13;0;t0210
dolnoœl¹skie;lubiñski;5;0.47;2;0;2;1;25;269;40;7;33;0;t0211
dolnoœl¹skie;lwówecki;2;0.44;0;0;0;0;3;111;15;2;13;0;t0212
dolnoœl¹skie;milicki;10;2.71;0;0;0;0;8;164;28;11;17;0;t0213
dolnoœl¹skie;oleœnicki;16;1.49;0;0;0;0;32;358;52;16;36;0;t0214
dolnoœl¹skie;o³awski;10;1.30;0;0;0;1;4;348;52;14;38;0;t0215
dolnoœl¹skie;polkowicki;6;0.95;0;0;0;1;15;146;30;7;23;0;t0216
dolnoœl¹skie;strzeliñski;16;3.68;0;0;0;0;8;124;44;17;23;4;t0217
dolnoœl¹skie;œredzki;9;1.63;0;0;0;0;6;178;25;9;15;1;t0218
dolnoœl¹skie;œwidnicki;7;0.45;0;0;0;0;33;670;31;9;22;0;t0219
dolnoœl¹skie;trzebnicki;33;3.86;0;0;0;2;20;263;69;34;35;0;t0220
dolnoœl¹skie;wa³brzyski;6;1.08;2;0;2;0;7;192;15;6;8;1;t0221
dolnoœl¹skie;wo³owski;27;5.78;0;0;0;0;10;189;52;28;24;0;t0222
dolnoœl¹skie;wroc³awski;10;0.65;0;0;0;1;33;692;99;10;89;0;t0223
dolnoœl¹skie;z¹bkowicki;13;2.02;0;0;0;0;12;178;50;13;35;2;t0224
dolnoœl¹skie;zgorzelecki;1;0.11;0;0;0;0;28;315;26;2;23;1;t0225
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;5;10;253;5;0;5;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0.25;1;1;0;0;20;249;16;2;14;0;t0261
dolnoœl¹skie;Legnica;4;0.40;0;0;0;0;17;378;46;4;40;2;t0262
dolnoœl¹skie;Wroc³aw;69;1.07;0;0;0;3;195;2124;371;81;279;11;t0264
dolnoœl¹skie;Wa³brzych;16;1.45;4;0;4;0;16;323;69;16;52;1;t0265
kujawsko-pomorskie;aleksandrowski;13;2.36;0;0;0;3;22;174;35;13;20;2;t0401
kujawsko-pomorskie;brodnicki;15;1.90;0;0;0;6;23;450;30;15;15;0;t0402
kujawsko-pomorskie;bydgoski;42;3.52;0;0;0;22;82;1101;131;53;75;3;t0403
kujawsko-pomorskie;che³miñski;19;3.67;0;0;0;3;33;415;92;46;44;2;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;1;0.22;0;0;0;0;7;160;5;2;3;0;t0405
kujawsko-pomorskie;grudzi¹dzki;21;5.22;1;0;1;1;28;385;47;23;24;0;t0406
kujawsko-pomorskie;inowroc³awski;6;0.38;4;0;4;0;111;1034;69;23;43;3;t0407
kujawsko-pomorskie;lipnowski;1;0.15;0;0;0;4;11;237;15;1;14;0;t0408
kujawsko-pomorskie;mogileñski;1;0.22;0;0;0;6;19;223;11;1;8;2;t0409
kujawsko-pomorskie;nakielski;7;0.81;1;0;1;1;17;623;35;7;28;0;t0410
kujawsko-pomorskie;radziejowski;3;0.75;0;0;0;0;16;249;16;3;13;0;t0411
kujawsko-pomorskie;rypiñski;4;0.92;0;0;0;1;7;124;23;6;17;0;t0412
kujawsko-pomorskie;sêpoleñski;2;0.49;0;0;0;0;32;372;31;4;26;1;t0413
kujawsko-pomorskie;œwiecki;9;0.91;0;0;0;1;52;694;46;9;35;2;t0414
kujawsko-pomorskie;toruñski;37;3.40;1;0;1;1;100;947;92;42;49;1;t0415
kujawsko-pomorskie;tucholski;3;0.62;0;0;0;0;30;382;23;4;19;0;t0416
kujawsko-pomorskie;w¹brzeski;7;2.05;0;0;0;0;9;204;12;7;4;1;t0417
kujawsko-pomorskie;w³oc³awski;1;0.12;1;0;1;0;24;417;14;1;13;0;t0418
kujawsko-pomorskie;¿niñski;10;1.43;1;0;1;1;34;556;38;11;27;0;t0419
kujawsko-pomorskie;Bydgoszcz;136;3.92;0;0;0;54;264;2590;431;179;244;8;t0461
kujawsko-pomorskie;Grudzi¹dz;50;5.31;3;1;2;0;76;729;150;57;89;4;t0462
kujawsko-pomorskie;Toruñ;77;3.83;0;0;0;21;162;1475;211;92;116;3;t0463
kujawsko-pomorskie;W³oc³awek;6;0.55;5;1;4;1;40;487;27;6;21;0;t0464
lubelskie;bialski;6;0.54;1;1;0;0;20;258;36;7;29;0;t0601
lubelskie;bi³gorajski;3;0.30;0;0;0;0;4;154;32;3;29;0;t0602
lubelskie;che³mski;2;0.26;0;0;0;0;23;285;24;3;21;0;t0603
lubelskie;hrubieszowski;7;1.12;0;0;0;0;23;236;35;8;27;0;t0604
lubelskie;janowski;1;0.22;0;0;0;0;7;64;16;1;15;0;t0605
lubelskie;krasnostawski;26;4.13;0;0;0;0;20;385;83;28;53;2;t0606
lubelskie;kraœnicki;17;1.79;0;0;0;0;24;207;58;19;39;0;t0607
lubelskie;lubartowski;1;0.11;0;0;0;5;13;204;49;3;46;0;t0608
lubelskie;lubelski;27;1.73;0;0;0;2;28;533;108;29;78;1;t0609
lubelskie;³êczyñski;9;1.57;1;0;1;1;19;308;30;9;20;1;t0610
lubelskie;³ukowski;7;0.66;0;0;0;0;3;173;42;9;33;0;t0611
lubelskie;opolski;12;2.04;0;0;0;0;21;240;25;12;13;0;t0612
lubelskie;parczewski;2;0.58;0;0;0;0;4;86;18;2;16;0;t0613
lubelskie;pu³awski;23;2.04;0;0;0;2;27;460;83;26;55;2;t0614
lubelskie;radzyñski;0;0;0;0;0;0;9;164;9;0;9;0;t0615
lubelskie;rycki;11;1.97;0;0;0;0;13;195;37;12;25;0;t0616
