wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;9175;2.39;228;42;186.0;441;254509;35869;10070;24633;1166;t0000;2020-12-05
dolnośląskie;bolesławiecki;21;2.33;0;0;0.0;4;719;67;22;41;4;t0201;2020-12-05
dolnośląskie;dzierżoniowski;12;1.19;0;0;0.0;0;400;57;13;41;3;t0202;2020-12-05
dolnośląskie;głogowski;13;1.46;1;0;1.0;0;695;48;14;32;2;t0203;2020-12-05
dolnośląskie;górowski;6;1.73;0;0;0.0;0;222;25;6;19;0;t0204;2020-12-05
dolnośląskie;jaworski;6;1.2;0;0;0.0;0;281;19;7;9;3;t0205;2020-12-05
dolnośląskie;jeleniogórski;10;1.58;0;0;0.0;1;303;21;10;10;1;t0206;2020-12-05
dolnośląskie;kamiennogórski;9;2.09;0;0;0.0;0;199;38;9;28;1;t0207;2020-12-05
dolnośląskie;kłodzki;13;0.83;0;0;0.0;0;791;97;18;79;0;t0208;2020-12-05
dolnośląskie;legnicki;4;0.72;0;0;0.0;0;323;34;4;24;6;t0209;2020-12-05
dolnośląskie;lubański;25;4.62;1;0;1.0;0;403;52;25;27;0;t0210;2020-12-05
dolnośląskie;lubiński;20;1.88;0;0;0.0;1;612;52;20;31;1;t0211;2020-12-05
dolnośląskie;lwówecki;4;0.87;0;0;0.0;0;262;21;6;15;0;t0212;2020-12-05
dolnośląskie;milicki;6;1.63;1;0;1.0;0;202;28;6;21;1;t0213;2020-12-05
dolnośląskie;oleśnicki;26;2.42;0;0;0.0;3;1063;75;26;48;1;t0214;2020-12-05
dolnośląskie;oławski;15;1.95;1;0;1.0;0;893;73;19;51;3;t0215;2020-12-05
dolnośląskie;polkowicki;8;1.27;0;0;0.0;0;500;28;9;19;0;t0216;2020-12-05
dolnośląskie;strzeliński;1;0.23;0;0;0.0;0;320;24;4;20;0;t0217;2020-12-05
dolnośląskie;średzki;3;0.54;0;0;0.0;0;419;28;4;23;1;t0218;2020-12-05
dolnośląskie;świdnicki;26;1.66;0;0;0.0;1;1304;95;29;62;4;t0219;2020-12-05
dolnośląskie;trzebnicki;11;1.29;0;0;0.0;1;708;76;11;65;0;t0220;2020-12-05
dolnośląskie;wałbrzyski;16;2.89;0;0;0.0;0;346;42;17;24;1;t0221;2020-12-05
dolnośląskie;wołowski;13;2.78;2;1;1.0;1;451;31;13;18;0;t0222;2020-12-05
dolnośląskie;wrocławski;22;1.43;1;0;1.0;1;1125;146;24;119;3;t0223;2020-12-05
dolnośląskie;ząbkowicki;8;1.24;0;0;0.0;0;311;51;9;41;1;t0224;2020-12-05
dolnośląskie;zgorzelecki;3;0.34;0;0;0.0;0;713;12;3;9;0;t0225;2020-12-05
dolnośląskie;złotoryjski;6;1.39;0;0;0.0;0;442;30;7;23;0;t0226;2020-12-05
dolnośląskie;Jelenia Góra;13;1.65;0;0;0.0;0;549;55;15;36;4;t0261;2020-12-05
dolnośląskie;Legnica;24;2.42;0;0;0.0;0;688;93;24;62;7;t0262;2020-12-05
dolnośląskie;Wrocław;98;1.52;0;0;0.0;5;3582;680;112;547;21;t0264;2020-12-05
dolnośląskie;Wałbrzych;33;2.98;1;0;1.0;2;567;126;35;91;0;t0265;2020-12-05
kujawsko-pomorskie;aleksandrowski;11;2.0;4;0;4.0;3;373;32;11;20;1;t0401;2020-12-05
kujawsko-pomorskie;brodnicki;26;3.29;0;0;0.0;4;599;68;27;40;1;t0402;2020-12-05
kujawsko-pomorskie;bydgoski;40;3.35;0;0;0.0;8;1062;121;41;70;10;t0403;2020-12-05
kujawsko-pomorskie;chełmiński;25;4.82;0;0;0.0;15;484;61;26;30;5;t0404;2020-12-05
kujawsko-pomorskie;golubsko-dobrzyński;12;2.67;0;0;0.0;1;312;37;12;25;0;t0405;2020-12-05
kujawsko-pomorskie;grudziądzki;9;2.24;1;1;0.0;1;416;27;10;15;2;t0406;2020-12-05
