"wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","stan_rekordu_na","Date"
"zachodniopomorskie","łobeski",16,4.38,NA,2020-11-23,2020-11-24
"zachodniopomorskie","Koszalin",22,2.06,3,2020-11-23,2020-11-24
"zachodniopomorskie","Szczecin",110,2.74,14,2020-11-23,2020-11-24
"zachodniopomorskie","Świnoujście",8,1.96,NA,2020-11-23,2020-11-24
"Cały kraj","Cały kraj",15360,4,674,2020-11-24,2020-11-25
"dolnośląskie","bolesławiecki",70,7.78,2,2020-11-24,2020-11-25
"dolnośląskie","dzierżoniowski",3,0.3,1,2020-11-24,2020-11-25
"dolnośląskie","głogowski",21,2.36,1,2020-11-24,2020-11-25
"dolnośląskie","górowski",9,2.59,0,2020-11-24,2020-11-25
"dolnośląskie","jaworski",23,4.61,5,2020-11-24,2020-11-25
"dolnośląskie","jeleniogórski",30,4.73,3,2020-11-24,2020-11-25
"dolnośląskie","kamiennogórski",10,2.32,0,2020-11-24,2020-11-25
"dolnośląskie","kłodzki",6,0.38,0,2020-11-24,2020-11-25
"dolnośląskie","legnicki",23,4.17,1,2020-11-24,2020-11-25
"dolnośląskie","lubański",10,1.85,1,2020-11-24,2020-11-25
"dolnośląskie","lubiński",50,4.71,0,2020-11-24,2020-11-25
"dolnośląskie","lwówecki",23,5.03,0,2020-11-24,2020-11-25
"dolnośląskie","milicki",4,1.08,0,2020-11-24,2020-11-25
"dolnośląskie","oleśnicki",17,1.58,2,2020-11-24,2020-11-25
"dolnośląskie","oławski",11,1.43,1,2020-11-24,2020-11-25
"dolnośląskie","polkowicki",22,3.49,1,2020-11-24,2020-11-25
"dolnośląskie","strzeliński",11,2.53,0,2020-11-24,2020-11-25
"dolnośląskie","średzki",27,4.88,4,2020-11-24,2020-11-25
"dolnośląskie","świdnicki",20,1.28,3,2020-11-24,2020-11-25
"dolnośląskie","trzebnicki",24,2.81,2,2020-11-24,2020-11-25
"dolnośląskie","wałbrzyski",8,1.44,0,2020-11-24,2020-11-25
"dolnośląskie","wołowski",8,1.71,0,2020-11-24,2020-11-25
"dolnośląskie","wrocławski",36,2.34,0,2020-11-24,2020-11-25
"dolnośląskie","ząbkowicki",6,0.93,0,2020-11-24,2020-11-25
"dolnośląskie","zgorzelecki",34,3.83,3,2020-11-24,2020-11-25
"dolnośląskie","złotoryjski",10,2.31,0,2020-11-24,2020-11-25
"dolnośląskie","Jelenia Góra",53,6.73,1,2020-11-24,2020-11-25
"dolnośląskie","Legnica",37,3.73,3,2020-11-24,2020-11-25
"dolnośląskie","Wrocław",197,3.06,0,2020-11-24,2020-11-25
"dolnośląskie","Wałbrzych",17,1.54,3,2020-11-24,2020-11-25
"kujawsko-pomorskie","aleksandrowski",43,7.82,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","brodnicki",58,7.33,4,2020-11-24,2020-11-25
"kujawsko-pomorskie","bydgoski",73,6.11,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","chełmiński",53,10.23,3,2020-11-24,2020-11-25
"kujawsko-pomorskie","golubsko-dobrzyński",5,1.11,1,2020-11-24,2020-11-25
"kujawsko-pomorskie","grudziądzki",38,9.45,1,2020-11-24,2020-11-25
"kujawsko-pomorskie","inowrocławski",84,5.27,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","lipnowski",39,5.95,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","mogileński",16,3.52,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","nakielski",55,6.38,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","radziejowski",18,4.48,1,2020-11-24,2020-11-25
"kujawsko-pomorskie","rypiński",16,3.69,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","sępoleński",26,6.35,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","świecki",79,7.99,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","toruński",65,5.97,1,2020-11-24,2020-11-25
"kujawsko-pomorskie","tucholski",34,7.03,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","wąbrzeski",27,7.91,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","włocławski",61,7.1,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","żniński",21,3,0,2020-11-24,2020-11-25
"kujawsko-pomorskie","Bydgoszcz",208,6,16,2020-11-24,2020-11-25
"kujawsko-pomorskie","Grudziądz",81,8.61,1,2020-11-24,2020-11-25
"kujawsko-pomorskie","Toruń",153,7.61,5,2020-11-24,2020-11-25
"kujawsko-pomorskie","Włocławek",74,6.77,2,2020-11-24,2020-11-25
"lubelskie","bialski",69,6.25,5,2020-11-24,2020-11-25
"lubelskie","biłgorajski",45,4.47,3,2020-11-24,2020-11-25
"lubelskie","chełmski",39,5.02,4,2020-11-24,2020-11-25
"lubelskie","hrubieszowski",32,5.12,10,2020-11-24,2020-11-25
"lubelskie","janowski",19,4.18,1,2020-11-24,2020-11-25
"lubelskie","krasnostawski",29,4.61,1,2020-11-24,2020-11-25
"lubelskie","kraśnicki",27,2.84,1,2020-11-24,2020-11-25
"lubelskie","lubartowski",18,2.04,6,2020-11-24,2020-11-25
"lubelskie","lubelski",59,3.78,0,2020-11-24,2020-11-25
"lubelskie","łęczyński",23,4.01,0,2020-11-24,2020-11-25
"lubelskie","łukowski",15,1.41,4,2020-11-24,2020-11-25
"lubelskie","opolski",4,0.68,0,2020-11-24,2020-11-25
"lubelskie","parczewski",4,1.16,0,2020-11-24,2020-11-25
"lubelskie","puławski",16,1.42,3,2020-11-24,2020-11-25
"lubelskie","radzyński",4,0.68,0,2020-11-24,2020-11-25
"lubelskie","rycki",19,3.4,1,2020-11-24,2020-11-25
"lubelskie","świdnicki",96,13.38,1,2020-11-24,2020-11-25
"lubelskie","tomaszowski",40,4.86,4,2020-11-24,2020-11-25
"lubelskie","włodawski",2,0.52,0,2020-11-24,2020-11-25
"lubelskie","zamojski",35,3.31,1,2020-11-24,2020-11-25
"lubelskie","Biała Podlaska",69,12.06,4,2020-11-24,2020-11-25
"lubelskie","Chełm",52,8.44,2,2020-11-24,2020-11-25
"lubelskie","Lublin",190,5.6,0,2020-11-24,2020-11-25
"lubelskie","Zamość",33,5.22,1,2020-11-24,2020-11-25
"lubuskie","gorzowski",38,5.27,0,2020-11-24,2020-11-25
"lubuskie","krośnieński",23,4.2,2,2020-11-24,2020-11-25
"lubuskie","międzyrzecki",22,3.83,0,2020-11-24,2020-11-25
"lubuskie","nowosolski",20,2.33,2,2020-11-24,2020-11-25
"lubuskie","słubicki",40,8.53,0,2020-11-24,2020-11-25
"lubuskie","strzelecko-drezdenecki",9,1.84,1,2020-11-24,2020-11-25
"lubuskie","sulęciński",23,6.55,0,2020-11-24,2020-11-25
"lubuskie","świebodziński",54,9.7,0,2020-11-24,2020-11-25
"lubuskie","zielonogórski",40,5.29,0,2020-11-24,2020-11-25
"lubuskie","żagański",41,5.21,0,2020-11-24,2020-11-25
"lubuskie","żarski",44,4.59,3,2020-11-24,2020-11-25
"lubuskie","wschowski",3,0.77,0,2020-11-24,2020-11-25
"lubuskie","Gorzów Wielkopolski",77,6.24,0,2020-11-24,2020-11-25
"lubuskie","Zielona Góra",72,5.1,0,2020-11-24,2020-11-25
"łódzkie","bełchatowski",38,3.37,0,2020-11-24,2020-11-25
"łódzkie","kutnowski",35,3.64,2,2020-11-24,2020-11-25
"łódzkie","łaski",11,2.21,0,2020-11-24,2020-11-25
"łódzkie","łęczycki",31,6.25,0,2020-11-24,2020-11-25
"łódzkie","łowicki",7,0.9,0,2020-11-24,2020-11-25
"łódzkie","łódzki wschodni",33,4.56,2,2020-11-24,2020-11-25
"łódzkie","opoczyński",13,1.71,0,2020-11-24,2020-11-25
"łódzkie","pabianicki",105,8.81,16,2020-11-24,2020-11-25
"łódzkie","pajęczański",4,0.78,0,2020-11-24,2020-11-25
"łódzkie","piotrkowski",27,2.96,0,2020-11-24,2020-11-25
"łódzkie","poddębicki",11,2.68,0,2020-11-24,2020-11-25
"łódzkie","radomszczański",23,2.05,2,2020-11-24,2020-11-25
"łódzkie","rawski",10,2.06,0,2020-11-24,2020-11-25
"łódzkie","sieradzki",70,5.96,0,2020-11-24,2020-11-25
"łódzkie","skierniewicki",7,1.83,0,2020-11-24,2020-11-25
"łódzkie","tomaszowski",27,2.32,25,2020-11-24,2020-11-25
"łódzkie","wieluński",21,2.76,0,2020-11-24,2020-11-25
"łódzkie","wieruszowski",9,2.14,0,2020-11-24,2020-11-25
"łódzkie","zduńskowolski",20,3.02,0,2020-11-24,2020-11-25
"łódzkie","zgierski",67,4.03,0,2020-11-24,2020-11-25
"łódzkie","brzeziński",10,3.25,0,2020-11-24,2020-11-25
"łódzkie","Łódź",364,5.37,13,2020-11-24,2020-11-25
"łódzkie","Piotrków Trybunalski",31,4.26,0,2020-11-24,2020-11-25
"łódzkie","Skierniewice",33,6.88,0,2020-11-24,2020-11-25
"małopolskie","bocheński",43,4.02,3,2020-11-24,2020-11-25
"małopolskie","brzeski",18,1.93,2,2020-11-24,2020-11-25
"małopolskie","chrzanowski",68,5.48,2,2020-11-24,2020-11-25
"małopolskie","dąbrowski",17,2.87,0,2020-11-24,2020-11-25
"małopolskie","gorlicki",45,4.14,0,2020-11-24,2020-11-25
"małopolskie","krakowski",138,4.92,9,2020-11-24,2020-11-25
"małopolskie","limanowski",14,1.06,2,2020-11-24,2020-11-25
"małopolskie","miechowski",7,1.44,2,2020-11-24,2020-11-25
"małopolskie","myślenicki",47,3.68,2,2020-11-24,2020-11-25
"małopolskie","nowosądecki",31,1.43,5,2020-11-24,2020-11-25
"małopolskie","nowotarski",7,0.36,10,2020-11-24,2020-11-25
"małopolskie","olkuski",35,3.16,7,2020-11-24,2020-11-25
"małopolskie","oświęcimski",16,1.04,1,2020-11-24,2020-11-25
"małopolskie","proszowicki",9,2.09,1,2020-11-24,2020-11-25
"małopolskie","suski",18,2.14,1,2020-11-24,2020-11-25
"małopolskie","tarnowski",35,1.74,6,2020-11-24,2020-11-25
"małopolskie","tatrzański",4,0.59,1,2020-11-24,2020-11-25
"małopolskie","wadowicki",46,2.88,13,2020-11-24,2020-11-25
"małopolskie","wielicki",33,2.54,0,2020-11-24,2020-11-25
"małopolskie","Kraków",273,3.5,15,2020-11-24,2020-11-25
"małopolskie","Nowy Sącz",17,2.03,2,2020-11-24,2020-11-25
"małopolskie","Tarnów",30,2.77,2,2020-11-24,2020-11-25
"mazowieckie","białobrzeski",4,1.2,1,2020-11-24,2020-11-25
"mazowieckie","ciechanowski",28,3.14,2,2020-11-24,2020-11-25
"mazowieckie","garwoliński",14,1.29,3,2020-11-24,2020-11-25
"mazowieckie","gostyniński",13,2.9,0,2020-11-24,2020-11-25
"mazowieckie","grodziski",50,5.17,2,2020-11-24,2020-11-25
"mazowieckie","grójecki",18,1.83,1,2020-11-24,2020-11-25
"mazowieckie","kozienicki",11,1.84,0,2020-11-24,2020-11-25
"mazowieckie","legionowski",22,1.84,0,2020-11-24,2020-11-25
"mazowieckie","lipski",6,1.78,0,2020-11-24,2020-11-25
"mazowieckie","łosicki",5,1.63,3,2020-11-24,2020-11-25
"mazowieckie","makowski",3,0.67,1,2020-11-24,2020-11-25
"mazowieckie","miński",53,3.42,1,2020-11-24,2020-11-25
"mazowieckie","mławski",13,1.79,3,2020-11-24,2020-11-25
"mazowieckie","nowodworski",23,2.9,1,2020-11-24,2020-11-25
"mazowieckie","ostrołęcki",8,0.9,1,2020-11-24,2020-11-25
"mazowieckie","ostrowski",33,4.58,1,2020-11-24,2020-11-25
"mazowieckie","otwocki",56,4.5,0,2020-11-24,2020-11-25
"mazowieckie","piaseczyński",79,4.17,3,2020-11-24,2020-11-25
"mazowieckie","płocki",46,4.15,3,2020-11-24,2020-11-25
"mazowieckie","płoński",53,6.1,2,2020-11-24,2020-11-25
"mazowieckie","pruszkowski",136,8.17,6,2020-11-24,2020-11-25
"mazowieckie","przasnyski",22,4.2,5,2020-11-24,2020-11-25
"mazowieckie","przysuski",3,0.73,0,2020-11-24,2020-11-25
"mazowieckie","pułtuski",2,0.39,1,2020-11-24,2020-11-25
"mazowieckie","radomski",38,2.5,1,2020-11-24,2020-11-25
"mazowieckie","siedlecki",4,0.49,1,2020-11-24,2020-11-25
"mazowieckie","sierpecki",8,1.55,2,2020-11-24,2020-11-25
"mazowieckie","sochaczewski",44,5.18,1,2020-11-24,2020-11-25
"mazowieckie","sokołowski",11,2.05,2,2020-11-24,2020-11-25
"mazowieckie","szydłowiecki",6,1.52,0,2020-11-24,2020-11-25
"mazowieckie","warszawski zachodni",56,4.69,1,2020-11-24,2020-11-25
"mazowieckie","węgrowski",13,1.98,2,2020-11-24,2020-11-25
"mazowieckie","wołomiński",84,3.34,4,2020-11-24,2020-11-25
"mazowieckie","wyszkowski",9,1.21,0,2020-11-24,2020-11-25
"mazowieckie","zwoleński",0,0,0,2020-11-24,2020-11-25
"mazowieckie","żuromiński",3,0.78,1,2020-11-24,2020-11-25
"mazowieckie","żyrardowski",21,2.78,5,2020-11-24,2020-11-25
"mazowieckie","Ostrołęka",5,0.96,0,2020-11-24,2020-11-25
"mazowieckie","Płock",40,3.36,9,2020-11-24,2020-11-25
"mazowieckie","Radom",66,3.13,6,2020-11-24,2020-11-25
"mazowieckie","Siedlce",4,0.51,3,2020-11-24,2020-11-25
"mazowieckie","Warszawa",473,2.64,16,2020-11-24,2020-11-25
"opolskie","brzeski",15,1.67,1,2020-11-24,2020-11-25
"opolskie","głubczycki",42,9.27,5,2020-11-24,2020-11-25
"opolskie","kędzierzyńsko-kozielski",36,3.85,4,2020-11-24,2020-11-25
"opolskie","kluczborski",19,2.91,4,2020-11-24,2020-11-25
"opolskie","krapkowicki",38,5.98,2,2020-11-24,2020-11-25
"opolskie","namysłowski",30,7.03,2,2020-11-24,2020-11-25
"opolskie","nyski",71,5.24,10,2020-11-24,2020-11-25
"opolskie","oleski",7,1.09,0,2020-11-24,2020-11-25
"opolskie","opolski",59,4.77,4,2020-11-24,2020-11-25
"opolskie","prudnicki",36,6.53,2,2020-11-24,2020-11-25
"opolskie","strzelecki",47,6.34,1,2020-11-24,2020-11-25
"opolskie","Opole",66,5.16,4,2020-11-24,2020-11-25
"podkarpackie","bieszczadzki",7,3.24,1,2020-11-24,2020-11-25
"podkarpackie","brzozowski",12,1.83,0,2020-11-24,2020-11-25
"podkarpackie","dębicki",22,1.63,3,2020-11-24,2020-11-25
"podkarpackie","jarosławski",42,3.5,4,2020-11-24,2020-11-25
"podkarpackie","jasielski",15,1.32,8,2020-11-24,2020-11-25
"podkarpackie","kolbuszowski",8,1.29,0,2020-11-24,2020-11-25
"podkarpackie","krośnieński",20,1.78,1,2020-11-24,2020-11-25
"podkarpackie","leżajski",25,3.61,0,2020-11-24,2020-11-25
"podkarpackie","lubaczowski",35,6.37,1,2020-11-24,2020-11-25
"podkarpackie","łańcucki",55,6.78,3,2020-11-24,2020-11-25
"podkarpackie","mielecki",29,2.12,0,2020-11-24,2020-11-25
"podkarpackie","niżański",20,3.01,0,2020-11-24,2020-11-25
"podkarpackie","przemyski",15,2.03,1,2020-11-24,2020-11-25
"podkarpackie","przeworski",13,1.66,0,2020-11-24,2020-11-25
"podkarpackie","ropczycko-sędziszowski",2,0.27,2,2020-11-24,2020-11-25
"podkarpackie","rzeszowski",68,4,0,2020-11-24,2020-11-25
"podkarpackie","sanocki",24,2.55,0,2020-11-24,2020-11-25
"podkarpackie","stalowowolski",13,1.23,2,2020-11-24,2020-11-25
"podkarpackie","strzyżowski",15,2.45,2,2020-11-24,2020-11-25
"podkarpackie","tarnobrzeski",18,3.4,0,2020-11-24,2020-11-25
"podkarpackie","leski",2,0.76,1,2020-11-24,2020-11-25
"podkarpackie","Krosno",10,2.17,2,2020-11-24,2020-11-25
"podkarpackie","Przemyśl",12,1.99,2,2020-11-24,2020-11-25
"podkarpackie","Rzeszów",100,5.08,2,2020-11-24,2020-11-25
"podkarpackie","Tarnobrzeg",7,1.5,1,2020-11-24,2020-11-25
"podlaskie","augustowski",39,6.73,1,2020-11-24,2020-11-25
"podlaskie","białostocki",79,5.26,1,2020-11-24,2020-11-25
"podlaskie","bielski",34,6.29,1,2020-11-24,2020-11-25
"podlaskie","grajewski",42,8.93,2,2020-11-24,2020-11-25
"podlaskie","hajnowski",13,3.07,2,2020-11-24,2020-11-25
"podlaskie","kolneński",8,2.11,0,2020-11-24,2020-11-25
"podlaskie","łomżyński",13,2.55,3,2020-11-24,2020-11-25
"podlaskie","moniecki",23,5.71,0,2020-11-24,2020-11-25
"podlaskie","sejneński",11,5.55,0,2020-11-24,2020-11-25
"podlaskie","siemiatycki",7,1.59,0,2020-11-24,2020-11-25
"podlaskie","sokólski",7,1.06,0,2020-11-24,2020-11-25
"podlaskie","suwalski",4,1.12,1,2020-11-24,2020-11-25
"podlaskie","wysokomazowiecki",15,2.65,1,2020-11-24,2020-11-25
"podlaskie","zambrowski",10,2.3,1,2020-11-24,2020-11-25
"podlaskie","Białystok",98,3.29,0,2020-11-24,2020-11-25
"podlaskie","Łomża",33,5.26,0,2020-11-24,2020-11-25
"podlaskie","Suwałki",13,1.86,0,2020-11-24,2020-11-25
"pomorskie","bytowski",23,2.91,2,2020-11-24,2020-11-25
"pomorskie","chojnicki",31,3.17,0,2020-11-24,2020-11-25
"pomorskie","człuchowski",15,2.68,4,2020-11-24,2020-11-25
"pomorskie","gdański",65,5.45,1,2020-11-24,2020-11-25
"pomorskie","kartuski",58,4.12,6,2020-11-24,2020-11-25
"pomorskie","kościerski",23,3.16,1,2020-11-24,2020-11-25
"pomorskie","kwidzyński",91,10.96,0,2020-11-24,2020-11-25
"pomorskie","lęborski",11,1.66,0,2020-11-24,2020-11-25
"pomorskie","malborski",24,3.79,1,2020-11-24,2020-11-25
"pomorskie","nowodworski",22,6.2,1,2020-11-24,2020-11-25
"pomorskie","pucki",32,3.67,0,2020-11-24,2020-11-25
"pomorskie","słupski",62,6.28,0,2020-11-24,2020-11-25
"pomorskie","starogardzki",13,1.01,0,2020-11-24,2020-11-25
"pomorskie","tczewski",85,7.35,1,2020-11-24,2020-11-25
"pomorskie","wejherowski",110,5.03,2,2020-11-24,2020-11-25
"pomorskie","sztumski",15,3.65,1,2020-11-24,2020-11-25
"pomorskie","Gdańsk",268,5.68,3,2020-11-24,2020-11-25
"pomorskie","Gdynia",115,4.68,2,2020-11-24,2020-11-25
"pomorskie","Słupsk",64,7.09,0,2020-11-24,2020-11-25
"pomorskie","Sopot",11,3.09,0,2020-11-24,2020-11-25
"śląskie","będziński",54,3.65,0,2020-11-24,2020-11-25
"śląskie","bielski",89,5.35,2,2020-11-24,2020-11-25
"śląskie","cieszyński",55,3.09,3,2020-11-24,2020-11-25
"śląskie","częstochowski",32,2.38,1,2020-11-24,2020-11-25
"śląskie","gliwicki",79,6.84,0,2020-11-24,2020-11-25
"śląskie","kłobucki",26,3.08,4,2020-11-24,2020-11-25
"śląskie","lubliniecki",20,2.62,0,2020-11-24,2020-11-25
"śląskie","mikołowski",36,3.63,0,2020-11-24,2020-11-25
"śląskie","myszkowski",6,0.85,2,2020-11-24,2020-11-25
"śląskie","pszczyński",29,2.6,1,2020-11-24,2020-11-25
"śląskie","raciborski",45,4.17,1,2020-11-24,2020-11-25
"śląskie","rybnicki",38,4.86,2,2020-11-24,2020-11-25
"śląskie","tarnogórski",90,6.39,0,2020-11-24,2020-11-25
"śląskie","bieruńsko-lędziński",26,4.34,2,2020-11-24,2020-11-25
"śląskie","wodzisławski",41,2.61,1,2020-11-24,2020-11-25
"śląskie","zawierciański",42,3.59,1,2020-11-24,2020-11-25
"śląskie","żywiecki",81,5.31,2,2020-11-24,2020-11-25
"śląskie","Bielsko-Biała",87,5.11,1,2020-11-24,2020-11-25
"śląskie","Bytom",69,4.2,1,2020-11-24,2020-11-25
"śląskie","Chorzów",49,4.56,1,2020-11-24,2020-11-25
"śląskie","Częstochowa",85,3.88,5,2020-11-24,2020-11-25
"śląskie","Dąbrowa Górnicza",27,2.27,0,2020-11-24,2020-11-25
"śląskie","Gliwice",104,5.84,0,2020-11-24,2020-11-25
"śląskie","Jastrzębie-Zdrój",35,3.96,0,2020-11-24,2020-11-25
"śląskie","Jaworzno",36,3.97,1,2020-11-24,2020-11-25
"śląskie","Katowice",120,4.11,1,2020-11-24,2020-11-25
"śląskie","Mysłowice",32,4.29,1,2020-11-24,2020-11-25
"śląskie","Piekary Śląskie",28,5.1,0,2020-11-24,2020-11-25
"śląskie","Ruda Śląska",92,6.71,3,2020-11-24,2020-11-25
"śląskie","Rybnik",55,3.99,5,2020-11-24,2020-11-25
"śląskie","Siemianowice Śląskie",20,3,1,2020-11-24,2020-11-25
"śląskie","Sosnowiec",90,4.52,7,2020-11-24,2020-11-25
"śląskie","Świętochłowice",18,3.65,0,2020-11-24,2020-11-25
"śląskie","Tychy",75,5.89,3,2020-11-24,2020-11-25
"śląskie","Zabrze",90,5.24,1,2020-11-24,2020-11-25
"śląskie","Żory",37,5.9,0,2020-11-24,2020-11-25
"świętokrzyskie","buski",37,5.18,2,2020-11-24,2020-11-25
"świętokrzyskie","jędrzejowski",9,1.06,0,2020-11-24,2020-11-25
"świętokrzyskie","kazimierski",2,0.6,0,2020-11-24,2020-11-25
"świętokrzyskie","kielecki",49,2.32,3,2020-11-24,2020-11-25
"świętokrzyskie","konecki",15,1.89,1,2020-11-24,2020-11-25
"świętokrzyskie","opatowski",24,4.63,4,2020-11-24,2020-11-25
"świętokrzyskie","ostrowiecki",31,2.86,3,2020-11-24,2020-11-25
"świętokrzyskie","pińczowski",15,3.88,1,2020-11-24,2020-11-25
"świętokrzyskie","sandomierski",6,0.78,0,2020-11-24,2020-11-25
"świętokrzyskie","skarżyski",15,2.04,0,2020-11-24,2020-11-25
"świętokrzyskie","starachowicki",17,1.91,1,2020-11-24,2020-11-25
"świętokrzyskie","staszowski",9,1.26,0,2020-11-24,2020-11-25
"świętokrzyskie","włoszczowski",6,1.34,1,2020-11-24,2020-11-25
"świętokrzyskie","Kielce",66,3.4,3,2020-11-24,2020-11-25
"warmińsko-mazurskie","bartoszycki",41,7.21,2,2020-11-24,2020-11-25
"warmińsko-mazurskie","braniewski",8,1.95,2,2020-11-24,2020-11-25
"warmińsko-mazurskie","działdowski",20,3.08,5,2020-11-24,2020-11-25
"warmińsko-mazurskie","elbląski",60,10.52,2,2020-11-24,2020-11-25
"warmińsko-mazurskie","ełcki",46,5.02,4,2020-11-24,2020-11-25
"warmińsko-mazurskie","giżycki",14,2.48,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","iławski",78,8.4,2,2020-11-24,2020-11-25
"warmińsko-mazurskie","kętrzyński",17,2.74,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","lidzbarski",52,12.67,1,2020-11-24,2020-11-25
"warmińsko-mazurskie","mrągowski",9,1.81,2,2020-11-24,2020-11-25
"warmińsko-mazurskie","nidzicki",17,5.19,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","nowomiejski",10,2.28,3,2020-11-24,2020-11-25
"warmińsko-mazurskie","olecki",16,4.7,4,2020-11-24,2020-11-25
"warmińsko-mazurskie","olsztyński",111,8.73,1,2020-11-24,2020-11-25
"warmińsko-mazurskie","ostródzki",44,4.24,4,2020-11-24,2020-11-25
"warmińsko-mazurskie","piski",3,0.54,1,2020-11-24,2020-11-25
"warmińsko-mazurskie","szczycieński",34,4.91,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","gołdapski",16,6.01,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","węgorzewski",8,3.55,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","Elbląg",110,9.24,0,2020-11-24,2020-11-25
"warmińsko-mazurskie","Olsztyn",146,8.5,1,2020-11-24,2020-11-25
"wielkopolskie","chodzieski",6,1.28,2,2020-11-24,2020-11-25
"wielkopolskie","czarnkowsko-trzcianecki",43,4.95,0,2020-11-24,2020-11-25
"wielkopolskie","gnieźnieński",41,2.82,2,2020-11-24,2020-11-25
"wielkopolskie","gostyński",10,1.32,4,2020-11-24,2020-11-25
"wielkopolskie","grodziski",22,4.24,2,2020-11-24,2020-11-25
"wielkopolskie","jarociński",7,0.98,4,2020-11-24,2020-11-25
"wielkopolskie","kaliski",15,1.81,0,2020-11-24,2020-11-25
"wielkopolskie","kępiński",22,3.9,3,2020-11-24,2020-11-25
"wielkopolskie","kolski",8,0.93,3,2020-11-24,2020-11-25
"wielkopolskie","koniński",16,1.23,2,2020-11-24,2020-11-25
"wielkopolskie","kościański",11,1.39,1,2020-11-24,2020-11-25
"wielkopolskie","krotoszyński",17,2.2,0,2020-11-24,2020-11-25
"wielkopolskie","leszczyński",28,4.87,0,2020-11-24,2020-11-25
"wielkopolskie","międzychodzki",2,0.55,0,2020-11-24,2020-11-25
"wielkopolskie","nowotomyski",44,5.81,0,2020-11-24,2020-11-25
"wielkopolskie","obornicki",24,4.01,1,2020-11-24,2020-11-25
"wielkopolskie","ostrowski",42,2.6,1,2020-11-24,2020-11-25
"wielkopolskie","ostrzeszowski",13,2.35,0,2020-11-24,2020-11-25
"wielkopolskie","pilski",122,8.98,2,2020-11-24,2020-11-25
"wielkopolskie","pleszewski",5,0.79,1,2020-11-24,2020-11-25
"wielkopolskie","poznański",250,6.2,12,2020-11-24,2020-11-25
"wielkopolskie","rawicki",16,2.66,0,2020-11-24,2020-11-25
"wielkopolskie","słupecki",9,1.52,1,2020-11-24,2020-11-25
"wielkopolskie","szamotulski",21,2.29,0,2020-11-24,2020-11-25
"wielkopolskie","średzki",24,4.07,1,2020-11-24,2020-11-25
"wielkopolskie","śremski",4,0.65,4,2020-11-24,2020-11-25
"wielkopolskie","turecki",13,1.55,2,2020-11-24,2020-11-25
"wielkopolskie","wągrowiecki",16,2.28,3,2020-11-24,2020-11-25
"wielkopolskie","wolsztyński",19,3.3,0,2020-11-24,2020-11-25
"wielkopolskie","wrzesiński",60,7.68,0,2020-11-24,2020-11-25
"wielkopolskie","złotowski",74,10.68,2,2020-11-24,2020-11-25
"wielkopolskie","Kalisz",28,2.81,1,2020-11-24,2020-11-25
"wielkopolskie","Konin",9,1.23,1,2020-11-24,2020-11-25
"wielkopolskie","Leszno",65,10.26,1,2020-11-24,2020-11-25
"wielkopolskie","Poznań",312,5.84,10,2020-11-24,2020-11-25
"zachodniopomorskie","białogardzki",37,7.8,0,2020-11-24,2020-11-25
"zachodniopomorskie","choszczeński",4,0.83,0,2020-11-24,2020-11-25
"zachodniopomorskie","drawski",40,7.04,0,2020-11-24,2020-11-25
"zachodniopomorskie","goleniowski",49,5.95,1,2020-11-24,2020-11-25
"zachodniopomorskie","gryficki",21,3.5,0,2020-11-24,2020-11-25
