wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;86;0.02;7;3;4;1953;113;98715;45531;179;45245;107;t0000;2021-07-09
dolnoœl¹skie;boles³awiecki;0;0;0;0;0;7;0;253;127;0;127;0;t0201;2021-07-09
dolnoœl¹skie;dzier¿oniowski;0;0;0;0;0;9;0;177;139;0;139;0;t0202;2021-07-09
dolnoœl¹skie;g³ogowski;0;0;0;0;0;4;0;128;77;0;77;0;t0203;2021-07-09
dolnoœl¹skie;górowski;0;0;0;0;0;2;0;40;32;0;32;0;t0204;2021-07-09
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;66;40;0;40;0;t0205;2021-07-09
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;1;0;192;81;0;81;0;t0206;2021-07-09
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;2;0;80;24;0;24;0;t0207;2021-07-09
dolnoœl¹skie;k³odzki;1;0.06;0;0;0;8;1;232;139;1;138;0;t0208;2021-07-09
dolnoœl¹skie;legnicki;0;0;1;1;0;3;0;157;48;1;46;1;t0209;2021-07-09
dolnoœl¹skie;lubañski;0;0;0;0;0;7;1;89;24;0;24;0;t0210;2021-07-09
dolnoœl¹skie;lubiñski;1;0.09;0;0;0;3;0;137;121;3;118;0;t0211;2021-07-09
dolnoœl¹skie;lwówecki;0;0;0;0;0;12;0;65;50;1;49;0;t0212;2021-07-09
dolnoœl¹skie;milicki;0;0;0;0;0;2;0;70;20;0;20;0;t0213;2021-07-09
dolnoœl¹skie;oleœnicki;0;0;0;0;0;2;1;244;99;1;98;0;t0214;2021-07-09
dolnoœl¹skie;o³awski;0;0;0;0;0;3;0;293;88;2;85;1;t0215;2021-07-09
dolnoœl¹skie;polkowicki;0;0;0;0;0;4;0;109;76;4;72;0;t0216;2021-07-09
