"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",218,0.06,46,13,33,2772,446,61041,51409,306,50926,177,"t0000",2021-06-16
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,13,9,271,125,1,124,0,"t0201",2021-06-16
"3","dolnośląskie","dzierżoniowski",2,0.2,0,0,0,8,0,71,103,3,100,0,"t0202",2021-06-16
"4","dolnośląskie","głogowski",0,0,0,0,0,2,1,87,91,0,91,0,"t0203",2021-06-16
"5","dolnośląskie","górowski",1,0.29,0,0,0,4,0,28,21,1,20,0,"t0204",2021-06-16
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,27,28,0,27,1,"t0205",2021-06-16
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,3,0,55,45,0,45,0,"t0206",2021-06-16
"8","dolnośląskie","kamiennogórski",1,0.23,0,0,0,8,1,37,36,2,34,0,"t0207",2021-06-16
"9","dolnośląskie","kłodzki",2,0.13,0,0,0,5,3,90,132,2,130,0,"t0208",2021-06-16
"10","dolnośląskie","legnicki",0,0,1,1,0,2,1,60,61,0,61,0,"t0209",2021-06-16
"11","dolnośląskie","lubański",1,0.18,0,0,0,4,1,54,33,1,32,0,"t0210",2021-06-16
"12","dolnośląskie","lubiński",1,0.09,0,0,0,4,0,54,92,1,91,0,"t0211",2021-06-16
"13","dolnośląskie","lwówecki",1,0.22,0,0,0,11,0,53,53,1,52,0,"t0212",2021-06-16
"14","dolnośląskie","milicki",0,0,0,0,0,10,0,37,24,0,24,0,"t0213",2021-06-16
"15","dolnośląskie","oleśnicki",0,0,0,0,0,5,2,114,149,1,148,0,"t0214",2021-06-16
"16","dolnośląskie","oławski",1,0.13,0,0,0,5,0,106,105,1,104,0,"t0215",2021-06-16
"17","dolnośląskie","polkowicki",2,0.32,0,0,0,4,0,39,54,2,52,0,"t0216",2021-06-16
"18","dolnośląskie","strzeliński",0,0,0,0,0,4,1,30,34,0,34,0,"t0217",2021-06-16
"19","dolnośląskie","średzki",0,0,1,1,0,8,0,104,57,0,57,0,"t0218",2021-06-16
"20","dolnośląskie","świdnicki",1,0.06,0,0,0,14,1,214,138,1,137,0,"t0219",2021-06-16
"21","dolnośląskie","trzebnicki",0,0,0,0,0,13,1,405,106,0,106,0,"t0220",2021-06-16
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,2,0,28,66,0,66,0,"t0221",2021-06-16
"23","dolnośląskie","wołowski",0,0,1,1,0,6,1,56,52,0,52,0,"t0222",2021-06-16
"24","dolnośląskie","wrocławski",2,0.13,0,0,0,21,7,325,219,2,216,1,"t0223",2021-06-16
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,5,0,34,51,0,50,1,"t0224",2021-06-16
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,5,3,99,66,0,66,0,"t0225",2021-06-16
"27","dolnośląskie","złotoryjski",0,0,1,1,0,1,0,27,19,0,19,0,"t0226",2021-06-16
"28","dolnośląskie","Jelenia Góra",2,0.25,0,0,0,8,1,52,86,3,83,0,"t0261",2021-06-16
"29","dolnośląskie","Legnica",0,0,1,1,0,3,1,157,109,0,109,0,"t0262",2021-06-16
"30","dolnośląskie","Wrocław",6,0.09,0,0,0,47,8,1367,1042,7,1028,7,"t0264",2021-06-16
"31","dolnośląskie","Wałbrzych",1,0.09,0,0,0,4,1,67,126,2,124,0,"t0265",2021-06-16
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,0,0,11,42,0,42,0,"t0401",2021-06-16
"33","kujawsko-pomorskie","brodnicki",0,0,0,0,0,0,0,21,74,0,74,0,"t0402",2021-06-16
"34","kujawsko-pomorskie","bydgoski",1,0.08,0,0,0,9,2,93,128,1,127,0,"t0403",2021-06-16
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,4,0,38,44,0,44,0,"t0404",2021-06-16
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,12,0,23,39,0,38,1,"t0405",2021-06-16
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,1,0,50,53,0,53,0,"t0406",2021-06-16
"38","kujawsko-pomorskie","inowrocławski",0,0,0,0,0,5,0,104,112,0,112,0,"t0407",2021-06-16
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,8,0,82,52,0,52,0,"t0408",2021-06-16
"40","kujawsko-pomorskie","mogileński",1,0.22,0,0,0,1,0,21,41,1,40,0,"t0409",2021-06-16
"41","kujawsko-pomorskie","nakielski",2,0.23,0,0,0,6,0,59,77,2,75,0,"t0410",2021-06-16
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,4,0,24,32,0,32,0,"t0411",2021-06-16
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,1,0,12,27,0,27,0,"t0412",2021-06-16
"44","kujawsko-pomorskie","sępoleński",1,0.24,0,0,0,4,1,40,41,1,40,0,"t0413",2021-06-16
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,6,2,67,92,1,91,0,"t0414",2021-06-16
"46","kujawsko-pomorskie","toruński",0,0,0,0,0,9,0,45,105,0,105,0,"t0415",2021-06-16
"47","kujawsko-pomorskie","tucholski",0,0,0,0,0,1,0,32,45,0,45,0,"t0416",2021-06-16
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,2,1,16,19,0,19,0,"t0417",2021-06-16
"49","kujawsko-pomorskie","włocławski",1,0.12,0,0,0,5,0,49,83,1,82,0,"t0418",2021-06-16
"50","kujawsko-pomorskie","żniński",1,0.14,0,0,0,6,1,52,74,1,72,1,"t0419",2021-06-16
"51","kujawsko-pomorskie","Bydgoszcz",1,0.03,1,0,1,31,5,386,433,1,430,2,"t0461",2021-06-16
"52","kujawsko-pomorskie","Grudziądz",1,0.11,0,0,0,3,1,80,123,1,120,2,"t0462",2021-06-16
"53","kujawsko-pomorskie","Toruń",1,0.05,0,0,0,15,1,111,232,4,228,0,"t0463",2021-06-16
"54","kujawsko-pomorskie","Włocławek",0,0,0,0,0,9,4,84,95,0,95,0,"t0464",2021-06-16
"55","lubelskie","bialski",3,0.27,0,0,0,6,2,170,114,3,111,0,"t0601",2021-06-16
"56","lubelskie","biłgorajski",0,0,0,0,0,14,0,438,101,0,101,0,"t0602",2021-06-16
"57","lubelskie","chełmski",0,0,0,0,0,7,3,173,67,0,67,0,"t0603",2021-06-16
