wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;9436;2.46;381;92;289;12351;8476;190307;79406;10239;67816;1351;t0000
dolnoœl¹skie;boles³awiecki;21;2.33;1;0;1;36;37;460;149;22;126;1;t0201
dolnoœl¹skie;dzier¿oniowski;10;0.99;0;0;0;11;0;192;138;10;125;3;t0202
dolnoœl¹skie;g³ogowski;25;2.81;0;0;0;25;19;326;200;26;174;0;t0203
dolnoœl¹skie;górowski;2;0.58;2;0;2;5;15;146;28;2;26;0;t0204
dolnoœl¹skie;jaworski;15;3.00;0;0;0;7;1;129;71;16;55;0;t0205
dolnoœl¹skie;jeleniogórski;9;1.42;1;0;1;9;6;189;63;11;50;2;t0206
dolnoœl¹skie;kamiennogórski;1;0.23;0;0;0;6;1;73;43;1;42;0;t0207
dolnoœl¹skie;k³odzki;17;1.08;0;0;0;40;23;451;196;18;175;3;t0208
dolnoœl¹skie;legnicki;7;1.27;0;0;0;11;4;191;65;7;58;0;t0209
dolnoœl¹skie;lubañski;8;1.48;0;0;0;27;7;309;137;11;126;0;t0210
dolnoœl¹skie;lubiñski;10;0.94;0;0;0;26;15;262;188;12;175;1;t0211
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;23;4;138;88;3;84;1;t0212
dolnoœl¹skie;milicki;10;2.71;0;0;0;12;2;198;89;12;77;0;t0213
dolnoœl¹skie;oleœnicki;11;1.02;0;0;0;18;10;345;121;12;109;0;t0214
dolnoœl¹skie;o³awski;11;1.43;0;0;0;25;18;467;145;13;131;1;t0215
dolnoœl¹skie;polkowicki;5;0.79;1;0;1;4;2;206;45;7;38;0;t0216
dolnoœl¹skie;strzeliñski;8;1.84;0;0;0;9;15;188;127;8;117;2;t0217
dolnoœl¹skie;œredzki;2;0.36;0;0;0;20;6;222;58;2;56;0;t0218
dolnoœl¹skie;œwidnicki;33;2.11;1;0;1;34;19;798;403;41;360;2;t0219
dolnoœl¹skie;trzebnicki;12;1.41;1;0;1;16;10;378;83;13;70;0;t0220
dolnoœl¹skie;wa³brzyski;4;0.72;0;0;0;5;7;155;75;4;71;0;t0221
dolnoœl¹skie;wo³owski;7;1.50;1;0;1;20;13;233;96;8;87;1;t0222
dolnoœl¹skie;wroc³awski;40;2.60;0;0;0;58;17;1011;256;42;212;2;t0223
dolnoœl¹skie;z¹bkowicki;11;1.71;0;0;0;10;19;246;102;14;86;2;t0224
dolnoœl¹skie;zgorzelecki;8;0.90;2;2;0;15;11;408;47;10;36;1;t0225
dolnoœl¹skie;z³otoryjski;6;1.39;0;0;0;5;2;155;45;8;36;1;t0226
dolnoœl¹skie;Jelenia Góra;9;1.14;0;0;0;11;7;242;86;11;75;0;t0261
dolnoœl¹skie;Legnica;10;1.01;4;4;0;20;2;488;119;11;104;4;t0262
dolnoœl¹skie;Wroc³aw;144;2.24;2;1;1;197;129;3618;1481;157;1292;32;t0264
dolnoœl¹skie;Wa³brzych;4;0.36;0;0;0;25;18;329;173;6;166;1;t0265
kujawsko-pomorskie;aleksandrowski;13;2.36;0;0;0;10;8;195;124;23;101;0;t0401
kujawsko-pomorskie;brodnicki;21;2.65;1;0;1;23;9;443;153;22;131;0;t0402
kujawsko-pomorskie;bydgoski;66;5.53;6;0;6;92;87;1240;296;68;217;11;t0403
kujawsko-pomorskie;che³miñski;31;5.98;1;0;1;47;17;537;135;31;103;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;22;4.89;0;0;0;20;8;230;106;23;79;4;t0405
kujawsko-pomorskie;grudzi¹dzki;19;4.73;3;3;0;21;22;428;98;20;75;3;t0406
kujawsko-pomorskie;inowroc³awski;47;2.95;2;1;1;72;27;948;337;51;278;8;t0407
kujawsko-pomorskie;lipnowski;10;1.52;1;0;1;6;18;299;104;11;90;3;t0408
kujawsko-pomorskie;mogileñski;28;6.15;0;0;0;22;22;237;82;28;50;4;t0409
kujawsko-pomorskie;nakielski;90;10.44;2;0;2;64;55;729;312;94;212;6;t0410
kujawsko-pomorskie;radziejowski;6;1.49;4;0;4;17;4;219;62;6;55;1;t0411
kujawsko-pomorskie;rypiñski;5;1.15;0;0;0;10;1;156;59;5;54;0;t0412
kujawsko-pomorskie;sêpoleñski;36;8.80;2;0;2;22;30;304;115;36;73;6;t0413
kujawsko-pomorskie;œwiecki;50;5.05;3;0;3;42;30;815;234;53;178;3;t0414
kujawsko-pomorskie;toruñski;37;3.40;0;0;0;56;57;902;200;37;159;4;t0415
kujawsko-pomorskie;tucholski;13;2.69;0;0;0;22;18;318;75;13;61;1;t0416
kujawsko-pomorskie;w¹brzeski;13;3.81;0;0;0;23;10;274;43;14;29;0;t0417
kujawsko-pomorskie;w³oc³awski;29;3.38;0;0;0;24;10;434;113;29;84;0;t0418
kujawsko-pomorskie;¿niñski;35;5.00;1;0;1;35;30;560;176;38;137;1;t0419
kujawsko-pomorskie;Bydgoszcz;263;7.58;8;1;7;276;194;2877;1098;279;777;42;t0461
kujawsko-pomorskie;Grudzi¹dz;49;5.21;5;4;1;62;67;775;250;53;182;15;t0462
kujawsko-pomorskie;Toruñ;79;3.93;3;0;3;131;104;1452;580;89;482;9;t0463
kujawsko-pomorskie;W³oc³awek;31;2.84;2;0;2;38;22;572;190;32;157;1;t0464
lubelskie;bialski;19;1.72;1;0;1;17;21;355;168;21;146;1;t0601
lubelskie;bi³gorajski;12;1.19;1;1;0;14;11;252;148;13;134;1;t0602
lubelskie;che³mski;15;1.93;0;0;0;24;19;342;85;17;65;3;t0603
lubelskie;hrubieszowski;5;0.80;2;0;2;12;22;232;112;6;104;2;t0604
lubelskie;janowski;2;0.44;0;0;0;5;4;96;50;3;47;0;t0605
lubelskie;krasnostawski;24;3.81;0;0;0;21;22;369;137;27;109;1;t0606
lubelskie;kraœnicki;16;1.68;7;4;3;20;43;300;199;18;181;0;t0607
lubelskie;lubartowski;11;1.25;0;0;0;21;2;181;147;12;135;0;t0608
lubelskie;lubelski;41;2.63;2;0;2;42;51;691;349;43;302;4;t0609
lubelskie;³êczyñski;9;1.57;2;0;2;40;24;271;69;9;55;5;t0610
lubelskie;³ukowski;15;1.41;5;0;5;12;13;256;234;16;217;1;t0611
lubelskie;opolski;12;2.04;0;0;0;9;15;239;78;13;65;0;t0612
lubelskie;parczewski;5;1.45;0;0;0;8;10;99;88;5;83;0;t0613
lubelskie;pu³awski;41;3.63;0;0;0;62;20;545;227;43;173;11;t0614
