wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
dolnoœl¹skie;zgorzelecki;30;3.38;;;;16;16;494;63;31;28;4;t0225
dolnoœl¹skie;z³otoryjski;9;2.08;;;;10;8;279;33;10;22;1;t0226
dolnoœl¹skie;Jelenia Góra;20;2.54;5;3;2;23;9;295;92;22;69;1;t0261
dolnoœl¹skie;Legnica;16;1.61;3;3;;43;19;480;102;18;79;5;t0262
dolnoœl¹skie;Wroc³aw;216;3.36;;;;217;170;2598;1222;252;954;16;t0264
dolnoœl¹skie;Wa³brzych;17;1.54;1;1;;18;16;403;145;21;123;1;t0265
kujawsko-pomorskie;aleksandrowski;23;4.18;;;;26;17;226;127;41;76;10;t0401
kujawsko-pomorskie;brodnicki;20;2.53;2;;2;30;7;503;118;25;89;4;t0402
kujawsko-pomorskie;bydgoski;88;7.37;;;;129;85;1357;336;91;231;14;t0403
kujawsko-pomorskie;che³miñski;41;7.91;1;;1;50;16;480;134;44;86;4;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;4;0.89;1;;1;11;6;246;35;4;29;2;t0405
kujawsko-pomorskie;grudzi¹dzki;37;9.20;;;;21;33;407;114;41;69;4;t0406
kujawsko-pomorskie;inowroc³awski;133;8.35;8;1;7;90;26;1082;303;138;157;8;t0407
kujawsko-pomorskie;lipnowski;15;2.29;;;;16;19;416;81;18;59;4;t0408
kujawsko-pomorskie;mogileñski;21;4.61;;;;12;8;233;62;22;39;1;t0409
kujawsko-pomorskie;nakielski;18;2.09;1;;1;61;58;852;126;21;101;4;t0410
kujawsko-pomorskie;radziejowski;15;3.73;;;;16;12;213;40;15;23;2;t0411
kujawsko-pomorskie;rypiñski;6;1.38;2;;2;13;4;179;46;6;37;3;t0412
kujawsko-pomorskie;sêpoleñski;28;6.84;4;;4;27;20;367;98;35;62;1;t0413
kujawsko-pomorskie;œwiecki;54;5.46;1;;1;51;22;921;154;56;94;4;t0414
kujawsko-pomorskie;toruñski;91;8.35;;;;86;35;1155;244;92;143;9;t0415
kujawsko-pomorskie;tucholski;29;6.00;2;1;1;26;16;444;69;31;36;2;t0416
kujawsko-pomorskie;w¹brzeski;11;3.22;;;;14;19;215;31;12;19;0;t0417
kujawsko-pomorskie;w³oc³awski;28;3.26;3;;3;39;18;502;61;28;31;2;t0418
kujawsko-pomorskie;¿niñski;42;5.99;2;;2;38;34;540;112;44;67;1;t0419
kujawsko-pomorskie;Bydgoszcz;311;8.97;;;;330;192;3087;1137;326;772;39;t0461
kujawsko-pomorskie;Grudzi¹dz;86;9.14;1;;1;81;85;867;418;94;318;6;t0462
kujawsko-pomorskie;Toruñ;178;8.85;6;;6;179;84;1603;712;181;514;17;t0463
kujawsko-pomorskie;W³oc³awek;33;3.02;4;;4;60;32;683;91;34;54;3;t0464
lubelskie;bialski;24;2.17;2;2;;26;26;409;90;26;59;5;t0601
lubelskie;bi³gorajski;7;0.70;5;;5;12;10;156;43;8;35;0;t0602
lubelskie;che³mski;28;3.60;;;;23;9;421;90;32;56;2;t0603
lubelskie;hrubieszowski;24;3.84;1;1;;22;8;303;94;27;65;2;t0604
lubelskie;janowski;7;1.54;3;;3;7;4;82;27;7;20;0;t0605
lubelskie;krasnostawski;28;4.45;3;3;;39;11;503;91;28;62;1;t0606
lubelskie;kraœnicki;23;2.42;5;3;2;27;26;353;73;24;47;2;t0607
lubelskie;lubartowski;17;1.93;4;4;;30;11;421;96;20;76;0;t0608
lubelskie;lubelski;29;1.86;5;2;3;67;71;826;166;31;133;2;t0609
lubelskie;³êczyñski;20;3.49;2;1;1;34;11;400;71;23;46;2;t0610
lubelskie;³ukowski;4;0.38;2;;2;18;2;210;29;4;25;0;t0611
lubelskie;opolski;22;3.73;;;;29;6;299;50;24;26;0;t0612
lubelskie;parczewski;1;0.29;3;;3;3;3;118;9;2;7;0;t0613
lubelskie;pu³awski;34;3.01;2;2;;67;17;632;119;35;81;3;t0614
lubelskie;radzyñski;16;2.73;;;;14;7;167;46;21;24;1;t0615
lubelskie;rycki;17;3.04;;;;19;5;190;49;17;31;1;t0616
lubelskie;œwidnicki;50;6.97;6;6;;57;35;598;124;54;69;1;t0617
lubelskie;tomaszowski;16;1.94;1;1;;15;14;212;52;17;33;2;t0618
lubelskie;w³odawski;19;4.97;1;;1;13;11;193;54;23;29;2;t0619
lubelskie;zamojski;18;1.70;3;;3;10;12;227;94;20;73;1;t0620
lubelskie;Bia³a Podlaska;25;4.37;1;;1;22;6;233;69;28;39;2;t0661
lubelskie;Che³m;41;6.66;;;;38;18;438;112;42;62;8;t0662
lubelskie;Lublin;106;3.12;18;18;;180;147;1741;555;113;433;9;t0663
lubelskie;Zamoœæ;21;3.32;5;1;4;14;7;188;79;21;57;1;t0664
lubuskie;gorzowski;34;4.72;1;1;;26;28;422;78;35;40;3;t0801
lubuskie;kroœnieñski;37;6.76;;;;18;6;504;71;38;29;4;t0802
lubuskie;miêdzyrzecki;20;3.49;;;;25;12;345;110;23;86;1;t0803
lubuskie;nowosolski;22;2.56;;;;21;8;293;80;25;55;0;t0804
lubuskie;s³ubicki;34;7.25;;;;28;11;486;79;39;37;3;t0805
lubuskie;strzelecko-drezdenecki;6;1.23;;;;20;9;229;51;6;44;1;t0806
lubuskie;sulêciñski;27;7.69;1;1;;27;1;336;95;39;51;5;t0807
lubuskie;œwiebodziñski;26;4.67;1;;1;21;;395;116;28;84;4;t0808
lubuskie;zielonogórski;16;2.12;;;;37;17;512;66;19;46;1;t0809
lubuskie;¿agañski;31;3.94;1;1;;13;17;289;83;32;47;4;t0810
lubuskie;¿arski;41;4.28;;;;27;27;413;111;47;59;5;t0811
lubuskie;wschowski;6;1.55;;;;12;4;173;27;6;20;1;t0812
lubuskie;Gorzów Wielkopolski;48;3.89;2;2;;49;74;632;127;54;65;8;t0861
lubuskie;Zielona Góra;51;3.61;1;;1;70;31;833;210;57;151;2;t0862
³ódzkie;be³chatowski;17;1.51;1;;1;28;25;353;110;34;74;2;t1001
³ódzkie;kutnowski;44;4.58;;;;37;15;500;111;46;63;2;t1002
³ódzkie;³aski;12;2.41;5;4;1;12;14;175;48;12;36;0;t1003
³ódzkie;³êczycki;16;3.23;;;;18;9;352;65;18;46;1;t1004
³ódzkie;³owicki;40;5.14;;;;13;23;333;114;41;72;1;t1005
³ódzkie;³ódzki wschodni;42;5.80;2;;2;37;24;393;132;44;84;4;t1006
³ódzkie;opoczyñski;7;0.92;;;;7;4;109;30;10;17;3;t1007
³ódzkie;pabianicki;56;4.70;1;;1;77;37;678;201;60;137;4;t1008
³ódzkie;pajêczañski;22;4.31;1;;1;7;3;134;58;22;32;4;t1009
³ódzkie;piotrkowski;21;2.30;1;1;;29;6;338;82;22;57;3;t1010
³ódzkie;poddêbicki;13;3.17;1;;1;19;14;301;53;19;30;4;t1011
³ódzkie;radomszczañski;62;5.52;;;;19;10;316;186;73;112;1;t1012
³ódzkie;rawski;8;1.65;;;;9;2;281;33;8;25;0;t1013
³ódzkie;sieradzki;28;2.39;1;1;;27;14;508;127;29;92;6;t1014
³ódzkie;skierniewicki;9;2.36;;;;16;2;237;42;9;31;2;t1015
³ódzkie;tomaszowski;11;0.95;5;1;4;36;19;457;84;12;71;1;t1016
³ódzkie;wieluñski;19;2.50;5;1;4;20;8;218;87;24;58;5;t1017
³ódzkie;wieruszowski;22;5.23;2;;2;2;5;150;74;22;46;6;t1018
³ódzkie;zduñskowolski;12;1.81;1;1;;18;20;249;63;13;50;0;t1019
³ódzkie;zgierski;88;5.30;;;;99;70;1086;332;94;232;6;t1020
³ódzkie;brzeziñski;11;3.57;;;;10;1;144;29;12;17;0;t1021
³ódzkie;£ódŸ;350;5.17;24;;24;496;273;4095;1539;393;1114;32;t1061
³ódzkie;Piotrków Trybunalski;23;3.16;1;1;;31;9;373;74;24;50;0;t1062
³ódzkie;Skierniewice;17;3.55;;;;27;10;285;67;18;49;0;t1063
ma³opolskie;bocheñski;1;0.09;;;;9;6;179;72;2;69;1;t1201
ma³opolskie;brzeski;10;1.07;1;1;;6;6;132;67;12;54;1;t1202
ma³opolskie;chrzanowski;15;1.21;2;;2;27;21;323;91;16;74;1;t1203
ma³opolskie;d¹browski;2;0.34;;;;1;2;73;28;3;25;0;t1204
ma³opolskie;gorlicki;11;1.01;1;1;;14;13;197;52;11;38;3;t1205
ma³opolskie;krakowski;50;1.78;2;2;;73;24;727;289;54;229;6;t1206
ma³opolskie;limanowski;14;1.06;1;;1;6;1;103;78;15;62;1;t1207
ma³opolskie;miechowski;8;1.64;;;;9;6;71;68;14;51;3;t1208
ma³opolskie;myœlenicki;13;1.02;2;1;1;14;13;223;109;14;90;5;t1209
ma³opolskie;nowos¹decki;8;0.37;1;1;;12;13;186;81;10;66;5;t1210
ma³opolskie;nowotarski;5;0.26;1;;1;7;9;80;63;5;57;1;t1211
ma³opolskie;olkuski;11;0.99;;;;20;2;193;59;13;46;0;t1212
ma³opolskie;oœwiêcimski;16;1.04;2;1;1;24;12;367;83;18;64;1;t1213
ma³opolskie;proszowicki;2;0.46;;;;4;2;62;25;4;21;0;t1214
ma³opolskie;suski;4;0.48;2;1;1;5;10;149;42;4;38;0;t1215
ma³opolskie;tarnowski;14;0.69;3;2;1;21;8;309;90;20;66;4;t1216
ma³opolskie;tatrzañski;2;0.29;;;;1;4;142;36;2;34;0;t1217
ma³opolskie;wadowicki;16;1.00;1;1;;28;6;381;99;17;80;2;t1218
ma³opolskie;wielicki;19;1.46;1;;1;38;15;362;131;19;108;4;t1219
ma³opolskie;Kraków;166;2.13;20;20;;249;97;2167;1244;184;1031;29;t1261
ma³opolskie;Nowy S¹cz;8;0.96;1;;1;7;4;72;78;8;68;2;t1262
ma³opolskie;Tarnów;15;1.39;2;1;1;9;14;180;74;18;54;2;t1263
mazowieckie;bia³obrzeski;11;3.30;;;;13;2;196;32;16;13;3;t1401
mazowieckie;ciechanowski;31;3.47;1;1;;54;11;463;90;33;54;3;t1402
mazowieckie;garwoliñski;8;0.73;1;;1;20;10;187;79;12;65;2;t1403
mazowieckie;gostyniñski;13;2.90;2;;2;7;5;185;63;13;45;5;t1404
mazowieckie;grodziski;44;4.55;;;;54;39;886;166;47;118;1;t1405
mazowieckie;grójecki;29;2.95;;;;37;19;908;123;49;66;8;t1406
mazowieckie;kozienicki;13;2.17;;;;17;4;334;79;15;62;2;t1407
mazowieckie;legionowski;46;3.86;1;;1;68;14;814;180;54;122;4;t1408
mazowieckie;lipski;1;0.30;2;2;;6;4;100;13;2;11;0;t1409
mazowieckie;³osicki;11;3.59;;;;10;5;123;27;12;15;0;t1410
mazowieckie;makowski;9;2.01;;;;9;;159;36;11;24;1;t1411
mazowieckie;miñski;35;2.26;;;;48;21;548;224;43;169;12;t1412
mazowieckie;m³awski;20;2.76;;;;24;11;497;89;22;64;3;t1413
mazowieckie;nowodworski;16;2.01;;;;41;15;399;93;17;74;2;t1414
mazowieckie;ostro³êcki;7;0.79;4;;4;14;9;256;30;8;22;0;t1415
mazowieckie;ostrowski;13;1.80;;;;11;8;261;50;15;34;1;t1416
mazowieckie;otwocki;31;2.49;2;;2;45;18;807;189;31;148;10;t1417
mazowieckie;piaseczyñski;87;4.59;3;1;2;148;39;1413;402;120;268;14;t1418
mazowieckie;p³ocki;40;3.61;2;1;1;52;14;504;156;40;98;18;t1419
mazowieckie;p³oñski;22;2.53;3;;3;27;3;545;84;25;57;2;t1420
mazowieckie;pruszkowski;64;3.85;1;;1;96;38;1480;283;75;201;7;t1421
mazowieckie;przasnyski;27;5.16;1;;1;25;25;360;57;27;30;0;t1422
mazowieckie;przysuski;6;1.45;1;;1;4;3;76;40;14;25;1;t1423
mazowieckie;pu³tuski;4;0.77;;;;15;6;187;32;5;26;1;t1424
mazowieckie;radomski;30;1.97;;;;40;11;476;122;32;88;2;t1425
mazowieckie;siedlecki;6;0.74;;;;16;13;293;58;7;49;2;t1426
mazowieckie;sierpecki;12;2.32;;;;15;14;224;52;14;36;2;t1427
mazowieckie;sochaczewski;17;2.00;2;;2;45;8;453;92;18;72;2;t1428
mazowieckie;soko³owski;14;2.61;;;;7;5;113;23;14;8;1;t1429
mazowieckie;szyd³owiecki;3;0.76;;;;4;1;92;27;3;24;0;t1430
mazowieckie;warszawski zachodni;50;4.18;;;;65;35;982;196;59;130;7;t1432
mazowieckie;wêgrowski;14;2.13;2;;2;14;9;286;80;17;54;9;t1433
mazowieckie;wo³omiñski;79;3.14;2;;2;90;43;1452;387;98;278;11;t1434
mazowieckie;wyszkowski;15;2.02;1;;1;25;11;258;53;17;33;3;t1435
mazowieckie;zwoleñski;4;1.11;3;;3;8;1;218;33;7;21;5;t1436
mazowieckie;¿uromiñski;10;2.61;;;;9;7;136;24;10;13;1;t1437
mazowieckie;¿yrardowski;34;4.50;;;;40;15;448;96;42;54;0;t1438
mazowieckie;Ostro³êka;6;1.16;1;;1;16;2;137;43;7;34;2;t1461
mazowieckie;P³ock;79;6.64;5;5;;81;33;627;249;79;160;10;t1462
mazowieckie;Radom;44;2.09;;;;56;32;702;343;58;276;9;t1463
mazowieckie;Siedlce;12;1.53;;;;21;7;296;91;16;72;3;t1464
mazowieckie;Warszawa;812;4.53;13;1;12;934;387;9734;5546;1014;4397;135;t1465
opolskie;brzeski;27;3.01;1;;1;20;16;379;90;32;58;0;t1601
opolskie;g³ubczycki;39;8.61;3;;3;15;9;193;81;43;35;3;t1602
opolskie;kêdzierzyñsko-kozielski;36;3.85;1;;1;27;13;402;121;38;83;0;t1603
opolskie;kluczborski;16;2.45;4;;4;16;7;248;60;18;41;1;t1604
opolskie;krapkowicki;8;1.26;;;;10;6;219;46;8;37;1;t1605
opolskie;namys³owski;5;1.17;1;1;;11;4;145;29;5;24;0;t1606
opolskie;nyski;37;2.73;1;1;;17;22;385;116;37;78;1;t1607
opolskie;oleski;10;1.56;;;;11;3;259;68;10;53;5;t1608
opolskie;opolski;19;1.53;;;;34;10;471;165;24;140;1;t1609
opolskie;prudnicki;3;0.54;;;;11;8;126;23;4;18;1;t1610
opolskie;strzelecki;25;3.37;1;;1;38;23;423;98;25;70;3;t1611
opolskie;Opole;55;4.30;2;1;1;49;27;790;310;60;248;2;t1661
podkarpackie;bieszczadzki;6;2.78;;;;6;;31;15;6;9;0;t1801
podkarpackie;brzozowski;9;1.37;;;;1;4;125;53;9;44;0;t1802
podkarpackie;dêbicki;10;0.74;1;1;;15;2;186;55;11;42;2;t1803
podkarpackie;jaros³awski;10;0.83;1;;1;11;25;312;109;24;80;5;t1804
podkarpackie;jasielski;8;0.71;1;;1;20;6;179;91;10;77;4;t1805
podkarpackie;kolbuszowski;4;0.64;2;;2;5;2;87;37;5;31;1;t1806
podkarpackie;kroœnieñski;10;0.89;;;;9;2;148;79;11;68;0;t1807
podkarpackie;le¿ajski;9;1.30;1;;1;3;6;109;36;11;24;1;t1808
podkarpackie;lubaczowski;15;2.73;2;2;;6;4;256;51;20;31;0;t1809
podkarpackie;³añcucki;13;1.60;;;;12;5;247;75;18;55;2;t1810
podkarpackie;mielecki;17;1.24;;;;13;7;186;101;23;78;0;t1811
podkarpackie;ni¿añski;13;1.96;;;;10;1;229;56;14;42;0;t1812
podkarpackie;przemyski;15;2.03;;;;14;5;268;68;22;46;0;t1813
podkarpackie;przeworski;10;1.28;;;;9;17;139;48;13;32;3;t1814
podkarpackie;ropczycko-sêdziszowski;6;0.80;;;;2;1;80;37;8;29;0;t1815
podkarpackie;rzeszowski;31;1.82;;;;39;33;463;180;37;140;3;t1816
podkarpackie;sanocki;8;0.85;;;;7;6;119;61;8;53;0;t1817
podkarpackie;stalowowolski;27;2.55;4;;4;24;12;398;111;32;79;0;t1818
podkarpackie;strzy¿owski;6;0.98;;;;9;2;125;49;7;42;0;t1819
podkarpackie;tarnobrzeski;3;0.57;1;;1;11;6;139;27;4;23;0;t1820
podkarpackie;leski;6;2.27;;;;4;5;51;27;6;21;0;t1821
podkarpackie;Krosno;8;1.73;;;;4;4;86;80;9;71;0;t1861
podkarpackie;Przemyœl;7;1.16;1;;1;6;8;190;50;7;41;2;t1862
podkarpackie;Rzeszów;30;1.52;5;;5;40;34;514;298;46;247;5;t1863
podkarpackie;Tarnobrzeg;7;1.50;2;;2;6;11;131;77;15;60;2;t1864
podlaskie;augustowski;11;1.90;1;;1;30;5;219;37;11;24;2;t2001
podlaskie;bia³ostocki;37;2.46;1;;1;51;35;592;144;41;98;5;t2002
podlaskie;bielski;19;3.51;;;;16;9;216;74;20;54;0;t2003
podlaskie;grajewski;6;1.28;;;;8;14;131;27;6;21;0;t2004
podlaskie;hajnowski;4;0.95;;;;17;7;185;33;4;29;0;t2005
podlaskie;kolneñski;2;0.53;2;;2;7;9;111;15;2;13;0;t2006
podlaskie;³om¿yñski;5;0.98;;;;10;4;217;22;5;17;0;t2007
podlaskie;moniecki;5;1.24;;;;13;3;140;20;5;15;0;t2008
podlaskie;sejneñski;2;1.01;1;;1;4;1;45;13;2;9;2;t2009
podlaskie;siemiatycki;12;2.73;1;;1;6;1;157;34;15;19;0;t2010
podlaskie;sokólski;22;3.32;1;1;;28;11;406;63;23;40;0;t2011
podlaskie;suwalski;9;2.53;2;;2;10;3;134;23;9;13;1;t2012
podlaskie;wysokomazowiecki;13;2.29;1;1;;18;14;202;66;14;51;1;t2013
podlaskie;zambrowski;12;2.77;;;;13;5;275;49;12;37;0;t2014
podlaskie;Bia³ystok;127;4.27;;;;147;50;1346;536;135;391;10;t2061
podlaskie;£om¿a;19;3.03;;;;24;7;361;61;21;38;2;t2062
podlaskie;Suwa³ki;20;2.87;1;;1;24;9;418;73;22;47;4;t2063
pomorskie;bytowski;23;2.91;1;;1;18;15;343;100;24;69;7;t2201
pomorskie;chojnicki;40;4.10;;;;40;11;370;114;41;67;6;t2202
pomorskie;cz³uchowski;24;4.29;;;;15;19;394;67;24;41;2;t2203
pomorskie;gdañski;47;3.94;2;;2;60;26;1310;178;51;120;7;t2204
pomorskie;kartuski;32;2.27;1;;1;53;12;771;175;34;136;5;t2205
pomorskie;koœcierski;28;3.85;;;;18;15;346;76;29;45;2;t2206
pomorskie;kwidzyñski;41;4.94;1;;1;33;7;496;107;44;62;1;t2207
pomorskie;lêborski;11;1.66;1;;1;15;5;228;75;11;63;1;t2208
pomorskie;malborski;50;7.89;;;;52;27;784;155;50;91;14;t2209
pomorskie;nowodworski;21;5.92;1;;1;23;11;352;54;21;33;0;t2210
pomorskie;pucki;51;5.85;;;;54;16;693;133;54;78;1;t2211
pomorskie;s³upski;54;5.47;;;;41;43;815;214;58;149;7;t2212
pomorskie;starogardzki;60;4.68;2;1;1;58;18;750;143;63;78;2;t2213
pomorskie;tczewski;47;4.06;4;;4;45;61;749;145;48;97;0;t2214
pomorskie;wejherowski;84;3.84;;;;96;49;1351;276;90;185;1;t2215
pomorskie;sztumski;37;8.99;2;2;;35;7;381;81;38;42;1;t2216
pomorskie;Gdañsk;168;3.56;;;;345;160;4134;933;193;713;27;t2261
pomorskie;Gdynia;190;7.73;3;1;2;173;55;1654;673;206;453;14;t2262
pomorskie;S³upsk;82;9.08;;;;48;51;885;339;87;241;11;t2263
pomorskie;Sopot;18;5.06;;;;31;16;157;108;20;85;3;t2264
œl¹skie;bêdziñski;64;4.33;6;;6;60;32;627;207;67;136;4;t2401
œl¹skie;bielski;26;1.56;2;1;1;60;15;672;136;27;107;2;t2402
œl¹skie;cieszyñski;35;1.97;1;;1;26;13;563;160;37;116;7;t2403
œl¹skie;czêstochowski;26;1.94;1;;1;34;21;364;81;29;50;2;t2404
œl¹skie;gliwicki;31;2.68;;;;45;26;482;126;39;85;2;t2405
œl¹skie;k³obucki;4;0.47;1;;1;14;8;178;23;4;19;0;t2406
œl¹skie;lubliniecki;44;5.76;1;;1;23;9;252;83;44;36;3;t2407
œl¹skie;miko³owski;11;1.11;2;;2;33;18;409;88;19;66;3;t2408
œl¹skie;myszkowski;16;2.26;;;;25;17;356;62;16;46;0;t2409
œl¹skie;pszczyñski;23;2.06;;;;33;14;290;89;25;60;4;t2410
œl¹skie;raciborski;19;1.76;;;;20;17;265;72;24;46;2;t2411
œl¹skie;rybnicki;17;2.17;;;;13;7;211;56;18;38;0;t2412
œl¹skie;tarnogórski;44;3.13;;;;55;23;586;138;47;88;3;t2413
œl¹skie;bieruñsko-lêdziñski;8;1.34;1;;1;17;9;183;27;9;18;0;t2414
œl¹skie;wodzis³awski;24;1.53;;;;32;8;386;103;28;73;2;t2415
œl¹skie;zawierciañski;34;2.90;;;;31;16;368;121;35;83;3;t2416
œl¹skie;¿ywiecki;11;0.72;;;;22;5;363;98;13;83;2;t2417
œl¹skie;Bielsko-Bia³a;36;2.11;1;1;;55;35;632;196;38;151;7;t2461
œl¹skie;Bytom;30;1.82;;;;68;24;452;137;35;99;3;t2462
œl¹skie;Chorzów;24;2.23;2;;2;29;20;309;108;30;76;2;t2463
œl¹skie;Czêstochowa;41;1.87;4;;4;70;48;596;195;49;143;3;t2464
œl¹skie;D¹browa Górnicza;49;4.12;2;;2;61;28;456;181;49;129;3;t2465
œl¹skie;Gliwice;70;3.93;;;;102;33;775;239;72;163;4;t2466
œl¹skie;Jastrzêbie-Zdrój;22;2.49;;;;15;7;211;65;22;41;2;t2467
œl¹skie;Jaworzno;9;0.99;;;;23;15;318;51;11;39;1;t2468
œl¹skie;Katowice;73;2.50;1;;1;133;59;1047;376;79;292;5;t2469
œl¹skie;Mys³owice;10;1.34;1;1;;22;10;212;54;12;41;1;t2470
œl¹skie;Piekary Œl¹skie;8;1.46;2;;2;22;9;262;27;8;18;1;t2471
œl¹skie;Ruda Œl¹ska;36;2.63;3;;3;64;15;560;140;38;100;2;t2472
œl¹skie;Rybnik;32;2.32;1;1;;33;19;336;142;36;103;3;t2473
œl¹skie;Siemianowice Œl¹skie;17;2.55;;;;14;5;191;89;18;69;2;t2474
œl¹skie;Sosnowiec;51;2.56;2;;2;60;26;637;244;51;191;2;t2475
œl¹skie;Œwiêtoch³owice;7;1.42;;;;18;4;143;52;8;44;0;t2476
œl¹skie;Tychy;13;1.02;4;;4;59;17;523;106;19;85;2;t2477
œl¹skie;Zabrze;33;1.92;3;;3;49;42;488;171;38;127;6;t2478
œl¹skie;¯ory;4;0.64;1;;1;17;4;215;30;4;26;0;t2479
œwiêtokrzyskie;buski;6;0.84;;;;9;17;119;43;7;36;0;t2601
œwiêtokrzyskie;jêdrzejowski;15;1.76;;;;12;17;222;69;16;49;4;t2602
œwiêtokrzyskie;kazimierski;1;0.30;;;;9;5;90;16;1;15;0;t2603
œwiêtokrzyskie;kielecki;12;0.57;3;;3;24;31;352;131;15;110;6;t2604
œwiêtokrzyskie;konecki;5;0.63;;;;10;11;158;60;5;52;3;t2605
œwiêtokrzyskie;opatowski;11;2.12;1;;1;6;3;101;34;11;22;1;t2606
œwiêtokrzyskie;ostrowiecki;24;2.21;1;;1;31;47;329;88;26;58;4;t2607
œwiêtokrzyskie;piñczowski;7;1.81;;;;4;18;170;30;7;23;0;t2608
œwiêtokrzyskie;sandomierski;21;2.74;;;;27;13;321;94;34;58;2;t2609
œwiêtokrzyskie;skar¿yski;8;1.09;2;;2;12;9;148;42;9;30;3;t2610
œwiêtokrzyskie;starachowicki;17;1.91;1;;1;13;9;193;80;19;57;4;t2611
œwiêtokrzyskie;staszowski;4;0.56;1;;1;8;1;157;79;5;72;2;t2612
œwiêtokrzyskie;w³oszczowski;2;0.45;;;;13;1;88;30;2;26;2;t2613
œwiêtokrzyskie;Kielce;32;1.65;4;;4;36;29;254;212;34;167;11;t2661
warmiñsko-mazurskie;bartoszycki;27;4.75;1;;1;30;27;434;83;29;54;0;t2801
warmiñsko-mazurskie;braniewski;17;4.15;2;;2;14;10;386;43;17;26;0;t2802
warmiñsko-mazurskie;dzia³dowski;33;5.08;2;;2;19;26;516;92;34;57;1;t2803
warmiñsko-mazurskie;elbl¹ski;51;8.94;1;;1;54;15;642;110;52;56;2;t2804
warmiñsko-mazurskie;e³cki;24;2.62;2;1;1;28;21;414;78;24;52;2;t2805
warmiñsko-mazurskie;gi¿ycki;40;7.08;2;;2;33;6;481;75;40;34;1;t2806
warmiñsko-mazurskie;i³awski;49;5.28;4;;4;55;34;971;133;52;70;11;t2807
warmiñsko-mazurskie;kêtrzyñski;17;2.74;1;;1;35;21;469;56;18;38;0;t2808
warmiñsko-mazurskie;lidzbarski;16;3.90;1;;1;23;27;252;45;16;28;1;t2809
warmiñsko-mazurskie;mr¹gowski;17;3.42;1;1;;26;18;333;61;19;38;4;t2810
warmiñsko-mazurskie;nidzicki;16;4.89;;;;16;11;286;55;16;34;5;t2811
